seed,split,sample_index,sample_seed,family_id,view_count,noise_level,support_fit_residual_weight,branch_disagreement,support_rank,support_nullity,base_field_rel_l2,oracle_null_field_rel_l2,field_improvement_pct,error_energy_in_support_nullspace,support_projection_change_rel_to_clean,base_query_clean_reprojection,oracle_null_query_clean_reprojection,query_reprojection_improvement_pct
20260710,test_iid,80,20460710,0,5,0.02,0.5595802664756775,0.1283719688653946,79,177,0.16355053871176697,0.14215765655656237,13.080288407227757,0.24449637366416518,5.3662353495678425e-17,0.19897870068777715,0.15439038255640403,22.40858844541043
20260710,test_iid,81,20460711,0,5,0.05,0.32091888785362244,0.14914937317371368,79,177,0.20935812209038443,0.17099962637065844,18.32195251683743,0.33286965593502615,7.074139456113417e-17,0.2507276888564854,0.16310931770222464,34.94563027861808
20260710,test_iid,82,20460712,0,7,0.02,0.6406689882278442,0.12952055037021637,111,145,0.16876580964379345,0.1546900311124329,8.340420705465325,0.1598521523556592,4.475379195296067e-17,0.19272892661814625,0.14165941509947955,26.498104054502274
20260710,test_iid,83,20460713,0,7,0.05,0.4492911398410797,0.12911172211170197,111,145,0.12588025897437197,0.1045088168423308,16.97759625377193,0.3107280476218364,4.493397741526645e-17,0.1326706736615768,0.10521673018042328,20.693302237220507
20260710,test_iid,84,20460714,1,5,0.02,1.0,0.11635573953390121,79,177,0.39857204861389545,0.18666701695275273,53.16605426736475,0.7806581527123343,1.8996275813045303e-16,0.4285587015094093,0.11278663849482087,73.68233614244292
20260710,test_iid,85,20460715,1,5,0.05,0.865770161151886,0.13023163378238678,79,177,0.37933609677956504,0.23291779135350785,38.59856909709174,0.6229864283087202,1.7786663116663405e-16,0.48682013602002777,0.16502620099289678,66.10119656456268
20260710,test_iid,86,20460716,1,7,0.02,0.5896209478378296,0.15045371651649475,111,145,0.2745816625297742,0.20472751709556122,25.44020776565294,0.44408373819835445,1.0435635035268853e-16,0.35053527262590045,0.1505942613479146,57.038770957237524
20260710,test_iid,87,20460717,1,7,0.05,0.6123316287994385,0.14362645149230957,111,145,0.31907075258767953,0.2586858200892362,18.925248399776326,0.34268846529708796,9.553494226969314e-17,0.3770334327172558,0.2403005609215132,36.26545020423121
20260710,test_iid,88,20460718,0,5,0.02,0.4763384461402893,0.1144418716430664,79,177,0.12629506131275414,0.10630319930399632,15.829488343247366,0.29153249674585574,4.7853528056453266e-17,0.1603486456938999,0.10083813948519274,37.11319540667624
20260710,test_iid,89,20460719,0,5,0.05,0.4649513065814972,0.10986290872097015,79,177,0.1385842635326756,0.10637641392030714,23.240625444130636,0.41079984178133655,5.4857170504759223e-17,0.18303964108871243,0.10043747790209286,45.12801855098379
20260710,test_iid,90,20460720,0,7,0.02,0.4407637119293213,0.12431436032056808,111,145,0.2014809755534887,0.1772227227133198,12.039971899782909,0.22630334566179836,5.750916143234197e-17,0.2708473406695662,0.17268137670885006,36.24401986656985
20260710,test_iid,91,20460721,0,7,0.05,0.25664791464805603,0.12250958383083344,111,145,0.15396135673876937,0.13605033574757544,11.63345229638872,0.2191353246957,4.898264874692324e-17,0.20691522871554252,0.15579980930490192,24.703556005858168
