split,baseline,candidate_mean_relative_l2,baseline_mean_relative_l2,mean_gain_percent,p10_gain_percent,harm_rate_over_1_percent,coverage,candidate_mean_gradient_relative_l2,baseline_mean_gradient_relative_l2,candidate_mean_front_f1,baseline_mean_front_f1,candidate_mean_mass_relative_error,baseline_mean_mass_relative_error,candidate_mean_centroid_error,baseline_mean_centroid_error,candidate_mean_audit_true_residual_rms,baseline_mean_audit_true_residual_rms,audit_reprojection_change_percent
independent_select,pinhole_fista_equal_calls,0.19363366067409515,0.20493003726005554,5.342826843261719,0.0,0.03333333333333333,0.3333333333333333,0.28528133034706116,0.3004390299320221,0.8449999690055847,0.8366667032241821,0.0329761877655983,0.03509910777211189,0.014213419519364834,0.014241726137697697,2.175769978761673,2.269114965200424,-3.255452005288044
independent_lock,pinhole_fista_equal_calls,0.4352177381515503,0.4516994059085846,1.752702236175537,-17.78436279296875,0.25,0.6666666666666666,0.7318482995033264,0.7721664905548096,0.6184960007667542,0.6087737679481506,0.08197346329689026,0.08823848515748978,0.03633243218064308,0.03641436621546745,5.000319749116898,4.984943194521798,-0.43901361196176975
