method,threshold,coverage,mean_gain_percent,p10_gain_percent,harm_rate_over_1_percent,feasible
cv_hard,0.00021314651130477588,1.0,-2.158327579498291,-59.53072738647461,0.4,False
cv_hard,0.00021314751130477587,1.0,-2.158327579498291,-59.53072738647461,0.4,False
cv_hard,0.00035969851357320635,0.9666666666666667,-0.23636195063591003,-38.46015930175781,0.36666666666666664,False
cv_hard,0.0011406957381141535,0.9333333333333333,-0.5625517964363098,-38.46015930175781,0.36666666666666664,False
cv_hard,0.0016174794049497218,0.9,-0.308419406414032,-38.46015930175781,0.3333333333333333,False
cv_hard,0.0018988391314824916,0.8666666666666667,-1.5171680450439453,-38.46015930175781,0.3333333333333333,False
cv_hard,0.001963903432567161,0.8333333333333334,1.084553837776184,-26.418136596679688,0.3,False
cv_hard,0.002355512323720329,0.8,1.3959022760391235,-26.418136596679688,0.26666666666666666,False
cv_hard,0.0025058500920194043,0.7666666666666667,0.3138899505138397,-26.418136596679688,0.26666666666666666,False
cv_hard,0.003054274437912468,0.7333333333333333,0.09485714882612228,-26.418136596679688,0.26666666666666666,False
cv_hard,0.003761575674331787,0.7,-0.825943112373352,-26.418136596679688,0.26666666666666666,False
cv_hard,0.004399209526977998,0.6666666666666666,-0.5454170107841492,-26.418136596679688,0.23333333333333334,False
cv_hard,0.004747570038333844,0.6333333333333333,0.19667384028434753,-26.418136596679688,0.2,False
cv_hard,0.00535185594396488,0.6,-0.9041529297828674,-26.418136596679688,0.2,False
cv_hard,0.00578914924609705,0.5666666666666667,-0.592181384563446,-26.418136596679688,0.16666666666666666,False
cv_hard,0.006016247807677316,0.5333333333333333,0.5493924617767334,-4.949726581573486,0.13333333333333333,False
cv_hard,0.006211131313080568,0.5,0.36846670508384705,-4.949726581573486,0.13333333333333333,False
cv_hard,0.006280701582173565,0.4666666666666667,0.05158209800720215,-4.949726581573486,0.13333333333333333,False
cv_hard,0.006408773985078969,0.43333333333333335,2.597470760345459,-0.26610028743743896,0.1,False
cv_hard,0.006794371242353793,0.4,1.9437501430511475,-0.26610028743743896,0.1,False
cv_hard,0.007312429272402337,0.36666666666666664,1.8056145906448364,-0.26610028743743896,0.1,False
cv_hard,0.007747440260733387,0.3333333333333333,4.370179653167725,0.0,0.06666666666666667,False
cv_hard,0.008370556860127238,0.3,3.4656763076782227,0.0,0.06666666666666667,False
cv_hard,0.009109289315952881,0.26666666666666666,4.317284107208252,0.0,0.03333333333333333,True
cv_hard,0.009600371950202616,0.23333333333333334,3.2838432788848877,0.0,0.03333333333333333,True
cv_hard,0.011023000430412445,0.2,3.075133800506592,0.0,0.03333333333333333,True
cv_hard,0.011510219036757587,0.16666666666666666,3.1638338565826416,0.0,0.0,False
cv_hard,0.011569218975845705,0.13333333333333333,2.6772210597991943,0.0,0.0,False
cv_hard,0.012160729412548423,0.1,2.1943047046661377,0.0,0.0,False
cv_hard,0.01605758945837702,0.06666666666666667,1.5654253959655762,0.0,0.0,False
cv_hard,0.02123991139947084,0.03333333333333333,0.2610746920108795,0.0,0.0,False
cv_hard,0.023135623389990444,0.03333333333333333,0.2610746920108795,0.0,0.0,False
cv_hard,0.023135646525613833,0.0,0.0,0.0,0.0,False
full_residual_hard,0.00014227348264136912,1.0,1.3927148580551147,-25.980234146118164,0.36666666666666664,False
full_residual_hard,0.0001422744826413691,1.0,1.3927148580551147,-25.980234146118164,0.36666666666666664,False
full_residual_hard,0.0010861806358055523,0.9666666666666667,1.1316399574279785,-25.980234146118164,0.36666666666666664,False
full_residual_hard,0.0015354984439909457,0.9333333333333333,1.4436115026474,-25.980234146118164,0.3333333333333333,False
full_residual_hard,0.002415869396645576,0.9,0.9606949090957642,-25.980234146118164,0.3333333333333333,False
full_residual_hard,0.002701021575679382,0.8666666666666667,1.7665389776229858,-24.258895874023438,0.3,False
full_residual_hard,0.003558962799919148,0.8333333333333334,1.2974025011062622,-24.258895874023438,0.3,False
