base_seed,trial,scene,model,condition_class,expected_exact,q_true_norm,estimated_profile_relative_rank,q_relative_l2,estimated_crlb_relative_rms,corrected_residual_sigma_rms,teacher_profile_relative_rank,teacher_q_relative_l2,teacher_crlb_relative_rms,teacher_corrected_residual_sigma_rms,abstained,false_accept,q_true_yaw,q_hat_yaw,teacher_q_hat_yaw,absolute_physical_error_yaw,q_true_pitch,q_hat_pitch,teacher_q_hat_pitch,absolute_physical_error_pitch,q_true_roll,q_hat_roll,teacher_q_hat_roll,absolute_physical_error_roll,q_true_shift_u,q_hat_shift_u,teacher_q_hat_shift_u,absolute_physical_error_shift_u,q_true_shift_v,q_hat_shift_v,teacher_q_hat_shift_v,absolute_physical_error_shift_v
709,0,pure_transport,transport_exact,frozen_transport,True,0.04,5,15.665121373425183,8.602496983186795,0.7306883259160121,5,13.706135248058787,8.001816006076456,0.7304324459658276,False,True,0.008335676584101365,-0.07901625856557559,-0.012090574392051582,0.06896562978304387,-0.027262091045591567,0.12050269211781918,0.15973414111019504,0.08616093423780949,-0.02447591490234438,0.5511602166249981,0.4293527576744769,0.3084267488863965,-0.013185020039225843,-0.19142013331973215,-0.25614805645372846,0.0011083109747583378,-0.003792060648980896,-0.010435929027112845,-0.017817245672037827,3.8358391965749233e-05
709,0,pure_transport,transport_velocity_mismatch_10pct,frozen_transport,False,0.04,5,13.083775229454499,3.1986588792613757,1.4349011863803363,5,23.749274007632646,7.138561297686,1.464456220018564,False,True,0.008335676584101365,-0.14775852397238484,0.488319588014798,0.12323865325264792,-0.027262091045591567,-0.4461580650873272,0.07779257705359463,0.24425622735817262,-0.02447591490234438,0.017975322893404342,0.2687358649142129,0.02274544029195321,-0.013185020039225843,0.22248462895842583,0.7425117826380839,0.001465453431672993,-0.003792060648980896,0.12549348085898865,0.05923953065047797,0.0007464304219195275
709,0,pure_transport,transport_wrong_frame_order,frozen_transport,False,0.04,5,22.81876079427688,0.26408941299377153,17.9805444475887,5,1080.4251333748107,7.944048797041845,19.557923979051214,True,False,0.008335676584101365,-0.2703977646286432,2.9851208935902953,0.22006412659196883,-0.027262091045591567,-0.7837149827637983,-6.555930032060883,0.4410840422325485,-0.02447591490234438,-0.32243837066600756,42.569475439501566,0.15964875463525027,-0.013185020039225843,0.19751819202624823,-1.3859891278471232,0.001310205817758689,-0.003792060648980896,0.2198652071509441,0.3052576324354565,0.0012912858377050291
709,0,reacting_birth,transport_only_reacting,frozen_transport,False,0.04,5,11.696447750590504,1.8558449407186552,3.7629988940138834,5,102.73988622213967,8.044908579888574,3.65257077974306,True,False,0.008335676584101365,-0.15816570319361464,-1.194336815483785,0.13145527338850735,-0.027262091045591567,-0.2536560668675077,-0.2201765502461242,0.1320092382300363,-0.02447591490234438,-0.3949914660023236,3.1368998278995806,0.19852281776407218,-0.013185020039225843,0.0032166886725789974,-2.3331844066627867,0.00010198996951556854,-0.003792060648980896,0.0448216468803169,0.1648611357203523,0.0002806713712834582
709,0,reacting_birth,transport_shared_birth,frozen_transport_plus_shared_free_source,True,0.04,5,8.595027813179923,21.96086232384827,0.5762889773514372,5,5.9734084322763765,28.05535426881679,0.5775027566951783,False,True,0.008335676584101365,0.005217199484442544,-0.1367873139733033,0.002462083258641649,-0.027262091045591567,0.29156394106711203,-0.11589671550135526,0.18590592560735777,-0.02447591490234438,0.05595541034663172,-0.15812222431960118,0.043095231165119624,-0.013185020039225843,0.05286186787810425,0.08821946131113366,0.0004106962392545397,-0.003792060648980896,-0.07934371078261852,-0.009231672633070115,0.0004361976554237611
709,0,pure_transport,pilot_pca_rank_4,frozen_independent_fit_spatial_basis,False,0.04,5,129.09669931207713,0.4589704664396217,42.822298739227904,5,43.33409069119728,0.7288555479894572,45.575389855976184,True,False,0.008335676584101365,5.115341285264063,-0.4373934535657103,4.0320555864577585,-0.027262091045591567,0.7303786262210172,1.4558219242388517,0.4417766575957685,-0.02447591490234438,-0.013172525237092966,-0.7899178045331302,0.0060563740441369265,-0.013185020039225843,0.07523503849588647,-0.10084298066445822,0.0005498182679021956,-0.003792060648980896,-0.049188319508653405,-0.11671507572474117,0.00026209542272833856
709,0,pure_transport,teacher_pca_rank_4,frozen_independent_fit_spatial_basis,False,0.04,5,80.31801579771465,0.8339397697397787,45.41910408875498,5,43.5418367292506,0.7286304590710674,45.54562469586391,True,False,0.008335676584101365,0.11343778485513656,-0.3799062708690167,0.08297965094897398,-0.027262091045591567,3.018266051918185,1.462837407318265,1.7758328096019322,-0.02447591490234438,-1.0190438549327203,-0.8244620837836832,0.5328910738738762,-0.013185020039225843,-0.06619511836265941,-0.10971741318295036,0.00032963018713611517,-0.003792060648980896,-0.21190327630822994,-0.11781738720778868,0.0012015306638224772
709,0,reacting_birth,pilot_pca_rank_4_reacting,frozen_independent_fit_spatial_basis,False,0.04,5,147.95289651694952,0.4546967142144532,48.584119748069675,5,73.88972524863706,0.7327806896668284,51.73894542523571,True,False,0.008335676584101365,5.7480947442585615,-0.5109464428071825,4.531623692443976,-0.027262091045591567,1.3359273801147298,2.8110944949266212,0.794869222989544,-0.02447591490234438,0.3311931787667316,0.45781616292968147,0.19056806241238125,-0.013185020039225843,-0.302702546070391,-0.3830613210993117,0.0018002931385367902,-0.003792060648980896,-0.10701390477190825,-0.2042172103526893,0.000595951594906217
709,0,pure_transport,pilot_pca_rank_8,frozen_independent_fit_spatial_basis,False,0.04,5,29.99773709072377,0.4446364889279191,19.799086677015943,5,22.831137524093634,0.7420099359913687,20.08945878502722,True,False,0.008335676584101365,1.2031607546386893,-0.5011000864289638,0.9433318660589963,-0.027262091045591567,0.061499664616224595,0.6331642626425991,0.05175655273660625,-0.02447591490234438,0.03322676757122312,0.3429529382323067,0.030917188450497953,-0.013185020039225843,0.006466438626701426,-0.07021407191475612,0.0001221977359488071,-0.003792060648980896,0.02031961896964017,-0.01235388722235315,0.00013920884718424887
709,0,pure_transport,teacher_pca_rank_8,frozen_independent_fit_spatial_basis,False,0.04,5,9.681670009824996,0.811201318934955,20.251113729631083,5,23.17233642852767,0.7418160432379232,20.211560149172474,True,False,0.008335676584101365,-0.23754397519123913,-0.45764791970362484,0.19412557954744505,-0.027262091045591567,0.2177227667559203,0.6940182748934681,0.14284949208061323,-0.02447591490234438,0.1201993686562818,0.31383707724306403,0.0775172455450446,-0.013185020039225843,-0.10575052267437925,-0.0951606605905822,0.0005755956868785116,-0.003792060648980896,-0.005163565871149428,-0.027660791121757743,7.918389092139795e-06
