case_id,split,family,base_seed,geometry_cluster_id,method,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,maximum_ray_residual_norm,pooled_ray_residual_p95,camera_0_relative_l2,camera_0_p95_error_over_signal_rms,camera_1_relative_l2,camera_1_p95_error_over_signal_rms,camera_2_relative_l2,camera_2_p95_error_over_signal_rms,camera_macro_relative_l2,worst_camera_relative_l2,worst_camera_p95_error_over_signal_rms,maximum_ray_envelope_violation,violating_ray_count,solve_forward_calls,solve_adjoint_calls,evaluator_forward_calls,truth_conditioned,deployable,real_bost,confirmatory
45c52befc568a4b31721,development,smooth_no_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,cgls_k6,0.7366314262557485,0.05776624142601948,0.09515291867566383,0.02602788949129948,1.2458939296066835,0.049958698703677536,0.050726888619133666,0.05417073759602446,0.04810140009523689,0.05422243977743353,0.1351909815046372,0.047236504306516804,0.11198211019969603,0.04944397047168093,0.13567030028913254,0.050300971518543756,0.05422243977743353,0.13567030028913254,0.023448653684843595,17,12,12,0,False,True,False,False
45c52befc568a4b31721,development,smooth_no_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,cgls_k8,0.7350292359093066,0.057640598518231195,0.09494595888233431,0.026027889491299475,1.2543759115041673,0.03193701977348013,0.03491303092347919,0.04906922792769194,0.032615873045305305,0.03556341934793409,0.10734758181038434,0.0338860075269549,0.0827784616947875,0.025328039658003464,0.07192718016253791,0.03159248884429749,0.03556341934793409,0.10734758181038434,0.019019191798354592,12,12,12,0,False,True,False,False
45c52befc568a4b31721,development,smooth_no_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,cgls_k12,0.7343053953664991,0.05758383533102604,0.09485245820092299,0.02602788949129948,1.2490935744929628,0.0105730096215404,0.02256406636933351,0.014008814091839428,0.010557714231282796,0.00803085274497736,0.022934621397549145,0.010399504526928291,0.02457880885303962,0.012565255325632428,0.036835699185414746,0.010331870865846027,0.012565255325632428,0.036835699185414746,0.0019113393239270464,3,12,12,0,False,True,False,False
45c52befc568a4b31721,development,smooth_no_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,truth_best_discrete_unconstrained,0.7343053953664991,0.05758383533102604,0.09485245820092299,0.02602788949129948,1.2490935744929628,0.0105730096215404,0.02256406636933351,0.014008814091839428,0.010557714231282796,0.00803085274497736,0.022934621397549145,0.010399504526928291,0.02457880885303962,0.012565255325632428,0.036835699185414746,0.010331870865846027,0.012565255325632428,0.036835699185414746,0.0019113393239270464,3,12,12,0,True,False,False,False
45c52befc568a4b31721,development,smooth_no_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,gct_kselect_tail_safe_truth_oracle,0.7401013952726481,0.05803835453554277,0.0956011451127986,0.02602788949129948,1.2398097474058583,0.09819368202587643,0.09878671094628515,0.11801130875049742,0.09119159907909608,0.08620440274280664,0.21622995375008444,0.09816885197130168,0.22901176982749838,0.10763692144765823,0.24343527827332165,0.09733672538725552,0.10763692144765823,0.24343527827332165,-3.896249295420873e-11,0,12,12,0,True,False,False,False
45c52befc568a4b31721,development,smooth_no_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,gct_kmix_unconstrained_truth_oracle,0.7334837716958222,0.05751940404336988,0.09474632657589133,0.02602788949129948,1.220565251762629,0.04532669626055595,0.048961472553353313,0.07107872309208857,0.04402534030626604,0.039039442449085596,0.08926167758680609,0.04671211568038268,0.10794512723827002,0.04854288499958872,0.14769923187121295,0.04476481437635233,0.04854288499958872,0.14769923187121295,0.028679202262782515,19,12,12,0,True,False,False,False
45c52befc568a4b31721,development,smooth_no_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,gct_kmix_tail_safe_truth_oracle,0.7364117552652838,0.05774901494474651,0.0951245431066261,0.026027889491299475,1.237377345471793,0.06752738097211337,0.06905081393650135,0.08106357236089953,0.0644541065197883,0.059988060171887125,0.1530871686859042,0.06824588474827623,0.157029530488853,0.07264849942560402,0.16962674775280479,0.06696081478192245,0.07264849942560402,0.16962674775280479,8.006616203370953e-15,1,12,12,1,True,False,False,False
6b8c47bc7dac1f5a10ac,development,single_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,cgls_k1,0.8504836744973711,0.07910162304580902,0.10176808676123919,-0.0019525611326635364,1.0743835295030149,0.46439541903972686,0.46510808731368625,0.6910113901950152,0.5408974889617104,0.7316577760456201,1.8629221401737612,0.43596696228178955,1.0602473824146843,0.5157890419820639,1.172656132961142,0.5611379267698245,0.7316577760456201,1.8629221401737612,0.5222131157779906,99,12,12,0,False,True,False,False
6b8c47bc7dac1f5a10ac,development,single_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,cgls_k2,0.8144656306863095,0.07575166371111185,0.09745820108389154,-0.0019525611326635362,1.0832766056821317,0.2959167637023081,0.2971210811086612,0.3907498520522909,0.3466497507786919,0.47211632406201204,0.9992505049646377,0.2810118115189159,0.5979562768537626,0.3183197108272536,0.7240821957614091,0.3571492821360605,0.47211632406201204,0.9992505049646377,0.21190419741770866,93,12,12,0,False,True,False,False
6b8c47bc7dac1f5a10ac,development,single_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,cgls_k3,0.7938368912300189,0.0738330298545054,0.09498978527567103,-0.0019525611326635366,1.0691664356985153,0.22153610567331344,0.22241156145764807,0.29623573066073783,0.2596647081637898,0.3341541735102856,0.7347698279123686,0.23268818257840185,0.4359513009802377,0.1576691614267783,0.3796662852632051,0.24150383917182194,0.3341541735102856,0.7347698279123686,0.10161868015023132,79,12,12,0,False,True,False,False
6b8c47bc7dac1f5a10ac,development,single_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,cgls_k4,0.7781511013944512,0.0723741289114836,0.0931128382292177,-0.0019525611326635366,1.0614400072559826,0.18792166251159229,0.18940951359362598,0.22206895863469842,0.20723030751314153,0.2277247695856734,0.520371265451156,0.19639880580808058,0.35311858884810204,0.1497407242233767,0.37514424918592804,0.1912880998723769,0.2277247695856734,0.520371265451156,-4.178633827844891e-11,0,12,12,0,False,True,False,False
6b8c47bc7dac1f5a10ac,development,single_interface,211,f99fb713433ccdbf022d3e22dd9e5c7cc8e72306db591b14bc0bf292487428a2,cgls_k6,0.7469735979582943,0.06947437763080935,0.08938216711837622,-0.0019525611326635366,1.070711346914116,0.10978489768949391,0.1127900864825034,0.15973371174611017,0.1305065941868191,0.17845884814364277,0.4250034644676558,0.11519854361286154,0.2472674270965905,0.07544471485209803,0.1618524025850557,0.12303403553620078,0.17845884814364277,0.4250034644676558,0.029611489493075488,20,12,12,0,False,True,False,False
