family,phantom_seed,noise_fraction,model_name,model_seed,step,train_whitened_mse,development_whitened_mse
wrinkled_density_interface,2202,0.02,fourier_low,101,140.0,12.118721961975098,28.366485595703125
wrinkled_density_interface,2202,0.02,fourier_low,101,160.0,9.697047233581543,26.34695053100586
wrinkled_density_interface,2202,0.02,fourier_low,101,180.0,8.262808799743652,28.223388671875
wrinkled_density_interface,2202,0.02,fourier_low,101,200.0,7.77116584777832,31.135303497314453
wrinkled_density_interface,2202,0.02,fourier_low,101,220.0,7.050346851348877,32.42906951904297
wrinkled_density_interface,2202,0.02,fourier_low,101,240.0,7.077396392822266,34.71783447265625
wrinkled_density_interface,2202,0.02,fourier_low,211,0.0,2514.279541015625,2505.87158203125
wrinkled_density_interface,2202,0.02,fourier_low,211,20.0,856.97265625,772.144287109375
wrinkled_density_interface,2202,0.02,fourier_low,211,40.0,108.00225067138672,152.82815551757812
wrinkled_density_interface,2202,0.02,fourier_low,211,60.0,43.36482620239258,104.1578598022461
wrinkled_density_interface,2202,0.02,fourier_low,211,80.0,21.80829429626465,84.06239318847656
wrinkled_density_interface,2202,0.02,fourier_low,211,100.0,15.816306114196777,94.28862762451172
wrinkled_density_interface,2202,0.02,fourier_low,211,120.0,12.515564918518066,89.4810791015625
wrinkled_density_interface,2202,0.02,fourier_low,211,140.0,11.48144245147705,93.69927978515625
wrinkled_density_interface,2202,0.02,fourier_low,211,160.0,8.327969551086426,94.13861846923828
wrinkled_density_interface,2202,0.02,fourier_low,211,180.0,7.473213195800781,96.40857696533203
wrinkled_density_interface,2202,0.02,fourier_low,211,200.0,7.638577938079834,101.69379425048828
wrinkled_density_interface,2202,0.02,fourier_low,211,220.0,6.3635711669921875,96.95939636230469
wrinkled_density_interface,2202,0.02,fourier_low,211,240.0,6.260094165802002,93.90226745605469
wrinkled_density_interface,2202,0.02,fourier_high,101,0.0,2511.097412109375,2499.631103515625
wrinkled_density_interface,2202,0.02,fourier_high,101,20.0,1104.9730224609375,1028.4088134765625
wrinkled_density_interface,2202,0.02,fourier_high,101,40.0,149.7700653076172,211.16319274902344
wrinkled_density_interface,2202,0.02,fourier_high,101,60.0,52.85039138793945,172.59371948242188
wrinkled_density_interface,2202,0.02,fourier_high,101,80.0,29.16272735595703,114.99200439453125
wrinkled_density_interface,2202,0.02,fourier_high,101,100.0,21.250001907348633,99.58264923095703
wrinkled_density_interface,2202,0.02,fourier_high,101,120.0,16.499113082885742,82.1020278930664
wrinkled_density_interface,2202,0.02,fourier_high,101,140.0,12.718700408935547,81.43716430664062
wrinkled_density_interface,2202,0.02,fourier_high,101,160.0,12.219037055969238,81.93465423583984
wrinkled_density_interface,2202,0.02,fourier_high,101,180.0,9.496593475341797,75.93609619140625
wrinkled_density_interface,2202,0.02,fourier_high,101,200.0,8.097391128540039,75.90629577636719
wrinkled_density_interface,2202,0.02,fourier_high,101,220.0,7.298833847045898,74.4285659790039
wrinkled_density_interface,2202,0.02,fourier_high,101,240.0,6.4760003089904785,70.82838439941406
wrinkled_density_interface,2202,0.02,fourier_high,211,0.0,2505.863525390625,2494.01123046875
wrinkled_density_interface,2202,0.02,fourier_high,211,20.0,1036.6480712890625,1009.8181762695312
wrinkled_density_interface,2202,0.02,fourier_high,211,40.0,144.82412719726562,278.43865966796875
wrinkled_density_interface,2202,0.02,fourier_high,211,60.0,49.77406692504883,154.9010009765625
wrinkled_density_interface,2202,0.02,fourier_high,211,80.0,24.067296981811523,157.83941650390625
wrinkled_density_interface,2202,0.02,fourier_high,211,100.0,13.494808197021484,115.419189453125
wrinkled_density_interface,2202,0.02,fourier_high,211,120.0,10.12071704864502,93.26957702636719
wrinkled_density_interface,2202,0.02,fourier_high,211,140.0,9.941534996032715,88.1224594116211
wrinkled_density_interface,2202,0.02,fourier_high,211,160.0,7.482789516448975,83.61500549316406
wrinkled_density_interface,2202,0.02,fourier_high,211,180.0,6.962874889373779,80.28011322021484
wrinkled_density_interface,2202,0.02,fourier_high,211,200.0,6.6091628074646,78.74555206298828
wrinkled_density_interface,2202,0.02,fourier_high,211,220.0,6.067593097686768,77.02326202392578
wrinkled_density_interface,2202,0.02,fourier_high,211,240.0,5.219936370849609,75.40635681152344
wrinkled_density_interface,2202,0.08,fourier_low,101,0.0,158.55377197265625,155.85240173339844
wrinkled_density_interface,2202,0.08,fourier_low,101,20.0,71.52967834472656,63.455810546875
wrinkled_density_interface,2202,0.08,fourier_low,101,40.0,10.161712646484375,15.752607345581055
wrinkled_density_interface,2202,0.08,fourier_low,101,60.0,3.957106351852417,4.987740516662598
wrinkled_density_interface,2202,0.08,fourier_low,101,80.0,2.4385435581207275,2.719766855239868
wrinkled_density_interface,2202,0.08,fourier_low,101,100.0,1.8597935438156128,2.547417402267456
wrinkled_density_interface,2202,0.08,fourier_low,101,120.0,1.7178363800048828,3.0317368507385254
wrinkled_density_interface,2202,0.08,fourier_low,101,140.0,1.5188812017440796,2.863466739654541
wrinkled_density_interface,2202,0.08,fourier_low,101,160.0,1.4516395330429077,3.201282501220703
wrinkled_density_interface,2202,0.08,fourier_low,101,180.0,1.365828037261963,3.184791326522827
wrinkled_density_interface,2202,0.08,fourier_low,101,200.0,1.3369511365890503,3.411170482635498
wrinkled_density_interface,2202,0.08,fourier_low,101,220.0,1.2485629320144653,3.673949718475342
wrinkled_density_interface,2202,0.08,fourier_low,101,240.0,1.2140506505966187,3.918436050415039
wrinkled_density_interface,2202,0.08,fourier_low,211,0.0,159.15185546875,156.88327026367188
wrinkled_density_interface,2202,0.08,fourier_low,211,20.0,55.10883712768555,48.502296447753906
wrinkled_density_interface,2202,0.08,fourier_low,211,40.0,7.622762203216553,10.388381958007812
wrinkled_density_interface,2202,0.08,fourier_low,211,60.0,3.545816659927368,8.125078201293945
wrinkled_density_interface,2202,0.08,fourier_low,211,80.0,2.4305062294006348,8.201778411865234
wrinkled_density_interface,2202,0.08,fourier_low,211,100.0,1.821038842201233,7.699477195739746
wrinkled_density_interface,2202,0.08,fourier_low,211,120.0,1.6144251823425293,7.3330159187316895
wrinkled_density_interface,2202,0.08,fourier_low,211,140.0,1.4044302701950073,7.963983535766602
wrinkled_density_interface,2202,0.08,fourier_low,211,160.0,1.334573745727539,8.261622428894043
wrinkled_density_interface,2202,0.08,fourier_low,211,180.0,1.30476713180542,8.33997631072998
wrinkled_density_interface,2202,0.08,fourier_low,211,200.0,1.2897090911865234,8.432687759399414
wrinkled_density_interface,2202,0.08,fourier_low,211,220.0,1.1800708770751953,8.329151153564453
wrinkled_density_interface,2202,0.08,fourier_low,211,240.0,1.1594082117080688,8.293718338012695
wrinkled_density_interface,2202,0.08,fourier_high,101,0.0,158.9592742919922,156.49005126953125
wrinkled_density_interface,2202,0.08,fourier_high,101,20.0,70.42227935791016,64.01536560058594
wrinkled_density_interface,2202,0.08,fourier_high,101,40.0,10.201849937438965,13.855753898620605
wrinkled_density_interface,2202,0.08,fourier_high,101,60.0,3.7283971309661865,10.199682235717773
wrinkled_density_interface,2202,0.08,fourier_high,101,80.0,2.389977216720581,7.835731029510498
wrinkled_density_interface,2202,0.08,fourier_high,101,100.0,1.9798940420150757,6.488315105438232
wrinkled_density_interface,2202,0.08,fourier_high,101,120.0,1.6956496238708496,6.341401100158691
wrinkled_density_interface,2202,0.08,fourier_high,101,140.0,1.482988953590393,5.894063472747803
wrinkled_density_interface,2202,0.08,fourier_high,101,160.0,1.3575347661972046,5.872530937194824
wrinkled_density_interface,2202,0.08,fourier_high,101,180.0,1.3092657327651978,5.467482566833496
wrinkled_density_interface,2202,0.08,fourier_high,101,200.0,1.2340115308761597,5.593503952026367
wrinkled_density_interface,2202,0.08,fourier_high,101,220.0,1.1621012687683105,5.489949703216553
wrinkled_density_interface,2202,0.08,fourier_high,101,240.0,1.15243399143219,5.440045356750488
wrinkled_density_interface,2202,0.08,fourier_high,211,0.0,158.61456298828125,156.16357421875
wrinkled_density_interface,2202,0.08,fourier_high,211,20.0,66.22464752197266,62.975982666015625
wrinkled_density_interface,2202,0.08,fourier_high,211,40.0,9.833344459533691,17.746906280517578
wrinkled_density_interface,2202,0.08,fourier_high,211,60.0,3.9866249561309814,12.225492477416992
wrinkled_density_interface,2202,0.08,fourier_high,211,80.0,2.3497536182403564,13.385671615600586
wrinkled_density_interface,2202,0.08,fourier_high,211,100.0,1.7030143737792969,10.450729370117188
wrinkled_density_interface,2202,0.08,fourier_high,211,120.0,1.4257501363754272,8.88918399810791
wrinkled_density_interface,2202,0.08,fourier_high,211,140.0,1.287793517112732,8.187787055969238
wrinkled_density_interface,2202,0.08,fourier_high,211,160.0,1.2125049829483032,7.723813533782959
wrinkled_density_interface,2202,0.08,fourier_high,211,180.0,1.1334525346755981,7.552008628845215
wrinkled_density_interface,2202,0.08,fourier_high,211,200.0,1.0761048793792725,7.496979236602783
wrinkled_density_interface,2202,0.08,fourier_high,211,220.0,1.0269246101379395,7.740352630615234
wrinkled_density_interface,2202,0.08,fourier_high,211,240.0,0.9853043556213379,7.665718078613281
oblique_compression_sheet,2203,0.02,fourier_low,101,0.0,2506.949462890625,2501.322265625
oblique_compression_sheet,2203,0.02,fourier_low,101,20.0,289.5467529296875,234.6632843017578
oblique_compression_sheet,2203,0.02,fourier_low,101,40.0,122.46334838867188,138.05804443359375
oblique_compression_sheet,2203,0.02,fourier_low,101,60.0,59.67573165893555,81.46484375
oblique_compression_sheet,2203,0.02,fourier_low,101,80.0,42.886993408203125,54.80611038208008
oblique_compression_sheet,2203,0.02,fourier_low,101,100.0,32.69314193725586,47.163124084472656
oblique_compression_sheet,2203,0.02,fourier_low,101,120.0,35.163848876953125,41.879127502441406
oblique_compression_sheet,2203,0.02,fourier_low,101,140.0,25.491117477416992,38.89959716796875
oblique_compression_sheet,2203,0.02,fourier_low,101,160.0,25.938735961914062,34.128684997558594
oblique_compression_sheet,2203,0.02,fourier_low,101,180.0,21.11420249938965,33.80135726928711
oblique_compression_sheet,2203,0.02,fourier_low,101,200.0,13.765828132629395,27.38521957397461
oblique_compression_sheet,2203,0.02,fourier_low,101,220.0,20.39296531677246,24.61075210571289
oblique_compression_sheet,2203,0.02,fourier_low,101,240.0,14.330387115478516,25.638866424560547
oblique_compression_sheet,2203,0.02,fourier_low,211,0.0,2532.640380859375,2530.2119140625
oblique_compression_sheet,2203,0.02,fourier_low,211,20.0,242.6400604248047,244.76954650878906
oblique_compression_sheet,2203,0.02,fourier_low,211,40.0,112.09942626953125,107.78909301757812
oblique_compression_sheet,2203,0.02,fourier_low,211,60.0,67.12779998779297,63.0892448425293
oblique_compression_sheet,2203,0.02,fourier_low,211,80.0,47.265865325927734,67.72320556640625
oblique_compression_sheet,2203,0.02,fourier_low,211,100.0,37.89021301269531,65.68858337402344
oblique_compression_sheet,2203,0.02,fourier_low,211,120.0,29.8854923248291,60.46124267578125
oblique_compression_sheet,2203,0.02,fourier_low,211,140.0,25.82820701599121,55.22712707519531
oblique_compression_sheet,2203,0.02,fourier_low,211,160.0,22.50663948059082,52.34632873535156
oblique_compression_sheet,2203,0.02,fourier_low,211,180.0,19.232789993286133,48.09312438964844
oblique_compression_sheet,2203,0.02,fourier_low,211,200.0,14.88244342803955,43.62714385986328
oblique_compression_sheet,2203,0.02,fourier_low,211,220.0,16.623537063598633,37.2280387878418
oblique_compression_sheet,2203,0.02,fourier_low,211,240.0,12.157502174377441,42.353294372558594
oblique_compression_sheet,2203,0.02,fourier_high,101,0.0,2520.9150390625,2518.2724609375
oblique_compression_sheet,2203,0.02,fourier_high,101,20.0,565.0662841796875,518.2910766601562
oblique_compression_sheet,2203,0.02,fourier_high,101,40.0,137.2652587890625,143.89524841308594
oblique_compression_sheet,2203,0.02,fourier_high,101,60.0,73.28534698486328,85.81290435791016
oblique_compression_sheet,2203,0.02,fourier_high,101,80.0,57.31376647949219,79.36399841308594
oblique_compression_sheet,2203,0.02,fourier_high,101,100.0,55.50492858886719,80.86062622070312
oblique_compression_sheet,2203,0.02,fourier_high,101,120.0,28.58148765563965,62.83850860595703
oblique_compression_sheet,2203,0.02,fourier_high,101,140.0,26.441205978393555,60.75762939453125
oblique_compression_sheet,2203,0.02,fourier_high,101,160.0,21.04343605041504,54.72840118408203
oblique_compression_sheet,2203,0.02,fourier_high,101,180.0,16.842918395996094,52.98879623413086
oblique_compression_sheet,2203,0.02,fourier_high,101,200.0,22.36661720275879,55.99770736694336
oblique_compression_sheet,2203,0.02,fourier_high,101,220.0,19.909849166870117,60.850006103515625
oblique_compression_sheet,2203,0.02,fourier_high,101,240.0,17.28179931640625,61.806617736816406
oblique_compression_sheet,2203,0.02,fourier_high,211,0.0,2499.0771484375,2503.88037109375
oblique_compression_sheet,2203,0.02,fourier_high,211,20.0,427.5762023925781,508.05267333984375
oblique_compression_sheet,2203,0.02,fourier_high,211,40.0,121.51290130615234,208.32080078125
oblique_compression_sheet,2203,0.02,fourier_high,211,60.0,63.35179138183594,129.6220703125
oblique_compression_sheet,2203,0.02,fourier_high,211,80.0,41.152793884277344,109.10208892822266
oblique_compression_sheet,2203,0.02,fourier_high,211,100.0,30.491676330566406,86.28887939453125
oblique_compression_sheet,2203,0.02,fourier_high,211,120.0,19.442060470581055,90.31981658935547
oblique_compression_sheet,2203,0.02,fourier_high,211,140.0,15.560835838317871,80.10911560058594
oblique_compression_sheet,2203,0.02,fourier_high,211,160.0,14.312823295593262,82.9222183227539
oblique_compression_sheet,2203,0.02,fourier_high,211,180.0,18.831911087036133,90.98748779296875
oblique_compression_sheet,2203,0.02,fourier_high,211,200.0,10.79078197479248,79.48841857910156
oblique_compression_sheet,2203,0.02,fourier_high,211,220.0,13.312861442565918,80.04148864746094
oblique_compression_sheet,2203,0.02,fourier_high,211,240.0,13.295445442199707,80.61593627929688
oblique_compression_sheet,2203,0.08,fourier_low,101,0.0,158.098388671875,158.91790771484375
oblique_compression_sheet,2203,0.08,fourier_low,101,20.0,19.11655616760254,16.039466857910156
oblique_compression_sheet,2203,0.08,fourier_low,101,40.0,8.02759075164795,9.397321701049805
oblique_compression_sheet,2203,0.08,fourier_low,101,60.0,4.279690742492676,5.413608551025391
oblique_compression_sheet,2203,0.08,fourier_low,101,80.0,3.484145402908325,3.782496929168701
oblique_compression_sheet,2203,0.08,fourier_low,101,100.0,3.0848915576934814,3.5566694736480713
oblique_compression_sheet,2203,0.08,fourier_low,101,120.0,2.4535982608795166,3.537137269973755
oblique_compression_sheet,2203,0.08,fourier_low,101,140.0,2.138218641281128,3.247525691986084
oblique_compression_sheet,2203,0.08,fourier_low,101,160.0,1.930686354637146,3.1106181144714355
oblique_compression_sheet,2203,0.08,fourier_low,101,180.0,1.7365632057189941,2.919623851776123
oblique_compression_sheet,2203,0.08,fourier_low,101,200.0,3.8817875385284424,3.6599576473236084
oblique_compression_sheet,2203,0.08,fourier_low,101,220.0,2.0483739376068115,2.789097309112549
oblique_compression_sheet,2203,0.08,fourier_low,101,240.0,2.2112317085266113,3.3829212188720703
oblique_compression_sheet,2203,0.08,fourier_low,211,0.0,159.68907165527344,160.65127563476562
oblique_compression_sheet,2203,0.08,fourier_low,211,20.0,15.92913818359375,15.949694633483887
oblique_compression_sheet,2203,0.08,fourier_low,211,40.0,7.336030960083008,7.301065921783447
oblique_compression_sheet,2203,0.08,fourier_low,211,60.0,4.589595317840576,6.26930046081543
oblique_compression_sheet,2203,0.08,fourier_low,211,80.0,3.2380666732788086,5.666478157043457
oblique_compression_sheet,2203,0.08,fourier_low,211,100.0,3.160219192504883,4.547308921813965
oblique_compression_sheet,2203,0.08,fourier_low,211,120.0,2.5837795734405518,5.213774681091309
oblique_compression_sheet,2203,0.08,fourier_low,211,140.0,2.167348623275757,4.323151111602783
oblique_compression_sheet,2203,0.08,fourier_low,211,160.0,3.2673733234405518,6.15336799621582
oblique_compression_sheet,2203,0.08,fourier_low,211,180.0,1.8507229089736938,4.222710609436035
oblique_compression_sheet,2203,0.08,fourier_low,211,200.0,2.132922410964966,4.825649738311768
oblique_compression_sheet,2203,0.08,fourier_low,211,220.0,2.045102119445801,4.805137634277344
oblique_compression_sheet,2203,0.08,fourier_low,211,240.0,2.476562023162842,4.9618000984191895
oblique_compression_sheet,2203,0.08,fourier_high,101,0.0,158.9348602294922,159.9359130859375
oblique_compression_sheet,2203,0.08,fourier_high,101,20.0,35.89289855957031,35.198822021484375
oblique_compression_sheet,2203,0.08,fourier_high,101,40.0,10.113241195678711,11.90117073059082
oblique_compression_sheet,2203,0.08,fourier_high,101,60.0,5.313075542449951,7.428457260131836
oblique_compression_sheet,2203,0.08,fourier_high,101,80.0,3.509546995162964,6.536890029907227
oblique_compression_sheet,2203,0.08,fourier_high,101,100.0,3.1908209323883057,5.985689163208008
oblique_compression_sheet,2203,0.08,fourier_high,101,120.0,2.798574686050415,6.028688430786133
oblique_compression_sheet,2203,0.08,fourier_high,101,140.0,2.559187173843384,5.348370552062988
oblique_compression_sheet,2203,0.08,fourier_high,101,160.0,2.6751861572265625,5.25006628036499
oblique_compression_sheet,2203,0.08,fourier_high,101,180.0,2.0281646251678467,5.793341636657715
oblique_compression_sheet,2203,0.08,fourier_high,101,200.0,1.7838131189346313,5.624622344970703
oblique_compression_sheet,2203,0.08,fourier_high,101,220.0,1.7570419311523438,5.681855201721191
oblique_compression_sheet,2203,0.08,fourier_high,101,240.0,1.7477511167526245,5.768110275268555
oblique_compression_sheet,2203,0.08,fourier_high,211,0.0,157.572998046875,159.13223266601562
oblique_compression_sheet,2203,0.08,fourier_high,211,20.0,28.277320861816406,33.38518524169922
oblique_compression_sheet,2203,0.08,fourier_high,211,40.0,9.829850196838379,16.044677734375
oblique_compression_sheet,2203,0.08,fourier_high,211,60.0,5.782861232757568,10.514388084411621
oblique_compression_sheet,2203,0.08,fourier_high,211,80.0,3.686269760131836,8.248235702514648
oblique_compression_sheet,2203,0.08,fourier_high,211,100.0,2.832357406616211,7.764403343200684
oblique_compression_sheet,2203,0.08,fourier_high,211,120.0,2.487436056137085,7.299590110778809
oblique_compression_sheet,2203,0.08,fourier_high,211,140.0,2.2418718338012695,7.244301795959473
oblique_compression_sheet,2203,0.08,fourier_high,211,160.0,1.8514436483383179,6.925749778747559
