family,phantom_seed,noise_fraction,model_name,model_seed,step,train_whitened_mse,development_whitened_mse
smooth_plume,2201,0.02,fourier_low,101,0.0,2511.62109375,2513.701416015625
smooth_plume,2201,0.02,fourier_low,101,20.0,271.1456298828125,293.50738525390625
smooth_plume,2201,0.02,fourier_low,101,40.0,61.94293212890625,62.45282745361328
smooth_plume,2201,0.02,fourier_low,101,60.0,15.543479919433594,13.596936225891113
smooth_plume,2201,0.02,fourier_low,101,80.0,5.854862213134766,5.034969329833984
smooth_plume,2201,0.02,fourier_low,101,100.0,4.095343589782715,3.2419228553771973
smooth_plume,2201,0.02,fourier_low,101,120.0,3.7816686630249023,3.150567054748535
smooth_plume,2201,0.02,fourier_low,101,140.0,3.0493757724761963,2.649773120880127
smooth_plume,2201,0.02,fourier_low,101,160.0,2.976783037185669,2.8604214191436768
smooth_plume,2201,0.02,fourier_low,101,180.0,2.9035167694091797,2.790114641189575
smooth_plume,2201,0.02,fourier_low,101,200.0,2.404390573501587,2.4647703170776367
smooth_plume,2201,0.02,fourier_low,101,220.0,2.216977596282959,2.276432514190674
smooth_plume,2201,0.02,fourier_low,101,240.0,2.3935177326202393,2.449795722961426
smooth_plume,2201,0.02,fourier_low,211,0.0,2500.817138671875,2502.7724609375
smooth_plume,2201,0.02,fourier_low,211,20.0,211.9344024658203,212.43032836914062
smooth_plume,2201,0.02,fourier_low,211,40.0,46.79694747924805,43.09050750732422
smooth_plume,2201,0.02,fourier_low,211,60.0,12.521294593811035,11.840479850769043
smooth_plume,2201,0.02,fourier_low,211,80.0,6.962194919586182,7.673789024353027
smooth_plume,2201,0.02,fourier_low,211,100.0,4.5557942390441895,5.014129638671875
smooth_plume,2201,0.02,fourier_low,211,120.0,5.467582702636719,6.742546558380127
smooth_plume,2201,0.02,fourier_low,211,140.0,4.701614856719971,4.948362350463867
smooth_plume,2201,0.02,fourier_low,211,160.0,4.19324254989624,4.760453224182129
smooth_plume,2201,0.02,fourier_low,211,180.0,4.1429362297058105,5.10756778717041
smooth_plume,2201,0.02,fourier_low,211,200.0,4.177488803863525,4.553376197814941
smooth_plume,2201,0.02,fourier_low,211,220.0,3.5785677433013916,4.231202125549316
smooth_plume,2201,0.02,fourier_low,211,240.0,3.3769092559814453,4.30844783782959
smooth_plume,2201,0.02,fourier_high,101,0.0,2505.169189453125,2507.56103515625
smooth_plume,2201,0.02,fourier_high,101,20.0,169.82794189453125,151.14166259765625
smooth_plume,2201,0.02,fourier_high,101,40.0,51.832061767578125,66.88362121582031
smooth_plume,2201,0.02,fourier_high,101,60.0,21.675840377807617,32.05856704711914
smooth_plume,2201,0.02,fourier_high,101,80.0,14.46452808380127,17.164573669433594
smooth_plume,2201,0.02,fourier_high,101,100.0,8.921658515930176,16.383682250976562
smooth_plume,2201,0.02,fourier_high,101,120.0,6.918592929840088,9.3538818359375
smooth_plume,2201,0.02,fourier_high,101,140.0,5.429549694061279,11.638057708740234
smooth_plume,2201,0.02,fourier_high,101,160.0,3.5323970317840576,6.850210189819336
smooth_plume,2201,0.02,fourier_high,101,180.0,7.811931610107422,15.24627685546875
smooth_plume,2201,0.02,fourier_high,101,200.0,4.626083850860596,6.6877593994140625
smooth_plume,2201,0.02,fourier_high,101,220.0,2.5386855602264404,5.650903701782227
smooth_plume,2201,0.02,fourier_high,101,240.0,2.947604179382324,8.901025772094727
smooth_plume,2201,0.02,fourier_high,211,0.0,2500.412353515625,2502.809814453125
smooth_plume,2201,0.02,fourier_high,211,20.0,151.84780883789062,142.46340942382812
smooth_plume,2201,0.02,fourier_high,211,40.0,45.05415725708008,52.308414459228516
smooth_plume,2201,0.02,fourier_high,211,60.0,18.67118263244629,22.24715232849121
smooth_plume,2201,0.02,fourier_high,211,80.0,11.36687183380127,12.095491409301758
smooth_plume,2201,0.02,fourier_high,211,100.0,7.332075119018555,12.574329376220703
smooth_plume,2201,0.02,fourier_high,211,120.0,3.807408094406128,7.34765100479126
smooth_plume,2201,0.02,fourier_high,211,140.0,3.0197525024414062,6.529233455657959
smooth_plume,2201,0.02,fourier_high,211,160.0,2.2515554428100586,5.434206962585449
smooth_plume,2201,0.02,fourier_high,211,180.0,1.940332055091858,4.993905067443848
smooth_plume,2201,0.02,fourier_high,211,200.0,1.9623403549194336,5.163522243499756
smooth_plume,2201,0.02,fourier_high,211,220.0,1.6700453758239746,4.7526092529296875
smooth_plume,2201,0.02,fourier_high,211,240.0,1.3597382307052612,4.1060638427734375
smooth_plume,2201,0.08,fourier_low,101,0.0,158.2407989501953,156.8818359375
smooth_plume,2201,0.08,fourier_low,101,20.0,17.88140296936035,19.170129776000977
smooth_plume,2201,0.08,fourier_low,101,40.0,4.7718119621276855,4.492288589477539
smooth_plume,2201,0.08,fourier_low,101,60.0,1.8633136749267578,1.7649282217025757
smooth_plume,2201,0.08,fourier_low,101,80.0,1.2340856790542603,1.427610158920288
smooth_plume,2201,0.08,fourier_low,101,100.0,1.1806589365005493,1.4118300676345825
smooth_plume,2201,0.08,fourier_low,101,120.0,1.0400325059890747,1.2681632041931152
smooth_plume,2201,0.08,fourier_low,101,140.0,1.206447958946228,1.3208115100860596
smooth_plume,2201,0.08,fourier_low,101,160.0,1.0881825685501099,1.3903802633285522
smooth_plume,2201,0.08,fourier_low,101,180.0,0.9868542551994324,1.248661994934082
smooth_plume,2201,0.08,fourier_low,101,200.0,0.9742692112922668,1.2583045959472656
smooth_plume,2201,0.08,fourier_low,101,220.0,0.941262423992157,1.2206449508666992
smooth_plume,2201,0.08,fourier_low,101,240.0,1.026546597480774,1.3852747678756714
smooth_plume,2201,0.08,fourier_low,211,0.0,157.5588836669922,156.19862365722656
smooth_plume,2201,0.08,fourier_low,211,20.0,14.096379280090332,13.92572021484375
smooth_plume,2201,0.08,fourier_low,211,40.0,3.847184896469116,3.468064785003662
smooth_plume,2201,0.08,fourier_low,211,60.0,1.5817359685897827,1.621058702468872
smooth_plume,2201,0.08,fourier_low,211,80.0,1.1810294389724731,1.4156649112701416
smooth_plume,2201,0.08,fourier_low,211,100.0,1.073993444442749,1.3840456008911133
smooth_plume,2201,0.08,fourier_low,211,120.0,1.0272287130355835,1.2901933193206787
smooth_plume,2201,0.08,fourier_low,211,140.0,1.1615065336227417,1.5022879838943481
smooth_plume,2201,0.08,fourier_low,211,160.0,1.213468074798584,1.5881481170654297
smooth_plume,2201,0.08,fourier_low,211,180.0,1.0641318559646606,1.2719168663024902
smooth_plume,2201,0.08,fourier_low,211,200.0,0.9807069897651672,1.2241036891937256
smooth_plume,2201,0.08,fourier_low,211,220.0,1.0637582540512085,1.4510124921798706
smooth_plume,2201,0.08,fourier_low,211,240.0,0.9879708290100098,1.237675428390503
smooth_plume,2201,0.08,fourier_high,101,0.0,157.83482360839844,156.51039123535156
smooth_plume,2201,0.08,fourier_high,101,20.0,11.515846252441406,9.796794891357422
smooth_plume,2201,0.08,fourier_high,101,40.0,4.110977649688721,4.871323585510254
smooth_plume,2201,0.08,fourier_high,101,60.0,2.123046875,2.859710454940796
smooth_plume,2201,0.08,fourier_high,101,80.0,1.6875005960464478,1.8931300640106201
smooth_plume,2201,0.08,fourier_high,101,100.0,1.8778996467590332,1.8940445184707642
smooth_plume,2201,0.08,fourier_high,101,120.0,1.6269794702529907,2.702359199523926
smooth_plume,2201,0.08,fourier_high,101,140.0,1.6955232620239258,1.7009536027908325
smooth_plume,2201,0.08,fourier_high,101,160.0,1.0688213109970093,1.4130592346191406
smooth_plume,2201,0.08,fourier_high,101,180.0,0.9222928881645203,1.3722816705703735
smooth_plume,2201,0.08,fourier_high,101,200.0,0.7662413716316223,1.4567548036575317
smooth_plume,2201,0.08,fourier_high,101,220.0,0.7114889025688171,1.578831672668457
smooth_plume,2201,0.08,fourier_high,101,240.0,0.8008262515068054,1.5010285377502441
smooth_plume,2201,0.08,fourier_high,211,0.0,157.53614807128906,156.20306396484375
smooth_plume,2201,0.08,fourier_high,211,20.0,10.486285209655762,9.62893009185791
smooth_plume,2201,0.08,fourier_high,211,40.0,3.7048285007476807,4.194912910461426
smooth_plume,2201,0.08,fourier_high,211,60.0,1.9469342231750488,2.3190064430236816
smooth_plume,2201,0.08,fourier_high,211,80.0,1.353330135345459,1.9267959594726562
smooth_plume,2201,0.08,fourier_high,211,100.0,0.9965630173683167,1.5324835777282715
smooth_plume,2201,0.08,fourier_high,211,120.0,0.9109880328178406,1.3793835639953613
smooth_plume,2201,0.08,fourier_high,211,140.0,1.0588507652282715,1.8916088342666626
smooth_plume,2201,0.08,fourier_high,211,160.0,0.9163619875907898,1.3720215559005737
smooth_plume,2201,0.08,fourier_high,211,180.0,0.7561457753181458,1.3821038007736206
smooth_plume,2201,0.08,fourier_high,211,200.0,0.8354959487915039,1.6626756191253662
smooth_plume,2201,0.08,fourier_high,211,220.0,0.7917467951774597,1.3737950325012207
smooth_plume,2201,0.08,fourier_high,211,240.0,0.725071907043457,1.3797953128814697
wrinkled_density_interface,2202,0.02,fourier_low,101,0.0,2504.762939453125,2489.10595703125
wrinkled_density_interface,2202,0.02,fourier_low,101,20.0,1123.9669189453125,1023.9160766601562
wrinkled_density_interface,2202,0.02,fourier_low,101,40.0,145.7075958251953,265.4356994628906
wrinkled_density_interface,2202,0.02,fourier_low,101,60.0,47.91880416870117,72.44023132324219
wrinkled_density_interface,2202,0.02,fourier_low,101,80.0,27.25345802307129,35.74755859375
wrinkled_density_interface,2202,0.02,fourier_low,101,100.0,17.77568244934082,24.332901000976562
wrinkled_density_interface,2202,0.02,fourier_low,101,120.0,14.321205139160156,24.275495529174805
