sample_index,sample_seed,split,family_id,view_count,noise_level,support_rank,support_nullity,support_nullity_fraction,support_nonzero_condition_number,base_field_rel_l2,oracle_null_field_rel_l2,field_improvement_pct,error_energy_in_support_nullspace,error_energy_remaining_in_support_range,decomposition_energy_closure,null_range_orthogonality,support_projection_change_rel_to_clean,base_support_clean_reprojection,oracle_null_support_clean_reprojection,base_query_clean_reprojection,oracle_null_query_clean_reprojection,query_reprojection_improvement_pct,base_gradient_rel_l2,oracle_null_gradient_rel_l2
80,20460710,test_iid,0,5,0.02,79,177,0.69140625,28.584630883869945,0.36824474056902107,0.2708513879188387,26.447995563880475,0.4590102643439047,0.5409897356559709,0.9999999999998754,1.1627613512997718e-16,1.514299946345363e-16,0.30912686467734934,0.30912686467734934,0.33395753666674416,0.2678720858283532,19.788578960605903,0.4772964451712097,0.3860006958048074
81,20460711,test_iid,0,5,0.05,79,177,0.69140625,28.584630883869945,0.45126726338048095,0.34902133669604496,22.65751030071993,0.4018139287123933,0.5981860712874596,0.9999999999998529,8.265811651561832e-17,1.7215629846797796e-16,0.4222596440075626,0.4222596440075626,0.49614047357684427,0.35265493633939227,28.92034511974544,0.581182035658778,0.46837302167548794
82,20460712,test_iid,0,7,0.02,111,145,0.56640625,58.625397741925454,0.36840140123907866,0.2914231368250202,20.895214881089316,0.3742432971299261,0.6257567028698928,0.999999999999819,5.4177125208619474e-17,1.4045321041206217e-16,0.32288285089897006,0.32288285089897006,0.49972582859671216,0.3937175285843569,21.21329215858758,0.48993301576558584,0.40654532399435356
83,20460713,test_iid,0,7,0.05,111,145,0.56640625,58.625397741925454,0.35904486796930596,0.2504679331228482,30.24049207561362,0.5133611054158751,0.4866388945840326,0.9999999999999077,9.648742504743078e-17,1.791640768119043e-16,0.3091822883943403,0.30918228839434037,0.3690407457667302,0.3509885549968337,4.891652473859441,0.47606460431035114,0.3710066350728914
84,20460714,test_iid,1,5,0.02,79,177,0.69140625,28.584630883869945,0.6001941834572849,0.34648736604701413,42.27078908836245,0.6667338207527148,0.3332661792471876,0.9999999999999025,2.6631018219514135e-16,2.834913513136432e-16,0.5090392226883559,0.5090392226883559,0.6655175974409219,0.2727855022022291,59.011526779795716,0.8569375109892277,0.45676418639719485
85,20460715,test_iid,1,5,0.05,79,177,0.69140625,28.584630883869945,0.5425880381003922,0.3307957867707261,39.03371185084789,0.6283111709322994,0.37168882906764766,0.9999999999999472,1.5991101277546296e-16,2.709974153250362e-16,0.4770280829087215,0.4770280829087214,0.6741663692092751,0.27031254256823667,59.90417871394514,0.8063907161632877,0.47389688666025576
86,20460716,test_iid,1,7,0.02,111,145,0.56640625,58.625397741925454,0.4845333278104973,0.3768919382656294,22.215476906625646,0.39495679671430817,0.6050432032855999,0.9999999999999082,2.3226700574566113e-17,1.764676569874334e-16,0.4293257819013303,0.42932578190133036,0.6814676309577511,0.3650633542198166,46.42983208062105,0.6870585141641614,0.503516697141494
87,20460717,test_iid,1,7,0.05,111,145,0.56640625,58.625397741925454,0.48742766775082297,0.397926200852052,18.361999701736515,0.33352369073065613,0.6664763092692477,0.9999999999999039,3.564042942108985e-17,1.5009272785384892e-16,0.46402764464425067,0.4640276446442507,0.5942914442293108,0.3316216892084254,44.1988114705368,0.7162334843782077,0.5666078853686634
88,20460718,test_iid,0,5,0.02,79,177,0.69140625,28.584630883869945,0.37666998723184,0.2755411830589537,26.84811840619867,0.46488022192963563,0.5351197780702481,0.9999999999998839,1.121390041337539e-16,1.7231519698694364e-16,0.30532175113010235,0.3053217511301023,0.3422848181386543,0.2628171205357421,23.21683387385558,0.5032542948568218,0.3976323834555802
89,20460719,test_iid,0,5,0.05,79,177,0.69140625,28.584630883869945,0.36086764321896775,0.25649378842845205,28.923029468423234,0.49480642600640284,0.5051935739934487,0.9999999999998516,5.072951098969552e-17,1.6052904043388126e-16,0.32257813439662303,0.32257813439662303,0.38735379678479226,0.2981124120375948,23.03872725340761,0.510340144045413,0.38084140729486393
90,20460720,test_iid,0,7,0.02,111,145,0.56640625,58.625397741925454,0.3902961848076159,0.3287697988109959,15.764024448968124,0.29043004229722336,0.7095699577025942,0.9999999999998177,8.969159398024521e-18,1.2327297977410575e-16,0.3354238048103484,0.3354238048103484,0.5189375853949404,0.3892578265927295,24.989471268161754,0.505051849118322,0.43860358272929606
91,20460721,test_iid,0,7,0.05,111,145,0.56640625,58.625397741925454,0.36798959707196505,0.2687594600946822,26.965473417338877,0.46659579268566187,0.5334042073141988,0.9999999999998606,6.186059635049829e-17,1.7060595852925228e-16,0.29569899083302403,0.2956989908330241,0.39560807491779076,0.3451360317764779,12.758092248666467,0.4800733940368849,0.3841883739760073
92,20460722,test_iid,1,5,0.02,79,177,0.69140625,28.584630883869945,0.6985664401094774,0.3919739908150646,43.88880308162608,0.6851533580393918,0.314846641960521,0.9999999999999128,1.2842630844252867e-16,3.2492717490945065e-16,0.627455277499787,0.627455277499787,0.7437506537718827,0.2586250253487094,65.22691791425503,0.9395500908807378,0.49359493403126503
93,20460723,test_iid,1,5,0.05,79,177,0.69140625,28.584630883869945,0.6943047615036217,0.3598023100885279,48.178043700895344,0.7314484845340311,0.26855151546589134,0.9999999999999224,1.478971783254761e-16,4.2809850077977936e-16,0.5576015449680155,0.5576015449680155,0.7809504322852879,0.24824352878103106,68.21263955827767,0.9033333834382846,0.44502407147685963
94,20460724,test_iid,1,7,0.02,111,145,0.56640625,58.625397741925454,0.5321856129927526,0.4123522244877189,22.517216846754636,0.39964183148332716,0.6003581685165623,0.9999999999998895,8.562268840031749e-17,1.8307042984865652e-16,0.4611868211592805,0.4611868211592805,0.6041545080490626,0.3872915313892709,35.895284032511356,0.7810807877007446,0.570459532178383
95,20460725,test_iid,1,7,0.05,111,145,0.56640625,58.625397741925454,0.5705515490934686,0.4452786052540822,21.956463712737104,0.3909206443784401,0.6090793556214865,0.9999999999999265,4.7271526253629436e-17,2.2689679330855983e-16,0.5001090401959046,0.5001090401959046,0.607826915316145,0.40481075587082993,33.400324060902705,0.8112109908703798,0.6051893265456731
96,20460726,test_iid,0,5,0.02,79,177,0.69140625,28.584630883869945,0.3797530855770042,0.2972473018117517,21.726165473988022,0.387320682860286,0.6126793171395608,0.9999999999998467,7.422418116265792e-17,1.5242255608970847e-16,0.35601776015628683,0.35601776015628683,0.39715967929010865,0.35523993341609544,10.554884611860869,0.4868584057878556,0.397802147137129
97,20460727,test_iid,0,5,0.05,79,177,0.69140625,28.584630883869945,0.36419312978612545,0.2524049019918862,30.694765675448245,0.5196784495230106,0.4803215504768839,0.9999999999998945,5.951553430565963e-17,1.7182843389157887e-16,0.29337882860877235,0.29337882860877235,0.3207928366926675,0.29080237702285733,9.348855784597449,0.4895415756491205,0.38406266343059675
98,20460728,test_iid,0,7,0.02,111,145,0.56640625,58.625397741925454,0.3701968040410585,0.311052708697084,15.976392745209933,0.29400334238994735,0.7059966576098591,0.9999999999998065,7.617094674577482e-17,1.334252356611579e-16,0.3386772937146545,0.3386772937146545,0.48273187005545437,0.432559662446507,10.393390352097498,0.46760036598394855,0.4293480843483743
99,20460729,test_iid,0,7,0.05,111,145,0.56640625,58.625397741925454,0.3781036328001495,0.29361874252690817,22.344374119693597,0.3969603769146177,0.6030396230851588,0.9999999999997766,1.4163314813751986e-16,1.471399364111459e-16,0.3235770303180073,0.3235770303180073,0.5100895348796278,0.3851262453124651,24.49830490962864,0.4899373077494361,0.3981196327159981
100,20560710,test_view_ood,0,3,0.02,47,209,0.81640625,19.35685522568144,0.7509652480516094,0.546664577264922,27.205076575311104,0.4700899123598806,0.5299100876400875,0.9999999999999681,4.141654210363216e-17,3.170492868563737e-16,0.905686923366227,0.905686923366227,0.5519195866714942,0.3744095653892512,32.16229783625643,0.9289027965997536,0.7293522901418663
101,20560711,test_view_ood,0,3,0.05,47,209,0.81640625,19.35685522568144,0.7690113349679252,0.485665840740657,36.8454249427569,0.6011499649344809,0.39885003506547084,0.9999999999999517,1.5595979232454522e-16,3.0759903100614617e-16,0.8256032514773959,0.8256032514773959,0.7100565833594114,0.29541173618448247,58.39602883654456,0.9742343237010224,0.6519513725791699
102,20560712,test_view_ood,1,3,0.02,47,209,0.81640625,19.35685522568144,0.79430978245895,0.5490757500330914,30.873852726121196,0.5221575763075221,0.4778424236924453,0.9999999999999674,4.280424483360058e-17,3.249185791731883e-16,0.9625949947877741,0.9625949947877741,0.699936368621199,0.35330508438028896,49.52325665306434,1.0601973869061663,0.758422338534968
103,20560713,test_view_ood,1,3,0.05,47,209,0.81640625,19.35685522568144,0.7984079856549579,0.38981486604282767,51.17598107143647,0.7616215175669192,0.2383784824330365,0.9999999999999558,1.804015181079482e-18,4.773116435926789e-16,0.8205203837451112,0.8205203837451113,0.8080229336100483,0.22947250887233553,71.6007430819043,0.9857397486771966,0.45678966964964746
104,20560714,test_view_ood,0,3,0.02,47,209,0.81640625,19.35685522568144,0.7554685792605801,0.4854756448747608,35.73847302156753,0.5870456150406035,0.4129543849593554,0.9999999999999588,5.938872849807393e-17,3.4708535153689563e-16,0.8134841484590438,0.8134841484590438,0.6484833710702539,0.31349730171005397,51.656848009352025,0.9045266687233715,0.620899825421365
105,20560715,test_view_ood,0,3,0.05,47,209,0.81640625,19.35685522568144,0.6975115698600544,0.4410654860998542,36.76585376372821,0.6001442749776292,0.3998557250223428,0.999999999999972,1.5470878362515532e-16,3.5240497907834305e-16,0.7414835327612201,0.74148353276122,0.5557899084022939,0.3144339948390314,43.42574593638162,0.8876806616991526,0.6388645914545725
106,20560716,test_view_ood,1,3,0.02,47,209,0.81640625,19.35685522568144,0.8087559132108578,0.5773661965373306,28.610574945238582,0.49035499903554647,0.5096450009644149,0.9999999999999613,1.240727679976729e-17,3.2326171705202984e-16,0.946409728630682,0.946409728630682,0.6639961693095929,0.36964678751634966,44.329981918247704,1.0508650293230861,0.793682732744794
107,20560717,test_view_ood,1,3,0.05,47,209,0.81640625,19.35685522568144,0.8081964209171419,0.4795957578979436,40.6585149988533,0.6478588157864472,0.3521411842135252,0.9999999999999724,1.0928907894816968e-16,3.213408078276476e-16,0.8746374639479536,0.8746374639479536,0.7548643201042518,0.28303367352692027,62.50535811674653,1.0137297726854155,0.5979932153116526
108,20560718,test_view_ood,0,3,0.02,47,209,0.81640625,19.35685522568144,0.6833331288148614,0.42608020369898447,37.64678079660312,0.6112076054979775,0.3887923945019844,0.9999999999999618,6.865663696272606e-17,3.353051551498507e-16,0.737948443190712,0.7379484431907121,0.5732456409703341,0.29604551492815345,48.35625536942241,0.8730223099183243,0.6062263332854433
109,20560719,test_view_ood,0,3,0.05,47,209,0.81640625,19.35685522568144,0.6775751940369369,0.41698702083384337,38.45893053583414,0.6212696769213454,0.3787303230786153,0.9999999999999607,8.93142334246642e-17,3.118077525821946e-16,0.6801366076649676,0.6801366076649676,0.6233558573534764,0.27885694897585006,55.26520755570991,0.860406356597777,0.5659956426264229
110,20560720,test_view_ood,1,3,0.02,47,209,0.81640625,19.35685522568144,0.8351860248773543,0.5526144233239728,33.833372821885796,0.5621977447877561,0.43780225521220123,0.9999999999999574,1.9958745198640187e-16,3.4231549482964744e-16,0.9470033597822641,0.9470033597822641,0.7519285518985006,0.3223435950776769,57.131087220403906,1.051617188551856,0.7125332970896353
111,20560721,test_view_ood,1,3,0.05,47,209,0.81640625,19.35685522568144,0.8053290593354873,0.37825515668451376,53.03098127401994,0.7793911279924335,0.220608872007517,0.9999999999999505,1.596225726028069e-16,4.961623983201739e-16,0.7794146726435591,0.7794146726435591,0.8229664109629323,0.23284472197818265,71.70665547498422,0.9784378692637189,0.4701899138497573
112,20560722,test_view_ood,0,3,0.02,47,209,0.81640625,19.35685522568144,0.8372234332072939,0.5658950491691213,32.40812109121514,0.5431337905585116,0.45686620944143663,0.9999999999999483,1.7550379074273274e-17,3.6509683479387827e-16,0.9854723490486357,0.9854723490486357,0.7236648103983662,0.3332683887173642,53.94713354454189,0.9993273516657476,0.726402429183471
113,20560723,test_view_ood,0,3,0.05,47,209,0.81640625,19.35685522568144,0.7131580372997212,0.5084345575583952,28.706607656866264,0.49172522082135556,0.5082747791786075,0.999999999999963,1.148372643101767e-16,2.896587155305578e-16,0.8946964160700905,0.8946964160700903,0.5835992129968639,0.32177303983342354,44.864038081627555,0.9410116499657573,0.7168890092460491
114,20560724,test_view_ood,1,3,0.02,47,209,0.81640625,19.35685522568144,0.7804422279144547,0.5724971121966244,26.644523871196405,0.46189741219213803,0.5381025878078285,0.9999999999999665,7.747265489884314e-17,2.616394112272569e-16,0.927728184620463,0.9277281846204629,0.6238666035808541,0.3772018089283369,39.538066829723114,1.0572349153885554,0.8363056914352549
115,20560725,test_view_ood,1,3,0.05,47,209,0.81640625,19.35685522568144,0.8128019724133553,0.34130670982190875,58.008626774232866,0.8236724574619836,0.17632754253795752,0.9999999999999412,1.668356471012057e-16,5.387797155801838e-16,0.7210921645324092,0.7210921645324092,0.8199985342926631,0.20490126610457604,75.0119960541057,0.9665916112155544,0.3439214532745153
116,20660710,test_noise_ood,0,5,0.1,79,177,0.69140625,28.584630883869945,0.36585442085042813,0.2422950385765585,33.772827450415456,0.5613961616099092,0.438603838389968,0.9999999999998771,1.740093942906169e-16,1.7294970867813858e-16,0.311810413625585,0.31181041362558487,0.3266705983893008,0.26007518904413723,20.386104434656353,0.5385278677044398,0.4195816059430258
117,20660711,test_noise_ood,0,7,0.1,111,145,0.56640625,58.625397741925454,0.3794618389666447,0.2966411325192877,21.825832782731762,0.38887995798951447,0.6111200420103747,0.9999999999998892,8.261618773661986e-17,1.563004465866118e-16,0.323806522040817,0.323806522040817,0.44780507237805484,0.378234844465503,15.535828467271703,0.5164579829271004,0.43928967452963413
118,20660712,test_noise_ood,1,5,0.1,79,177,0.69140625,28.584630883869945,0.5703597399122197,0.3586993217075094,37.109985749855774,0.6044846107624261,0.3955153892374779,0.9999999999999041,1.3284695978679063e-16,2.6641889132657783e-16,0.4906774985557648,0.4906774985557648,0.6104574738606462,0.28887607219921646,52.67875575790113,0.8500897255356535,0.4920558166745148
119,20660713,test_noise_ood,1,7,0.1,111,145,0.56640625,58.625397741925454,0.45032871802878177,0.3767459381239431,16.339792902120095,0.3000969748345587,0.6999030251653322,0.999999999999891,7.724342734086929e-17,1.300508019055696e-16,0.44108643094283806,0.441086430942838,0.5243400154758674,0.37546301630029416,28.39321714559116,0.6584384791498229,0.5387635940089461
120,20660714,test_noise_ood,0,5,0.1,79,177,0.69140625,28.584630883869945,0.35392214603400046,0.26182255474903,26.022556744969123,0.45273378894590904,0.5472662110539859,0.9999999999998949,4.3860527559181223e-17,1.5750411163878045e-16,0.33717338176581263,0.33717338176581263,0.35291296803635724,0.29744872844920006,15.716123976857114,0.5400004597552085,0.44471521072023207
121,20660715,test_noise_ood,0,7,0.1,111,145,0.56640625,58.625397741925454,0.39226894592914757,0.3187393011405727,18.744701958046026,0.33975765401205266,0.66024234598781,0.9999999999998626,9.897574393658027e-17,1.4287291515552335e-16,0.3491180157997582,0.3491180157997582,0.468095363856379,0.414862542627567,11.372217146126484,0.5157147181166092,0.4516663470141868
122,20660716,test_noise_ood,1,5,0.1,79,177,0.69140625,28.584630883869945,0.6517033315142126,0.3858611633921056,40.79189951415823,0.6494400836865414,0.35055991631338745,0.9999999999999287,9.130178452347257e-17,3.210266517249464e-16,0.5829159939906644,0.5829159939906643,0.7549529681393489,0.2600293008396837,65.5568874070122,0.9098139948530044,0.468950777512594
123,20660717,test_noise_ood,1,7,0.1,111,145,0.56640625,58.625397741925454,0.42880281049196856,0.3573445977467799,16.664585911421028,0.3055208758691149,0.6944791241307536,0.9999999999998685,3.53845761295909e-17,1.4478768186068425e-16,0.426298302443798,0.42629830244379807,0.49596464149361874,0.3609608813521854,27.220440500474297,0.6367829047286866,0.5290837358155448
124,20660718,test_noise_ood,0,5,0.1,79,177,0.69140625,28.584630883869945,0.4331181210062657,0.30447272810608567,29.70214975097335,0.5058212250374688,0.49417877496245644,0.9999999999999254,2.5641895578834103e-17,1.911050284349349e-16,0.35700812648852115,0.3570081264885211,0.4532635883037542,0.2896390041440216,36.09921211004461,0.6086111140619771,0.4654544330131039
125,20660719,test_noise_ood,0,7,0.1,111,145,0.56640625,58.625397741925454,0.42163648943104615,0.29616334702563785,29.758606180983875,0.5066146594371418,0.49338534056278327,0.9999999999999251,1.5009652387193216e-16,1.9736923740942248e-16,0.3759945690682545,0.3759945690682545,0.5027430229676582,0.3632516032321248,27.74606774487838,0.5704658545812628,0.4606536840015517
126,20660720,test_noise_ood,1,5,0.1,79,177,0.69140625,28.584630883869945,0.6587674796117432,0.39238543405948384,40.436429210022965,0.6452181034754322,0.35478189652450826,0.9999999999999404,2.422810097312282e-16,2.9556912288959326e-16,0.568336707746059,0.568336707746059,0.7390467736898818,0.27566465732075796,62.69997148555862,0.8879553157322383,0.5060690786242128
127,20660721,test_noise_ood,1,7,0.1,111,145,0.56640625,58.625397741925454,0.5578903673555232,0.39309313144287944,29.539358547004472,0.5035298006039467,0.49647019939597353,0.9999999999999202,1.165808182924147e-16,2.3470965832747607e-16,0.4806201692511504,0.4806201692511504,0.7780475336844781,0.33281096544613764,57.224854390236416,0.8050252308147379,0.5268855464123418
128,20660722,test_noise_ood,0,5,0.1,79,177,0.69140625,28.584630883869945,0.3604461385662006,0.2533705945629129,29.70639231395868,0.5058808718491897,0.4941191281506911,0.9999999999998808,1.4191675301538836e-17,1.5557549776382637e-16,0.3134651370251019,0.31346513702510187,0.33778573763392544,0.27405892387598846,18.866046329881495,0.5391459692709419,0.4346828972601387
129,20660723,test_noise_ood,0,7,0.1,111,145,0.56640625,58.625397741925454,0.3837145654740737,0.31860107561576395,16.96925155230771,0.310589481222275,0.68941051877752,0.9999999999997949,7.437717766602486e-17,1.314175537088023e-16,0.30420683829533113,0.30420683829533113,0.5110532617311742,0.41340852746776413,19.10656707922204,0.5025750607392668,0.4472848824649235
130,20660724,test_noise_ood,1,5,0.1,79,177,0.69140625,28.584630883869945,0.652870247513989,0.3772032675463048,42.22385397664416,0.6661916950694812,0.3338083049304402,0.9999999999999213,2.6060850792998923e-16,3.179273846526761e-16,0.5894405593411288,0.5894405593411288,0.6704142739204351,0.2741321053113257,59.110043449872784,0.9389583268825727,0.4495604994067478
131,20660725,test_noise_ood,1,7,0.1,111,145,0.56640625,58.625397741925454,0.6012380026489498,0.3827911070253607,36.33284899836452,0.5946493883342121,0.4053506116657006,0.9999999999999126,1.0501497202383694e-16,2.9396001217040227e-16,0.4716740574585883,0.47167405745858826,0.8217177373293835,0.3370250445565589,58.98530246499315,0.8704233740648968,0.46785990606219363
132,20760710,test_joint_ood,0,3,0.1,47,209,0.81640625,19.35685522568144,0.7039899538419103,0.42077108223676046,40.23052744703625,0.6427610150747071,0.3572389849252502,0.9999999999999571,7.745818066739138e-17,3.662423976290626e-16,0.7218864611858643,0.7218864611858642,0.6186563727973263,0.29973407707125826,51.55079778512723,0.9101119191807819,0.623369885864035
133,20760711,test_joint_ood,1,3,0.1,47,209,0.81640625,19.35685522568144,0.798589595085014,0.5346773320930587,33.04729545888086,0.5517335354634847,0.44826646453646124,0.9999999999999458,5.655685414939556e-17,2.92408836105801e-16,0.9121800780267768,0.9121800780267766,0.7359593885183314,0.34358393465590387,53.31482415787146,1.0529130236568744,0.7536454415261625
134,20760712,test_joint_ood,0,3,0.1,47,209,0.81640625,19.35685522568144,0.7950975556182036,0.4988810470418365,37.255366524888956,0.60631109700796,0.3936889029919981,0.9999999999999581,2.15939567011623e-16,3.3254471207657567e-16,0.8818070788021922,0.8818070788021923,0.7223970887010294,0.2942683827811075,59.2650098700099,1.0047262412973195,0.6942554081347928
