partition,base_seed,family,case_id,geometry_digest,candidate_id,field_relative_l2,h1_seminorm_relative_l2,field_mean_bias,data_residual_relative_l2,fallback,fallback_reason,takeover,evaluator_only,basis_rank,warm_forward_calls,warm_adjoint_calls,warm_projection_forward_calls,setup_forward_calls,setup_adjoint_calls,refine_forward_calls,refine_adjoint_calls,low_forward_calls,low_adjoint_calls,high_order_forward_calls,high_order_adjoint_calls,shared_warm_seconds,deployment_setup_seconds,candidate_refine_seconds,end_to_end_seconds,coefficient_norm,coefficient_radius,coefficient_clipped,projection_target_residual_ratio,radius_applies_to_entire_correction,high_order_teacher_setup_seconds
development,2141,single_interface,5b5cfa89f87acb09b4ba,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,high_order_teacher_b0p75,0.6886141986391346,1.0681760865702423,0.009306661701133864,0.00562376697241191,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.004495083005167544,0.000820583023596555,0.004978916957043111,0.01029458298580721,,,,,,0.0001556670176796615
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,low_cgls24_matched,0.5716704936289951,1.127225534825165,0.02329972671890343,0.0003590971365470038,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.009817917016334832,0.009817917016334832,,,,,,
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,component_damping,0.5601470593412957,0.994147260446737,0.025257196722150373,0.001150175592998344,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.0038405830273404717,0.0,0.005629708000924438,0.00947029102826491,,,,,,
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,residual_contrast_global_k6_total_measurement_oracle,0.5576812809735123,1.0488264553142481,0.024195711591628335,0.0015643678082875108,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0038405830273404717,0.000887541042175144,0.00494679098483175,0.009674915054347366,1.8931752533674169,1.8931752533674169,True,0.35101342420682397,True,
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,residual_contrast_global_k6_total_adjoint_oracle,0.5593789769619673,1.0630038253429217,0.024063786141620042,0.0029056568480195135,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0038405830273404717,0.000887541042175144,0.002891250012908131,0.007619374082423747,1.8931752533674169,1.8931752533674169,True,0.2846252999734322,True,
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,damping_contrast_global_k6_total_measurement_oracle,0.5574921745023277,1.0546251016197206,0.024074034076615656,0.001322960642705287,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0038405830273404717,0.0007742909947410226,0.0030191250261850655,0.00763399904826656,1.893175253367417,1.8931752533674169,True,0.33578839131742155,True,
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,damping_contrast_global_k6_total_adjoint_oracle,0.5585592321601669,1.0683058969272734,0.023921764031643984,0.0023945150895744913,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0038405830273404717,0.0007742909947410226,0.0050174579955637455,0.00963233201764524,1.8931752533674167,1.8931752533674169,True,0.274481580608579,True,
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,exact_mismatch_oracle,0.5542678081602616,1.049373646584396,0.023952384842243338,0.0023997688489115895,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0038405830273404717,0.000887541042175144,0.004175292036961764,0.00890341610647738,,,,,,
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,high_order_teacher_b0p75,0.5582428407807792,1.0149850203697528,0.024952974365098288,0.003022266294938197,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.0038405830273404717,0.000887541042175144,0.0033160419552586973,0.008044166024774313,,,,,,0.0003067499492317438
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,low_cgls24_matched,0.7180036370845152,1.221438371947981,0.00943558089564059,0.0012610851232655919,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.011383667006157339,0.011383667006157339,,,,,,
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,component_damping,0.6787546052533032,1.0837374266239128,0.010054703827519757,0.003041843485599164,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.0045382080134004354,0.0,0.0035236249677836895,0.008061832981184125,,,,,,
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,residual_contrast_global_k6_total_measurement_oracle,0.6333844474990029,1.0289278345154684,0.009782561497383106,0.012791954401927621,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0045382080134004354,0.0007602080004289746,0.0029541250551119447,0.008252541068941355,3.0238994091476843,3.9402900154088707,False,0.555150020988764,True,
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,residual_contrast_global_k6_total_adjoint_oracle,0.6502043536722224,1.0852928860314908,0.00973310216873375,0.01022978646121458,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0045382080134004354,0.0007602080004289746,0.0032042920356616378,0.008502708049491048,3.017454520069917,3.9402900154088707,False,0.5189613497993616,True,
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,damping_contrast_global_k6_total_measurement_oracle,0.661883215157755,1.0799957890344665,0.009512757507770527,0.008706650959489831,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0045382080134004354,0.000788334000390023,0.00316137500340119,0.008487917017191648,2.947761984860173,3.9402900154088707,False,0.5853122624600807,True,
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,damping_contrast_global_k6_total_adjoint_oracle,0.6784939213645393,1.1246749405464964,0.009298904939243824,0.006571728792673974,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0045382080134004354,0.000788334000390023,0.00424270803341642,0.009569250047206879,2.988062850896854,3.9402900154088707,False,0.49954926324414983,True,
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,exact_mismatch_oracle,0.6031859528084904,1.009324507573677,0.009629365489592832,0.016610346891680533,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0045382080134004354,0.0007602080004289746,0.0033456250093877316,0.008644041023217142,,,,,,
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,high_order_teacher_b0p75,0.6632033585691353,1.0653733576948214,0.01004720425104616,0.005881780328837964,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.0045382080134004354,0.0007602080004289746,0.00454629200976342,0.00984470802359283,,,,,,0.0003833749797195196
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,low_cgls24_matched,0.605689335519144,1.171448937730575,0.014217073899092008,0.000251408485176716,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.008809250022750348,0.008809250022750348,,,,,,
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,component_damping,0.5957286567837545,1.043404904136158,0.015568230315291913,0.0008666778392117422,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.003852040972560644,0.0,0.00520812498871237,0.009060165961273015,,,,,,
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,residual_contrast_global_k6_total_measurement_oracle,0.5933775379054768,1.0808239771095423,0.014908200141572236,0.0018302406579636843,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.003852040972560644,0.0016808329964987934,0.004533457977231592,0.01006633194629103,1.9257026251392966,1.9257026251392964,True,0.3915954205389265,True,
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,residual_contrast_global_k6_total_adjoint_oracle,0.5966616631869622,1.090541235292783,0.014916811837043643,0.005384632025935148,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.003852040972560644,0.0016808329964987934,0.0031167090055532753,0.008649582974612713,1.9257026251392964,1.9257026251392964,True,0.35472571921754115,True,
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,damping_contrast_global_k6_total_measurement_oracle,0.593238726780583,1.092048848433144,0.014696231173483886,0.0015973436288880343,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.003852040972560644,0.0009492920362390578,0.003522166982293129,0.008323499991092831,1.9257026251392966,1.9257026251392964,True,0.34648977759588184,True,
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,damping_contrast_global_k6_total_adjoint_oracle,0.5947843117996422,1.1028260691035172,0.01461431288488333,0.0035388411427523295,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.003852040972560644,0.0009492920362390578,0.0032831670250743628,0.008084500033874065,1.9257026251392964,1.9257026251392964,True,0.30371466961856197,True,
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,exact_mismatch_oracle,0.5903435353292696,1.086373359474937,0.014605741292139655,0.0014977593753348834,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.003852040972560644,0.0016808329964987934,0.0031806249753572047,0.008713498944416642,,,,,,
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,high_order_teacher_b0p75,0.5942301860318288,1.0558221637002652,0.015342361609401965,0.002322028653979774,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.003852040972560644,0.0016808329964987934,0.003782042011152953,0.00931491598021239,,,,,,0.00017245899653062224
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,low_cgls24_matched,0.681611156528675,1.1539059231951687,-0.0006612856669804576,0.001043186477900583,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.009542374988086522,0.009542374988086522,,,,,,
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,component_damping,0.6525115215274768,1.0390914273478193,-0.00047238205804558036,0.0021704582276435218,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.003986332972999662,0.0,0.0042261669877916574,0.00821249996079132,,,,,,
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,residual_contrast_global_k6_total_measurement_oracle,0.6458903016953622,1.0193870306030628,-0.0005204189181381914,0.004167929710217797,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.003986332972999662,0.0010499589843675494,0.003263499995227903,0.008299791952595115,3.0357109938271387,3.3209980336696323,False,0.4415480331607551,True,
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,residual_contrast_global_k6_total_adjoint_oracle,0.6590858881948007,1.0431917998193525,-0.0005806305447266905,0.012008365811773086,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.003986332972999662,0.0010499589843675494,0.004140916978940368,0.00917720893630758,3.163951773671264,3.3209980336696323,False,0.4527676113960547,True,
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,damping_contrast_global_k6_total_measurement_oracle,0.6479124013447459,1.0533107657779035,-0.0007015665010621648,0.0038339864020772428,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.003986332972999662,0.0007841249462217093,0.0034073329879902303,0.008177790907211602,3.140542400912926,3.3209980336696323,False,0.3720275624881251,True,
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,damping_contrast_global_k6_total_adjoint_oracle,0.649773932225813,1.0532417527866613,-0.0007184665141486328,0.005443346520370326,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.003986332972999662,0.0007841249462217093,0.0039380830130539834,0.008708540932275355,3.227335747098266,3.3209980336696323,False,0.36157587147937315,True,
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,exact_mismatch_oracle,0.632536205911464,1.036442241495832,-0.0005960531792260789,0.007297730310331548,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.003986332972999662,0.0010499589843675494,0.003287124971393496,0.008323416928760707,,,,,,
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,high_order_teacher_b0p75,0.647653671237155,1.0335307465605694,-0.0005058087976870921,0.005053729090435662,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.003986332972999662,0.0010499589843675494,0.0030262089567258954,0.008062500914093107,,,,,,0.00017908302834257483
