case_id,split,family,base_seed,geometry_digest,warm_checkpoint,method,candidate_paired_call_budget,paired_call_budget,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,full_path_seconds_through_maximum_budget,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,measured_data_residual_norm,clean_reprojection_relative_l2
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,4,zero_start_cgls_pair_rounded,18,18,18,18,0,0.007916708011180162,0.6693665039742189,0.08710315312660154,0.07893257162580472,0.004707789141170895,1.2230055969123244,0.004878728204922802,0.03581072004411272,0.030234159454194647
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,5,zero_start_cgls_componentwise,19,18,18,18,0,0.007916708011180162,0.6693665039742189,0.08710315312660154,0.07893257162580472,0.004707789141170895,1.2230055969123244,0.004878728204922802,0.03581072004411272,0.030234159454194647
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,5,zero_start_cgls_pair_rounded,19,19,19,19,0,0.007916708011180162,0.6697124580924844,0.08714817135556749,0.07897336698687686,0.00468679684395926,1.223959400865209,0.003991210660015394,0.02929618572288374,0.03064846788739085
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,6,zero_start_cgls_componentwise,20,19,19,19,0,0.007916708011180162,0.6697124580924844,0.08714817135556749,0.07897336698687686,0.00468679684395926,1.223959400865209,0.003991210660015394,0.02929618572288374,0.03064846788739085
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,6,zero_start_cgls_pair_rounded,20,20,20,20,0,0.007916708011180162,0.6701270393320776,0.08720211987701472,0.07902225494764965,0.004670793772168186,1.2247466225197652,0.002983748209762124,0.021901234775509423,0.030744965330816252
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,7,zero_start_cgls_componentwise,21,20,20,20,0,0.007916708011180162,0.6701270393320776,0.08720211987701472,0.07902225494764965,0.004670793772168186,1.2247466225197652,0.002983748209762124,0.021901234775509423,0.030744965330816252
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,7,zero_start_cgls_pair_rounded,21,21,21,21,0,0.007916708011180162,0.6703748803756058,0.08723437087290012,0.07905148068691799,0.0046635479724244705,1.2250537021205878,0.0022833956002373925,0.01676052388152126,0.03077456910662779
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,8,zero_start_cgls_componentwise,22,21,21,21,0,0.007916708011180162,0.6703748803756058,0.08723437087290012,0.07905148068691799,0.0046635479724244705,1.2250537021205878,0.0022833956002373925,0.01676052388152126,0.03077456910662779
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,8,zero_start_cgls_pair_rounded,22,22,22,22,0,0.007916708011180162,0.6705333006248226,0.0872549857425477,0.07907016180943315,0.004661250583192601,1.225286168921776,0.001683267441691706,0.012355478022523972,0.03071713778868925
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,9,zero_start_cgls_componentwise,23,22,22,22,0,0.007916708011180162,0.6705333006248226,0.0872549857425477,0.07907016180943315,0.004661250583192601,1.225286168921776,0.001683267441691706,0.012355478022523972,0.03071713778868925
