case_id,split,family,base_seed,geometry_digest,method,model_seed,warm_checkpoint,control,paired_call_budget,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,neural_inference_seconds,full_cgne_path_seconds_through_k10,cgne_breakdown,system_residual_norm_from_recurrence,recurrence_residual_closure_relative_error,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,measured_data_residual_norm,clean_reprojection_relative_l2,warm_cgls_field_gain_over_same_call_cgne,warm_cgls_h1_gain_over_same_call_cgne,warm_cgls_measured_reprojection_ratio_to_same_call_cgne
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,1,same_call_affine_cgne,15,15,14,1,0.0030967920320108533,0.00426908303052187,False,0.8145576293761098,9.727004669386451e-16,0.6392592000073348,0.05882524513710934,0.07531451857681305,0.0010638006493564178,0.8725769578513349,0.11151254969053424,0.8145576293761095,0.11244124905616165,-0.014279259090311802,0.004255891112560972,0.8789212987216017
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,2,same_call_affine_cgne,16,16,15,1,0.0030967920320108533,0.00426908303052187,False,0.7121213848104164,1.371847534975465e-15,0.6285885014280497,0.057843317212249674,0.07405734695320886,0.001375793428086759,0.8758876713151206,0.0974890768258915,0.7121213848104163,0.0978644945579412,-0.010947152427554618,0.00977966622415205,0.7089911239512123
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,3,same_call_affine_cgne,17,17,16,1,0.0030967920320108533,0.00426908303052187,False,0.6990213714331031,1.1876639476911368e-15,0.6464473587676336,0.05948670640533072,0.07616139370427213,0.0014079327548935146,0.908996464961836,0.09569569126297782,0.6990213714331031,0.09739210371494109,0.016744991235218443,0.03685162552559762,0.5855202568560408
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,4,same_call_affine_cgne,18,18,17,1,0.0030967920320108533,0.00426908303052187,False,0.7720389445985877,1.1099235854792831e-15,0.6940851307107877,0.06387037990163644,0.08177385240635965,0.0014150794013096935,0.9856705872736081,0.10569176208995514,0.7720389445985877,0.10669076558846219,0.070947935720449,0.0948154505979234,0.468392387327433
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,5,same_call_affine_cgne,19,19,18,1,0.0030967920320108533,0.00426908303052187,False,0.5817850980746677,1.3946644629311228e-15,0.7219985636928402,0.06643900079558472,0.0850624820683892,0.0014074226747709056,1.0307718626866371,0.07964610153851752,0.5817850980746679,0.08184625281944437,0.08216300103415031,0.10448734007991156,0.5278993397965822
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,6,same_call_affine_cgne,20,20,19,1,0.0030967920320108533,0.00426908303052187,False,0.4588326584566035,3.2188229143046893e-15,0.7433942706307752,0.068407854283327,0.087583223838899,0.001184449836265969,1.0652417719106486,0.06281397138833623,0.4588326584566036,0.06529840823958456,0.07844118993678761,0.09746317867052046,0.5562484351870542
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,7,same_call_affine_cgne,21,21,20,1,0.0030967920320108533,0.00426908303052187,False,0.3496010052380121,2.904629633054783e-15,0.7563023338661552,0.0695956666512332,0.08910399126519579,0.0009452958232620351,1.0898733028681689,0.047860210330758365,0.3496010052380119,0.051628564505760616,0.06391243955162018,0.0805448623200723,0.5896359401231083
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,8,same_call_affine_cgne,22,22,21,1,0.0030967920320108533,0.00426908303052187,False,0.24033398306854467,4.5598504222495584e-15,0.7562083436163324,0.06958701757823392,0.08909291777510564,0.0010200224579034382,1.0956085526979313,0.0329016072807299,0.2403339830685446,0.036738726536939145,0.038540355177273944,0.051563651208512584,0.6510403325459063
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,9,same_call_affine_cgne,23,23,22,1,0.0030967920320108533,0.00426908303052187,False,0.23680710039149547,4.177927700997186e-15,0.7574479660894099,0.06970108882797958,0.08923896427670586,0.0011264857185947252,1.097492538339587,0.032418778729877876,0.23680710039149544,0.03564848577982908,0.0286625527915656,0.038005369688770996,0.5512702200600935
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,10,same_call_affine_cgne,24,24,23,1,0.0030967920320108533,0.00426908303052187,False,0.2049795297637824,5.5048629664523e-15,0.7629558387342257,0.07020792855513808,0.08988787598047476,0.001215174521571975,1.0995366508632969,0.028061599540640848,0.20497952976378245,0.03025100516345925,0.02596112574156384,0.029135670087770404,0.5371776650795911
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,1,same_call_affine_cgne,15,15,14,1,0.0032787920208647847,0.00424212496727705,False,0.6570305806031942,1.4756422077025925e-15,0.30198137090207594,0.032254032386519534,0.03175899947771226,0.002613772644613887,0.5763171737310935,0.0975239781821649,0.6570305806031943,0.09924870897763177,0.017853307616721326,0.025227804300020806,0.932462978169097
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,2,same_call_affine_cgne,16,16,15,1,0.0032787920208647847,0.00424212496727705,False,0.3525683939836195,2.419324704737565e-15,0.3025028422041879,0.032309729703929264,0.03181384195611397,0.002452198753232227,0.5893948455708313,0.052332225283963085,0.3525683939836195,0.055121674986394385,0.010121712590352216,0.015851022011786342,0.8667284745767889
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,3,same_call_affine_cgne,17,17,16,1,0.0032787920208647847,0.00424212496727705,False,0.2188274244039028,4.306742133499214e-15,0.30286759661956963,0.032348688400923406,0.031852202717418544,0.002150238809490738,0.5914407001625483,0.03248086404689609,0.21882742440390276,0.03401147621822622,0.007152930376913669,0.009547495690183094,0.8130341766030195
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,4,same_call_affine_cgne,18,18,17,1,0.0032787920208647847,0.00424212496727705,False,0.14052944103792733,6.587835404695546e-15,0.3026430752579232,0.0323247077187761,0.03182859008930852,0.0020733429304904015,0.5930376741280674,0.02085898365514832,0.14052944103792717,0.024491251422489722,0.003806769062391524,0.006260492788568772,0.7847306895603788
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,5,same_call_affine_cgne,19,19,18,1,0.0032787920208647847,0.00424212496727705,False,0.09534371087780767,9.37295402274043e-15,0.3015947378473449,0.03221273687537014,0.03171833776753263,0.002100612170701401,0.5944989669045364,0.014152001830595996,0.09534371087780769,0.0188200950770468,0.0007076885536020372,0.00433193863431669,0.7564705948578099
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,6,same_call_affine_cgne,20,20,19,1,0.0032787920208647847,0.00424212496727705,False,0.09060246547054411,1.081190731103516e-14,0.30186393268652467,0.03224148904321167,0.03174664864886738,0.0021854836005478946,0.5942650344351857,0.013448252070227526,0.0906024654705442,0.019118030273409175,0.0013418625553884844,0.002803825692329065,0.6228121347763566
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,7,same_call_affine_cgne,21,21,20,1,0.0032787920208647847,0.00424212496727705,False,0.06439922585827426,1.423927982562004e-14,0.30228224335364334,0.03228616797742727,0.03179064185354374,0.0021949878262208056,0.5940053784513133,0.009558868160725166,0.0643992258582742,0.018325343239813496,0.0019275652568934154,0.0017747583617908624,0.6590269565499531
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,8,same_call_affine_cgne,22,22,21,1,0.0032787920208647847,0.00424212496727705,False,0.05648637996639494,1.8160712704481253e-14,0.3021967992084189,0.032277041857431604,0.03178165580067746,0.002171487803431915,0.5951604711756583,0.008384353255482856,0.056486379966394995,0.017631715269783424,0.0012595130000170318,0.002607667380844947,0.6006885765367825
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,9,same_call_affine_cgne,23,23,22,1,0.0032787920208647847,0.00424212496727705,False,0.045732135425686396,1.7766217592426022e-14,0.30247251877370873,0.03230649091835179,0.03181065287921869,0.002179791595636028,0.5940548375872479,0.006788085530789011,0.04573213542568635,0.017265502714938718,0.001560092615416564,0.0006573271999394947,0.5958517847816338
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,10,same_call_affine_cgne,24,24,23,1,0.0032787920208647847,0.00424212496727705,False,0.03605875740061691,2.787972414849766e-14,0.30202565220789945,0.032258761985129815,0.03176365648673345,0.0021749435903431515,0.5935916934168515,0.005352252351458753,0.036058757400617064,0.016300964505872616,0.00017952640671858866,5.98879259466889e-05,0.6029060465182465
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,1,same_call_affine_cgne,15,15,14,1,0.008306375006213784,0.004316958016715944,False,0.6270930305613303,1.0324549527112664e-15,0.3181262256374794,0.03246408073435913,0.041007449999708304,-0.000374197050946589,0.6022067793458274,0.12378100177681715,0.6270930305613303,0.1250223667694105,0.015944577526128878,0.023342389408169573,0.9078490245647161
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,2,same_call_affine_cgne,16,16,15,1,0.008306375006213784,0.004316958016715944,False,0.6500010093151777,1.0079080287265474e-15,0.33611453718932555,0.034299748313552696,0.04332619874500069,-0.00010210868230845337,0.6353186190612091,0.1283027751352215,0.6500010093151776,0.12999135557240887,0.051708480280596825,0.053883378875695165,0.6588682611709433
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,3,same_call_affine_cgne,17,17,16,1,0.008306375006213784,0.004316958016715944,False,0.6481597061496422,1.0116171524558376e-15,0.35822246345861614,0.03655581350225983,0.0461759785117222,-1.1336590143674256e-05,0.6783523905626516,0.12793932292112054,0.6481597061496421,0.13147700964856193,0.08790886741270432,0.09040564447931954,0.5512721913773856
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,4,same_call_affine_cgne,18,18,17,1,0.008306375006213784,0.004316958016715944,False,0.5275802585025157,1.2809759274761377e-15,0.3762765156054712,0.03839818976439715,0.04850320142212743,-8.718797950151952e-05,0.7084538579172625,0.1041383171754557,0.5275802585025157,0.10796413000733063,0.10022068904323822,0.09873246978227446,0.5607613767696692
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,5,same_call_affine_cgne,19,19,18,1,0.008306375006213784,0.004316958016715944,False,0.43044492757218994,1.6196923698317552e-15,0.3925419959549081,0.04005804621348155,0.05059987192080821,-0.00018803900100736951,0.7368670307487123,0.08496491229848593,0.43044492757219,0.08683716454814518,0.10182272437014217,0.09978257257195677,0.5664192788887651
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,6,same_call_affine_cgne,20,20,19,1,0.008306375006213784,0.004316958016715944,False,0.3519875148343107,2.0137975070600994e-15,0.40620338223426067,0.041452160597567456,0.05236086667581357,-0.0004092490823646402,0.7534395470239612,0.06947831513949848,0.3519875148343106,0.0715790449533062,0.09512558465677201,0.08707880615141683,0.5694130564128435
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,7,same_call_affine_cgne,21,21,20,1,0.008306375006213784,0.004316958016715944,False,0.2626058751850103,2.345489667721946e-15,0.41172959238807144,0.04201609817369419,0.053073212179917076,-0.00048717701007027983,0.7634834649976521,0.0518354003612217,0.26260587518501033,0.052582996862020205,0.07149866415719164,0.06656624293849356,0.6067049586765841
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,8,same_call_affine_cgne,22,22,21,1,0.008306375006213784,0.004316958016715944,False,0.19358515146562824,3.654932192799564e-15,0.4137047571115446,0.04221765938392765,0.0533278169943322,-0.0003917080944345376,0.7707704755257657,0.03821149783164244,0.1935851514656283,0.04271947346974859,0.04752670536590298,0.04744085450418811,0.6354724566918789
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,9,same_call_affine_cgne,23,23,22,1,0.008306375006213784,0.004316958016715944,False,0.16507791189327284,4.614985300173722e-15,0.41379615042192147,0.04222698586998114,0.05333959787344105,-0.00022440327799401496,0.7725726060196358,0.03258449434063046,0.16507791189327284,0.03758141425356676,0.032127708015133316,0.03341433495872337,0.5975400501770429
6be92a896230a00c27bc,development,single_interface,2141,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,jacru_m2,17,10,same_call_affine_cgne,24,24,23,1,0.008306375006213784,0.004316958016715944,False,0.145820196925447,5.113286150710151e-15,0.41423136107775554,0.04227139815896843,0.05339569786699767,-0.00024833483749289476,0.7731460293345563,0.028783241361441503,0.14582019692544698,0.03459751263701882,0.023758875445352046,0.02441355146042301,0.5602999735939437
80f83d2b9da59c138e54,development,smooth_no_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,1,same_call_affine_cgne,15,15,14,1,0.003481291001662612,0.004049583105370402,False,0.36744030402995964,1.5664993553270332e-15,0.24558348303480407,0.018966002875167053,0.028268696416816157,-0.0011647494961917692,0.48918015551072086,0.07718036009965208,0.36744030402995975,0.07800361867954686,0.020483316508787763,0.025547087321879935,0.9527792724079927
80f83d2b9da59c138e54,development,smooth_no_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,2,same_call_affine_cgne,16,16,15,1,0.003481291001662612,0.004049583105370402,False,0.26844729093783437,2.3338498161028523e-15,0.24469328207051083,0.01889725413913797,0.02816622690014269,-0.0013562603229439242,0.4896563313258053,0.05638700587584095,0.26844729093783437,0.05738753929942058,0.014415016722343021,0.01685314218395173,0.7935567376354968
80f83d2b9da59c138e54,development,smooth_no_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,3,same_call_affine_cgne,17,17,16,1,0.003481291001662612,0.004049583105370402,False,0.16485341858601255,3.64795403895957e-15,0.24558736754278498,0.01896630286924086,0.028269143555913156,-0.0014998327434531179,0.48713394309052793,0.034627247121724845,0.16485341858601255,0.03629878025632232,0.01162243885535641,0.009398565907040468,0.7908523684493767
80f83d2b9da59c138e54,development,smooth_no_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,4,same_call_affine_cgne,18,18,17,1,0.003481291001662612,0.004049583105370402,False,0.11614541590107594,5.3396573284871945e-15,0.2436105125982862,0.018813633658356515,0.028041591150533358,-0.0015611467353395022,0.4918268037621671,0.024396194224893728,0.11614541590107597,0.029683195207165704,0.004170002784545823,0.01144624595178334,0.7466786293987273
80f83d2b9da59c138e54,development,smooth_no_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,5,same_call_affine_cgne,19,19,18,1,0.003481291001662612,0.004049583105370402,False,0.10806576013320411,5.757542444387747e-15,0.24325557772367096,0.018786222629857113,0.02800073520169572,-0.0015290946936361784,0.4953608283358148,0.022699072992393488,0.10806576013320401,0.030335710143664634,0.003136271881046926,0.012865503578318838,0.6258855364918449
80f83d2b9da59c138e54,development,smooth_no_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,6,same_call_affine_cgne,20,20,19,1,0.003481291001662612,0.004049583105370402,False,0.10832255450834785,4.9516531894948515e-15,0.24571782584626956,0.01897637794647489,0.028284160389010746,-0.001471955397555263,0.4969209729558639,0.022753012318395004,0.10832255450834787,0.030535328954130157,0.010665680981510661,0.012922875422180402,0.5296340026832029
80f83d2b9da59c138e54,development,smooth_no_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,7,same_call_affine_cgne,21,21,20,1,0.003481291001662612,0.004049583105370402,False,0.07984695687827206,9.033414376905183e-15,0.2466698072435102,0.019049897882319325,0.028393741346086913,-0.0014962543698372388,0.4990707110110528,0.016771749906411868,0.07984695687827201,0.029738903340494238,0.01112759016048459,0.01322700212482153,0.5835106862787562
80f83d2b9da59c138e54,development,smooth_no_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,8,same_call_affine_cgne,22,22,21,1,0.003481291001662612,0.004049583105370402,False,0.0707226004209465,9.775674420034673e-15,0.2471481319844345,0.019086838104436576,0.028448800492258907,-0.0015204614056878746,0.50223294081494,0.014855190646770733,0.07072260042094644,0.028604006647802587,0.010197661206857833,0.014810193192094756,0.5501399026961709
80f83d2b9da59c138e54,development,smooth_no_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,9,same_call_affine_cgne,23,23,22,1,0.003481291001662612,0.004049583105370402,False,0.05649623859213905,9.563226053613362e-15,0.24816146977096326,0.019165096491911664,0.028565444078794446,-0.0015195599980805693,0.5034993693318411,0.011866961764928265,0.05649623859213901,0.026884682001052703,0.010467053882257438,0.012675706643753615,0.5671835659116943
80f83d2b9da59c138e54,development,smooth_no_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,10,same_call_affine_cgne,24,24,23,1,0.003481291001662612,0.004049583105370402,False,0.04282585760944671,1.3041331969589539e-14,0.24879156952106077,0.01921375804489688,0.028637973787745984,-0.0015396923893471453,0.5052086927096214,0.008995515939928096,0.042825857609446794,0.026049867357514547,0.00890901123589627,0.01100257572922314,0.5990943618028879
817ed62303fd3253a425,development,single_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,1,same_call_affine_cgne,15,15,14,1,0.0045211659744381905,0.003964124945923686,False,0.7199875009985766,1.2550152528279181e-15,0.37386154319507403,0.03887543019710252,0.0436101851397155,-0.001588392908469047,0.610931570266756,0.11491097052865228,0.7199875009985767,0.11391154255683678,-0.012539779862414724,0.0032300315788585943,0.9174874320141204
817ed62303fd3253a425,development,single_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,2,same_call_affine_cgne,16,16,15,1,0.0045211659744381905,0.003964124945923686,False,0.4623593959550036,2.3588335110122003e-15,0.3555426441062723,0.03697056703110717,0.04147332299018556,-0.0013313355744570359,0.5976343338249711,0.0737931795323429,0.4623593959550036,0.07231368414225005,-0.01546562559565734,0.00018830270001479743,0.8192588627584014
817ed62303fd3253a425,development,single_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,3,same_call_affine_cgne,17,17,16,1,0.0045211659744381905,0.003964124945923686,False,0.35239764453839445,3.591239848457864e-15,0.35207705143575724,0.036610202590296244,0.041069068686069694,-0.0012174206515313782,0.5949019841144957,0.056243136568002755,0.35239764453839484,0.0550165849338006,-0.00624500561032737,0.0034952256265137205,0.7321549641670568
817ed62303fd3253a425,development,single_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,4,same_call_affine_cgne,18,18,17,1,0.0045211659744381905,0.003964124945923686,False,0.3412135714333472,2.6231630139931623e-15,0.3556568125242489,0.036982438662315424,0.04148664050287359,-0.0012991684317798621,0.5994831140015118,0.05445814350467603,0.34121357143334735,0.05621985498667569,0.005994412758507539,0.011205428822359975,0.6031364385581354
817ed62303fd3253a425,development,single_interface,2161,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,jacru_m2,17,5,same_call_affine_cgne,19,19,18,1,0.0045211659744381905,0.003964124945923686,False,0.29394339154039145,2.628427068694709e-15,0.35810676262527347,0.037237193038293245,0.0417724221764195,-0.001321354544749618,0.608316354715774,0.04691375941324402,0.29394339154039145,0.050443653239253435,0.011851429813856673,0.021204736180004957,0.5735333497726972
