case_id,split,family,base_seed,geometry_digest,method,model_seed,warm_checkpoint,paired_call_budget,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,warm_projection_forward_calls,neural_inference_seconds,full_warm_path_seconds_through_k10,learned_gate,cgls_breakdown,null_component_relative_drift,null_projection_internal_residual,data_residual_norm_from_recurrence,recurrence_residual_closure_relative_error,recurrence_residual_source,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,measured_data_residual_norm,clean_reprojection_relative_l2,best_matched_classical_method,best_matched_classical_field_relative_l2,best_matched_classical_h1_relative_error,field_gain_to_best_matched_classical,h1_gain_to_best_matched_classical,measured_reprojection_ratio_to_matched_cgls,clean_reprojection_ratio_to_matched_cgls,measured_reprojection_ratio_to_componentwise_cgls,clean_reprojection_ratio_to_componentwise_cgls,field_harm
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,0,13,13,13,1,0,0.11832354101352394,0.0,0.706345796585083,False,0.0,2.3389068845636342e-15,1.2673445087508493,0.0,direct_k0_identity,0.23642150783266264,0.020391399887584996,0.0259338821214812,0.0001483918674385293,0.44361896232082726,0.22778726800773794,1.2673445087508493,0.22809664887343106,zero_start_cgls_componentwise,0.5906852290966624,1.1345982124811982,0.5997504318937802,0.6090078783477912,41.188288446135566,13.486154333778943,41.188288446135566,13.486154333778943,False
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,1,15,15,14,1,1,0.11832354101352394,0.004316875012591481,0.706345796585083,False,1.3893373273907961e-15,2.4168693966881176e-15,0.49447118368795506,1.59523885046235e-15,cgls_recurrence_vs_direct_forward,0.2373825454443674,0.020474289563854012,0.02603930161721465,0.00014359631658715497,0.46502820241646514,0.08887420844380264,0.4944711836879551,0.08930834015817715,zero_start_cgls_componentwise,0.590937364689723,1.13520660646744,0.5982949130843889,0.5903580900893892,23.764414956259227,5.119405985076409,19.85881559908918,5.144891997785544,False
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,2,16,16,15,1,1,0.11832354101352394,0.004316875012591481,0.706345796585083,False,1.4612958695759329e-15,2.3418891718415516e-15,0.23443391532512065,2.6632271266054028e-15,cgls_recurrence_vs_direct_forward,0.23895933354714652,0.02061028783675443,0.026212264885924413,7.125995261833422e-05,0.4857605241263552,0.042136183753935276,0.23443391532512076,0.04327552857200165,zero_start_huber_pdhg_pair_rounded,0.5901457301379444,0.9455518049658113,0.5950841947271386,0.48626767822211603,13.841154304851033,2.4649044516093435,11.266955542393152,2.4806753723836343,False
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,3,17,17,16,1,1,0.11832354101352394,0.004316875012591481,0.706345796585083,False,1.481695331654154e-15,2.3389068845636342e-15,0.14939420879040452,5.689857146063406e-15,cgls_recurrence_vs_direct_forward,0.24004148444273649,0.020703623556727512,0.026330969711137475,3.369515633199962e-05,0.4876962306236816,0.02685149810613486,0.14939420879040458,0.029614171521289145,zero_start_huber_pdhg_pair_rounded,0.5831374434217379,0.9520509880228802,0.5883620797282036,0.4877414794385351,11.555553014497512,1.6689130313468357,8.820346208232902,1.6867755431825087,False
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,4,18,18,17,1,1,0.11832354101352394,0.004316875012591481,0.706345796585083,False,1.5965770572987625e-15,2.339321900439331e-15,0.10578388891208382,7.866499399890387e-15,cgls_recurrence_vs_direct_forward,0.24021638655171257,0.02071870889679665,0.026350155320427286,5.092343047183646e-06,0.4895126097614852,0.01901315931708887,0.10578388891208387,0.02155694374334051,zero_start_huber_pdhg_pair_rounded,0.5768001618896554,0.9567741528937048,0.5835362012300075,0.4883718291500828,10.85702198333413,1.2053138044036673,8.182320762635973,1.2148462199392807,False
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,5,19,19,18,1,1,0.11832354101352394,0.004316875012591481,0.706345796585083,False,1.7007394645153917e-15,2.38637279629515e-15,0.07675153912730277,1.0984052930813005e-14,cgls_recurrence_vs_direct_forward,0.24015925337431987,0.0207137811494113,0.02634388818719854,-1.1705297777603537e-05,0.4920745815642632,0.013795004667222924,0.07675153912730281,0.01817592967631703,zero_start_huber_pdhg_pair_rounded,0.5710015733984034,0.9599423409991243,0.5794070199404613,0.4873915228574004,9.831500035661227,1.017926063876532,7.877316254201992,1.0162711007446519,False
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,6,20,20,19,1,1,0.11832354101352394,0.004316875012591481,0.706345796585083,False,1.62776038512027e-15,2.3389068845636342e-15,0.06377698802592441,1.1871115022980353e-14,cgls_recurrence_vs_direct_forward,0.24054642592535797,0.020747174855365084,0.026386358465775743,-4.0526157405928535e-06,0.4928959169505973,0.011463012435747695,0.06377698802592442,0.017350354015033768,zero_start_huber_pdhg_pair_rounded,0.5656458741996855,0.9617941293305369,0.5747402449179011,0.4875245107872713,10.543969596595877,0.96813844438766,8.169522946129305,0.9716904655721804,False
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,7,21,21,20,1,1,0.11832354101352394,0.004316875012591481,0.706345796585083,False,1.605571948346484e-15,2.4329413771505975e-15,0.05179053761390408,1.986872464331887e-14,cgls_recurrence_vs_direct_forward,0.24102577345353357,0.02078851867057784,0.026438939732196427,-9.207364592561726e-06,0.4942784768296558,0.00930861734142919,0.05179053761390414,0.01729787482098181,zero_start_huber_pdhg_pair_rounded,0.5606634376712566,0.9625637112005264,0.5701061327368767,0.4864979106544719,11.927519137095231,0.9612399948517122,8.562302342819759,0.9652101395675879,False
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,8,22,22,21,1,1,0.11832354101352394,0.004316875012591481,0.706345796585083,False,1.4386818420906348e-15,2.3803662230746193e-15,0.04194851971291528,1.980847039683276e-14,cgls_recurrence_vs_direct_forward,0.2415850632690249,0.02083675752323252,0.026500290140962807,-1.9512646288871136e-05,0.4957768275809219,0.007539653690370149,0.04194851971291517,0.01670600796000823,zero_start_huber_pdhg_pair_rounded,0.5560026152807732,0.9624673082141634,0.5654965343157101,0.4848896961489272,12.372714621770866,0.9256931770000199,9.660872327270187,0.9283500529205189,False
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,9,23,23,22,1,1,0.11832354101352394,0.004316875012591481,0.706345796585083,False,1.8349637625256848e-15,2.379975506245734e-15,0.03483776959081737,2.2916490896593105e-14,cgls_recurrence_vs_direct_forward,0.24211798150407887,0.020882721822073142,0.02655874776106249,-2.2650235910867445e-05,0.49756289375230434,0.006261596830049808,0.03483776959081741,0.01632077614865694,zero_start_huber_pdhg_pair_rounded,0.5516238401909497,0.9616951993031141,0.5610813676575916,0.4826189273765119,13.151503233326356,0.9028682974123127,10.27539908812283,0.9043471761969007,False
b06a75091983ab395677,development,smooth_no_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,10,24,24,23,1,1,0.11832354101352394,0.004316875012591481,0.706345796585083,False,1.826347775787526e-15,2.3389068845636342e-15,0.028720602261700656,2.368021007567925e-14,cgls_recurrence_vs_direct_forward,0.24264766468636062,0.020928407096998638,0.026616850517182076,-1.96226179086584e-05,0.4990002634219401,0.005162122437550868,0.02872060226170061,0.016355183225456097,zero_start_huber_pdhg_pair_rounded,0.5474956223849786,0.9604083839297342,0.5568043747466902,0.4804290843649609,13.27829444158363,0.9041510075004408,10.84222950964678,0.9047717031428757,False
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,0,13,13,13,1,0,0.003189167007803917,0.0,0.7063498497009277,False,0.0,2.086812939607016e-15,1.5010101632339667,0.0,direct_k0_identity,0.7053691596243571,0.0649087470725232,0.0831032837312785,0.0005824530785368181,0.9038247484326206,0.2054875731037304,1.5010101632339667,0.20700568212321274,zero_start_huber_pdhg_pair_rounded,0.7073455000532846,0.9735359594049302,0.00279402417740493,0.07160620036564469,9.796703196457775,8.249707205655367,9.796703196457775,8.249707205655367,False
423593699e2b6baeef3f,development,single_interface,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,jacru_m2,17,1,15,15,14,1,1,0.003189167007803917,0.004015375045128167,0.7063498497009277,False,2.5933695347176476e-15,2.1958494559470698e-15,0.7159320494948395,1.3721978465502076e-15,cgls_recurrence_vs_direct_forward,0.648387347750105,0.05966522605347323,0.07638995410083346,0.0009542953522514451,0.86886336533139,0.0980107549977615,0.7159320494948394,0.09963305093363661,zero_start_huber_pdhg_pair_rounded,0.7108609260192559,1.0097201388414776,0.08788438917158681,0.1395008063043116,8.250226255145028,5.390574751435743,6.4961023623067495,4.780828772332378,False
