method,split,warm_checkpoint,case_model_count,paired_call_budget,field_gain_mean,h1_gain_mean,measured_reprojection_ratio_mean,clean_reprojection_ratio_mean,measured_reprojection_ratio_to_componentwise_cgls_mean,clean_reprojection_ratio_to_componentwise_cgls_mean,field_harm_rate,worst_field_gain,breakdown_rate,null_component_relative_drift_maximum,recurrence_residual_closure_relative_error_maximum,model_seed_count,per_model_seed_field_gain_means,gate_checks,passed_all_gates
grid_deeponet,development,2,18,16,0.021427284440994874,-0.1197123991761803,6.89958636947485,1.7343049158407338,5.481532081596772,1.6979887613294418,0.16666666666666666,-0.28999853639051243,0.0,8.895528453355436e-15,8.453623576895116e-15,3,"[0.019960609129091127,0.022952896937342777,0.021368347256550718]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,development,3,18,17,0.020027057082514406,-0.13010849103722313,5.561834873364102,1.3765872959973426,4.2496382697706245,1.3672636168826635,0.16666666666666666,-0.2723208535611068,0.0,1.1337849104692174e-14,1.60739752239875e-14,3,"[0.018410833920601666,0.0216640008649772,0.020006336461964352]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,development,4,18,18,0.01612473820486114,-0.12157887115997987,4.753498068513755,1.1896605956304187,3.7114690245311186,1.1817722840190035,0.16666666666666666,-0.26012641130240066,0.0,8.916299029283386e-15,2.575427087588838e-14,3,"[0.014466897044926689,0.01772653945202644,0.0161807781176303]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,development,5,18,19,0.010928116503948593,-0.1326242337145668,4.394458789826763,1.1122172839290447,3.6246021225179152,1.104996130492838,0.16666666666666666,-0.2556398953843475,0.0,1.0744071058828923e-14,3.508740569636206e-14,3,"[0.009249692620502903,0.012552346722141339,0.010982310169201537]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,development,6,18,20,0.005128630249521722,-0.12799573508371484,4.32667235331611,1.0561584409483296,3.4109372549764987,1.0516413950434034,0.16666666666666666,-0.25305701596139185,0.0,8.692804232303294e-15,4.319813130358777e-14,3,"[0.0034569442029526907,0.006799198706252989,0.005129747839359489]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,development,7,18,21,-0.0003373970095720331,-0.12480841913960888,4.6121275354535305,1.02642114754222,3.3603172968456136,1.0239609688742832,0.16666666666666666,-0.2518053717100104,0.0,1.0208364444327157e-14,5.54702155138325e-14,3,"[-0.0020036808372163595,0.0013687275964076966,-0.00037723778790743623]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":false,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,development,8,18,22,-0.00580504388963305,-0.12322606244651735,4.731596461694288,1.0174498667919312,3.693149165765204,1.0151474267723986,0.16666666666666666,-0.25205531630178557,0.0,1.2000091395964147e-14,7.123264885359717e-14,3,"[-0.007486990211416818,-0.00404939709203848,-0.005878744365443851]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":false,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,development,9,18,23,-0.011316012259180157,-0.1225636306908609,5.128132667734473,1.0096184099881835,4.139996938114124,1.0090964630569588,0.16666666666666666,-0.25435607164515783,0.0,1.0296848703042675e-14,8.08129701899931e-14,3,"[-0.013009054020837537,-0.009505400153073126,-0.01143358260362981]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":false,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,development,10,18,24,-0.01703763623407934,-0.12297966451272264,5.326402351246113,1.0066310107945393,4.264028678443065,1.0070147202837618,0.16666666666666666,-0.2579471453883688,0.0,1.2353617619202805e-14,1.0613004410229836e-13,3,"[-0.018748713461235245,-0.015209869718470806,-0.01715432552253197]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":false,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,0,54,13,0.02328361072211966,-0.09815641049237038,13.634155508248845,4.836654352560614,13.634155508248845,4.836654352560614,0.16666666666666666,-0.14838954303601537,0.0,0.0,0.0,3,"[0.02310381585481068,0.02233395958288911,0.024413056728659177]","{""field_gain"":true,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,1,54,15,0.029157087614365997,-0.10706485853667934,13.22911980876146,3.179888454668784,10.795591634147797,3.16676312644835,0.16666666666666666,-0.14305134771724837,0.0,1.5778149444091142e-14,5.615693299073031e-15,3,"[0.028300933022105606,0.029089168076979057,0.030081161744013332]","{""field_gain"":true,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,2,54,16,0.0348602837775412,-0.13079102268986123,10.527222148940927,2.248311813146321,8.662951588985203,2.238903189553518,0.16666666666666666,-0.13501815225519564,0.0,1.8671466509425545e-14,8.95973819747701e-15,3,"[0.03335747103595104,0.0355778633634142,0.03564551693325835]","{""field_gain"":true,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,3,54,17,0.03397217243455111,-0.1609704168464325,8.396206023628633,1.6929287405540927,7.002336909169624,1.6908508752934142,0.14814814814814814,-0.12695382685042023,0.0,1.3899046145565265e-14,1.6652422340906966e-14,3,"[0.03204535033610331,0.03500012435313689,0.034871042614413136]","{""field_gain"":true,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,4,54,18,0.02919600246432177,-0.15829101999403405,7.1272846580561025,1.3494686440533092,5.754362917386117,1.348000650265347,0.2037037037037037,-0.12290181871973371,0.0,1.7417594042621903e-14,2.187192492626657e-14,3,"[0.02709517812794907,0.03033699937010857,0.030155829894907678]","{""field_gain"":true,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,5,54,19,0.023421423366572585,-0.15268671531236613,6.3003680211475,1.18703601948679,5.252147593824609,1.1885718341299978,0.24074074074074073,-0.12126363229355341,0.0,1.3493453787198147e-14,3.219944023347204e-14,3,"[0.021268678895035007,0.02463243048790375,0.024363160716779002]","{""field_gain"":true,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,6,54,20,0.01795120158546764,-0.1471089002972181,5.380685179823764,1.0866552913616507,4.377303833814504,1.0848294339135978,0.2777777777777778,-0.12057550246364945,0.0,1.5194495713455403e-14,4.575651012076992e-14,3,"[0.015766404017750233,0.019262534717447582,0.018824666021205107]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,7,54,21,0.012682688444253592,-0.14333287750061874,5.371576041594328,1.0472848635387737,4.372206480180413,1.0475720016152985,0.2777777777777778,-0.12204315959710677,0.0,1.7394394293911338e-14,5.758532205269364e-14,3,"[0.010470641909030754,0.014060342073095207,0.013517081350634817]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,8,54,22,0.00736245158099194,-0.1411689322969354,5.3889130037156505,1.0140901816207508,4.170856691422502,1.0156350698523804,0.2777777777777778,-0.12434679217016553,0.0,1.7294319849885288e-14,6.340721968443217e-14,3,"[0.005128229284334663,0.008787686204119658,0.008171439254521498]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,9,54,23,0.0019562838854338053,-0.14056832728884178,5.459800022261483,0.9998081805199348,4.288030779014697,1.0004486473974976,0.2962962962962963,-0.12742922770765075,0.0,1.3046791898705574e-14,8.868877436828426e-14,3,"[-0.0002943981819827419,0.0033903143362834756,0.002772935502000683]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":false,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
grid_deeponet,ood,10,54,24,-0.003285589388476685,-0.14072321534880816,5.631137574992783,0.9925814613700297,4.532253056351249,0.9936285425250007,0.3333333333333333,-0.13071450424722753,0.0,1.7411632697516547e-14,1.0725165504837622e-13,3,"[-0.005553397335954268,-0.0018535489230678765,-0.002449821906407912]","{""field_gain"":false,""h1_gain"":false,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":false,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,0,18,13,0.3459856278974864,0.34737842566735416,46.191134853453406,16.813042247604226,46.191134853453406,16.813042247604226,0.05555555555555555,-0.01310357715665833,0.0,0.0,0.0,3,"[0.3173635833337729,0.34125897388312093,0.37933432647556514]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":true,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,1,18,15,0.3674299782111887,0.3462837033406568,29.558623805839595,7.227704271228976,23.538303133764387,6.992418290842353,0.05555555555555555,-0.026062308575343307,0.0,2.7574509155147705e-15,1.2444778853673168e-15,3,"[0.34550946736534066,0.36308050193756225,0.39369996533066337]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":true,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,2,18,16,0.36578735352295033,0.26829678674154983,19.848262272363513,4.199506553701548,15.73324335484039,4.107597033836758,0.05555555555555555,-0.021019355362120073,0.0,2.6015079314810374e-15,2.274460173027968e-15,3,"[0.3467460980704315,0.36304068340163625,0.3875752790967832]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":true,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,3,18,17,0.3662211176592044,0.253201832741971,16.719383043114178,2.863229059779607,12.76431720782055,2.843393456053596,0.0,0.0004758612337560919,0.0,2.778115713015042e-15,4.241569786630177e-15,3,"[0.34901581656109143,0.3640679764011483,0.3855795600153736]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":true,""worst_field"":true,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,4,18,18,0.3613122763984016,0.25039599679759844,15.154355291108491,2.2137125504024517,11.797463643007013,2.19291179985268,0.0,0.0011902820081735044,0.0,2.449866523371409e-15,6.8571297445073275e-15,3,"[0.34442181640652486,0.3598952772045018,0.3796197355841781]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":true,""worst_field"":true,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,5,18,19,0.3525677027928906,0.23435093857327693,13.964699718144843,1.8801843080290306,11.473425381470086,1.8611278526124013,0.05555555555555555,-0.012388391500226303,0.0,2.5404399191960422e-15,1.0729561845588338e-14,3,"[0.33532439705938205,0.3522751949314853,0.37010351638780464]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":true,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,6,18,20,0.34236974119340996,0.2310148671209843,14.487798116344935,1.6812255618964131,11.375826988910188,1.6677459657821758,0.05555555555555555,-0.025977578499986498,0.0,2.9667687653498457e-15,1.2558251616353746e-14,3,"[0.32379519257256817,0.3432999193397195,0.3600141116679423]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":true,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,7,18,21,0.33091143604758316,0.22397271246762093,15.509991362525223,1.4889164774614982,11.29915483776694,1.4804820110871868,0.1111111111111111,-0.04188911744567969,0.0,3.2907018062727913e-15,1.7202449810797975e-14,3,"[0.31071898052238517,0.3333827214198697,0.3486326062004947]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":true,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,8,18,22,0.3203622017619953,0.21671407027580214,15.661537605611093,1.3300590019531304,12.2306125153801,1.3244231033242504,0.1111111111111111,-0.05873456282378653,0.0,3.007206838457574e-15,1.917244974466606e-14,3,"[0.2998882736700674,0.3234284873896595,0.33776984422625894]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,9,18,23,0.31106853901142045,0.21043714675058045,14.977115745374768,1.2136614095778646,12.127273641324216,1.2126936387270248,0.16666666666666666,-0.0758794057406964,0.0,3.031798556096363e-15,3.497937838359016e-14,3,"[0.28993471207248517,0.31508473330127923,0.32818617166049696]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,development,10,18,24,0.30334300500370914,0.20596758731400294,14.937036417934138,1.1402285782278379,11.935174535589766,1.1406756748722537,0.16666666666666666,-0.09465390295018627,0.0,3.1136245232284964e-15,4.042532373643167e-14,3,"[0.2821981522015183,0.30744260056232214,0.3203882622472871]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,0,54,13,0.18617120655139113,0.1903852698000494,53.16497014541822,19.00072311846631,53.16497014541822,19.00072311846631,0.14814814814814814,-0.397302673898946,0.0,0.0,0.0,3,"[0.06809214936765727,0.24808816084177782,0.24233330944473838]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,1,54,15,0.24053726210416784,0.18111525235411993,30.834470092570527,7.245982470331554,25.11262566143261,7.2143392914827835,0.09259259259259259,-0.11369874942590497,0.0,4.004090946386067e-15,2.000049379632031e-15,3,"[0.18252804324585706,0.26897143364436693,0.2701123094222795]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,2,54,16,0.24789403197340143,0.15077220030898597,20.786025829961496,4.116869809227925,17.182221800108838,4.095817074057853,0.09259259259259259,-0.07320360349706001,0.0,4.443127329662964e-15,2.7274226596751987e-15,3,"[0.2023351205647799,0.2725894277055999,0.26875754764982435]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,3,54,17,0.25055385581708367,0.11383302786008749,15.851583610722363,2.6866797667506392,13.249069710805099,2.6812373346790905,0.09259259259259259,-0.0733633490140495,0.0,4.7719682950138094e-15,4.628348875072245e-15,3,"[0.2059355881295924,0.277007242697323,0.2687187366243356]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,4,54,18,0.24653711153968222,0.10752239509977844,14.049162945099093,2.0102871686203145,11.442315393196951,2.007683877219306,0.09259259259259259,-0.08266761181495808,0.0,4.556602599583244e-15,6.93728353495744e-15,3,"[0.20123313315524224,0.2745078224358034,0.26387037902800103]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,5,54,19,0.2382610831139835,0.1057241696685991,12.454051464738873,1.5960961025588902,10.392689320174501,1.5973423514015366,0.09259259259259259,-0.09763310974576944,0.0,4.718653859866768e-15,1.10361858375918e-14,3,"[0.19248312747221122,0.26700560732691997,0.2552945145428194]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,6,54,20,0.22930630744795585,0.10405916115639677,11.95487949589078,1.3720829150142413,9.709482514704359,1.3687632058601693,0.09259259259259259,-0.1139963998050113,0.0,4.609877837128243e-15,1.4716452683660814e-14,3,"[0.18376489728275047,0.2580660740933854,0.24608795096773173]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,7,54,21,0.2215789965107414,0.10230187871800099,11.752364675009078,1.2308834025127466,9.561320293494411,1.2308949498114554,0.09259259259259259,-0.13005607564088884,0.0,4.717237284323017e-15,1.86760922708359e-14,3,"[0.17608072425339286,0.2507526625344036,0.2379036027444278]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":false,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,8,54,22,0.2140844427061996,0.09937712240447782,12.077998456979854,1.1298324482860764,9.38687013505202,1.1314677078339346,0.1111111111111111,-0.14466264836594855,0.0,4.856181344361016e-15,1.9992296755705812e-14,3,"[0.16860111226310473,0.2439318206370099,0.22972039521848428]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,9,54,23,0.20679661342924552,0.09648881144677589,12.346268619303395,1.068827171305668,9.68931151634027,1.0693949213126173,0.12962962962962962,-0.1589872787036668,0.0,4.7995908898576865e-15,2.8162381529050166e-14,3,"[0.16127950446675016,0.23723077096943712,0.22187956485154933]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
pooled_fno,ood,10,54,24,0.20028984566706867,0.09395739640996294,12.408194413727518,1.0331881225684825,9.96847934041462,1.0342258582408603,0.14814814814814814,-0.17346276508488234,0.0,4.695151634893615e-15,3.564583316311109e-14,3,"[0.15458953907241188,0.2309570580559431,0.215322939872851]","{""field_gain"":true,""h1_gain"":true,""measured_reprojection"":false,""clean_reprojection"":true,""harm_rate"":false,""worst_field"":false,""all_seed_means_positive"":true,""breakdown"":true,""recurrence_closure"":true,""null_drift"":true,""all_three_model_seeds_present"":true}",False
