method,model_seed,split,warm_checkpoint,case_count,paired_call_budget,field_relative_l2_mean,h1_seminorm_relative_error_mean,field_gain_mean,h1_gain_mean,measured_reprojection_ratio_mean,clean_reprojection_ratio_mean,measured_reprojection_ratio_to_componentwise_cgls_mean,clean_reprojection_ratio_to_componentwise_cgls_mean,field_harm_rate,worst_field_gain,breakdown_rate,null_component_relative_drift_maximum,recurrence_residual_closure_relative_error_maximum,neural_inference_seconds_mean
jacru_m2,17,development,0,6,13,0.37455508391575437,0.5926905452131376,0.4353144622464282,0.46523924525113286,32.96697670813082,11.808353586780406,32.96697670813082,11.808353586780406,0.0,0.00279402417740493,0.0,0.0,0.0,0.02372132633657505
jacru_m2,17,development,1,6,15,0.3524194231042095,0.5949101046945745,0.4686399720052726,0.47005278496111086,19.762388814840428,5.003297017127198,15.718093289202116,4.830168818743131,0.0,0.08788438917158681,0.0,2.5933695347176476e-15,1.6565770242993698e-15,0.02372132633657505
jacru_m2,17,development,2,6,16,0.34913533460069135,0.6021910046147932,0.47317064948386706,0.41754533032222146,14.248369890698184,3.1240880147853995,11.284471147794902,3.05435780934804,0.0,0.10831258215782613,0.0,2.22360256489271e-15,3.0307465856730045e-15,0.02372132633657505
jacru_m2,17,development,3,6,17,0.3500176073387658,0.6068987294110563,0.46941093337610457,0.4033952711573181,12.571023572337134,2.3096203148455,9.587408797638941,2.29403901258702,0.0,0.109983965148302,0.0,2.1912823887234684e-15,5.689857146063406e-15,0.02372132633657505
jacru_m2,17,development,4,6,18,0.3535389886331847,0.6147534504739606,0.46183465681441055,0.39894278822067836,11.768920414400862,1.9119719986519428,9.231686500236728,1.8939410674091015,0.0,0.09849651154579286,0.0,1.9830990520215495e-15,8.90232465040392e-15,0.02372132633657505
jacru_m2,17,development,5,6,19,0.3588575331816568,0.6258021565757984,0.45177759875547613,0.38243039519073035,10.992103492806763,1.6590641389185368,9.074530628946244,1.6426221597831745,0.0,0.07448621824091395,0.0,2.151314127740021e-15,1.33182584053367e-14,0.02372132633657505
jacru_m2,17,development,6,6,20,0.3655913937610171,0.637480943350757,0.4393612026661016,0.37366011957314366,11.492804966501561,1.4873780777544205,9.024830758849744,1.4763294564953797,0.0,0.0436233197917858,0.0,1.944931543093703e-15,1.780798005419065e-14,0.02372132633657505
jacru_m2,17,development,7,6,21,0.3725360412138019,0.6497731720334105,0.4266458830888828,0.36369130498051616,12.55652585598458,1.3589315624431888,9.205270276102913,1.352257366287873,0.0,0.011632304653524161,0.0,2.7254613103271056e-15,2.6466024327671025e-14,0.02372132633657505
jacru_m2,17,development,8,6,22,0.3781607226792827,0.6609236845238741,0.41585088372600837,0.35428831862305116,12.883532676796797,1.2308115289514456,10.056230642653894,1.226475978406206,0.16666666666666666,-0.01550399458733609,0.0,2.722281563084633e-15,2.8139609857695972e-14,0.02372132633657505
jacru_m2,17,development,9,6,23,0.3810827536499561,0.6669641042645887,0.40893022744974505,0.349278371250457,13.003632026900647,1.1465459072811621,10.519151752818825,1.145738111370756,0.16666666666666666,-0.028451572997316044,0.0,2.192054917918568e-15,3.0461352722541287e-14,0.02372132633657505
jacru_m2,17,development,10,6,24,0.38340078731487726,0.671259711982494,0.40292739619844126,0.3455399559975317,13.42382663649969,1.086064819476427,10.68876596561764,1.0865484723769754,0.16666666666666666,-0.03993408501773432,0.0,2.1407500258467687e-15,4.771995675404059e-14,0.02372132633657505
jacru_m2,17,ood,0,18,13,0.4448493420192548,0.6889651511223669,0.3206384075888782,0.38398724951920177,36.533945306511164,12.893706775517991,36.533945306511164,12.893706775517991,0.0,0.11704635194522461,0.0,0.0,0.0,0.004816905116765863
jacru_m2,17,ood,1,18,15,0.4018012381961731,0.6661117170915083,0.38192632152671935,0.3882484881082469,21.395623031916774,5.0410279681580095,17.422583234241056,5.017644730529805,0.0,0.23508847639927521,0.0,2.2887075878475754e-15,1.920131511706014e-15,0.004816905116765863
