family,phantom_seed,noise_fraction,candidate_name,regularizer_kind,base_model_seed,residual_seed,step,train_mean_whitened_mse,train_objective,normalized_residual_l2,normalized_residual_h1,normalized_gradient_huber,development_normalized_mean,development_worst_ratio,all_renderers_consent,development_automatic_whitened_mse,development_central_0_whitened_mse,development_central_1_whitened_mse,development_central_2_whitened_mse
smooth_plume,2201,0.02,mgrs_control,none,101,307,20.0,8.040057182312012,8.040057182312012,0.0009512539836578071,0.008456656709313393,0.016703076660633087,0.5951131975068814,1.4766442362576653,0.0,9.96771240234375,3.361480951309204,8.727092742919922,9.747262001037598
smooth_plume,2201,0.02,mgrs_control,none,101,307,40.0,6.420446872711182,6.420446872711182,0.0004974540206603706,0.005725126247853041,0.01139430794864893,0.5839191698061088,1.4141661386356377,0.0,9.882780075073242,3.2192537784576416,9.161602020263672,9.72464370727539
smooth_plume,2201,0.02,mgrs_control,none,101,307,60.0,5.401381015777588,5.401381015777588,0.00037665487616322935,0.00482206093147397,0.009637761861085892,0.5539829524545395,1.3471525599467955,0.0,9.320043563842773,3.066701889038086,8.684439659118652,9.085136413574219
smooth_plume,2201,0.02,mgrs_control,none,101,307,80.0,4.593713760375977,4.593713760375977,0.0002604970068205148,0.004788100719451904,0.00956882443279028,0.5258791362775891,1.2983665774686979,0.0,8.75855541229248,2.955643892288208,7.9642333984375,8.461021423339844
smooth_plume,2201,0.02,mgrs_control,none,101,307,100.0,3.9534215927124023,3.9534215927124023,0.00022740449639968574,0.004813265986740589,0.009626530110836029,0.5022438462695571,1.260764763485738,0.0,8.424933433532715,2.8700459003448486,7.154914855957031,8.041471481323242
smooth_plume,2201,0.02,mgrs_control,none,101,307,120.0,3.4892771244049072,3.4892771244049072,0.0002555567189119756,0.00478407321497798,0.009568147361278534,0.48055842039837243,1.226451893318531,0.0,8.180407524108887,2.7919349670410156,6.399463653564453,7.619460105895996
smooth_plume,2201,0.02,mgrs_control,none,101,307,140.0,3.418836832046509,3.418836832046509,0.00028128077974542975,0.004710019566118717,0.00942003820091486,0.4637910678637639,1.1895982949398045,0.0,8.111703872680664,2.708040237426758,5.953041076660156,7.333797454833984
smooth_plume,2201,0.02,mgrs_control,none,101,307,160.0,3.0617012977600098,3.0617012977600098,0.00032703406759537756,0.004494321066886187,0.008988642133772373,0.44909898834077777,1.1618491733914256,0.0,7.918590068817139,2.644871234893799,5.514623641967773,7.1106438636779785
smooth_plume,2201,0.02,mgrs_control,none,101,307,180.0,2.9251136779785156,2.9251136779785156,0.00028921267949044704,0.004686885513365269,0.009373770095407963,0.4445326587220314,1.1398794518252418,0.0,8.032350540161133,2.5948586463928223,5.494072914123535,7.1851372718811035
smooth_plume,2201,0.02,mgrs_control,none,101,307,200.0,2.846769094467163,2.846769094467163,0.0002892082848120481,0.004890007898211479,0.009780014865100384,0.4367334744627293,1.1190113164468138,0.0,7.924533843994141,2.547353744506836,5.365791320800781,7.117481231689453
smooth_plume,2201,0.02,mgrs_control,none,101,307,220.0,2.7610111236572266,2.7610111236572266,0.0002901986299548298,0.005203744862228632,0.01040748879313469,0.43042865336097363,1.1011575138379042,0.0,7.879384517669678,2.5067107677459717,5.254230499267578,7.0766730308532715
smooth_plume,2201,0.02,mgrs_control,none,101,307,240.0,2.6773107051849365,2.6773107051849365,0.0002848393633030355,0.005612605717033148,0.011225208640098572,0.4253976238084043,1.0850362115824697,0.0,7.8842854499816895,2.4700117111206055,5.170137405395508,7.06968355178833
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,20.0,8.039896011352539,8.04062271118164,0.0009514985722489655,0.008449350483715534,0.016689149662852287,0.595101788047523,1.4766170055665817,0.0,9.966711044311523,3.3614189624786377,8.727246284484863,9.747174263000488
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,40.0,6.352031230926514,6.3525471687316895,0.00047540769446641207,0.005545979831367731,0.011057183146476746,0.5826666548164945,1.3974238718900718,0.0,9.7938871383667,3.1811411380767822,9.332447052001953,9.938024520874023
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,60.0,5.372825622558594,5.373255252838135,0.00037078832974657416,0.004857359454035759,0.009706737473607063,0.5535034536596669,1.3466446028246606,0.0,9.19033432006836,3.0655455589294434,8.740806579589844,9.04703140258789
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,80.0,4.529166221618652,4.529618740081787,0.0002507228055037558,0.004932516720145941,0.009856305085122585,0.5277305523010654,1.311009368405067,0.0,8.670167922973633,2.984424352645874,8.00318717956543,8.277194023132324
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,100.0,3.9558727741241455,3.9562833309173584,0.00019678227545227855,0.004842050839215517,0.009684099815785885,0.5055158628843269,1.2661854514796216,0.0,8.410659790039062,2.882385730743408,7.390862464904785,7.9307475090026855
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,120.0,3.470207691192627,3.4706480503082275,0.0002549620403442532,0.004932098090648651,0.009864194318652153,0.47706207125016303,1.217794732955944,0.0,8.214041709899902,2.7722275257110596,6.2831830978393555,7.5945611000061035
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,140.0,3.273237705230713,3.273653030395508,0.00024251954164355993,0.00483221048489213,0.00966441910713911,0.46739390768870487,1.1854276004000817,0.0,8.24596881866455,2.6985459327697754,6.176204681396484,7.519311904907227
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,160.0,3.059844732284546,3.0602474212646484,0.0002904002321884036,0.004781333729624748,0.009562668390572071,0.4526669761596154,1.1655148433449762,0.0,7.992373466491699,2.6532158851623535,5.643495559692383,7.216395378112793
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,180.0,2.9445879459381104,2.944995164871216,0.00029543277923949063,0.00487985834479332,0.00975971482694149,0.44291111417683016,1.1359892334036792,0.0,7.966925621032715,2.586002826690674,5.483903884887695,7.162881851196289
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,200.0,2.8603856563568115,2.860806703567505,0.00029512628680095077,0.0049934303387999535,0.009986858814954758,0.43583462965177777,1.1161747163033289,0.0,7.8969550132751465,2.540896415710449,5.367807388305664,7.109614372253418
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,220.0,2.782759428024292,2.783205986022949,0.00028990619466640055,0.005258748773485422,0.010517497546970844,0.4298725904742267,1.0982673949130974,0.0,7.857678413391113,2.500131607055664,5.277657508850098,7.079416275024414
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,101,307,240.0,2.7032766342163086,2.7037546634674072,0.00028489966643974185,0.005614629480987787,0.011229258961975574,0.4249359361191423,1.0823572352469877,0.0,7.858637809753418,2.4639132022857666,5.199236869812012,7.072162628173828
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,20.0,8.039362907409668,8.041780471801758,0.0009507511858828366,0.008432869799435139,0.016657551750540733,0.5950696682446935,1.4764926869884427,0.0,9.965774536132812,3.361135959625244,8.727395057678223,9.747562408447266
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,40.0,6.445528984069824,6.447280406951904,0.0005467014270834625,0.0061875213868916035,0.012277352623641491,0.5852063575230881,1.4168564261812622,0.0,9.826702117919922,3.2253780364990234,9.202742576599121,9.792028427124023
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,60.0,5.403157711029053,5.4046406745910645,0.0003767526359297335,0.005288851447403431,0.010548621416091919,0.5548260534223726,1.3540250627091395,0.0,9.159614562988281,3.0823466777801514,8.709226608276367,9.050535202026367
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,80.0,4.592339515686035,4.593822479248047,0.0002601475571282208,0.0051625617779791355,0.01030473317950964,0.5280372400468705,1.310949356151256,0.0,8.813270568847656,2.984287738800049,7.931125640869141,8.32628345489502
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,100.0,3.9462475776672363,3.9477083683013916,0.00023567245807498693,0.0051306914538145065,0.01026107370853424,0.5032672219206532,1.2735574279564936,0.0,8.43548583984375,2.899167537689209,7.086562156677246,7.830368518829346
