family,phantom_seed,noise_fraction,candidate_name,regularizer_kind,base_model_seed,residual_seed,step,train_mean_whitened_mse,train_objective,normalized_residual_l2,normalized_residual_h1,normalized_gradient_huber,development_normalized_mean,development_worst_ratio,all_renderers_consent,development_automatic_whitened_mse,development_central_0_whitened_mse,development_central_1_whitened_mse,development_central_2_whitened_mse
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,120.0,3.4772377014160156,3.4786722660064697,0.00025833191466517746,0.004949538502842188,0.009899077005684376,0.48071901700916037,1.2304866438696906,0.0,8.166890144348145,2.801119804382324,6.403054237365723,7.500301837921143
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,140.0,3.213315725326538,3.214681386947632,0.00030098838033154607,0.004756137263029814,0.009512275457382202,0.4647728593594471,1.2040085671943486,0.0,7.992190837860107,2.740844249725342,5.850621223449707,7.226102828979492
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,160.0,3.050856113433838,3.0521671772003174,0.00030839876853860915,0.004607019945979118,0.009214038029313087,0.45336067915493294,1.1726316891930813,0.0,7.959449291229248,2.669416904449463,5.601805686950684,7.156450271606445
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,180.0,2.9373679161071777,2.938706874847412,0.0002986885083373636,0.0046796640381217,0.009359327144920826,0.44416119367341594,1.1419444808102177,0.0,7.974017143249512,2.5995595455169678,5.473916530609131,7.138923168182373
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,200.0,2.858834981918335,2.860247850418091,0.0002985460450872779,0.004961605183780193,0.009923210367560387,0.43644858528700275,1.1215409429150456,0.0,7.898580551147461,2.553112268447876,5.3204803466796875,7.0825090408325195
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,220.0,2.792269468307495,2.7937963008880615,0.0002926004817709327,0.0053757308050990105,0.010751461610198021,0.4296522046617842,1.101586606689324,0.0,7.86169958114624,2.507687568664551,5.204186916351318,7.0477118492126465
smooth_plume,2201,0.02,l2h1_0p01,l2_h1,101,307,240.0,2.7007758617401123,2.702448606491089,0.000294035387923941,0.005886673927307129,0.011773171834647655,0.4223739079198531,1.0845694146972418,0.0,7.709098815917969,2.46894907951355,5.085445404052734,6.936903476715088
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,20.0,8.037753105163574,8.044974327087402,0.0009477961575612426,0.008386371657252312,0.016568254679441452,0.5949747189587796,1.4760986798351496,0.0,9.963949203491211,3.360239028930664,8.727730751037598,9.749059677124023
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,40.0,6.40150260925293,6.406525135040283,0.0005574715323746204,0.005968468263745308,0.011863025836646557,0.5816017096486381,1.409710464440383,0.0,9.677854537963867,3.209110736846924,9.165996551513672,9.71456241607666
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,60.0,5.426046371459961,5.430477619171143,0.0003853380912914872,0.005124404560774565,0.010229877196252346,0.5555445819252084,1.3561883316488708,0.0,9.195021629333496,3.087271213531494,8.72127628326416,9.025894165039062
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,80.0,4.607699871063232,4.612114429473877,0.0002549822092987597,0.005130766425281763,0.010240236297249794,0.5287844414112167,1.3135275789297292,0.0,8.836601257324219,2.990156888961792,7.928786754608154,8.32553482055664
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,100.0,3.956998109817505,3.961331605911255,0.00023669721849728376,0.005050805862993002,0.010101474821567535,0.5036645390756738,1.2757549447269338,0.0,8.46016788482666,2.904170036315918,7.069826126098633,7.81574821472168
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,120.0,3.4711856842041016,3.4753804206848145,0.0002562415029387921,0.004760072100907564,0.009520143270492554,0.4807950443833362,1.2300952550520787,0.0,8.153061866760254,2.8002288341522217,6.427825927734375,7.495135307312012
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,140.0,3.209506034851074,3.2134833335876465,0.00027837848756462336,0.004570464137941599,0.009140925481915474,0.46357180840587425,1.1843413052927036,0.0,8.211015701293945,2.696073055267334,5.948082447052002,7.418645858764648
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,160.0,2.9953699111938477,2.999067783355713,0.0002883471315726638,0.005415417719632387,0.010830645449459553,0.46092786085541765,1.177765198129461,0.0,8.477459907531738,2.681102991104126,5.634613990783691,7.582516670227051
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,180.0,2.957578659057617,2.9615275859832764,0.0003214064927306026,0.004420542623847723,0.008841085247695446,0.44113834878265,1.1376029660506595,0.0,7.839390754699707,2.5896763801574707,5.42205286026001,7.057760238647461
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,200.0,2.9010558128356934,2.9051525592803955,0.00027771477471105754,0.004756222013384104,0.009512443095445633,0.4382229286817384,1.1137846994936138,0.0,8.117599487304688,2.5354557037353516,5.453705787658691,7.213269233703613
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,220.0,2.733018636703491,2.737330436706543,0.0002883341221604496,0.005102053750306368,0.010204105637967587,0.42675917564497723,1.088792580684014,0.0,7.857326507568359,2.478562831878662,5.246999740600586,7.022921562194824
smooth_plume,2201,0.02,l2h1_0p03,l2_h1,101,307,240.0,2.7020721435546875,2.7066593170166016,0.0002825688570737839,0.005386524833738804,0.010773048736155033,0.4223239663649055,1.072761872843146,0.0,7.886926651000977,2.4420700073242188,5.209636688232422,6.999024391174316
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,20.0,8.039698600769043,8.041115760803223,0.0009513730765320361,0.0084427110850811,0.016676416620612144,0.5950895095291515,1.4765747979954023,0.0,9.966161727905273,3.3613228797912598,8.727313995361328,9.747271537780762
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,40.0,6.457913398742676,6.4589715003967285,0.0004932210431434214,0.006262405309826136,0.01240554265677929,0.585371810046739,1.4098115321976739,0.0,9.770679473876953,3.209340810775757,9.31688404083252,9.926898956298828
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,60.0,5.4067816734313965,5.407669544219971,0.00036304135574027896,0.005374312866479158,0.010715481825172901,0.5556392504079717,1.357872864092668,0.0,9.198972702026367,3.0911059379577637,8.692253112792969,9.024337768554688
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,80.0,4.600732803344727,4.601632118225098,0.00025029119569808245,0.005279782693833113,0.010534875094890594,0.5283105052810605,1.3108565623347175,0.0,8.88260269165039,2.984076499938965,7.914289474487305,8.339736938476562
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,100.0,3.9239206314086914,3.9247946739196777,0.0002423288533464074,0.005111480597406626,0.010222721844911575,0.501930870828643,1.2717074166976503,0.0,8.421829223632812,2.894956111907959,7.0347900390625,7.802395343780518
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,120.0,3.5331127643585205,3.5339839458465576,0.0002646840875968337,0.005117516964673996,0.010235033929347992,0.48228673037604997,1.2375835903666195,0.0,8.320040702819824,2.8172755241394043,6.322449684143066,7.47795295715332
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,140.0,3.2245311737060547,3.225346326828003,0.00030135593260638416,0.004766915924847126,0.009533830918371677,0.4653722574856167,1.2061512036489126,0.0,8.000402450561523,2.7457218170166016,5.852793216705322,7.224761009216309
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,160.0,3.0921921730041504,3.092985153198242,0.00030339305521920323,0.004644479602575302,0.00928895827382803,0.4547773352253163,1.1731362948455444,0.0,8.059267044067383,2.670565605163574,5.637966156005859,7.199123382568359
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,180.0,2.94999623298645,2.950793743133545,0.0003029053914360702,0.004688250832259655,0.009376500733196735,0.4447889819376816,1.146773006006462,0.0,7.9266815185546875,2.610551357269287,5.462672233581543,7.113363742828369
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,200.0,2.846066951751709,2.846905469894409,0.0002967302571050823,0.00494750402867794,0.009895006194710732,0.4364189619918962,1.1225502589533989,0.0,7.85718297958374,2.5554099082946777,5.330340385437012,7.0594024658203125
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,220.0,2.7812843322753906,2.782191276550293,0.0002883163979277015,0.005361588206142187,0.0107231754809618,0.4296542033238269,1.1015895392252868,0.0,7.844629287719727,2.5076942443847656,5.219136714935303,7.036789417266846
smooth_plume,2201,0.02,l2huber_0p003,l2_huber,101,307,240.0,2.732667922973633,2.733663320541382,0.00028528086841106415,0.005888582672923803,0.011776957660913467,0.42363907997332634,1.0852139442085034,0.0,7.795863628387451,2.470416307449341,5.103603363037109,6.994137763977051
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,20.0,8.038607597351074,8.043318748474121,0.0009494689293205738,0.008411169983446598,0.01661580614745617,0.5950247910256649,1.476310241358183,0.0,9.964868545532227,3.360720634460449,8.727487564086914,9.748281478881836
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,40.0,6.407718181610107,6.411045074462891,0.0005581998266279697,0.006021232344210148,0.011964499019086361,0.5824261594763709,1.4115887537245826,0.0,9.704093933105469,3.2133865356445312,9.173894882202148,9.730829238891602
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,60.0,5.437588691711426,5.440536975860596,0.0003892162931151688,0.00518182385712862,0.010342910885810852,0.5560537217826722,1.3584007205659794,0.0,9.214521408081055,3.0923075675964355,8.715765953063965,9.012313842773438
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,80.0,4.613189220428467,4.616123199462891,0.00025886506773531437,0.005159948952496052,0.010297286324203014,0.5290845338408527,1.3146761904263173,0.0,8.83748722076416,2.992771625518799,7.931638717651367,8.321795463562012
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,100.0,3.9606544971466064,3.9635536670684814,0.00023676555429119617,0.005102255847305059,0.010204190388321877,0.5039253158983623,1.2764713213692849,0.0,8.460935592651367,2.9058008193969727,7.075110912322998,7.818032264709473
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,120.0,3.470757007598877,3.4735662937164307,0.0002692845882847905,0.004788673482835293,0.009577346965670586,0.48105882444052184,1.238776923036641,0.0,8.093057632446289,2.8199920654296875,6.347827911376953,7.403294563293457
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,140.0,3.196044921875,3.198673963546753,0.0003240755177102983,0.004709197673946619,0.009418395347893238,0.46565866574684506,1.2155770026340458,0.0,7.966740608215332,2.767179012298584,5.720251083374023,7.176570892333984
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,160.0,3.0822792053222656,3.0848610401153564,0.00030113267712295055,0.004578407853841782,0.009156814776360989,0.45400692924461955,1.1682353988510743,0.0,8.136140823364258,2.6594090461730957,5.6167521476745605,7.236914157867432
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,180.0,2.9201040267944336,2.9227073192596436,0.0003091796825174242,0.0046119075268507,0.009223814122378826,0.4437377116634874,1.1451372793397605,0.0,7.896594047546387,2.606827735900879,5.430449485778809,7.099842548370361
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,200.0,2.8407578468322754,2.843507766723633,0.0003002049052156508,0.004857299849390984,0.009714599698781967,0.4362658958828064,1.1205824225889056,0.0,7.895218849182129,2.5509302616119385,5.327739715576172,7.081286907196045
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,220.0,2.7875514030456543,2.790513038635254,0.00029352668207138777,0.005246644373983145,0.010493287816643715,0.4300442340730576,1.1009360026392823,0.0,7.895110607147217,2.506206512451172,5.22368049621582,7.067349433898926
smooth_plume,2201,0.02,l2huber_0p01,l2_huber,101,307,240.0,2.703550338745117,2.706779718399048,0.0002789570717141032,0.0057129100896418095,0.011425786651670933,0.4233525024124238,1.078241106822859,0.0,7.878106594085693,2.454543113708496,5.16180419921875,7.038369655609131
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,20.0,8.03553581237793,8.04954719543457,0.0009438811102882028,0.008321884088218212,0.016444066539406776,0.5948390334306569,1.4755435926707547,0.0,9.961256980895996,3.358975410461426,8.72806453704834,9.751228332519531
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,40.0,6.400839805603027,6.410621643066406,0.0005600095028057694,0.005876035895198584,0.01168603915721178,0.5811200992747296,1.409675274008829,0.0,9.668500900268555,3.2090306282043457,9.149694442749023,9.681034088134766
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,60.0,5.410206317901611,5.4187798500061035,0.00038077557110227644,0.004988661967217922,0.009962650015950203,0.5548755436963383,1.3536447756348156,0.0,9.171257972717285,3.0814809799194336,8.724863052368164,9.035074234008789
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,80.0,4.604974746704102,4.613585948944092,0.0002520250855013728,0.00504738325253129,0.01007669884711504,0.5284103240662565,1.312276119207587,0.0,8.846956253051758,2.9873080253601074,7.9176025390625,8.326906204223633
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,100.0,3.954174041748047,3.9625847339630127,0.00023510413302574307,0.004928216803818941,0.00985642522573471,0.5034010980856329,1.274553861783296,0.0,8.456634521484375,2.9014358520507812,7.074112892150879,7.816812515258789
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,120.0,3.4865691661834717,3.4947316646575928,0.0002519009285606444,0.004694806877523661,0.009389613755047321,0.4811290710677508,1.2288207539759428,0.0,8.230381965637207,2.7973275184631348,6.430578231811523,7.5205278396606445
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,140.0,3.2237753868103027,3.231410264968872,0.0002828825090546161,0.004439310636371374,0.008878620341420174,0.46423088801293116,1.1916111666780127,0.0,8.12481689453125,2.7126224040985107,5.940970420837402,7.334029197692871
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,160.0,4.183005332946777,4.190745830535889,0.00038279691943898797,0.00431337533518672,0.008626749739050865,0.4617236011326955,1.2074980755232745,0.0,8.208413124084473,2.7487878799438477,5.385885238647461,7.262916564941406
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,180.0,3.20975923538208,3.21663498878479,0.00036390923196449876,0.00398369412869215,0.007967386394739151,0.4528833047757751,1.1675565167756767,0.0,8.108222961425781,2.6578636169433594,5.590987205505371,7.164751052856445
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,200.0,2.931424140930176,2.9386208057403564,0.0003298805095255375,0.0042107440531253815,0.008421487174928188,0.43979553520759185,1.1328283785694462,0.0,7.850125312805176,2.5788073539733887,5.415833473205566,7.037398338317871
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,220.0,2.776291608810425,2.7843105792999268,0.00029767618980258703,0.004649102222174406,0.009298204444348812,0.43097982028796983,1.0993601834929645,0.0,7.925180912017822,2.5026192665100098,5.331635475158691,7.05201530456543
smooth_plume,2201,0.02,l2huber_0p03,l2_huber,101,307,240.0,2.70416522026062,2.7127435207366943,0.000294513680273667,0.005064457654953003,0.010128913447260857,0.4245656806451841,1.0817218175438963,0.0,7.872237682342529,2.4624667167663574,5.216730117797852,6.999606132507324
smooth_plume,2201,0.02,mgrs_control,none,211,419,20.0,6.137897491455078,6.137897491455078,3.833934897556901e-05,0.0021382002159953117,0.004276400897651911,0.6261748883430909,0.983842630293389,1.0,10.393257141113281,4.162837028503418,9.462525367736816,10.412018775939941
smooth_plume,2201,0.02,mgrs_control,none,211,419,40.0,4.975842475891113,4.975842475891113,4.41871743532829e-05,0.003280472243204713,0.00655717495828867,0.582384454418427,0.9748173037978136,1.0,9.010189056396484,4.1246490478515625,8.617557525634766,9.201139450073242
smooth_plume,2201,0.02,mgrs_control,none,211,419,60.0,4.139540672302246,4.139540672302246,6.770377513021231e-05,0.0041415938176214695,0.008283187635242939,0.5483361929327965,0.9768875189131111,1.0,8.214929580688477,4.133408546447754,7.6267008781433105,8.324554443359375
smooth_plume,2201,0.02,mgrs_control,none,211,419,80.0,3.650345802307129,3.650345802307129,8.323342626681551e-05,0.0054020956158638,0.010797285474836826,0.5303706837268019,0.974927181845577,1.0,8.143611907958984,4.1251139640808105,6.892560005187988,7.950632095336914
smooth_plume,2201,0.02,mgrs_control,none,211,419,100.0,3.399636745452881,3.399636745452881,7.789102528477088e-05,0.005469022784382105,0.010938046500086784,0.5190209230825228,0.9722437908760425,1.0,7.950072765350342,4.113759994506836,6.549533843994141,7.690945625305176
smooth_plume,2201,0.02,mgrs_control,none,211,419,120.0,3.288592576980591,3.288592576980591,7.985887350514531e-05,0.0053731705993413925,0.01074634026736021,0.5069997392684081,0.9521528997549326,1.0,7.756946086883545,4.028751373291016,6.333193778991699,7.565780162811279
smooth_plume,2201,0.02,mgrs_control,none,211,419,140.0,3.1468279361724854,3.1468279361724854,9.74715148913674e-05,0.005618410650640726,0.011236493475735188,0.5022838421897643,0.9390823143224402,1.0,7.782268047332764,3.97344708442688,6.256185531616211,7.532323837280273
smooth_plume,2201,0.02,mgrs_control,none,211,419,160.0,3.0769832134246826,3.0769832134246826,0.00012211498687975109,0.005837371107190847,0.01167323812842369,0.4951128979495879,0.9203526149961109,1.0,7.717792987823486,3.894197940826416,6.17560338973999,7.489768028259277
smooth_plume,2201,0.02,mgrs_control,none,211,419,180.0,2.978647232055664,2.978647232055664,0.00015538618026766926,0.006241504102945328,0.012480532750487328,0.48973897462098714,0.9039300729342307,1.0,7.718748569488525,3.8247108459472656,6.11561393737793,7.467585563659668
smooth_plume,2201,0.02,mgrs_control,none,211,419,200.0,2.902315378189087,2.902315378189087,0.00019979824719484895,0.006765426602214575,0.013527789153158665,0.4852421464514426,0.8873720709611591,1.0,7.733067512512207,3.754650592803955,6.087507247924805,7.466277122497559
smooth_plume,2201,0.02,mgrs_control,none,211,419,220.0,2.832538366317749,2.832538366317749,0.0002460212563164532,0.00734712416306138,0.014690613374114037,0.4811875080365397,0.8724762139383064,1.0,7.742591381072998,3.6916232109069824,6.065964221954346,7.461455345153809
smooth_plume,2201,0.02,mgrs_control,none,211,419,240.0,2.7685751914978027,2.7685751914978027,0.0002961062709800899,0.008024410344660282,0.016042571514844894,0.4782308991511394,0.8597755512666178,1.0,7.769131660461426,3.6378841400146484,6.059269428253174,7.468105316162109
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,211,419,20.0,6.137900352478027,6.138004302978516,3.834335439023562e-05,0.0021372742485255003,0.004274548031389713,0.6261787926032788,0.9838468000244324,1.0,10.393348693847656,4.1628546714782715,9.462583541870117,10.412105560302734
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,211,419,40.0,4.975809574127197,4.975963592529297,4.418025491759181e-05,0.0032776622101664543,0.006551593076437712,0.5823855074743127,0.9748255305644666,1.0,9.010244369506836,4.124683856964111,8.61750602722168,9.201080322265625
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,211,419,60.0,4.139584541320801,4.139780521392822,6.768648017896339e-05,0.004135137889534235,0.00827027577906847,0.5483447854697876,0.9768947314208618,1.0,8.214710235595703,4.133439064025879,7.627103328704834,8.324735641479492
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,211,419,80.0,3.646233320236206,3.646488904953003,8.296733722090721e-05,0.0053840698674321175,0.010761558078229427,0.5301977285753294,0.9750328901622972,1.0,8.126619338989258,4.125561237335205,6.895319938659668,7.943395614624023
smooth_plume,2201,0.02,l2h1_0p003,l2_h1,211,419,100.0,3.3509652614593506,3.351217031478882,7.48850725358352e-05,0.005631474312394857,0.011262946762144566,0.5257679712259312,0.9844508475485475,1.0,8.460430145263672,4.16541051864624,6.419740676879883,7.774967670440674
