a_clean_residual_ratio_vs_k24,a_clean_residual_ratio_vs_validation_fixed,a_clean_weighted_residual,a_measured_residual_ratio_vs_k24,a_measured_residual_ratio_vs_validation_fixed,a_measured_weighted_residual,active_view_count,active_view_mask,deployable_under_declared_synthetic_contract,family,field_gain_vs_k24_percent,field_gain_vs_validation_fixed_percent,field_relative_l2,front_f1_gain_vs_k24_percent,front_f1_gain_vs_validation_fixed_percent,front_top10_f1,gradient_gain_vs_k24_percent,gradient_gain_vs_validation_fixed_percent,gradient_relative_l2,heldout_b_clean_residual,heldout_b_residual_ratio_vs_k24,heldout_b_residual_ratio_vs_validation_fixed,method,online_compute_saving,operator_mismatch_relative_l2,real_oerf_deployable,relative_noise,sample_id,selected_iteration,selection_role,split,test_truth_leakage,truth_operator,weighted_residual_to_sensor_noise_ratio
1.0,1.0,0.05411418899893761,1.0,1.0,0.05120232328772545,6,100110111,True,wavy_front,-0.0,-0.0,0.8971748948097229,0.0,0.0,0.36771437525749207,-0.0,-0.0,1.4632588624954224,0.5548786520957947,1.0,1.0,active_measured_min_k,False,0.0,False,0.03500000014901161,test_exact_operator_control-001,24,observable_diagnostic,test_exact_operator_control,False,qmc8,1.3761014938354492
1.0,1.0,0.05411418899893761,1.0,1.0,0.05120232328772545,6,100110111,False,wavy_front,-0.0,-0.0,0.8971748948097229,0.0,0.0,0.36771437525749207,-0.0,-0.0,1.4632588624954224,0.5548786520957947,1.0,1.0,sensor_noise_discrepancy_first_crossing,True,0.0,False,0.03500000014901161,test_exact_operator_control-001,24,observable_diagnostic,test_exact_operator_control,False,qmc8,1.3761014938354492
1.0,1.0,0.05411418899893761,1.0,1.0,0.05120232328772545,6,100110111,False,wavy_front,-0.0,-0.0,0.8971748948097229,0.0,0.0,0.36771437525749207,-0.0,-0.0,1.4632588624954224,0.5548786520957947,1.0,1.0,heldout_b_clean_oracle_k,False,0.0,False,0.03500000014901161,test_exact_operator_control-001,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,1.3761014938354492
12.923307848519158,12.923307848519158,0.6993343234062195,13.663706383613716,13.663706383613716,0.6996135115623474,6,100110111,False,wavy_front,-8.75251468283788,-8.75251468283788,0.9757002592086792,-14.85477062064618,-14.85477062064618,0.3130912482738495,28.55565978978721,28.55565978978721,1.0454156398773193,0.8453015089035034,1.5233988651586652,1.5233988651586652,truth_gradient_oracle_k,False,0.0,False,0.03500000014901161,test_exact_operator_control-001,1,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,18.80264663696289
1.0,1.0,0.05411418899893761,1.0,1.0,0.05120232328772545,6,100110111,False,wavy_front,-0.0,-0.0,0.8971748948097229,0.0,0.0,0.36771437525749207,-0.0,-0.0,1.4632588624954224,0.5548786520957947,1.0,1.0,truth_field_oracle_k,False,0.0,False,0.03500000014901161,test_exact_operator_control-001,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,1.3761014938354492
1.0,1.0,0.04502054303884506,1.0,1.0,0.03882593289017677,6,111111000,True,plume,-0.0,-0.0,0.9132371544837952,0.0,0.0,0.404028058052063,-0.0,-0.0,1.2567452192306519,0.773768961429596,1.0,1.0,fixed_k24,False,0.0,False,0.05000000074505806,test_exact_operator_control-002,24,registered_fixed_reference,test_exact_operator_control,False,qmc8,0.8489406108856201
6.843203909604464,6.843203909604464,0.30808475613594055,7.943032684763003,7.943032684763003,0.308395653963089,6,111111000,True,plume,-2.953494930711114,-2.953494930711114,0.9402095675468445,-0.22658518903834585,-0.22658518903834585,0.40311259031295776,8.638146188186061,8.638146188186061,1.1481857299804688,0.818156898021698,1.057365878969986,1.057365878969986,historical_fixed_k4,False,0.0,False,0.05000000074505806,test_exact_operator_control-002,4,registered_fixed_reference,test_exact_operator_control,False,qmc8,6.743162631988525
1.0,1.0,0.04502054303884506,1.0,1.0,0.03882593289017677,6,111111000,True,plume,-0.0,-0.0,0.9132371544837952,0.0,0.0,0.404028058052063,-0.0,-0.0,1.2567452192306519,0.773768961429596,1.0,1.0,validation_global_fixed_k,True,0.0,False,0.05000000074505806,test_exact_operator_control-002,24,offline_validation_truth_selected_fixed_reference,test_exact_operator_control,False,qmc8,0.8489406108856201
1.0,1.0,0.04502054303884506,1.0,1.0,0.03882593289017677,6,111111000,True,plume,-0.0,-0.0,0.9132371544837952,0.0,0.0,0.404028058052063,-0.0,-0.0,1.2567452192306519,0.773768961429596,1.0,1.0,active_measured_min_k,False,0.0,False,0.05000000074505806,test_exact_operator_control-002,24,observable_diagnostic,test_exact_operator_control,False,qmc8,0.8489406108856201
1.096382573265779,1.096382573265779,0.04935973882675171,1.1610064883258973,1.1610064883258973,0.045077160000801086,6,111111000,False,plume,-0.07236852968855621,-0.07236852968855621,0.9138980507850647,-0.07552593757938743,-0.07552593757938743,0.4037229120731354,0.36550698454793207,0.36550698454793207,1.2521517276763916,0.7746142745018005,1.0010924618514587,1.0010924618514587,sensor_noise_discrepancy_first_crossing,True,0.0,False,0.05000000074505806,test_exact_operator_control-002,21,observable_diagnostic,test_exact_operator_control,False,qmc8,0.9856255054473877
1.0,1.0,0.04502054303884506,1.0,1.0,0.03882593289017677,6,111111000,False,plume,-0.0,-0.0,0.9132371544837952,0.0,0.0,0.404028058052063,-0.0,-0.0,1.2567452192306519,0.773768961429596,1.0,1.0,heldout_b_clean_oracle_k,False,0.0,False,0.05000000074505806,test_exact_operator_control-002,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,0.8489406108856201
14.240380104111589,14.240380104111589,0.6411096453666687,16.514703101257243,16.514703101257243,0.6411987543106079,6,111111000,False,plume,-6.667296714953037,-6.667296714953037,0.9741253852844238,1.0574073839125253,1.0574073839125253,0.4083002805709839,16.62803989587514,16.62803989587514,1.0477731227874756,0.9073843955993652,1.1726813051830158,1.1726813051830158,truth_gradient_oracle_k,False,0.0,False,0.05000000074505806,test_exact_operator_control-002,1,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,14.020001411437988
1.0,1.0,0.04502054303884506,1.0,1.0,0.03882593289017677,6,111111000,False,plume,-0.0,-0.0,0.9132371544837952,0.0,0.0,0.404028058052063,-0.0,-0.0,1.2567452192306519,0.773768961429596,1.0,1.0,truth_field_oracle_k,False,0.0,False,0.05000000074505806,test_exact_operator_control-002,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,0.8489406108856201
1.0,1.0,0.05645984783768654,1.0,1.0,0.05107575282454491,7,111101011,True,wavy_front,-0.0,-0.0,0.9117227792739868,0.0,0.0,0.38266706466674805,-0.0,-0.0,1.3106375932693481,0.713701605796814,1.0,1.0,fixed_k24,False,0.0,False,0.05999999865889549,test_exact_operator_control-003,24,registered_fixed_reference,test_exact_operator_control,False,qmc8,0.9212473034858704
4.946857330432358,4.946857330432358,0.2792988121509552,5.5061702516085615,5.5061702516085615,0.2812317907810211,7,111101011,True,wavy_front,-3.415796241804321,-3.415796241804321,0.9428653717041016,-2.8708017709414575,-2.8708017709414575,0.37168145179748535,10.35372018090987,10.35372018090987,1.1749378442764282,0.8102429509162903,1.1352684992374265,1.1352684992374265,historical_fixed_k4,False,0.0,False,0.05999999865889549,test_exact_operator_control-003,4,registered_fixed_reference,test_exact_operator_control,False,qmc8,5.072544097900391
1.0,1.0,0.05645984783768654,1.0,1.0,0.05107575282454491,7,111101011,True,wavy_front,-0.0,-0.0,0.9117227792739868,0.0,0.0,0.38266706466674805,-0.0,-0.0,1.3106375932693481,0.713701605796814,1.0,1.0,validation_global_fixed_k,True,0.0,False,0.05999999865889549,test_exact_operator_control-003,24,offline_validation_truth_selected_fixed_reference,test_exact_operator_control,False,qmc8,0.9212473034858704
1.0,1.0,0.05645984783768654,1.0,1.0,0.05107575282454491,7,111101011,True,wavy_front,-0.0,-0.0,0.9117227792739868,0.0,0.0,0.38266706466674805,-0.0,-0.0,1.3106375932693481,0.713701605796814,1.0,1.0,active_measured_min_k,False,0.0,False,0.05999999865889549,test_exact_operator_control-003,24,observable_diagnostic,test_exact_operator_control,False,qmc8,0.9212473034858704
1.058399328311062,1.058399328311062,0.059757065027952194,1.083921840294728,1.083921840294728,0.05536212399601936,7,111101011,False,wavy_front,-0.10432023179658699,-0.10432023179658699,0.9126738905906677,0.23923348091178812,0.23923348091178812,0.38358253240585327,0.3964372852604843,0.3964372852604843,1.3054417371749878,0.7164341807365417,1.003828735871593,1.003828735871593,sensor_noise_discrepancy_first_crossing,True,0.0,False,0.05999999865889549,test_exact_operator_control-003,22,observable_diagnostic,test_exact_operator_control,False,qmc8,0.9985600709915161
1.0,1.0,0.05645984783768654,1.0,1.0,0.05107575282454491,7,111101011,False,wavy_front,-0.0,-0.0,0.9117227792739868,0.0,0.0,0.38266706466674805,-0.0,-0.0,1.3106375932693481,0.713701605796814,1.0,1.0,heldout_b_clean_oracle_k,False,0.0,False,0.05999999865889549,test_exact_operator_control-003,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,0.9212473034858704
11.075210488376582,11.075210488376582,0.6253046989440918,12.288184355645141,12.288184355645141,0.6276282668113708,7,111101011,False,wavy_front,-6.6949046722153325,-6.6949046722153325,0.9727617502212524,-11.323762228804341,-11.323762228804341,0.33933475613594055,19.27621499077942,19.27621499077942,1.0579962730407715,0.8931307196617126,1.2514063474252304,1.2514063474252304,truth_gradient_oracle_k,False,0.0,False,0.05999999865889549,test_exact_operator_control-003,1,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,11.320456504821777
1.0,1.0,0.05645984783768654,1.0,1.0,0.05107575282454491,7,111101011,False,wavy_front,-0.0,-0.0,0.9117227792739868,0.0,0.0,0.38266706466674805,-0.0,-0.0,1.3106375932693481,0.713701605796814,1.0,1.0,truth_field_oracle_k,False,0.0,False,0.05999999865889549,test_exact_operator_control-003,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,0.9212473034858704
1.0,1.0,0.03928573429584503,1.0,1.0,0.038949381560087204,6,000111111,True,plume,-0.0,-0.0,0.935045063495636,0.0,0.0,0.40341776609420776,-0.0,-0.0,1.1841593980789185,0.7955090403556824,1.0,1.0,fixed_k24,False,0.0,False,0.019999999552965164,test_exact_operator_control-004,24,registered_fixed_reference,test_exact_operator_control,False,qmc8,1.7613691091537476
7.789152794640916,7.789152794640916,0.30600258708000183,7.861250579246408,7.861250579246408,0.3061908483505249,6,000111111,True,plume,-2.646720280213748,-2.646720280213748,0.9597930908203125,2.269279679892533,2.269279679892533,0.41257244348526,7.004103005914662,7.004103005914662,1.101219654083252,0.8731093406677246,1.097547980444504,1.097547980444504,historical_fixed_k4,False,0.0,False,0.019999999552965164,test_exact_operator_control-004,4,registered_fixed_reference,test_exact_operator_control,False,qmc8,13.846563339233398
1.0,1.0,0.03928573429584503,1.0,1.0,0.038949381560087204,6,000111111,True,plume,-0.0,-0.0,0.935045063495636,0.0,0.0,0.40341776609420776,-0.0,-0.0,1.1841593980789185,0.7955090403556824,1.0,1.0,validation_global_fixed_k,True,0.0,False,0.019999999552965164,test_exact_operator_control-004,24,offline_validation_truth_selected_fixed_reference,test_exact_operator_control,False,qmc8,1.7613691091537476
1.0,1.0,0.03928573429584503,1.0,1.0,0.038949381560087204,6,000111111,True,plume,-0.0,-0.0,0.935045063495636,0.0,0.0,0.40341776609420776,-0.0,-0.0,1.1841593980789185,0.7955090403556824,1.0,1.0,active_measured_min_k,False,0.0,False,0.019999999552965164,test_exact_operator_control-004,24,observable_diagnostic,test_exact_operator_control,False,qmc8,1.7613691091537476
1.0,1.0,0.03928573429584503,1.0,1.0,0.038949381560087204,6,000111111,False,plume,-0.0,-0.0,0.935045063495636,0.0,0.0,0.40341776609420776,-0.0,-0.0,1.1841593980789185,0.7955090403556824,1.0,1.0,sensor_noise_discrepancy_first_crossing,True,0.0,False,0.019999999552965164,test_exact_operator_control-004,24,observable_diagnostic,test_exact_operator_control,False,qmc8,1.7613691091537476
1.0,1.0,0.03928573429584503,1.0,1.0,0.038949381560087204,6,000111111,False,plume,-0.0,-0.0,0.935045063495636,0.0,0.0,0.40341776609420776,-0.0,-0.0,1.1841593980789185,0.7955090403556824,1.0,1.0,heldout_b_clean_oracle_k,False,0.0,False,0.019999999552965164,test_exact_operator_control-004,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,1.7613691091537476
16.23407490685289,16.23407490685289,0.6377675533294678,16.372059783489767,16.372059783489767,0.6376816034317017,6,000111111,False,plume,-5.0465553586041025,-5.0465553586041025,0.9822326302528381,-0.5295035169476437,-0.5295035169476437,0.4012816548347473,13.17115535600978,13.17115535600978,1.0281919240951538,0.9397948980331421,1.181375509715072,1.181375509715072,truth_gradient_oracle_k,False,0.0,False,0.019999999552965164,test_exact_operator_control-004,1,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,28.83724021911621
1.0,1.0,0.03928573429584503,1.0,1.0,0.038949381560087204,6,000111111,False,plume,-0.0,-0.0,0.935045063495636,0.0,0.0,0.40341776609420776,-0.0,-0.0,1.1841593980789185,0.7955090403556824,1.0,1.0,truth_field_oracle_k,False,0.0,False,0.019999999552965164,test_exact_operator_control-004,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,1.7613691091537476
1.0,1.0,0.04696201905608177,1.0,1.0,0.04154054820537567,6,101111001,True,wavy_front,-0.0,-0.0,0.9162381291389465,0.0,0.0,0.3722917437553406,-0.0,-0.0,1.2994968891143799,0.6065142750740051,1.0,1.0,fixed_k24,False,0.0,False,0.03500000014901161,test_exact_operator_control-005,24,registered_fixed_reference,test_exact_operator_control,False,qmc8,1.2110644578933716
6.945276680153869,6.945276680153869,0.32616421580314636,7.861683608113959,7.861683608113959,0.32657864689826965,6,101111001,True,wavy_front,-3.5933495642217874,-3.5933495642217874,0.9491617679595947,-5.655738479181699,-5.655738479181699,0.35123589634895325,11.886318373502542,11.886318373502542,1.1450345516204834,0.7281206250190735,1.2005003920645236,1.2005003920645236,historical_fixed_k4,False,0.0,False,0.03500000014901161,test_exact_operator_control-005,4,registered_fixed_reference,test_exact_operator_control,False,qmc8,9.521005630493164
1.0,1.0,0.04696201905608177,1.0,1.0,0.04154054820537567,6,101111001,True,wavy_front,-0.0,-0.0,0.9162381291389465,0.0,0.0,0.3722917437553406,-0.0,-0.0,1.2994968891143799,0.6065142750740051,1.0,1.0,validation_global_fixed_k,True,0.0,False,0.03500000014901161,test_exact_operator_control-005,24,offline_validation_truth_selected_fixed_reference,test_exact_operator_control,False,qmc8,1.2110644578933716
1.0,1.0,0.04696201905608177,1.0,1.0,0.04154054820537567,6,101111001,True,wavy_front,-0.0,-0.0,0.9162381291389465,0.0,0.0,0.3722917437553406,-0.0,-0.0,1.2994968891143799,0.6065142750740051,1.0,1.0,active_measured_min_k,False,0.0,False,0.03500000014901161,test_exact_operator_control-005,24,observable_diagnostic,test_exact_operator_control,False,qmc8,1.2110644578933716
1.0,1.0,0.04696201905608177,1.0,1.0,0.04154054820537567,6,101111001,False,wavy_front,-0.0,-0.0,0.9162381291389465,0.0,0.0,0.3722917437553406,-0.0,-0.0,1.2994968891143799,0.6065142750740051,1.0,1.0,sensor_noise_discrepancy_first_crossing,True,0.0,False,0.03500000014901161,test_exact_operator_control-005,24,observable_diagnostic,test_exact_operator_control,False,qmc8,1.2110644578933716
1.0,1.0,0.04696201905608177,1.0,1.0,0.04154054820537567,6,101111001,False,wavy_front,-0.0,-0.0,0.9162381291389465,0.0,0.0,0.3722917437553406,-0.0,-0.0,1.2994968891143799,0.6065142750740051,1.0,1.0,heldout_b_clean_oracle_k,False,0.0,False,0.03500000014901161,test_exact_operator_control-005,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,1.2110644578933716
14.268351362587715,14.268351362587715,0.6700705885887146,16.134029763905446,16.134029763905446,0.67021644115448,6,101111001,False,wavy_front,-6.864624957511827,-6.864624957511827,0.9791344404220581,-8.934426872540733,-8.934426872540733,0.33902961015701294,19.832675440809396,19.832675440809396,1.0417718887329102,0.8607252836227417,1.41913441941283,1.41913441941283,truth_gradient_oracle_k,False,0.0,False,0.03500000014901161,test_exact_operator_control-005,1,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,19.539350509643555
1.0,1.0,0.04696201905608177,1.0,1.0,0.04154054820537567,6,101111001,False,wavy_front,-0.0,-0.0,0.9162381291389465,0.0,0.0,0.3722917437553406,-0.0,-0.0,1.2994968891143799,0.6065142750740051,1.0,1.0,truth_field_oracle_k,False,0.0,False,0.03500000014901161,test_exact_operator_control-005,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,1.2110644578933716
1.0,1.0,0.06594023108482361,1.0,1.0,0.06242235004901886,6,011010111,True,plume,-0.0,-0.0,0.9335764050483704,0.0,0.0,0.39884039759635925,-0.0,-0.0,1.2675542831420898,0.8288317322731018,1.0,1.0,fixed_k24,False,0.0,False,0.05000000074505806,test_exact_operator_control-006,24,registered_fixed_reference,test_exact_operator_control,False,qmc8,1.1220474243164062
5.920676565486464,5.920676565486464,0.39041078090667725,6.262221440297458,6.262221440297458,0.390902578830719,6,011010111,True,plume,-3.2964640515085,-3.2964640515085,0.9643514156341553,6.044379293130326,6.044379293130326,0.42294782400131226,11.551059454815078,11.551059454815078,1.121138334274292,0.8589944243431091,1.036391816210131,1.036391816210131,historical_fixed_k4,False,0.0,False,0.05000000074505806,test_exact_operator_control-006,4,registered_fixed_reference,test_exact_operator_control,False,qmc8,7.0265092849731445
1.0,1.0,0.06594023108482361,1.0,1.0,0.06242235004901886,6,011010111,True,plume,-0.0,-0.0,0.9335764050483704,0.0,0.0,0.39884039759635925,-0.0,-0.0,1.2675542831420898,0.8288317322731018,1.0,1.0,validation_global_fixed_k,True,0.0,False,0.05000000074505806,test_exact_operator_control-006,24,offline_validation_truth_selected_fixed_reference,test_exact_operator_control,False,qmc8,1.1220474243164062
1.0,1.0,0.06594023108482361,1.0,1.0,0.06242235004901886,6,011010111,True,plume,-0.0,-0.0,0.9335764050483704,0.0,0.0,0.39884039759635925,-0.0,-0.0,1.2675542831420898,0.8288317322731018,1.0,1.0,active_measured_min_k,False,0.0,False,0.05000000074505806,test_exact_operator_control-006,24,observable_diagnostic,test_exact_operator_control,False,qmc8,1.1220474243164062
1.0,1.0,0.06594023108482361,1.0,1.0,0.06242235004901886,6,011010111,False,plume,-0.0,-0.0,0.9335764050483704,0.0,0.0,0.39884039759635925,-0.0,-0.0,1.2675542831420898,0.8288317322731018,1.0,1.0,sensor_noise_discrepancy_first_crossing,True,0.0,False,0.05000000074505806,test_exact_operator_control-006,24,observable_diagnostic,test_exact_operator_control,False,qmc8,1.1220474243164062
1.9668546366764335,1.9668546366764335,0.1296948492527008,2.083020357867443,2.083020357867443,0.13002702593803406,6,011010111,False,plume,-0.7684315710083495,-0.7684315710083495,0.9407503008842468,3.36649190834577,3.36649190834577,0.4122673273086548,3.0553795837418094,3.0553795837418094,1.2288256883621216,0.8271926045417786,0.9980223636867427,0.9980223636867427,heldout_b_clean_oracle_k,False,0.0,False,0.05000000074505806,test_exact_operator_control-006,13,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,2.337247610092163
11.31102460603809,11.31102460603809,0.7458515763282776,11.962989601806406,11.962989601806406,0.7467579245567322,6,011010111,False,plume,-5.688154484127468,-5.688154484127468,0.9866796731948853,-5.585307120008626,-5.585307120008626,0.3765639364719391,19.591214759763364,19.591214759763364,1.019225001335144,0.9256641864776611,1.1168300517874632,1.1168300517874632,truth_gradient_oracle_k,False,0.0,False,0.05000000074505806,test_exact_operator_control-006,1,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,13.423041343688965
1.0,1.0,0.06594023108482361,1.0,1.0,0.06242235004901886,6,011010111,False,plume,-0.0,-0.0,0.9335764050483704,0.0,0.0,0.39884039759635925,-0.0,-0.0,1.2675542831420898,0.8288317322731018,1.0,1.0,truth_field_oracle_k,False,0.0,False,0.05000000074505806,test_exact_operator_control-006,24,evaluator_only_oracle_ceiling,test_exact_operator_control,True,qmc8,1.1220474243164062
1.0,1.0,0.06908196955919266,1.0,1.0,0.06565447151660919,6,010011111,True,wavy_front,-0.0,-0.0,0.9094739556312561,0.0,0.0,0.3930424153804779,-0.0,-0.0,1.3531148433685303,0.5709536671638489,1.0,1.0,fixed_k24,False,0.0,False,0.05999999865889549,test_exact_operator_control-007,24,registered_fixed_reference,test_exact_operator_control,False,qmc8,1.0483121871948242
4.4767407335506535,4.4767407335506535,0.30926206707954407,4.730642803433593,4.730642803433593,0.3105878531932831,6,010011111,True,wavy_front,-4.437393046904333,-4.437393046904333,0.9498308897018433,-6.4440984310732645,-6.4440984310732645,0.36771437525749207,13.712459529106006,13.712459529106006,1.1675695180892944,0.7344817519187927,1.2864121804615987,1.2864121804615987,historical_fixed_k4,False,0.0,False,0.05999999865889549,test_exact_operator_control-007,4,registered_fixed_reference,test_exact_operator_control,False,qmc8,4.959190368652344
1.0,1.0,0.06908196955919266,1.0,1.0,0.06565447151660919,6,010011111,True,wavy_front,-0.0,-0.0,0.9094739556312561,0.0,0.0,0.3930424153804779,-0.0,-0.0,1.3531148433685303,0.5709536671638489,1.0,1.0,validation_global_fixed_k,True,0.0,False,0.05999999865889549,test_exact_operator_control-007,24,offline_validation_truth_selected_fixed_reference,test_exact_operator_control,False,qmc8,1.0483121871948242
1.0,1.0,0.06908196955919266,1.0,1.0,0.06565447151660919,6,010011111,True,wavy_front,-0.0,-0.0,0.9094739556312561,0.0,0.0,0.3930424153804779,-0.0,-0.0,1.3531148433685303,0.5709536671638489,1.0,1.0,active_measured_min_k,False,0.0,False,0.05999999865889549,test_exact_operator_control-007,24,observable_diagnostic,test_exact_operator_control,False,qmc8,1.0483121871948242
1.0,1.0,0.06908196955919266,1.0,1.0,0.06565447151660919,6,010011111,False,wavy_front,-0.0,-0.0,0.9094739556312561,0.0,0.0,0.3930424153804779,-0.0,-0.0,1.3531148433685303,0.5709536671638489,1.0,1.0,sensor_noise_discrepancy_first_crossing,True,0.0,False,0.05999999865889549,test_exact_operator_control-007,24,observable_diagnostic,test_exact_operator_control,False,qmc8,1.0483121871948242
