selection_basis,candidate,comparator,independent_field_count,model_seed_count,mean_field_superiority_pct,field_superiority_ci95_low,field_superiority_ci95_high,p10_field_superiority_pct,field_harm_rate_gt_1pct,mean_audit_superiority_pct,every_domain_mean_field_nonnegative,every_seed_mean_field_positive,development_gate_pass,confirmatory_superiority_eligible
lowest mean validation relative L2 at fixed epoch 240,fno,deeponet,128,3,25.500186457090976,24.168878997752703,26.839246037113874,7.237900067450651,0.0,33.9752176713608,True,True,True,False
