candidate,comparator,model_seed,independent_field_count,domain_equal_mean_field_superiority_pct
fno,deeponet,20260901,128,25.67970683550682
fno,deeponet,20260902,128,24.688190946514446
fno,deeponet,20260903,128,26.126681252928194
