case_id,phantom_family,phantom_seed,dimensionless_stress_multiplier,refractivity_scale,method_id,ray_count,step_count,correction_applied,all_primary_gates_pass,cell_id,field_unit_id,ray_prefix_id,family_id,orientation_id,aperture_id,all_symmetric_gates_pass,matched_residual_prediction_relative_l2,corrected_residual_variance_ratio,per_ray_risk_spearman,valid_ray_fraction,candidate_to_high_reference_relative_l2,high_execution_to_high_reference_relative_l2,candidate_reference_error_to_high_execution_reference_error_ratio,candidate_q95_reference_error,high_execution_q95_reference_error,candidate_q95_reference_error_to_high_execution_q95_ratio,candidate_q95_reference_error_normalized_by_high256_rms,symmetric_gate_matched_residual_gate_met,symmetric_gate_residual_variance_gate_met,symmetric_gate_risk_spearman_gate_met,symmetric_gate_valid_fraction_gate_met,symmetric_gate_absolute_reference_gate_met,symmetric_gate_global_no_harm_gate_met,symmetric_gate_q95_no_harm_gate_met,ratio_global_scoreable,ratio_q95_scoreable,base_output_relative_l2,ocbh_gate_matched_residual_gate_met,ocbh_gate_residual_variance_gate_met,ocbh_gate_risk_spearman_gate_met,ocbh_gate_valid_fraction_gate_met,ocbh_gate_absolute_reference_gate_met,ocbh_gate_reference_no_harm_gate_met,ocbh_gate_q95_reference_no_harm_gate_met,ocbh_gate_base_output_consistency_gate_met
smooth-s1729-orientation_22-narrow,smooth_plume,1729,10.0,0.0029999999999999996,picard_1,256,128,True,False,smooth-s1729-orientation_22-narrow__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_22,narrow,True,0.0011950251612053366,8.717541338647761e-07,0.9999899862668802,1.0,0.0008206548726620729,0.0008199079758772342,1.0009109519687738,1.9393190974172115e-06,1.9381387055027427e-06,1.0006090337658071,0.0017041563124684993,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_22-narrow,smooth_plume,1729,10.0,0.0029999999999999996,picard_2,256,128,True,False,smooth-s1729-orientation_22-narrow__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_22,narrow,True,0.000476869933821995,3.1134173456981846e-07,0.9999978542000457,1.0,0.0008206677823966511,0.0008199079758772342,1.0009266973145419,1.9395644128940967e-06,1.9381387055027427e-06,1.0007356064802309,0.0017043718808703353,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_22-wide,smooth_plume,1729,1.0,0.0003,continuous_affine_n1,256,128,True,False,smooth-s1729-orientation_22-wide__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,False,0.051920259956764775,0.00303228625537055,0.996018825818265,1.0,0.0008197267809291575,0.0008202869966377746,0.9993170491414427,1.954252392518105e-07,1.9533359333243714e-07,1.0004691764371394,0.0018568940599950434,False,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_22-wide,smooth_plume,1729,1.0,0.0003,operator_consistent_homotopy,256,128,True,True,smooth-s1729-orientation_22-wide__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,True,0.00086222103847848,4.28400803362673e-07,0.9999885557335775,1.0,0.0008203063633758919,0.0008202869966377746,1.0000236097100121,1.953369012803431e-07,1.9533359333243714e-07,1.0000169348643495,0.0018560546891178845,True,True,True,True,True,True,True,True,True,1.073043520937402e-16,True,True,True,True,True,True,True,True
smooth-s1729-orientation_22-wide,smooth_plume,1729,1.0,0.0003,picard_1,256,128,True,False,smooth-s1729-orientation_22-wide__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,True,0.0004580732196608458,2.084312030045577e-07,0.9999942778667886,1.0,0.0008203694124308852,0.0008202869966377746,1.000100471900016,1.9534996881534227e-07,1.9533359333243714e-07,1.0000838334186444,0.0018561788543905568,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_22-wide,smooth_plume,1729,1.0,0.0003,picard_2,256,128,True,False,smooth-s1729-orientation_22-wide__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,True,0.00041433225781190827,1.825385185672593e-07,0.9999942778667886,1.0,0.0008203695130641171,0.0008202869966377746,1.0001005945805317,1.9535016096420837e-07,1.9533359333243714e-07,1.0000848171146017,0.001856180680153132,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_22-wide,smooth_plume,1729,3.0,0.0009,continuous_affine_n1,256,128,True,False,smooth-s1729-orientation_22-wide__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,False,0.05194705609858678,0.0030300425937764388,0.9960066662851909,1.0,0.0008149006805515776,0.0008157378257356564,0.9989737570605803,5.849982576169081e-07,5.855313222235162e-07,0.9990896053099537,0.0018524674401903163,False,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_22-wide,smooth_plume,1729,3.0,0.0009,operator_consistent_homotopy,256,128,True,True,smooth-s1729-orientation_22-wide__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,True,0.0025876064463453375,3.863260281063184e-06,0.9999628061341266,1.0,0.0008159215917060678,0.0008157378257356564,1.0002252757744141,5.856329595350366e-07,5.855313222235162e-07,1.0001735813399948,0.0018544773002578472,True,True,True,True,True,True,True,True,True,1.2348488902482782e-16,True,True,True,True,True,True,True,True
smooth-s1729-orientation_22-wide,smooth_plume,1729,3.0,0.0009,picard_1,256,128,True,False,smooth-s1729-orientation_22-wide__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,True,0.0006678233984059907,3.6262240298124027e-07,0.9999971389333944,1.0,0.0008159832861768564,0.0008157378257356564,1.000300906042917,5.856761328939285e-07,5.855313222235162e-07,1.0002473149854092,0.0018546140138985966,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_22-wide,smooth_plume,1729,3.0,0.0009,picard_2,256,128,True,False,smooth-s1729-orientation_22-wide__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,True,0.0004151283658570057,1.8341027105905533e-07,0.9999985694666971,1.0,0.0008159841000465252,0.0008157378257356564,1.0003019037527734,5.856818321119104e-07,5.855313222235162e-07,1.0002570483980646,0.0018546320611587527,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_22-wide,smooth_plume,1729,10.0,0.0029999999999999996,continuous_affine_n1,256,128,True,False,smooth-s1729-orientation_22-wide__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,False,0.05240294061509735,0.00302904943664679,0.9959050984206911,1.0,0.0008073199022753982,0.0007996077118119437,1.0096449675878918,1.9642140439986404e-06,1.9412623179897846e-06,1.0118230935593613,0.0018646505878674197,False,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_22-wide,smooth_plume,1729,10.0,0.0029999999999999996,operator_consistent_homotopy,256,128,True,True,smooth-s1729-orientation_22-wide__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,True,0.008538872111320477,4.139158550915501e-05,0.9997525177386127,1.0,0.0008021013148078541,0.0007996077118119437,1.003118532949438,1.942307280793654e-06,1.9412623179897846e-06,1.0005382903661115,0.00184385425000737,True,True,True,True,True,True,True,True,True,1.018739414590882e-16,True,True,True,True,True,True,True,True
smooth-s1729-orientation_22-wide,smooth_plume,1729,10.0,0.0029999999999999996,picard_1,256,128,True,False,smooth-s1729-orientation_22-wide__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,True,0.0017207727440764523,1.9889728760394643e-06,0.9999899862668802,1.0,0.0008004160388180711,0.0007996077118119437,1.0010109044650104,1.9427515125596403e-06,1.9412623179897846e-06,1.0007671269132745,0.0018442759642427033,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_22-wide,smooth_plume,1729,10.0,0.0029999999999999996,picard_2,256,128,True,False,smooth-s1729-orientation_22-wide__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_22,wide,True,0.00041780577779477573,1.8640457192063269e-07,0.9999978542000457,1.0,0.0008004139873138815,0.0007996077118119437,1.0010083388266864,1.9428910109320944e-06,1.9412623179897846e-06,1.0008389865332554,0.0018444083916240256,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-narrow,smooth_plume,1729,1.0,0.0003,continuous_affine_n1,256,128,True,False,smooth-s1729-orientation_58-narrow__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,False,0.16151390402184002,0.0536279961368277,0.9886286907759211,1.0,0.00012594466176464003,0.00011957000505146837,1.0533131759125354,4.56586289228781e-08,4.415287663266627e-08,1.0341031526153792,0.0003384291271009534,False,False,False,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-narrow,smooth_plume,1729,1.0,0.0003,operator_consistent_homotopy,256,128,True,True,smooth-s1729-orientation_58-narrow__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,True,0.0024137908635100003,1.0671557831457653e-05,0.9999899862668802,1.0,0.00011961337629075612,0.00011957000505146837,1.0003627267496482,4.413950933884874e-08,4.415287663266627e-08,0.9996972497640698,0.00032716916755084493,True,True,True,True,True,True,True,True,True,1.4024346055906994e-16,True,True,True,True,True,True,True,True
smooth-s1729-orientation_58-narrow,smooth_plume,1729,1.0,0.0003,picard_1,256,128,True,False,smooth-s1729-orientation_58-narrow__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,True,0.0006277689622634127,7.498732818893149e-07,0.99999499313344,1.0,0.00011960413604908481,0.00011957000505146837,1.0002854478228194,4.4165439624888336e-08,4.415287663266627e-08,1.0002845339461477,0.00032736136701624457,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-narrow,smooth_plume,1729,1.0,0.0003,picard_2,256,128,True,False,smooth-s1729-orientation_58-narrow__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,True,0.0006039006457827643,7.295646202252455e-07,0.9999928473334859,1.0,0.00011960473837154613,0.00011957000505146837,1.0002904852271506,4.4164965975944616e-08,4.415287663266627e-08,1.0002738064697103,0.0003273578562538245,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-narrow,smooth_plume,1729,3.0,0.0009,continuous_affine_n1,256,128,True,False,smooth-s1729-orientation_58-narrow__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,False,0.16036626851234673,0.052950629422241546,0.9888003547722589,1.0,0.00014934277197686645,0.00012559113156591532,1.189118770687127,1.5104518137338944e-07,1.4017540249734648e-07,1.0775441245923922,0.0003731240495556851,False,False,False,True,True,False,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-narrow,smooth_plume,1729,3.0,0.0009,operator_consistent_homotopy,256,128,True,True,smooth-s1729-orientation_58-narrow__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,True,0.007131833511181602,9.319238155765233e-05,0.9999449244678414,1.0,0.00012597812618739523,0.00012559113156591532,1.0030813849405984,1.4083238160284646e-07,1.4017540249734648e-07,1.0046868358770178,0.0003478955637937572,True,True,True,True,True,True,True,True,True,1.34063998746644e-16,True,True,True,True,True,True,True,True
smooth-s1729-orientation_58-narrow,smooth_plume,1729,3.0,0.0009,picard_1,256,128,True,False,smooth-s1729-orientation_58-narrow__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,True,0.0007143714683556164,8.299773634733697e-07,0.9999928473334859,1.0,0.0001256872791445476,0.00012559113156591532,1.0007655602544023,1.4018144517211585e-07,1.4017540249734648e-07,1.0000431079537615,0.0003462875678628104,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-narrow,smooth_plume,1729,3.0,0.0009,picard_2,256,128,True,False,smooth-s1729-orientation_58-narrow__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,True,0.0006010123985020399,7.231776858596014e-07,0.9999928473334859,1.0,0.00012569231398043952,0.00012559113156591532,1.0008056493580608,1.4020152232130216e-07,1.4017540249734648e-07,1.0001863367145043,0.0003463371640640253,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-narrow,smooth_plume,1729,10.0,0.0029999999999999996,continuous_affine_n1,256,128,True,False,smooth-s1729-orientation_58-narrow__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,False,0.1595334478485984,0.05258815829327167,0.9892037651636528,1.0,0.0002537536806142507,0.00014584791918171124,1.739851223369873,8.774783034008184e-07,5.25518543417606e-07,1.6697380413911023,0.0006498792709884641,False,False,False,True,True,False,False,True,True,,,,,,,,,
smooth-s1729-orientation_58-narrow,smooth_plume,1729,10.0,0.0029999999999999996,operator_consistent_homotopy,256,128,True,False,smooth-s1729-orientation_58-narrow__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,False,0.022940650414342154,0.0009558821618524385,0.9995872911421376,1.0,0.0001498878513000454,0.00014584791918171124,1.027699621228746,5.625237245978442e-07,5.25518543417606e-07,1.0704165088820317,0.00041661714784117543,False,True,True,True,True,True,True,True,True,1.409646952449228e-16,False,True,True,True,True,True,True,True
smooth-s1729-orientation_58-narrow,smooth_plume,1729,10.0,0.0029999999999999996,picard_1,256,128,True,False,smooth-s1729-orientation_58-narrow__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,True,0.0012464132597206777,1.5967125623588581e-06,0.99999499313344,1.0,0.0001461104641633666,0.00014584791918171124,1.0018001284017515,5.282701742369209e-07,5.25518543417606e-07,1.0052360299246916,0.0003912482330189532,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-narrow,smooth_plume,1729,10.0,0.0029999999999999996,picard_2,256,128,True,False,smooth-s1729-orientation_58-narrow__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_58,narrow,True,0.0005910340236245139,7.012272817414857e-07,0.9999985694666971,1.0,0.00014615004552820653,0.00014584791918171124,1.0020715163314662,5.273034249008032e-07,5.25518543417606e-07,1.0033964196041296,0.00039053223770448237,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-wide,smooth_plume,1729,1.0,0.0003,continuous_affine_n1,256,128,True,False,smooth-s1729-orientation_58-wide__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,False,0.23601982769885455,0.07382106296755733,0.9583299954222932,1.0,0.00017705692264851174,0.00017259818410210492,1.025833055947849,6.22280356440985e-08,6.066907007283638e-08,1.0256962166947756,0.00047825729563666413,False,False,False,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-wide,smooth_plume,1729,1.0,0.0003,operator_consistent_homotopy,256,128,True,True,smooth-s1729-orientation_58-wide__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,True,0.0031348702200672818,1.2948617990446467e-05,0.9999628061341266,1.0,0.0001727990441882411,0.00017259818410210492,1.0011637439129566,6.074793616584454e-08,6.066907007283638e-08,1.0012999390449446,0.0004668819024330043,True,True,True,True,True,True,True,True,True,1.3572393031377793e-16,True,True,True,True,True,True,True,True
smooth-s1729-orientation_58-wide,smooth_plume,1729,1.0,0.0003,picard_1,256,128,True,False,smooth-s1729-orientation_58-wide__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,True,0.0005610399329052603,4.055649894439469e-07,0.9999971389333944,1.0,0.0001726242424269774,0.00017259818410210492,1.0001509768194148,6.0678947199443e-08,6.066907007283638e-08,1.000162803329518,0.0004663516835990261,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-wide,smooth_plume,1729,1.0,0.0003,picard_2,256,128,True,False,smooth-s1729-orientation_58-wide__stress_1,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,True,0.0005245355102894784,3.6516245187652125e-07,0.9999978542000457,1.0,0.00017262447757375633,0.00017259818410210492,1.0001523392136957,6.067828206638328e-08,6.066907007283638e-08,1.0001518400320928,0.00046634657167905167,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-wide,smooth_plume,1729,3.0,0.0009,continuous_affine_n1,256,128,True,False,smooth-s1729-orientation_58-wide__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,False,0.23552595521696967,0.07356031630864268,0.9587705996795605,1.0,0.00020262213651916553,0.00017555493249365946,1.154180823295772,2.0970690139229576e-07,1.8065965530366663e-07,1.1607843546463337,0.0005371136052214068,False,False,False,True,True,False,False,True,True,,,,,,,,,
smooth-s1729-orientation_58-wide,smooth_plume,1729,3.0,0.0009,operator_consistent_homotopy,256,128,True,True,smooth-s1729-orientation_58-wide__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,True,0.009338891608547242,0.00011505999721545016,0.9998104543373769,1.0,0.00017729261457576212,0.00017555493249365946,1.0098982242049246,1.8296823019347248e-07,1.8065965530366663e-07,1.0127785857109348,0.00046862895359058834,True,True,True,True,True,True,True,True,True,1.375878929352571e-16,True,True,True,True,True,True,True,True
smooth-s1729-orientation_58-wide,smooth_plume,1729,3.0,0.0009,picard_1,256,128,True,False,smooth-s1729-orientation_58-wide__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,True,0.0007827698306648389,7.130439033352338e-07,0.9999921320668343,1.0,0.00017563020942519694,0.00017555493249365946,1.000428794169826,1.8076409469837825e-07,1.8065965530366663e-07,1.0005781002655854,0.0004629835925924213,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-wide,smooth_plume,1729,3.0,0.0009,picard_2,256,128,True,False,smooth-s1729-orientation_58-wide__stress_3,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,True,0.0005230459958717235,3.63215921073271e-07,0.99999499313344,1.0,0.00017563183762494799,0.00017555493249365946,1.0004380687582863,1.8077780599149022e-07,1.8065965530366663e-07,1.00065399597727,0.0004630187107598575,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-wide,smooth_plume,1729,10.0,0.0029999999999999996,continuous_affine_n1,256,128,True,False,smooth-s1729-orientation_58-wide__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,False,0.23652814615316,0.07434350738740315,0.9605251487754632,1.0,0.00036693142001903786,0.00018350189805937982,1.9996055839177296,1.2185240112141778e-06,6.472567397438218e-07,1.8825976407699645,0.0009355248933272092,False,False,False,True,True,False,False,True,True,,,,,,,,,
smooth-s1729-orientation_58-wide,smooth_plume,1729,10.0,0.0029999999999999996,operator_consistent_homotopy,256,128,True,False,smooth-s1729-orientation_58-wide__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,False,0.029358550666733957,0.0011403578351167237,0.9989893282215608,1.0,0.00020123475099701344,0.00018350189805937982,1.0966358011833501,6.732539895321783e-07,6.472567397438218e-07,1.040165282479169,0.0005168924542665431,False,True,True,True,True,True,True,True,True,1.289346811482382e-16,False,True,True,True,True,True,True,True
smooth-s1729-orientation_58-wide,smooth_plume,1729,10.0,0.0029999999999999996,picard_1,256,128,True,False,smooth-s1729-orientation_58-wide__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,True,0.0019882996901466744,4.175733630452855e-06,0.9999849794003204,1.0,0.000183747545732849,0.00018350189805937982,1.0013386655727652,6.482188133829038e-07,6.472567397438218e-07,1.001486386436799,0.0004976716344214419,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1729-orientation_58-wide,smooth_plume,1729,10.0,0.0029999999999999996,picard_2,256,128,True,False,smooth-s1729-orientation_58-wide__stress_10,smooth-s1729,smooth-s1729,smooth,orientation_58,wide,True,0.0005186009411534521,3.5752982218004886e-07,0.9999971389333944,1.0,0.0001837365321111807,0.00018350189805937982,1.00127864645697,6.481907295851826e-07,6.472567397438218e-07,1.0014429974753611,0.0004976500730146697,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1871-orientation_22-narrow,smooth_plume,1871,1.0,0.0003,continuous_affine_n1,256,128,True,False,smooth-s1871-orientation_22-narrow__stress_1,smooth-s1871,smooth-s1871,smooth,orientation_22,narrow,False,0.06771275785546634,0.006349596677661392,0.9986867704280153,1.0,0.0005494647813858508,0.0005491483090332492,1.0005762966896115,2.276108064449581e-07,2.2588508849720288e-07,1.0076398046424238,0.0011366937205357541,False,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1871-orientation_22-narrow,smooth_plume,1871,1.0,0.0003,operator_consistent_homotopy,256,128,True,True,smooth-s1871-orientation_22-narrow__stress_1,smooth-s1871,smooth-s1871,smooth,orientation_22,narrow,True,0.0021242050188301793,1.7766118936209318e-06,0.9999656672007322,1.0,0.0005491985182373601,0.0005491483090332492,1.0000914310456483,2.2591099544215421e-07,2.2588508849720288e-07,1.0001146908152445,0.0011282048244101127,True,True,True,True,True,True,True,True,True,1.273005573900073e-16,True,True,True,True,True,True,True,True
smooth-s1871-orientation_22-narrow,smooth_plume,1871,1.0,0.0003,picard_1,256,128,True,False,smooth-s1871-orientation_22-narrow__stress_1,smooth-s1871,smooth-s1871,smooth,orientation_22,narrow,True,0.00037021377658457647,1.6020815179118403e-07,0.9999985694666971,1.0,0.0005492161417164924,0.0005491483090332492,1.00012352343097,2.259130993518138e-07,2.2588508849720288e-07,1.0001240048858349,0.0011282153313844341,True,True,True,True,True,True,True,True,True,,,,,,,,,
smooth-s1871-orientation_22-narrow,smooth_plume,1871,1.0,0.0003,picard_2,256,128,True,False,smooth-s1871-orientation_22-narrow__stress_1,smooth-s1871,smooth-s1871,smooth,orientation_22,narrow,True,0.00033654944875544953,1.5194195607664605e-07,0.9999999999999998,1.0,0.0005492166485496831,0.0005491483090332492,1.0001244463750678,2.2591216528247168e-07,2.2588508849720288e-07,1.0001198697330973,0.0011282106666201713,True,True,True,True,True,True,True,True,True,,,,,,,,,
