method,model_seed,split,projection_variant,projection_iterations,case_count,paired_call_budget,damping_fraction,field_relative_l2_mean,h1_seminorm_relative_error_mean,field_gain_to_best_matched_classical_mean,h1_gain_to_best_matched_classical_mean,reprojection_ratio_to_matched_cgls_mean,visible_correction_fraction_mean,visible_correction_fraction_maximum,system_residual_fraction_mean,projection_closure_relative_error_mean,projection_closure_relative_error_maximum,exact_projection_approximation_error_mean,exact_oracle_error_reduction_retention_mean,oracle_reduction_defined_rate,field_harm_rate,worst_field_gain_to_best_matched_classical,breakdown_rate
jacru_m2,17,development,affine_pcg_dense_exact_camera_block_oracle,10,12,24,0.0,0.3718778318504648,0.6752040257404278,0.4093289578020733,0.33841437487816023,0.6258589884112983,0.002009466670134735,0.004243751600010642,0.0020094666701347347,6.085749148012875e-16,8.090256369292967e-16,0.0024759442482926606,0.9999489907971437,1.0,0.08333333333333333,-0.07028215719280012,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,0,18,14,0.0,0.4441568792667034,0.6908529467251954,0.32012550887984365,0.2862207444951402,45.86402071599372,1.0,1.0,1.0,0.0,0.0,1.0,0.8378072405094661,1.0,0.0,0.12518782315575838,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,1,18,15,0.0,0.40153337072828144,0.6917360424468417,0.38287780191811066,0.2937574551169939,14.753418554822238,0.2762932959031967,0.37991031187387897,0.2762932959031967,5.609497225604791e-16,9.86811234068608e-16,0.3724549487314663,1.0283055482061645,1.0,0.0,0.19229960524236464,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,2,18,16,0.0,0.3990437795471667,0.7022228484169631,0.38426212249522956,0.2900214735454942,7.2863706916190205,0.12494716836511394,0.24259101974658265,0.12494716836511392,5.432925207146041e-16,8.844279184410294e-16,0.2127091681876001,1.0365329326484671,1.0,0.0,0.17156623403255641,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,3,18,17,0.0,0.403880781301499,0.7141480782119518,0.3732666102429043,0.28390897977756985,5.954978920445786,0.08996246727503271,0.18743433741312646,0.08996246727503271,5.61813718830951e-16,1.095578056141294e-15,0.1353604477810087,1.0131348726834462,1.0,0.0,0.13289164038008447,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,4,18,18,0.0,0.4071982886454094,0.7199937246016156,0.3641395593520956,0.28279119379860407,4.793581213413443,0.058469917415675324,0.13033386100675945,0.058469917415675345,5.392273378444629e-16,8.110346618392341e-16,0.0768725499025639,0.9985140458777008,1.0,0.0,0.12337002146017806,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,5,18,19,0.0,0.40715307974159126,0.7201686584467358,0.36033242535914084,0.28631486909243203,3.0509157968303806,0.029905114790296308,0.06510439619215179,0.029905114790296283,5.659923603900164e-16,8.084985996903437e-16,0.04178985092120566,0.9989866388950558,1.0,0.0,0.12540636004483494,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,6,18,20,0.0,0.4069970143830648,0.7200200707238118,0.3569413650688521,0.28933639886395934,2.2160265781576745,0.017756232325637143,0.03704705224742144,0.01775623232563715,5.958160490193802e-16,1.2123968890016333e-15,0.02357592954782876,0.9999096735911236,1.0,0.0,0.12452115128545077,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,7,18,21,0.0,0.4068453935516077,0.7197741426245088,0.3536927142428162,0.2916637838649998,1.5199507740175968,0.010023830877260506,0.02264443537683332,0.010023830877260493,5.421126659575735e-16,1.0320579433683673e-15,0.013536402363780285,1.0006257756563557,1.0,0.0,0.1237951184536524,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,8,18,22,0.0,0.40692048439827144,0.7198405683438529,0.35021602423173404,0.29303186117322066,1.2093893348332445,0.006047000948614399,0.011405345559862619,0.006047000948614397,5.701772274202505e-16,1.0952856658187474e-15,0.007853632559188863,1.0002856667457445,1.0,0.0,0.12192020407439608,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,9,18,23,0.0,0.40697352331592596,0.7199110576318336,0.34689577602680083,0.2938528076419567,0.8509487413489345,0.003361926005422071,0.006269159829285279,0.003361926005422071,5.646234173919059e-16,9.087125059435572e-16,0.0044197240883912855,1.000016430732195,1.0,0.0,0.11924375689804091,0.0
jacru_m2,17,ood,affine_pcg_dense_exact_camera_block_oracle,10,18,24,0.0,0.40698938571175236,0.7199102710719699,0.3437313380683986,0.29428303987315746,0.5979772441363145,0.001977981998871638,0.004025643653357025,0.0019779819988716397,5.512367528732143e-16,8.542803787639083e-16,0.002492458824269273,0.9999504105294703,1.0,0.0,0.116879600556332,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,0,12,14,0.0,0.3896907089222501,0.620922006483137,0.4061033089525297,0.35775563606121424,36.44195144792723,1.0,1.0,1.0,0.0,0.0,1.0,1.0024924311097219,1.0,0.08333333333333333,-0.09546029656911333,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,1,12,15,0.0,0.3761794611523576,0.6597198850961005,0.42555752970561683,0.3256485934686687,16.160240068182393,0.3468725418042173,0.4229826962754522,0.3468725418042173,6.21456732340692e-16,8.025000298724495e-16,0.39945726411832855,1.069332223262304,1.0,0.08333333333333333,-0.019775818044864828,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,2,12,16,0.0,0.3764385900564557,0.6728057743493484,0.4247016161090729,0.3191966093701474,6.021018133390808,0.12635559739311367,0.2465548424867607,0.1263555973931136,6.31102002825286e-16,1.0502249316083133e-15,0.20679872645516087,1.0596468902045924,1.0,0.08333333333333333,-0.042492601221102745,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,3,12,17,0.0,0.3838040963271397,0.687928828850462,0.4105391266429454,0.3097721489513326,5.67059894370495,0.08732054763569229,0.14431533953611236,0.0873205476356923,6.062130149816753e-16,7.264343401014565e-16,0.12952213799657455,1.0229075705323274,1.0,0.08333333333333333,-0.0755019945769443,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,4,12,18,0.0,0.38878959492827364,0.6940934982270965,0.3996946833576771,0.30837602377603024,5.222672704064908,0.06032094110750877,0.10341391161230502,0.060320941107508796,6.182593344004614e-16,8.022052001487279e-16,0.06920893394653112,0.9986711888699854,1.0,0.08333333333333333,-0.09408954629180201,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,5,12,19,0.0,0.38904072260393546,0.6956642446066628,0.3961532366861899,0.310487875552754,2.929454606978577,0.029713749317316004,0.051689620558441556,0.029713749317315994,5.800477050321661e-16,7.662491548318941e-16,0.036752620511250125,0.9977796484785179,1.0,0.08333333333333333,-0.09182062168988003,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,6,12,20,0.0,0.38865808560041487,0.6951604390250732,0.3933556423350136,0.3137625063190855,1.9366430457988812,0.015805990601019112,0.027183017739026604,0.0158059906010191,6.390215513617119e-16,8.724353813504252e-16,0.022451033900423554,0.9998758743129456,1.0,0.08333333333333333,-0.08878960887936657,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,7,12,21,0.0,0.38856630065131786,0.695365469974568,0.3902047305278977,0.31556990209518315,1.6866836029059238,0.010082759311672922,0.019058640158752686,0.010082759311672893,6.342372495325706e-16,8.441990394342535e-16,0.013415202098723414,1.0007845079447024,1.0,0.08333333333333333,-0.08678993371862358,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,8,12,22,0.0,0.38863422416494214,0.6955141075770985,0.3869599634847496,0.3167967677798615,1.272594155836591,0.006060460690693845,0.013975944670282328,0.006060460690693849,6.176899276662531e-16,8.28720664223643e-16,0.007544467376344402,1.0004654251347957,1.0,0.08333333333333333,-0.08754510305200573,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,9,12,23,0.0,0.3887063296092615,0.695542638773293,0.38382007232279186,0.3176132143254868,0.8549868065132258,0.003219297970203526,0.006896517286578067,0.003219297970203552,6.857873484383521e-16,8.849873923369668e-16,0.004349493864775555,1.0000701299570791,1.0,0.08333333333333333,-0.08890388003296631,0.0
jacru_m2,29,development,affine_pcg_dense_exact_camera_block_oracle,10,12,24,0.0,0.38873210363055294,0.6955692560074992,0.3808529686845919,0.3179956607241902,0.6165350441525265,0.0018523262962987237,0.003399434088463266,0.0018523262962987187,6.136763476878341e-16,7.45534868985748e-16,0.002412705346100327,0.9999069836252628,1.0,0.08333333333333333,-0.09029338387112062,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,0,18,14,0.0,0.44433056281362654,0.7084706312813821,0.3187695885475739,0.26816528333814865,38.82303363876755,1.0,1.0,1.0,0.0,0.0,1.0,0.9297989656294217,1.0,0.0,0.09577618145002714,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,1,18,15,0.0,0.42123203142206367,0.721747456140124,0.3517176138527629,0.2629151579731064,13.370194247899372,0.28134960237798035,0.3250854350772114,0.28134960237798035,5.97952361431466e-16,7.621201975490323e-16,0.3654156926967846,1.0328659682325267,1.0,0.0,0.13849267825634393,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,2,18,16,0.0,0.42127825204828445,0.7313697066060793,0.3491229796167288,0.26038815378508595,6.481816528126074,0.12146279942170445,0.20053708333808004,0.12146279942170442,6.079725423861035e-16,8.623847235199372e-16,0.2036253599821625,1.0290303116491795,1.0,0.0,0.11430086998462573,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,3,18,17,0.0,0.4245383450718354,0.7394274404793324,0.3402295895314876,0.2583643492582605,5.037831741820106,0.08307885015564431,0.14426918670185473,0.08307885015564428,6.292488337408363e-16,9.165182842211547e-16,0.13306005446372637,1.0120149596978896,1.0,0.0,0.09052776256122101,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,4,18,18,0.0,0.426816155396979,0.7435661281327232,0.3324768062761685,0.2591159746417071,4.268761969608837,0.05734662551776061,0.10349836847181036,0.05734662551776063,6.015869815271376e-16,9.127771097609489e-16,0.07790580734605655,1.001409964942865,1.0,0.0,0.08666988486690128,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,5,18,19,0.0,0.4271905435005059,0.7442721249164941,0.3278562581738134,0.26224078116510563,2.846799536621816,0.030919912604840522,0.054959043707170856,0.030919912604840498,5.995773090857265e-16,7.634924905179887e-16,0.04305699358799968,0.9994912115835807,1.0,0.0,0.08413354683832347,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,6,18,20,0.0,0.4272222997409257,0.7447505889766063,0.3239849556329591,0.2646909250701425,2.0177748496779673,0.01785198841271808,0.030176543510713656,0.01785198841271808,6.146463048556525e-16,8.957557584635097e-16,0.024709219374245608,0.9994448777100303,1.0,0.0,0.08224793763191945,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,7,18,21,0.0,0.42702247668810844,0.7442284867341374,0.3206356507023058,0.26735907426679295,1.449525748866437,0.010546023704472876,0.01873820714213038,0.010546023704472872,5.81713226969247e-16,7.161416296591939e-16,0.014410869001807245,1.0004519908115947,1.0,0.0,0.08140126912032324,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,8,18,22,0.0,0.4270862532723025,0.7443256183838042,0.31701244665646894,0.26873590307045897,1.1180488312525663,0.006275369832236986,0.010648837638306468,0.0062753698322370035,6.52164228368317e-16,9.562023483684398e-16,0.00820411997133968,1.0001790202415939,1.0,0.0,0.07974873865525675,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,9,18,23,0.0,0.4271106308745714,0.7443300562742396,0.3135785901358275,0.2696411259489934,0.779028762620693,0.00345995983690038,0.005877923288096754,0.0034599598369003787,6.270886275830211e-16,9.183436999324189e-16,0.004337255946012389,1.0000538721405945,1.0,0.0,0.07719357619625127,0.0
jacru_m2,29,ood,affine_pcg_dense_exact_camera_block_oracle,10,18,24,0.0,0.42713049392796265,0.7443470120534159,0.31025485644080225,0.2700567254560012,0.49504143184011856,0.001827512009676663,0.0034986152297063595,0.0018275120096766786,6.232845149155143e-16,9.517179946742963e-16,0.0024113632135862365,0.999950882539975,1.0,0.0,0.07456297827714528,0.0
jacru_m2,43,development,affine_pcg_dense_exact_camera_block_oracle,0,12,14,0.0,0.36262264042487713,0.6046668300715018,0.4466276778931934,0.3748243610002943,35.755664849009726,1.0,1.0,1.0,0.0,0.0,1.0,1.101391663057846,1.0,0.0,0.09202752239461903,0.0
jacru_m2,43,development,affine_pcg_dense_exact_camera_block_oracle,1,12,15,0.0,0.36422228376889304,0.6459986740904979,0.44455084508727244,0.3400975349445933,16.12932494062126,0.36607246955176326,0.4791279721499159,0.36607246955176326,6.229531185404652e-16,8.33301645345982e-16,0.4149692915212974,1.0776726203760387,1.0,0.0,0.01960034998357069,0.0
jacru_m2,43,development,affine_pcg_dense_exact_camera_block_oracle,2,12,16,0.0,0.36700126383143705,0.6630846390068593,0.4401418530527807,0.3294712166948304,6.621367327333268,0.14564721210115603,0.37297219971891665,0.14564721210115597,6.14943350149984e-16,7.066795287291334e-16,0.23041572491475484,1.0561149640070229,1.0,0.08333333333333333,-0.02089204118024742,0.0
jacru_m2,43,development,affine_pcg_dense_exact_camera_block_oracle,3,12,17,0.0,0.3749015278825308,0.6771231507988222,0.42530582487029683,0.32105938756086366,5.774944721400733,0.09220242685798019,0.16068706344156858,0.09220242685798023,6.367059404992498e-16,9.766149208555912e-16,0.14347490888897488,1.020419231876244,1.0,0.08333333333333333,-0.05189791106758527,0.0
jacru_m2,43,development,affine_pcg_dense_exact_camera_block_oracle,4,12,18,0.0,0.3800588175012338,0.6840855217439487,0.4142713853398001,0.31876859067501667,5.337253498428137,0.0635720458096382,0.10450591016823123,0.06357204580963824,6.298281716990763e-16,9.615818792696885e-16,0.0753537337268301,0.9984108974046785,1.0,0.08333333333333333,-0.06402747402345621,0.0
jacru_m2,43,development,affine_pcg_dense_exact_camera_block_oracle,5,12,19,0.0,0.3801125708961915,0.6855287199643049,0.4111376660395541,0.32098126032568447,3.3375423725806033,0.0347508979580926,0.06161796384289348,0.0347508979580926,6.796146200304418e-16,9.108327360262585e-16,0.0411202097379628,0.9982743173877312,1.0,0.08333333333333333,-0.061591390659556516,0.0
