case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,projection_variant,projection_iterations,damping_fraction,damping_absolute,preconditioner,projection_forward_calls,projection_adjoint_calls,paired_call_budget,matched_cgls_field_relative_l2,matched_huber_field_relative_l2,matched_base_landweber_field_relative_l2,field_gain_to_best_matched_classical,h1_gain_to_best_matched_classical,reprojection_ratio_to_matched_cgls,visible_correction_fraction,system_residual_fraction,projection_closure_relative_error,exact_projection_approximation_error,exact_oracle_error_reduction_retention,oracle_reduction_defined,base_anchor_field_relative_l2,exact_oracle_field_relative_l2,raw_learned_field_relative_l2,exact_oracle_rank,exact_oracle_nullity_lower_bound,field_harm_to_best_matched_classical,converged,breakdown,projection_diagnostic_forward_calls,dense_oracle_used_by_algorithm,projection_target_mode,exact_oracle_internal_projection_residual,preconditioner_kind,preconditioner_is_oracle,preconditioner_setup_forward_equivalents,preconditioner_setup_adjoint_equivalents,preconditioner_applications,preconditioner_block_count,preconditioner_largest_block_size,preconditioner_minimum_block_eigenvalue,preconditioner_maximum_block_condition_number
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2486510454472608,0.025485096171064595,0.02891391735674062,0.003292887447263724,0.47970128473137474,0.19775896901826429,0.19706108270205097,0.7055189609527588,0.049539310853460417,14,13,1,1,0.0017860420048236847,affine_pcg_dense_exact_camera_block_oracle,0,0.0,0.0,dense_exact_camera_block_jacobi_oracle,1,0,14,0.5968408693463881,0.6157464450463019,0.5961710292723394,0.583388038222712,0.49760409734635275,42.948039057184715,1.0,1.0,0.0,1.0,1.0276548444686546,1,0.5961347720424761,0.25800205319670394,0.2486510454472608,150,850,0,0,0,1,False,affine_observation,2.3545177961165197e-15,dense_exact_camera_block_jacobi_oracle,1,1001,0,11,3,50,0.20476075268048827,29.38822855478934
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25567041990682565,0.02620453586954223,0.029730152062912095,0.0026438459292115715,0.5249305092859978,0.07412425427990865,0.07513946083738321,0.7055189609527588,0.04723701141542467,15,14,1,1,0.0017860420048236847,affine_pcg_dense_exact_camera_block_oracle,1,0.0,0.0,dense_exact_camera_block_jacobi_oracle,2,1,15,0.5971029818222995,0.607077191672447,0.5961853694286711,0.5718152015812336,0.4568530752932056,20.707710345923168,0.3748212010200296,0.3748212010200296,7.96923243196631e-16,0.4214973012770234,1.006895615715147,1,0.5961347720424761,0.25800205319670394,0.2486510454472608,150,850,0,0,0,1,False,affine_observation,2.3545177961165197e-15,dense_exact_camera_block_jacobi_oracle,1,1001,0,11,3,50,0.20476075268048827,29.38822855478934
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25233853216767443,0.02586303929827014,0.029342709787901874,0.002516455761335412,0.5358435393550748,0.017037053000484303,0.023249300850345534,0.7055189609527588,0.0468612033540997,16,15,1,1,0.0017860420048236847,affine_pcg_dense_exact_camera_block_oracle,2,0.0,0.0,dense_exact_camera_block_jacobi_oracle,3,2,16,0.5972661942929209,0.599511718989623,0.5961985733520055,0.5775107739583224,0.4509603770614679,5.979312410552682,0.08615059577353898,0.08615059577353888,7.638766308982526e-16,0.1990245356482024,1.016749402567022,1,0.5961347720424761,0.25800205319670394,0.2486510454472608,150,850,0,0,0,1,False,affine_observation,2.3545177961165197e-15,dense_exact_camera_block_jacobi_oracle,1,1001,0,11,3,50,0.20476075268048827,29.38822855478934
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2555091771880712,0.026188009551758408,0.02971140225779442,0.0024496599026658317,0.5465964964739854,0.015940164174949815,0.0212303077475922,0.7055189609527588,0.04684471467623076,17,16,1,1,0.0017860420048236847,affine_pcg_dense_exact_camera_block_oracle,3,0.0,0.0,dense_exact_camera_block_jacobi_oracle,4,3,17,0.5973855249765307,0.5928083653357892,0.5962111986390438,0.5689852030962129,0.4442103974136013,6.94691420681753,0.08060400119439154,0.08060400119439154,6.095286546755741e-16,0.13650599116717232,1.007372477934529,1,0.5961347720424761,0.25800205319670394,0.2486510454472608,150,850,0,0,0,1,False,affine_observation,2.3545177961165197e-15,dense_exact_camera_block_jacobi_oracle,1,1001,0,11,3,50,0.20476075268048827,29.38822855478934
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25855376696606486,0.0265000599722746,0.030065436631821443,0.0024640111384594977,0.5495132240973662,0.010848083612998315,0.021129154422677057,0.7055189609527588,0.04686484920075336,18,17,1,1,0.0017860420048236847,affine_pcg_dense_exact_camera_block_oracle,4,0.0,0.0,dense_exact_camera_block_jacobi_oracle,5,4,18,0.5975108025880026,0.5867877968171817,0.5962235622431531,0.5593743285588141,0.4444564320050774,6.302517036340068,0.05485507770824,0.05485507770824011,7.549474274916375e-16,0.06993747656465799,0.9983683514235351,1,0.5961347720424761,0.25800205319670394,0.2486510454472608,150,850,0,0,0,1,False,affine_observation,2.3545177961165197e-15,dense_exact_camera_block_jacobi_oracle,1,1001,0,11,3,50,0.20476075268048827,29.38822855478934
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2580799558864917,0.02645149745403496,0.0300103404050075,0.0024684600099436163,0.550819002554696,0.00493594873274963,0.019669922704087867,0.7055189609527588,0.04687520398749329,19,18,1,1,0.0017860420048236847,affine_pcg_dense_exact_camera_block_oracle,5,0.0,0.0,dense_exact_camera_block_jacobi_oracle,6,5,19,0.5975791676080361,0.5813187472617088,0.596235840568982,0.556043982578968,0.44544424498451707,3.6028319250113823,0.02495941780670268,0.024959417806702664,6.364603523538818e-16,0.033649184667280584,0.9997696091343846,1,0.5961347720424761,0.25800205319670394,0.2486510454472608,150,850,0,0,0,1,False,affine_observation,2.3545177961165197e-15,dense_exact_camera_block_jacobi_oracle,1,1001,0,11,3,50,0.20476075268048827,29.38822855478934
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2579379156005109,0.026436939259268977,0.029993823518529947,0.0024717440879327766,0.5503701643384811,0.002391973872625045,0.019213155945246217,0.7055189609527588,0.04687539314105265,20,19,1,1,0.0017860420048236847,affine_pcg_dense_exact_camera_block_oracle,6,0.0,0.0,dense_exact_camera_block_jacobi_oracle,7,6,20,0.597623564810067,0.5763055675309584,0.5962481295527403,0.5524285550362052,0.4474516311153323,2.352691025180621,0.012095400196003908,0.01209540019600392,6.871338793272175e-16,0.021193777544167833,1.0001896817214613,1,0.5961347720424761,0.25800205319670394,0.2486510454472608,150,850,0,0,0,1,False,affine_observation,2.3545177961165197e-15,dense_exact_camera_block_jacobi_oracle,1,1001,0,11,3,50,0.20476075268048827,29.38822855478934
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2579000939362837,0.026433062787531464,0.0299894254977141,0.002466536620394344,0.5508126634849968,0.001664009855193829,0.019215251800770664,0.7055189609527588,0.04687327109682566,21,20,1,1,0.0017860420048236847,affine_pcg_dense_exact_camera_block_oracle,7,0.0,0.0,dense_exact_camera_block_jacobi_oracle,8,7,21,0.5976347383532029,0.5716778522027013,0.5962604791682324,0.5488716364599701,0.44795723211913835,2.038464152048685,0.008414333182734924,0.008414333182734919,6.880605214819926e-16,0.013484190502362771,1.0003015362156265,1,0.5961347720424761,0.25800205319670394,0.2486510454472608,150,850,0,0,0,1,False,affine_observation,2.3545177961165197e-15,dense_exact_camera_block_jacobi_oracle,1,1001,0,11,3,50,0.20476075268048827,29.38822855478934
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25799137026356067,0.026442418010529264,0.030000039393098154,0.002466622975318806,0.5508821935202843,0.0007954349286103214,0.01917695752095857,0.7055189609527588,0.04687087072652339,22,21,1,1,0.0017860420048236847,affine_pcg_dense_exact_camera_block_oracle,8,0.0,0.0,dense_exact_camera_block_jacobi_oracle,9,8,22,0.5976395706410947,0.567382652763368,0.596272913069439,0.5452956324853339,0.4483556936793938,1.1857564650794525,0.004022244515933221,0.004022244515933155,6.49663222689003e-16,0.006158451103786242,1.0000315939054338,1,0.5961347720424761,0.25800205319670394,0.2486510454472608,150,850,0,0,0,1,False,affine_observation,2.3545177961165197e-15,dense_exact_camera_block_jacobi_oracle,1,1001,0,11,3,50,0.20476075268048827,29.38822855478934
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25802819255965675,0.02644619205360863,0.030004321204277724,0.002468475251791665,0.5508517123015055,0.00040896128992737454,0.019186635260729487,0.7055189609527588,0.04686996053124536,23,22,1,1,0.0017860420048236847,affine_pcg_dense_exact_camera_block_oracle,9,0.0,0.0,dense_exact_camera_block_jacobi_oracle,10,9,23,0.597644768922632,0.5633788142843243,0.5962854397989182,0.5419987652758347,0.4484782422792963,0.7823565636247415,0.002067978468726768,0.0020679784687268254,7.578410972600083e-16,0.003077246065244811,0.9999226949611915,1,0.5961347720424761,0.25800205319670394,0.2486510454472608,150,850,0,0,0,1,False,affine_observation,2.3545177961165197e-15,dense_exact_camera_block_jacobi_oracle,1,1001,0,11,3,50,0.20476075268048827,29.38822855478934
