case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,candidate_id,solver_kind,mean_policy,whitening_policy,standardized_edge_regularization_weight,edge_indicator_quantile,minimum_edge_weight,edge_indicator_threshold,edge_weight_minimum,edge_weight_mean,edge_weight_maximum,session_id,stress,selector_digest,reconstruction_uses_truth_or_clean_projection,development_gate_uses_truth_and_clean_projection,warm_start_used,warm_start_forward_calls,warm_start_adjoint_calls,refinement_forward_calls,refinement_adjoint_calls,warm_start_seconds_amortized_screening_only,refinement_seconds,candidate_budget_matched,operator_norm_squared_bound,dense_norm_setup_in_budget,field_gain_to_registered_huber,h1_gain_to_registered_huber,clean_reprojection_ratio_to_cgls,measured_reprojection_ratio_to_cgls
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p7__wmin0p05,-1,0.5528996797321788,0.05666857939639771,0.06429289536100234,0.019047348797634506,1.078491523135001,0.03676623914164779,0.019469398186189743,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p7__wmin0p05,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.7,0.05,0.9188533277379307,0.16119720318184844,0.6573892502276305,0.9972394601663732,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.007763334026094526,True,146097.51508001765,False,0.012760886317244868,-0.07802940852812626,0.4748296992914135,55.69541966492898
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p7__wmin0p2,-1,0.5492307476011989,0.05629253799253011,0.06386626051524158,0.018959439639878665,1.071850133333198,0.03676435488625275,0.019508877769128158,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p7__wmin0p2,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.7,0.2,0.9188533277379307,0.29363975004787235,0.7114856844022152,0.997675334876946,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008280458045192063,True,146097.51508001765,False,0.019312008406708294,-0.07139086444478425,0.4757925476709846,55.6925652964259
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p7__wmin0p5,-1,0.542015087009056,0.055552980256918155,0.06302720104673933,0.018784759047433066,1.0587941462782455,0.03676456617635232,0.019595021367812583,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p7__wmin0p5,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.7,0.5,0.9188533277379307,0.5585248437799202,0.8196785527513843,0.9985470842980912,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008294583996757865,True,146097.51508001765,False,0.03219604981377407,-0.05834047165014429,0.47789346207357875,55.692885369706204
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p85__wmin0p05,-1,0.5468647984464524,0.056050043770814274,0.06359114058478828,0.01889545373162295,1.0678787802357972,0.03676962554844629,0.019563486251240127,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p85__wmin0p05,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.85,0.05,1.2449592616696237,0.23594224771176053,0.7537567237775002,0.9984942563298177,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008297458000015467,True,146097.51508001765,False,0.023536567819876796,-0.06742121300218182,0.4771243674268916,55.70054957084815
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p85__wmin0p2,-1,0.5441983556987336,0.05577675093290154,0.0632810783242201,0.018832051390862997,1.0630005425645879,0.03676895600202731,0.019591018885724794,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p85__wmin0p2,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.85,0.2,1.2449592616696237,0.35658294544148256,0.7926372410757897,0.9987320053303728,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.00781620800262317,True,146097.51508001765,False,0.02829767850856233,-0.06254506556982493,0.47779584748128423,55.69953530695658
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p85__wmin0p5,-1,0.5389332491393652,0.055237112152074996,0.06266883534869519,0.018705701656987754,1.053373791991247,0.036769870985743816,0.019649724077211068,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p85__wmin0p5,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.85,0.5,1.2449592616696237,0.5978643409009265,0.8703982756723685,0.999207503331483,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008198541996534914,True,146097.51508001765,False,0.03769887609224327,-0.05292243988941198,0.4792275798930259,55.70092137208772
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p95__wmin0p05,-1,0.5420974497940214,0.05556142190047523,0.0630367784476848,0.01877746692485024,1.0593657045542135,0.03677128050662179,0.019635067380097328,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p95__wmin0p05,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.95,0.05,1.6416611901024902,0.3324732587012836,0.8273496417713184,0.9991334635320831,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008031708013731986,True,146097.51508001765,False,0.03204898558890583,-0.058911785023466015,0.4788701248234563,55.70305658794493
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p95__wmin0p2,-1,0.5402121021136703,0.055368186167791246,0.06281754435228681,0.018732912802962385,1.0558838327998918,0.036771385876518424,0.01965276921002603,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p95__wmin0p2,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.95,0.2,1.6416611901024902,0.4378722178537125,0.8546102246495312,0.9992702850796489,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008120583021081984,True,146097.51508001765,False,0.03541539913762636,-0.055431405189815396,0.47930184615873184,55.70321620776872
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p95__wmin0p5,-1,0.5364759585735027,0.054985256036696066,0.06238309395470649,0.018644023974278973,1.048989111500097,0.03677238075478901,0.01969030702971485,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p95__wmin0p5,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.95,0.5,1.6416611901024902,0.6486701361585703,0.909131390405957,0.9995439281747805,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.00794525002129376,True,146097.51508001765,False,0.042086531663825845,-0.04853963815656297,0.4802173378172024,55.70472330134395
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p1__q0p7__wmin0p05,-1,0.5205378734887128,0.05335170717934918,0.060529763822362206,0.017930829303427258,1.0183749062966083,0.03708444854764048,0.018796159868044105,,,24,24,0,1,0.0,adaptive_edge_warm__l0p1__q0p7__wmin0p05,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.1,0.7,0.05,0.9188533277379307,0.16119720318184844,0.6573892502276305,0.9972394601663732,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.007951250008773059,True,146097.51508001765,False,0.07054504153406144,-0.017938550600361078,0.45841041683083367,56.17745989590856
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p1__q0p7__wmin0p2,-1,0.5138656635839061,0.052667849563582204,0.05975389849098025,0.017765638820019754,1.00618060765052,0.03709548227142513,0.01890664039946339,,,24,24,0,1,0.0,adaptive_edge_warm__l0p1__q0p7__wmin0p2,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.1,0.7,0.2,0.9188533277379307,0.29363975004787235,0.7114856844022152,0.997675334876946,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008109792019240558,True,146097.51508001765,False,0.08245871563117335,-0.005749476996291212,0.46110487286946894,56.19417435708272
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p1__q0p7__wmin0p5,-1,0.5010569188001786,0.05135503749775417,0.058264457787225665,0.017441594111730317,0.9828090608445833,0.03713498566099884,0.019156556789716325,,,24,24,0,1,0.0,adaptive_edge_warm__l0p1__q0p7__wmin0p5,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.1,0.7,0.5,0.9188533277379307,0.5585248437799202,0.8196785527513843,0.9985470842980912,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008426291984505951,True,146097.51508001765,False,0.10532958047558973,0.017612055513814107,0.4671999623682277,56.25401615520677
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p1__q0p85__wmin0p05,-1,0.5100303059557658,0.05227475064124402,0.059307911170500174,0.01765171011836439,0.9998704766685533,0.037118940964437644,0.019043980833321577,,,24,24,0,1,0.0,adaptive_edge_warm__l0p1__q0p85__wmin0p05,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.1,0.85,0.05,1.2449592616696237,0.23594224771176053,0.7537567237775002,0.9984942563298177,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008071625023148954,True,146097.51508001765,False,0.08930700150338744,0.0005579502057796176,0.4644544020272677,56.229710810705
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p1__q0p85__wmin0p2,-1,0.5052240704562126,0.051782143124929035,0.058749027149799,0.01753333053062275,0.9909696241826146,0.037131492968970364,0.019126745113099496,,,24,24,0,1,0.0,adaptive_edge_warm__l0p1__q0p85__wmin0p2,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.1,0.85,0.2,1.2449592616696237,0.35658294544148256,0.7926372410757897,0.9987320053303728,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008041749999392778,True,146097.51508001765,False,0.09788885432165614,0.009454988833325273,0.4664728998618281,56.24872524286904
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p1__q0p85__wmin0p5,-1,0.49592745415623857,0.05082930112080975,0.05766798767573901,0.017300129499572783,0.9738006524390113,0.037168400129000585,0.019310000008875103,,,24,24,0,1,0.0,adaptive_edge_warm__l0p1__q0p85__wmin0p5,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.1,0.85,0.5,1.2449592616696237,0.5978643409009265,0.8703982756723685,0.999207503331483,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008295416948385537,True,146097.51508001765,False,0.11448858040701185,0.026616603975177407,0.4709422145382588,56.30463413685748
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p1__q0p95__wmin0p05,-1,0.5017272624718655,0.051423743313608994,0.0583424074354522,0.017434770856469422,0.9849577581292515,0.037149905546909175,0.019242454848701313,,,24,24,0,1,0.0,adaptive_edge_warm__l0p1__q0p95__wmin0p05,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.1,0.95,0.05,1.6416611901024902,0.3324732587012836,0.8273496417713184,0.9991334635320831,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008648750022985041,True,146097.51508001765,False,0.10413263731110892,0.01546427890805691,0.4692948884223103,56.2766175777762
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p1__q0p95__wmin0p2,-1,0.4983585971702005,0.05107847728415539,0.05795068855102256,0.01735220401495571,0.9786572036358868,0.03716301549485475,0.019301685636556244,,,24,24,0,1,0.0,adaptive_edge_warm__l0p1__q0p95__wmin0p2,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.1,0.95,0.2,1.6416611901024902,0.4378722178537125,0.8546102246495312,0.9992702850796489,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.007996708969585598,True,146097.51508001765,False,0.11014761302663213,0.021762133724882296,0.4707394393486918,56.296477211768156
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p1__q0p95__wmin0p5,-1,0.4917904756029207,0.05040528803814085,0.057186926935447,0.017188964494637297,0.9663868374547786,0.03719348146428126,0.019427738143975908,,,24,24,0,1,0.0,adaptive_edge_warm__l0p1__q0p95__wmin0p5,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.1,0.95,0.5,1.6416611901024902,0.6486701361585703,0.909131390405957,0.9995439281747805,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.007972124963998795,True,146097.51508001765,False,0.12187543048129737,0.03402724227037414,0.4738136727492631,56.342628653751966
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p2__q0p7__wmin0p05,-1,0.47452060997697965,0.0486352404377103,0.055178733217329745,0.0164306362775826,0.932256899722084,0.03761889125581884,0.018618812237002527,,,24,24,0,1,0.0,adaptive_edge_warm__l0p2__q0p7__wmin0p05,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.2,0.7,0.05,0.9188533277379307,0.16119720318184844,0.6573892502276305,0.9972394601663732,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008199292002245784,True,146097.51508001765,False,0.15271192299334405,0.06814255592636558,0.45408517156581824,56.987061628742225
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p2__q0p7__wmin0p2,-1,0.4636101258692561,0.04751698760166027,0.0539100281722924,0.01615136886908501,0.9117848008520801,0.03768599719130533,0.01891763132301205,,,24,24,0,1,0.0,adaptive_edge_warm__l0p2__q0p7__wmin0p2,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.2,0.7,0.2,0.9188533277379307,0.29363975004787235,0.7114856844022152,0.997675334876946,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.00825116696069017,True,146097.51508001765,False,0.17219331727734202,0.08860588286286951,0.4613729251674207,57.08871720533053
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p2__q0p7__wmin0p5,-1,0.4437850068387025,0.04548504333942058,0.05160470163644016,0.015622454574593856,0.8745872808413683,0.03786895684987604,0.01957796680075428,,,24,24,0,1,0.0,adaptive_edge_warm__l0p2__q0p7__wmin0p5,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.2,0.7,0.5,0.9188533277379307,0.5585248437799202,0.8196785527513843,0.9985470842980912,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008421625010669231,True,146097.51508001765,False,0.20759238451836395,0.12578746439194502,0.4774775265181807,57.365874053671455
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p2__q0p85__wmin0p05,-1,0.45866049971723977,0.04700968348689954,0.05333447024029683,0.015986678652191305,0.9036163542246617,0.03776467930045993,0.019246286947083545,,,24,24,0,1,0.0,adaptive_edge_warm__l0p2__q0p85__wmin0p05,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.2,0.85,0.05,1.2449592616696237,0.23594224771176053,0.7537567237775002,0.9984942563298177,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008292208018247038,True,146097.51508001765,False,0.18103120363268332,0.09677082945489497,0.4693883476091372,57.20790897451323
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p2__q0p85__wmin0p2,-1,0.45098507027113255,0.04622300246878271,0.05244194741867327,0.0157901307357594,0.8889550923919143,0.03782528744443511,0.01946352801811824,,,24,24,0,1,0.0,adaptive_edge_warm__l0p2__q0p85__wmin0p2,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.2,0.85,0.2,1.2449592616696237,0.35658294544148256,0.7926372410757897,0.9987320053303728,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008342750021256506,True,146097.51508001765,False,0.19473619287626526,0.11142580919538408,0.4746865346124889,57.29972135708533
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p2__q0p85__wmin0p5,-1,0.43680409982517027,0.04476954630106664,0.050792940044602525,0.01541485927681867,0.8619987507837337,0.037971833910069974,0.019912817669929465,,,24,24,0,1,0.0,adaptive_edge_warm__l0p2__q0p85__wmin0p5,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.2,0.85,0.5,1.2449592616696237,0.5978643409009265,0.8703982756723685,0.999207503331483,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008097374986391515,True,146097.51508001765,False,0.22005725781342467,0.1383706004863505,0.4856440417847236,57.521717598596474
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p2__q0p95__wmin0p05,-1,0.4462536011893889,0.045738058018371254,0.0518917574697051,0.01564330358165696,0.8807051715670106,0.037891638464390365,0.019718134517977104,,,24,24,0,1,0.0,adaptive_edge_warm__l0p2__q0p95__wmin0p05,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.2,0.95,0.05,1.6416611901024902,0.3324732587012836,0.8273496417713184,0.9991334635320831,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008136958989780396,True,146097.51508001765,False,0.20318454528793714,0.11967219507463736,0.48089600891721485,57.40023334819126
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p2__q0p95__wmin0p2,-1,0.4410023115237441,0.045199835378243805,0.05128112116557999,0.015508978182735035,0.87058346353777,0.037942205286067336,0.019862642163922844,,,24,24,0,1,0.0,adaptive_edge_warm__l0p2__q0p95__wmin0p2,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.2,0.95,0.2,1.6416611901024902,0.4378722178537125,0.8546102246495312,0.9992702850796489,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008239292015787214,True,146097.51508001765,False,0.21256107188985854,0.12978956613040474,0.4844203357306855,57.47683461120242
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,adaptive_edge_warm__l0p2__q0p95__wmin0p5,-1,0.43109658495107817,0.044184563578784565,0.050129252453484506,0.015248892741804146,0.8514741660862604,0.0380471495966981,0.02015978559653992,,,24,24,0,1,0.0,adaptive_edge_warm__l0p2__q0p95__wmin0p5,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.2,0.95,0.5,1.6416611901024902,0.6486701361585703,0.909131390405957,0.9995439281747805,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008384167042095214,True,146097.51508001765,False,0.23024840483734632,0.1488906755847999,0.4916672226352877,57.635809735079214
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,uniform_edge_warm__l0p05,-1,0.5303744526977996,0.05435989182899322,0.06167359186383687,0.018496868462120643,1.0377573214126012,0.03677655886252106,0.01975796367373598,,,24,24,0,1,0.0,uniform_edge_warm__l0p05,uniform_edge_warm_huber_measurement_pdhg_control,estimated,structured_flowoff,0.05,,1.0,,1.0,1.0,1.0,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.00783287500962615,True,146097.51508001765,False,0.052981175798503394,-0.03731266069313456,0.4818673828585744,55.71105251719454
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,uniform_edge_warm__l0p1,-1,0.48134854570504054,0.04933505892577047,0.05597270683205225,0.016922108267369125,0.9469336697464255,0.03725648798443019,0.019661790575459834,,,24,24,0,1,0.0,uniform_edge_warm__l0p1,uniform_edge_warm_huber_measurement_pdhg_control,estimated,structured_flowoff,0.1,,1.0,,1.0,1.0,1.0,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.00831079197814688,True,146097.51508001765,False,0.14052019009214423,0.05347207463926919,0.47952186386010953,56.43807422183963
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,uniform_edge_warm__l0p2,-1,0.41632403370904203,0.04267047427174756,0.04841145422347046,0.01484075865390975,0.8231619152783131,0.038243529194593756,0.020656435031948008,,,24,24,0,1,0.0,uniform_edge_warm__l0p2,uniform_edge_warm_huber_measurement_pdhg_control,estimated,structured_flowoff,0.2,,1.0,,1.0,1.0,1.0,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004622458014637232,0.008396416960749775,True,146097.51508001765,False,0.2566257765914505,0.17719079509234179,0.5037797645748403,57.93329580854705
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,zero_start_24__structured__d2__l0p05_control,-1,0.48685407991326246,0.04989933995872266,0.056612907482787106,0.016363427749952936,0.964660117760535,0.05253570266654266,0.04200015533259771,,,24,24,0,1,0.0,zero_start_24__structured__d2__l0p05_control,zero_start_24_huber_measurement_pdhg_control,estimated,structured_flowoff,0.05,,1.0,,1.0,1.0,1.0,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,False,0,0,24,24,0.0,0.016117541992571205,True,146097.51508001765,False,0.13068969296704566,0.035753222095666046,1.024321395867088,79.58382678555041
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,zero_start_24__structured__d2__l0p1_control,-1,0.4034044425502851,0.041346301181787275,0.04690912395827797,0.012921855863767472,0.8124291254084601,0.05153221956168999,0.039871780230764355,,,24,24,0,1,0.0,zero_start_24__structured__d2__l0p1_control,zero_start_24_huber_measurement_pdhg_control,estimated,structured_flowoff,0.1,,1.0,,1.0,1.0,1.0,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,False,0,0,24,24,0.0,0.016487332992255688,True,146097.51508001765,False,0.2796945650032887,0.18791898615092456,0.9724134889087863,78.06369815786803
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,zero_start_24__structured__d2__l0p2_control,-1,0.3111740758145527,0.03189329541651997,0.03618428989702538,0.007561417046121569,0.6253156978039411,0.05129357368446918,0.03859778238522857,,,24,24,0,1,0.0,zero_start_24__structured__d2__l0p2_control,zero_start_24_huber_measurement_pdhg_control,estimated,structured_flowoff,0.2,,1.0,,1.0,1.0,1.0,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,False,0,0,24,24,0.0,0.01640016702003777,True,146097.51508001765,False,0.4443780127400023,0.3749522389500013,0.9413425740243826,77.70218491655145
170f9e9fcd7f86632b9a:stress=sparse-flowon-outlier,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p7__wmin0p05,-1,0.5541823801692923,0.05680004775173764,0.0644420517595425,0.019006264524447758,1.081330685110232,0.03544869803784941,0.02912027452527963,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p7__wmin0p05,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.7,0.05,0.9307967105859632,0.16540789274472686,0.6599024127429978,0.9973710704429491,development:2101:d7d9a77030834a1d,sparse_flowon_outlier,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004497165966313332,0.00815962499473244,True,146097.51508001765,False,0.010965342721979809,-0.07914929904203775,0.6457058495376018,56.82522693124789
170f9e9fcd7f86632b9a:stress=sparse-flowon-outlier,development,smooth_no_interface,2101,adaptive_edge_warm__l0p05__q0p7__wmin0p2,-1,0.5505413580217771,0.056426866937542806,0.06401866237351375,0.018919281444599208,1.074742817536226,0.0354515506111548,0.029143632428694707,,,24,24,0,1,0.0,adaptive_edge_warm__l0p05__q0p7__wmin0p2,adaptive_edge_warm_huber_measurement_pdhg,estimated,structured_flowoff,0.05,0.7,0.2,0.9307967105859632,0.2971855938902963,0.7136020317835771,0.9977861645835362,development:2101:d7d9a77030834a1d,sparse_flowon_outlier,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,True,True,12,12,12,12,0.004497165966313332,0.008364957990124822,True,146097.51508001765,False,0.017463378784962142,-0.07257472128098429,0.6462237819786218,56.82979968382807
