source_split,geometry_id,candidate,comparator,source_field_count,mean_field_gain_pct,minimum_field_gain_pct,positive_field_fraction,harm_rate_gt_1pct,mean_audit_gain_pct
test_family_ood,g_100011111,fno_quadratic,feasible_fno,32,24.009732704516132,17.95201371396912,1.0,0.0,25.186302221170564
test_family_ood,g_110001111,fno_quadratic,feasible_fno,32,25.50969352330181,21.065197069071527,1.0,0.0,21.515521333657222
test_family_ood,g_111000111,fno_quadratic,feasible_fno,32,24.15506789038853,18.543153895385366,1.0,0.0,28.388416726435164
test_family_ood,g_111010011,fno_quadratic,feasible_fno,32,29.37540045625734,21.440708769555357,1.0,0.0,34.425819181061485
test_iid,g_010011111,fno_quadratic,feasible_fno,32,48.44544673875908,21.102358578666983,1.0,0.0,41.69248982090221
test_iid,g_011011101,fno_quadratic,feasible_fno,32,46.265468233598625,24.405108712034426,1.0,0.0,47.067248895542946
test_iid,g_111001101,fno_quadratic,feasible_fno,32,42.839825499004675,20.170156205595585,1.0,0.0,44.72904495355467
test_iid,g_111011010,fno_quadratic,feasible_fno,32,42.68974931145334,16.652667920727172,1.0,0.0,41.88241640310278
test_joint_ood,g_100011111,fno_quadratic,feasible_fno,32,23.98654669407349,18.509483308062574,1.0,0.0,25.597923949116687
test_joint_ood,g_110001111,fno_quadratic,feasible_fno,32,24.209118403719128,19.08546375584112,1.0,0.0,20.141531196965047
test_joint_ood,g_111000111,fno_quadratic,feasible_fno,32,22.94693788525879,17.80239555096812,1.0,0.0,27.580595996686935
test_joint_ood,g_111010011,fno_quadratic,feasible_fno,32,28.967734559104745,22.99897020935732,1.0,0.0,34.88201763452656
test_noise_ood,g_010011111,fno_quadratic,feasible_fno,32,29.540920701978205,11.766421326239191,1.0,0.0,35.48561358862756
test_noise_ood,g_011011101,fno_quadratic,feasible_fno,32,19.635643100352127,-16.940564604345436,0.90625,0.09375,22.60735445323009
test_noise_ood,g_111001101,fno_quadratic,feasible_fno,32,27.136786233450888,9.557138258717757,1.0,0.0,36.86168252537229
test_noise_ood,g_111011010,fno_quadratic,feasible_fno,32,21.210001732475696,0.7432742495884707,1.0,0.0,21.280068759785713
val,g_011010111,fno_quadratic,feasible_fno,40,51.06033899072591,24.17389045544862,1.0,0.0,49.820330984102085
val,g_101011110,fno_quadratic,feasible_fno,40,40.288989820820696,19.622193305810637,1.0,0.0,39.46537212873742
val,g_111001110,fno_quadratic,feasible_fno,40,42.8418321923081,14.35516586483763,1.0,0.0,42.25148149195161
val,g_111010110,fno_quadratic,feasible_fno,40,45.930434477844514,21.06828936541436,1.0,0.0,45.98697469557994
