source_split,candidate,comparator,independent_field_count,mean_field_gain_pct,field_cluster_ci95_low_pct,field_cluster_ci95_high_pct,median_field_gain_pct,p10_field_gain_pct,positive_field_fraction,harm_rate_gt_1pct,mean_audit_gain_pct,audit_cluster_ci95_low_pct,audit_cluster_ci95_high_pct
test_family_ood,fno_quadratic,feasible_fno,32,25.737072038352714,24.971131871646346,26.575234174527914,25.35289577517111,22.707087280303377,1.0,0.0,26.895604537162697,25.809509965450346,28.032825294235426
test_family_ood,fno_quadratic,locked_fno_raw,32,27.186816682932637,26.312952895353558,28.078438829931486,26.656144957295904,24.09305377088218,1.0,0.0,26.980473042935614,25.85440690971617,28.145719399742188
test_family_ood,fno_quadratic,ridge_raw,32,40.56954559614035,39.469871361217024,41.62660084523684,40.58677892239371,36.78458207846872,1.0,0.0,36.81099375654715,35.28963650778563,38.390702526923974
test_family_ood,fno_quadratic,feasible_ridge,32,29.384943015897655,28.577615004017456,30.188886098450222,28.987059526564174,26.611954079163844,1.0,0.0,30.17833953132964,28.853229848524546,31.491592110880408
test_family_ood,fno_quadratic,fno_geometry,32,3.3198728417918524,3.161234741102134,3.48113651605783,3.351505714110436,2.7529746415675533,1.0,0.0,4.213962647469218,3.865208843998973,4.575267716840902
test_family_ood,fno_quadratic,fno_global,32,3.500264389437111,3.3393655798686113,3.6644608514485983,3.55149859737933,2.946151560986753,1.0,0.0,4.437441313613299,4.081842368765546,4.815285911197135
test_family_ood,fno_quadratic,fno_lookup,32,3.3198728417918524,3.158183980087887,3.4843957925077724,3.351505714110436,2.7529746415675533,1.0,0.0,4.213962647469218,3.8689533479747285,4.56767170508835
test_family_ood,fno_quadratic,ridge_geometry,32,3.0042689933147386,2.8018762230568113,3.213373825766328,3.096857844718981,2.349568360639629,1.0,0.0,4.19965138472134,3.857205236143703,4.564245442969083
test_family_ood,fno_quadratic,ridge_global,32,3.1795812703145847,2.983891409399908,3.3818758440277574,3.246604669947336,2.547717986889923,1.0,0.0,4.419715240029138,4.063288819536509,4.803892915411944
test_family_ood,fno_quadratic,ridge_quadratic,32,-0.5912126023129227,-0.7420732899004417,-0.4380078402007448,-0.5865770743664185,-1.2393528967631968,0.09375,0.1875,-0.3817290755471078,-0.5770053622586265,-0.19257669074217068
test_family_ood,fno_quadratic,ridge_lookup,32,3.0042689933147386,2.812925334520342,3.2023660100152096,3.096857844718981,2.349568360639629,1.0,0.0,4.19965138472134,3.8494068667238954,4.575720398858199
test_family_ood,feasible_fno,locked_fno_raw,32,1.9630208697871834,1.803652722754141,2.128406583198118,1.9347026372096892,1.437095807470917,1.0,0.0,0.11645081816611871,-0.183292045252255,0.4140411898237679
test_family_ood,feasible_ridge,ridge_raw,32,15.885095258214626,15.201834149844693,16.578610710141763,15.658744305897164,13.861264296741538,1.0,0.0,9.5136228417377,8.302294625883816,10.842923059874714
test_family_ood,ridge_raw,feasible_fno,32,-25.23390398521697,-27.50761158471495,-23.008488376391643,-25.60849890936088,-33.94662188399737,0.0,1.0,-15.94474222334197,-17.346070969801453,-14.560313469515245
test_family_ood,feasible_ridge,feasible_fno,32,-5.226763102181064,-6.4158876270259535,-4.034721882695768,-4.72975758192463,-10.08184481021169,0.09375,0.875,-4.7921860847850075,-5.686431604445273,-3.9233465973579795
test_family_ood,ridge_raw,feasible_ridge,32,-18.950679126691302,-19.93197412673678,-18.005149074320418,-18.566097316596945,-22.779207292479853,0.0,1.0,-10.701459931912932,-12.358538262264329,-9.18735913219259
test_family_ood,fno_geometry,feasible_fno,32,23.1896358676505,22.41656057426113,24.01931585435704,22.75722579315756,20.379944091467777,1.0,0.0,23.692456930936864,22.705327815304162,24.73163912242775
test_family_ood,fno_global,feasible_fno,32,23.046626974200237,22.25635972161213,23.85869665096151,22.621872874161205,20.265239894156444,1.0,0.0,23.514711594668604,22.531023811516658,24.566229403241476
test_family_ood,fno_lookup,feasible_fno,32,23.1896358676505,22.409773850059256,24.02331601914004,22.75722579315756,20.379944091467777,1.0,0.0,23.692456930936864,22.701167701172412,24.722652825425946
test_family_ood,ridge_geometry,feasible_ridge,32,27.20261539349895,26.434328315242198,27.954213754627634,26.961725469856155,24.934071320790675,1.0,0.0,27.138613503943766,25.909278329344485,28.363103616573923
test_family_ood,ridge_geometry,feasible_fno,32,23.434293428039616,22.612145225437725,24.331422615548675,23.000661490916315,20.548797873464515,1.0,0.0,23.69916558834547,22.678808607382663,24.780989108651784
