active_measured_weighted_residual,algorithm_wall_seconds_full_path,alpha,augmented_objective_squared,breakdown,checkpoint,cluster_id,configuration_id,data_residual_consistency_relative_difference,data_residual_squared,evaluator_forward_api_calls,evaluator_wall_seconds,family,field_relative_l2,front_top10_f1,gradient_relative_l2,heldout_b_clean_residual,lambda_h1,lambda_l2,physical_adjoint_calls_full_path,physical_forward_calls_full_path,quadratic_penalty_squared,regularization_family,regularization_row_count,replicate_index,sample_id,split
0.3603631258010864,0.13171174994204193,0.005897162868141794,8766.6640625,False,4,lockbox_iid-cluster-000,cgls,3.072599668030307e-07,8766.6640625,1,0.01058154203929007,plume,0.9763989448547363,0.3841928541660309,1.074981927871704,0.9125018119812012,0.0,0.0,20,20,0.0,unregularized,0,0,lockbox_iid-000-r0,lockbox_iid
0.2265544980764389,0.13171174994204193,0.006702856988717428,3464.96630859375,False,8,lockbox_iid-cluster-000,cgls,7.2616830948391e-07,3464.96630859375,1,0.01058154203929007,plume,0.9654634594917297,0.389380544424057,1.1216505765914917,0.8713364005088806,0.0,0.0,20,20,0.0,unregularized,0,0,lockbox_iid-000-r0,lockbox_iid
0.14413180947303772,0.13171174994204193,0.006011953817365417,1402.40478515625,False,12,lockbox_iid-cluster-000,cgls,1.4898859035383794e-06,1402.40478515625,1,0.01058154203929007,plume,0.9585174918174744,0.3939579129219055,1.1603747606277466,0.8428712487220764,0.0,0.0,20,20,0.0,unregularized,0,0,lockbox_iid-000-r0,lockbox_iid
0.10164466500282288,0.13171174994204193,0.007449887624724398,697.4656372070312,False,16,lockbox_iid-cluster-000,cgls,2.4650209979881765e-06,697.4656372070312,1,0.01058154203929007,plume,0.9549435973167419,0.39151662588119507,1.1817923784255981,0.8331048488616943,0.0,0.0,20,20,0.0,unregularized,0,0,lockbox_iid-000-r0,lockbox_iid
0.07896065711975098,0.13171174994204193,0.006572744394451866,420.8962707519531,False,20,lockbox_iid-cluster-000,cgls,3.4938964290631702e-06,420.8963623046875,1,0.01058154203929007,plume,0.9526882171630859,0.39060115814208984,1.193466067314148,0.8293502926826477,0.0,0.0,20,20,0.0,unregularized,0,0,lockbox_iid-000-r0,lockbox_iid
0.36108580231666565,0.10941295803058892,0.006384271335709527,10687.376953125,False,4,lockbox_iid-cluster-000,cgls,3.222388613721705e-07,10687.376953125,1,0.00829625001642853,plume,0.9702326655387878,0.38663411140441895,1.0891966819763184,0.9031673073768616,0.0,0.0,20,20,0.0,unregularized,0,1,lockbox_iid-000-r1,lockbox_iid
0.2110106498003006,0.10941295803058892,0.006374666372837641,3649.71533203125,False,8,lockbox_iid-cluster-000,cgls,8.24051198833331e-07,3649.71533203125,1,0.00829625001642853,plume,0.9563235640525818,0.39121150970458984,1.144681453704834,0.8830260038375854,0.0,0.0,20,20,0.0,unregularized,0,1,lockbox_iid-000-r1,lockbox_iid
0.1351512372493744,0.10941295803058892,0.007161179897635974,1497.236083984375,False,12,lockbox_iid-cluster-000,cgls,1.5538632851530565e-06,1497.236083984375,1,0.00829625001642853,plume,0.9493577480316162,0.3997558653354645,1.1804485321044922,0.8741310238838196,0.0,0.0,20,20,0.0,unregularized,0,1,lockbox_iid-000-r1,lockbox_iid
0.09663935005664825,0.10941295803058892,0.008512173018675809,765.5230712890625,False,16,lockbox_iid-cluster-000,cgls,2.4538896923331777e-06,765.5230712890625,1,0.00829625001642853,plume,0.945727527141571,0.4012816548347473,1.199295163154602,0.8762413263320923,0.0,0.0,20,20,0.0,unregularized,0,1,lockbox_iid-000-r1,lockbox_iid
0.07386445254087448,0.10941295803058892,0.007514883672182533,447.22003173828125,False,20,lockbox_iid-cluster-000,cgls,3.420045686652884e-06,447.2200012207031,1,0.00829625001642853,plume,0.9431158304214478,0.4052487313747406,1.209773302078247,0.8764723539352417,0.0,0.0,20,20,3.0517578125e-05,unregularized,0,1,lockbox_iid-000-r1,lockbox_iid
