active_residual_ratio,baseline_field_relative_l2,baseline_gradient_relative_l2,candidate_field_relative_l2,candidate_gradient_relative_l2,checkpoint,cluster_id,family,field_gain_percent,front_f1_gain_percent,gradient_gain_percent,heldout_b_ratio,replicate_index,sample_id,split
0.9762637461703603,0.9087545871734619,1.2933562994003296,0.8787798285484314,1.1960994005203247,20,lockbox_exact_operator_control-cluster-000,plume,3.298443721562087,1.5593179085746627,7.519729785604978,0.9341296666560318,0,lockbox_exact_operator_control-000-r0,lockbox_exact_operator_control
0.951255768835263,0.9015371799468994,1.2876558303833008,0.8688864707946777,1.1894557476043701,20,lockbox_exact_operator_control-cluster-000,plume,3.6216708393706853,3.549491476522004,7.626267863028207,0.9495090931341645,1,lockbox_exact_operator_control-000-r1,lockbox_exact_operator_control
0.9786795767395869,0.9048507809638977,1.2874808311462402,0.8759781718254089,1.193564772605896,20,lockbox_exact_operator_control-cluster-000,plume,3.1908696711000295,2.3117560916641757,7.294559753307633,0.9470705934281374,2,lockbox_exact_operator_control-000-r2,lockbox_exact_operator_control
1.0053184920501368,0.8994815349578857,1.290819764137268,0.8513782620429993,1.1580549478530884,20,lockbox_exact_operator_control-cluster-000,plume,5.347888872131066,5.4794488258301195,10.285310155048203,0.9163177526569454,3,lockbox_exact_operator_control-000-r3,lockbox_exact_operator_control
1.0605883486908567,0.9214118719100952,1.2721452713012695,0.8824836015701294,1.172534465789795,20,lockbox_exact_operator_control-cluster-001,wavy_front,4.224850094373883,2.581185476156962,7.830143911912146,0.9457781362632098,0,lockbox_exact_operator_control-001-r0,lockbox_exact_operator_control
1.0354294359896155,0.9071456789970398,1.272612452507019,0.8637641668319702,1.1635050773620605,20,lockbox_exact_operator_control-cluster-001,wavy_front,4.782199063444048,1.3824903804220718,8.57349579834924,0.9235884517438053,1,lockbox_exact_operator_control-001-r1,lockbox_exact_operator_control
1.0071491094491143,0.9226729273796082,1.2453675270080566,0.8996962308883667,1.173771858215332,20,lockbox_exact_operator_control-cluster-001,wavy_front,2.4902319998155025,1.7309185641642244,5.748959021336473,0.9732133583858145,2,lockbox_exact_operator_control-001-r2,lockbox_exact_operator_control
1.0168591085150878,0.9074349999427795,1.2782326936721802,0.869077205657959,1.1757069826126099,20,lockbox_exact_operator_control-cluster-001,wavy_front,4.2270569558413875,2.023348184322715,8.02089569192825,0.9395689466793313,3,lockbox_exact_operator_control-001-r3,lockbox_exact_operator_control
1.0159273628385566,0.9423334002494812,1.1862789392471313,0.9149478077888489,1.111059546470642,20,lockbox_exact_operator_control-cluster-002,plume,2.906146853479038,0.44877138451855964,6.340784640771506,0.9584761635378775,0,lockbox_exact_operator_control-002-r0,lockbox_exact_operator_control
1.04554950570834,0.936891496181488,1.2014495134353638,0.9098925590515137,1.1197819709777832,20,lockbox_exact_operator_control-cluster-002,plume,2.881757091404352,-0.3692771135609531,6.797417747838987,0.944783181856349,1,lockbox_exact_operator_control-002-r1,lockbox_exact_operator_control
1.0468261006336281,0.938326358795166,1.1995383501052856,0.9103612303733826,1.1188414096832275,20,lockbox_exact_operator_control-cluster-002,plume,2.9803200304093935,0.987827920687904,6.727333095684284,0.9511893971549833,2,lockbox_exact_operator_control-002-r2,lockbox_exact_operator_control
1.00741842285182,0.934102475643158,1.1998369693756104,0.9116224050521851,1.1320750713348389,20,lockbox_exact_operator_control-cluster-002,plume,2.4065957619365785,1.2967246807000778,5.647592112121238,0.967067061574199,3,lockbox_exact_operator_control-002-r3,lockbox_exact_operator_control
