case_id,stress_multiplier,step_count,high_relative_l2_to_reference,medium_relative_l2_to_reference,residual_relative_l2_to_reference,residual_variance_ratio_to_reference,reference_residual_norm_to_high_output_norm,accepted_execution_step_gate_met
smooth_narrow_aperture,1.0,32,0.0036126156932240173,0.0036227709790806343,0.10473560193833913,1.0129827527315922,0.00018763770020672175,True
smooth_narrow_aperture,1.0,64,0.0030464206343517176,0.0030553397674417046,0.09421501449349576,1.0176800377812323,0.00018763770020672175,True
smooth_narrow_aperture,1.0,128,0.0008422068105373107,0.000844116030668759,0.025405770650819837,1.0012623057808956,0.00018763770020672175,True
smooth_narrow_aperture,1.0,256,0.0,0.0,0.0,1.0,0.00018763770020672175,True
smooth_narrow_aperture,3.0,32,0.003591805681547065,0.003622290736655965,0.10436079505563066,1.0127067867279034,0.0005627722876536964,True
smooth_narrow_aperture,3.0,64,0.0030280847517513577,0.0030550446772371546,0.09446827101638118,1.0177137384428376,0.0005627722876536964,True
smooth_narrow_aperture,3.0,128,0.0008382045541169054,0.0008440435728478725,0.025487216153087314,1.0012553188761981,0.0005627722876536964,True
smooth_narrow_aperture,3.0,256,0.0,0.0,0.0,1.0,0.0005627722876536964,True
smooth_narrow_aperture,10.0,32,0.0035188648850955928,0.0036206088682260106,0.10297304026842723,1.0117719796038864,0.0018743720488190241,True
smooth_narrow_aperture,10.0,64,0.002961668512177464,0.003054011080075696,0.09481485568352939,1.017740853426438,0.0018743720488190241,True
smooth_narrow_aperture,10.0,128,0.0008238979732327745,0.0008437897580391892,0.025759919024361682,1.0011727140956417,0.0018743720488190241,True
smooth_narrow_aperture,10.0,256,0.0,0.0,0.0,1.0,0.0018743720488190241,True
wrinkled_wide_aperture,1.0,32,0.011356449294166189,0.011396323142128293,0.19578266324531324,1.263399082788233,0.0004399951793199187,True
wrinkled_wide_aperture,1.0,64,0.002815949234847567,0.0028182117483381824,0.1031437936871068,1.050299786086909,0.0004399951793199187,True
wrinkled_wide_aperture,1.0,128,0.0002719378878589394,0.00027193768306225545,0.020235504090805535,1.0020395139252931,0.0004399951793199187,True
wrinkled_wide_aperture,1.0,256,0.0,0.0,0.0,1.0,0.0004399951793199187,True
wrinkled_wide_aperture,3.0,32,0.011278696047765843,0.011396797222691218,0.19479189806939945,1.2580137182722113,0.001320121883914159,True
wrinkled_wide_aperture,3.0,64,0.00281058560142199,0.0028182352643652455,0.10243757265180163,1.0501233317601317,0.001320121883914159,True
wrinkled_wide_aperture,3.0,128,0.0002719336552783711,0.00027195089963036393,0.020920658667710427,1.001923242754432,0.001320121883914159,True
wrinkled_wide_aperture,3.0,256,0.0,0.0,0.0,1.0,0.001320121883914159,True
wrinkled_wide_aperture,10.0,32,0.011031323012981013,0.011398456725555983,0.18977165774877258,1.2338803333204273,0.004401818831100097,True
wrinkled_wide_aperture,10.0,64,0.0027814088338369105,0.0028183175738481403,0.09782219797081344,1.0446874653562768,0.004401818831100097,True
wrinkled_wide_aperture,10.0,128,0.0002731392939197978,0.00027199712810772544,0.022043207922537448,0.9997738106172822,0.004401818831100097,True
wrinkled_wide_aperture,10.0,256,0.0,0.0,0.0,1.0,0.004401818831100097,True
smooth_wide_aperture,1.0,32,0.003464304170640738,0.0034740787193034157,0.08096492213819441,1.0109804945473644,0.0002640930943076413,True
smooth_wide_aperture,1.0,64,0.0029615394173571922,0.002967757162601236,0.0664408202408474,1.0047726161765245,0.0002640930943076413,True
smooth_wide_aperture,1.0,128,0.000951848106931771,0.0009541176531446875,0.01980608930099853,0.9996596503946229,0.0002640930943076413,True
smooth_wide_aperture,1.0,256,0.0,0.0,0.0,1.0,0.0002640930943076413,True
smooth_wide_aperture,3.0,32,0.0034444560515258945,0.00347367545023662,0.08106820975439456,1.0109308717649916,0.0007928021146683422,True
smooth_wide_aperture,3.0,64,0.0029488029759712057,0.002967508844734717,0.06633421826555651,1.0048134127017139,0.0007928021146683422,True
smooth_wide_aperture,3.0,128,0.0009471473008522784,0.0009540380556306216,0.019863459232692487,0.9996337227359055,0.0007928021146683422,True
smooth_wide_aperture,3.0,256,0.0,0.0,0.0,1.0,0.0007928021146683422,True
smooth_wide_aperture,10.0,32,0.0033793249701709114,0.003472263359999317,0.08068143912627888,1.0107198031640514,0.002648796611938244,True
smooth_wide_aperture,10.0,64,0.0029037339312818853,0.0029666390728027747,0.06546778406949665,1.0048954377393282,0.002648796611938244,True
smooth_wide_aperture,10.0,128,0.0009300117086415029,0.0009537592395502203,0.02005869502054537,0.9996013591284398,0.002648796611938244,True
smooth_wide_aperture,10.0,256,0.0,0.0,0.0,1.0,0.002648796611938244,True
