stratum,rig,K,method,hidden_action_relative_l2,gradient_cosine_median,gradient_relative_l2_median,query_count,dot_defect_max
out_of_class,6,8,channel_gate,0.12025684492708702,0.9576354387972073,0.2939064693680784,8,
out_of_class,6,8,gate_plus_secant,0.11084012394031914,0.9602477710123503,0.2962754385520751,8,2.1584276810814126e-15
out_of_class,6,16,nominal,0.148066644388045,0.9574688144392226,0.30135358936941953,16,
out_of_class,6,16,secant,0.12254632234852514,0.965080204277504,0.2749627477883476,16,
out_of_class,6,16,channel_gate,0.11859901560857482,0.9807086406699603,0.20308197718461646,16,
out_of_class,6,16,gate_plus_secant,0.0970797707857074,0.9810916452365709,0.19857167327396025,16,3.075424134481515e-15
out_of_class,6,32,nominal,0.148066644388045,0.9442663869760651,0.3360004962238838,32,
out_of_class,6,32,secant,0.10170424825910436,0.9727066163508318,0.23511366165779182,32,
out_of_class,6,32,channel_gate,0.11851989989873185,0.9680303522774262,0.2535307572970167,32,
out_of_class,6,32,gate_plus_secant,0.08136352044976213,0.9831783915217558,0.1877328400752291,32,6.213173443091375e-15
out_of_class,7,4,nominal,0.15736582441149147,0.9523037935768706,0.3230381416985028,4,
out_of_class,7,4,secant,0.15435633704614193,0.9530863804555556,0.3142830060903462,4,
out_of_class,7,4,channel_gate,0.12481901553032382,0.9670046345803671,0.2550101644727619,4,
out_of_class,7,4,gate_plus_secant,0.123537316648188,0.968281424261395,0.25039299862082354,4,1.0728564446677163e-14
out_of_class,7,8,nominal,0.15736582441149147,0.9430603444283983,0.34925993991872206,8,
out_of_class,7,8,secant,0.15007415478754516,0.9467786459561669,0.3259001006454644,8,
out_of_class,7,8,channel_gate,0.12354776146443358,0.9678095997320204,0.2680595111252761,8,
out_of_class,7,8,gate_plus_secant,0.11915052247896024,0.970089022986156,0.2453029767212378,8,8.069346521559815e-15
out_of_class,7,16,nominal,0.15736582441149147,0.949643498944851,0.3195247109129703,16,
out_of_class,7,16,secant,0.13947880770965748,0.958202684284452,0.2994804320818019,16,
out_of_class,7,16,channel_gate,0.12302431149582516,0.9734768572349752,0.24460214363265972,16,
out_of_class,7,16,gate_plus_secant,0.10992296240138519,0.9741038154836863,0.23666682636896907,16,2.531635109637481e-15
out_of_class,7,32,nominal,0.15736582441149147,0.9457284985971126,0.32892147943463435,32,
out_of_class,7,32,secant,0.11120776263763622,0.9711796002017832,0.25029764864651594,32,
out_of_class,7,32,channel_gate,0.1226750666118246,0.9745963532227555,0.23262377070823237,32,
out_of_class,7,32,gate_plus_secant,0.08565986516012554,0.9816322031101643,0.19922045682829723,32,1.6487082530331436e-14
out_of_class,8,4,nominal,0.147898456165426,0.9324730119164901,0.37140182958998025,4,
out_of_class,8,4,secant,0.14132151943082105,0.940628473927444,0.3410119513976349,4,
out_of_class,8,4,channel_gate,0.11711561770772211,0.9579412199620454,0.2902641363457319,4,
out_of_class,8,4,gate_plus_secant,0.11082084945646727,0.9588941132860028,0.2885478680745849,4,2.8927914632521447e-14
out_of_class,8,8,nominal,0.147898456165426,0.9352738332571083,0.36847896007969666,8,
out_of_class,8,8,secant,0.1376464111242401,0.9497647027297813,0.3339557857813671,8,
out_of_class,8,8,channel_gate,0.11303183059346278,0.9664676348042489,0.2626240446223121,8,
out_of_class,8,8,gate_plus_secant,0.10398966161150126,0.9702685881549061,0.24560917809988778,8,2.184220938566353e-14
out_of_class,8,16,nominal,0.147898456165426,0.9386111597422413,0.35855030446975134,16,
out_of_class,8,16,secant,0.12830597877984337,0.9570145432134544,0.3064296231104475,16,
out_of_class,8,16,channel_gate,0.11251313306072887,0.9664022862862546,0.25939624750352275,16,
out_of_class,8,16,gate_plus_secant,0.09715793789665962,0.9819500091381103,0.1971109901593291,16,4.68454086560684e-14
out_of_class,8,32,nominal,0.147898456165426,0.943116543164862,0.3372619621070003,32,
out_of_class,8,32,secant,0.10786018460399556,0.9631313377473308,0.27550967587428743,32,
out_of_class,8,32,channel_gate,0.1123556110114577,0.965192668613343,0.27501857925249285,32,
out_of_class,8,32,gate_plus_secant,0.08458860611887083,0.9771700402539154,0.21320653164825146,32,4.8301513364612634e-15
out_of_class,9,4,nominal,0.1493367694940191,0.9320721364515219,0.36572545259237044,4,
out_of_class,9,4,secant,0.14521093095341184,0.9359626956398904,0.35929151878556265,4,
out_of_class,9,4,channel_gate,0.11282793998137036,0.9605029977384085,0.28399110078369727,4,
out_of_class,9,4,gate_plus_secant,0.11113407515554306,0.9604763725368709,0.28236508638029595,4,9.698755247088637e-15
out_of_class,9,8,nominal,0.1493367694940191,0.9424260957450371,0.3448527518461245,8,
out_of_class,9,8,secant,0.14172865914077706,0.9503122038068124,0.33856617795553656,8,
out_of_class,9,8,channel_gate,0.11234296318331144,0.9668494181813353,0.27966701732377275,8,
out_of_class,9,8,gate_plus_secant,0.10934967315043906,0.9675882187233094,0.2691108549969828,8,2.504838875482391e-15
out_of_class,9,16,nominal,0.1493367694940191,0.9470284452438711,0.3418196073799134,16,
out_of_class,9,16,secant,0.12848670628427314,0.9555371976581427,0.3063537185637971,16,
out_of_class,9,16,channel_gate,0.1113606677302174,0.9685554317168446,0.25722462642702293,16,
out_of_class,9,16,gate_plus_secant,0.09802008348779463,0.9699750861034273,0.2553073312413164,16,9.309119740195307e-14
out_of_class,9,32,nominal,0.1493367694940191,0.9330359942383315,0.3741090773682344,32,
out_of_class,9,32,secant,0.10831609161076323,0.968689759132707,0.2583592229072642,32,
out_of_class,9,32,channel_gate,0.11110105753639776,0.9571776544485493,0.2967330026371635,32,
out_of_class,9,32,gate_plus_secant,0.08313331375588122,0.9839350012052543,0.18369544510192917,32,1.6643501890634782e-14
out_of_class,10,4,nominal,0.16274471718197359,0.9311210877702247,0.41063406558853743,4,
out_of_class,10,4,secant,0.15666451107001259,0.9351108754378908,0.4045650553761987,4,
out_of_class,10,4,channel_gate,0.12410801745043402,0.9532637520678526,0.32125973521974316,4,
out_of_class,10,4,gate_plus_secant,0.11956666599279481,0.9565204905804494,0.30409413493159615,4,8.021423423566299e-15
out_of_class,10,8,nominal,0.16274471718197359,0.9401662395955814,0.36771908280373433,8,
out_of_class,10,8,secant,0.14582433882917406,0.9455826435782095,0.3482976089261547,8,
out_of_class,10,8,channel_gate,0.12269433921467005,0.9678345487036755,0.25770415926139245,8,
out_of_class,10,8,gate_plus_secant,0.10974446139523641,0.9689960546300646,0.26283001684212237,8,7.97980189204557e-15
out_of_class,10,16,nominal,0.16274471718197359,0.9338302794347115,0.36411192167838713,16,
out_of_class,10,16,secant,0.1367700707523282,0.94918051905474,0.33204516021430386,16,
out_of_class,10,16,channel_gate,0.1219242082761746,0.9614367313533555,0.27728042722091883,16,
out_of_class,10,16,gate_plus_secant,0.10501808443979943,0.9700677716433076,0.2579426555117045,16,2.177945464252711e-15
out_of_class,10,32,nominal,0.16274471718197359,0.9304260900736558,0.38166453304651116,32,
out_of_class,10,32,secant,0.10922503042115028,0.9675007560464786,0.26110805654167446,32,
out_of_class,10,32,channel_gate,0.12146578894453082,0.9628290980609817,0.2818650656554598,32,
out_of_class,10,32,gate_plus_secant,0.0843471813960005,0.9804441265057442,0.20409746745556423,32,6.862309242702988e-14
out_of_class,11,4,nominal,0.1673227127400416,0.9362765738899976,0.3709786106235412,4,
out_of_class,11,4,secant,0.1623873248536992,0.9382503132140452,0.3676686758987739,4,
out_of_class,11,4,channel_gate,0.12623311075667448,0.9663598222697166,0.26726803219222783,4,
out_of_class,11,4,gate_plus_secant,0.12237184350354484,0.9629282665371839,0.28507273414577566,4,4.638165067017281e-15
out_of_class,11,8,nominal,0.1673227127400416,0.9304800366228709,0.37861718426434343,8,
out_of_class,11,8,secant,0.1519538951631743,0.9377298180404743,0.36696549838025283,8,
out_of_class,11,8,channel_gate,0.12329970087056785,0.967317504530684,0.2597374319235163,8,
out_of_class,11,8,gate_plus_secant,0.11101452325396362,0.9723052590555881,0.24293629078661116,8,2.1797132482575805e-15
out_of_class,11,16,nominal,0.1673227127400416,0.9388677263977442,0.34868750886857147,16,
out_of_class,11,16,secant,0.14084160700890572,0.9573267712047946,0.31255437349142995,16,
out_of_class,11,16,channel_gate,0.12325802155997591,0.9756826560476327,0.2274488894184246,16,
out_of_class,11,16,gate_plus_secant,0.10226737944505176,0.9821516735178621,0.19251795222810344,16,4.655955534342942e-15
out_of_class,11,32,nominal,0.1673227127400416,0.9381550286487457,0.3633080376208837,32,
out_of_class,11,32,secant,0.11434004488604199,0.9695225321123266,0.251588376520269,32,
out_of_class,11,32,channel_gate,0.12287235199555349,0.9668062651877152,0.2566503273990404,32,
out_of_class,11,32,gate_plus_secant,0.0813541100132815,0.987761867433056,0.15729781219207134,32,5.3251361444284895e-15
