candidate_id,method,model_seed,case_id,split,family,base_seed,uses_truth,uses_exact_nuisance,raw_field_relative_l2,candidate_field_relative_l2,field_gain_to_raw,raw_h1_seminorm_relative_error,candidate_h1_seminorm_relative_error,h1_gain_to_raw,field_harm_vs_raw
paired_isotropic_sensor,pooled_cnn,17,cee85dad2f56f6debc94,development,single_interface,2101,False,False,0.404442080868969,0.3776575436533889,0.06622589112891483,0.6826211764812785,0.6920818225196582,-0.013859291748238302,False
paired_structured_sensor,pooled_cnn,17,cee85dad2f56f6debc94,development,single_interface,2101,False,False,0.404442080868969,0.3777171694874211,0.06607846375463139,0.6826211764812785,0.6921987338007509,-0.014030559920279708,False
unpaired_isotropic_sensor,pooled_cnn,17,cee85dad2f56f6debc94,development,single_interface,2101,False,False,0.404442080868969,0.37719421202376363,0.06737149800698684,0.6826211764812785,0.69321104389023,-0.01551353484745276,False
unpaired_structured_sensor,pooled_cnn,17,cee85dad2f56f6debc94,development,single_interface,2101,False,False,0.404442080868969,0.37835140995107835,0.06451027761956225,0.6826211764812785,0.6942356727312617,-0.017014556023375534,False
paired_exact_mean_iid_sensor_oracle,pooled_cnn,17,cee85dad2f56f6debc94,development,single_interface,2101,False,True,0.404442080868969,0.3776064506826492,0.06635222064099208,0.6826211764812785,0.691972043508492,-0.013698471933458828,False
unpaired_exact_covariance_sensor_oracle,pooled_cnn,17,cee85dad2f56f6debc94,development,single_interface,2101,False,True,0.404442080868969,0.3783222991232947,0.0645822553616437,0.6826211764812785,0.694106191170203,-0.01682487312820638,False
paired_structured_truth_residual_oracle,pooled_cnn,17,cee85dad2f56f6debc94,development,single_interface,2101,True,False,0.404442080868969,0.404442080868969,0.0,0.6826211764812785,0.6826211764812785,0.0,False
paired_isotropic_sensor,pooled_cnn,17,b06a75091983ab395677,development,smooth_no_interface,2113,False,False,0.2531762857417996,0.255431478870873,-0.00890760018248035,0.4569974319222983,0.4905196881709781,-0.07335327051548825,False
paired_structured_sensor,pooled_cnn,17,b06a75091983ab395677,development,smooth_no_interface,2113,False,False,0.2531762857417996,0.2554463341272263,-0.008966275726715397,0.4569974319222983,0.4905763373204798,-0.07347722996371407,False
unpaired_isotropic_sensor,pooled_cnn,17,b06a75091983ab395677,development,smooth_no_interface,2113,False,False,0.2531762857417996,0.2574389924956373,-0.01683691164576512,0.4569974319222983,0.49594338481561395,-0.0852213823817231,True
unpaired_structured_sensor,pooled_cnn,17,b06a75091983ab395677,development,smooth_no_interface,2113,False,False,0.2531762857417996,0.2565291048667513,-0.013243022011828628,0.4569974319222983,0.49021192586457335,-0.07267982623570277,True
paired_exact_mean_iid_sensor_oracle,pooled_cnn,17,b06a75091983ab395677,development,smooth_no_interface,2113,False,True,0.2531762857417996,0.25543772889605076,-0.008932286638241709,0.4569974319222983,0.49056695548887325,-0.07345670067634572,False
unpaired_exact_covariance_sensor_oracle,pooled_cnn,17,b06a75091983ab395677,development,smooth_no_interface,2113,False,True,0.2531762857417996,0.25653758040812824,-0.01327649884932989,0.4569974319222983,0.4902420792807094,-0.07274580782340932,True
paired_structured_truth_residual_oracle,pooled_cnn,17,b06a75091983ab395677,development,smooth_no_interface,2113,True,False,0.2531762857417996,0.24624903711585847,0.02736136445656633,0.4569974319222983,0.4497035512541916,0.015960441259868754,False
paired_isotropic_sensor,pooled_cnn,17,423593699e2b6baeef3f,development,single_interface,2113,False,False,0.6863185696224877,0.7780915284435145,-0.13371772655300124,0.8560703126708904,1.0818685339775296,-0.26376130320669766,True
paired_structured_sensor,pooled_cnn,17,423593699e2b6baeef3f,development,single_interface,2113,False,False,0.6863185696224877,0.7781480990413865,-0.13380015270373635,0.8560703126708904,1.0819110330549877,-0.2638109475838348,True
unpaired_isotropic_sensor,pooled_cnn,17,423593699e2b6baeef3f,development,single_interface,2113,False,False,0.6863185696224877,0.7625114478396169,-0.11101678082095223,0.8560703126708904,1.0564800871512174,-0.23410433876051606,True
unpaired_structured_sensor,pooled_cnn,17,423593699e2b6baeef3f,development,single_interface,2113,False,False,0.6863185696224877,0.7223614595440577,-0.052516267979453836,0.8560703126708904,0.9939775145844825,-0.1610933119305697,True
paired_exact_mean_iid_sensor_oracle,pooled_cnn,17,423593699e2b6baeef3f,development,single_interface,2113,False,True,0.6863185696224877,0.7789374702970333,-0.1349503055490557,0.8560703126708904,1.0833790846145324,-0.26552582022667226,True
unpaired_exact_covariance_sensor_oracle,pooled_cnn,17,423593699e2b6baeef3f,development,single_interface,2113,False,True,0.6863185696224877,0.7223968667069551,-0.052567857961809815,0.8560703126708904,0.9939539955435762,-0.1610658386721724,True
paired_structured_truth_residual_oracle,pooled_cnn,17,423593699e2b6baeef3f,development,single_interface,2113,True,False,0.6863185696224877,0.6863185696224877,0.0,0.8560703126708904,0.8560703126708904,0.0,False
paired_isotropic_sensor,pooled_cnn,17,5639798ee009ab4df707,development,smooth_no_interface,2129,False,False,0.2548049210396155,0.2492068389889962,0.02197007038866779,0.47822240638337404,0.515486362479303,-0.07792181127133506,False
