candidate,comparator,independent_field_count,model_seed_count,mean_field_superiority_pct,field_superiority_ci95_low,field_superiority_ci95_high,p10_field_superiority_pct,field_harm_rate_gt_1pct,mean_audit_superiority_pct,worst_domain,worst_domain_mean_field_superiority_pct,every_domain_mean_field_nonnegative
carry_adam_restart_cosine,restart_adam_restart_cosine,128,3,2.0771864268816653,1.7541495755095573,2.382440879010468,-1.2191921401259673,0.1640625,1.3734577788428028,test_family_ood,-0.7754746053720838,False
carry_adam_restart_cosine,carry_adam_long_cosine,128,3,0.7236715839287251,0.6539001877460352,0.7931669758794095,-0.316340525973872,0.0,0.5405746560838192,test_family_ood,-0.13079359214413752,False
