total_budget,method,ridge_relative,val_field_rel_l2,selected
6,physics_lift,,0.4590248353779316,False
6,ridge,1e-06,0.3312716022133827,True
6,ridge,1e-05,0.33127991035580634,False
6,ridge,0.0001,0.33136299923062323,False
6,ridge,0.001,0.3321916863322258,False
6,ridge,0.01,0.34010130912065506,False
6,ridge,0.1,0.4034773290157318,False
