strategy,model_seed,cumulative_epochs,block_index,block_seed,batch_order_contract_sha256,endpoint_validation_rel_l2,candidate_best_val_rel_l2,selected_validation_rel_l2,relative_validation_improvement_pct,retained_previous_checkpoint,selected_checkpoint_epoch,best_epoch_in_block,train_seconds_block,cumulative_train_seconds,ending_learning_rate,selected_checkpoint_sha256,endpoint_checkpoint_sha256
restart_adam_restart_cosine,20260903,36,1,20270904,41225d4c91784d8eaf4cc0f2c2ac600fb7c3a8b1e3e7986a929ceccc0938a523,0.14492738768458366,0.14492738768458366,0.14492738768458366,10.446336543711226,False,36,12,2.2785549169639125,6.568729916936718,0.0,6441597a15123e1152442c987c40353b4d4dbe9d76c284455e1ffe990cc2763d,6441597a15123e1152442c987c40353b4d4dbe9d76c284455e1ffe990cc2763d
restart_adam_restart_cosine,20260903,48,2,20270905,b35200816b01583382d6ee8f87f30cc0fd8bb41fa35743581e7b94e2247b5aea,0.13537587523460387,0.13537587523460387,0.13537587523460387,6.590550345598966,False,48,12,2.206364208017476,8.775094124954194,0.0,bf6e8a1f1d6eebc03d81ca3b50626d7a6a22b5577300e5f53a2c8b255b5e913e,bf6e8a1f1d6eebc03d81ca3b50626d7a6a22b5577300e5f53a2c8b255b5e913e
restart_adam_restart_cosine,20260903,60,3,20270906,67a95174008f6ca00d94c57e107ca349b0c3d21eb9f66bd317686f0b116a1537,0.12905483692884445,0.12905483692884445,0.12905483692884445,4.669250185646804,False,60,12,2.1743009170750156,10.94939504202921,0.0,fc1521e679ef5c02b0c6271eb83b7a75c4592a0f62a873b15e8536fd7efdb76b,fc1521e679ef5c02b0c6271eb83b7a75c4592a0f62a873b15e8536fd7efdb76b
restart_adam_restart_cosine,20260903,72,4,20270907,b69b0f91ae12562b39b77987a740050a044113ec5e8f66dc5c94e7b6f0752990,0.12378751933574676,0.12377022504806519,0.12377022504806519,4.094857663995991,False,70,10,2.151551582966931,13.10094662499614,0.0,ccf46c30bd993d5912e286dc40153302157dfa1737ca1fbbefd380a95a4e6935,0963ead4a7e8ca2bcd831fcec5338e0e3982cde42f1115de6729c0b26d4b2e9e
restart_adam_restart_cosine,20260903,84,5,20270908,a7def47860a39bc67ddc67552d7ae34f99e28332d3379d0a116f5cccdc732c77,0.11973712220788002,0.11970051527023315,0.11970051527023315,3.2881169733825066,False,83,11,2.151448667049408,15.252395292045549,0.0,c46aabadbc72416f6f00cb98508edfb0a4e4b9eb3893260be6ef8645ffd94bdf,fe182a1d2b3e8dffe2cc088bf51bca38e9602d5e4d096e50786edc8880a95618
restart_adam_restart_cosine,20260903,96,6,20270909,711d551c20f7b54c1acf29daf778abdf521d9e25c9b60a969e6397250ab202c1,0.11675611510872841,0.11675611510872841,0.11675611510872841,2.459805753411279,False,96,12,2.158347583957948,17.410742876003496,0.0,cf4484cb4814e7b2d7fa5f8f8965a22cb40bf02f86607c15c62bb650151b6a25,cf4484cb4814e7b2d7fa5f8f8965a22cb40bf02f86607c15c62bb650151b6a25
restart_adam_restart_cosine,20260903,108,7,20270910,fe23b47ecf4b9152bc5df64073ea27a3d73fc35c67fff2b66f515dfbe7084e0a,0.11429223269224167,0.11429321840405464,0.11429321840405464,2.109437010951519,False,106,10,2.1697220830246806,19.580464959028177,0.0,5660b061a8a4b89ad44edc08389695e53f80434d72c50e12df10036623ba5051,fa1383c29e91ebad04cd34bc3b8db4f6bf68ef42c4cf4bf8e710fe016f60e28b
restart_adam_restart_cosine,20260903,120,8,20270911,01e187b3417d64a293b488dcb0ae855a7b2c83639a6d20aeb1c82a4588729a26,0.11200333014130592,0.11200792342424393,0.11200792342424393,1.9995018179570698,False,118,10,2.170602041995153,21.75106700102333,0.0,071c85e4013576586f90a1555dbd8de678fd3e3a8b3dfdba60128405b11d36b6,99f9a28df6ddd077efbd07d4e62af2a2c90d7f6f47562b7f7c6cf0684cfb0d1e
restart_adam_restart_cosine,20260903,132,9,20270912,6bca3d54db854935e125677c616d0ceb9cc015d6b26f6f2562f8967166303756,0.10965951979160309,0.10966631472110748,0.10966631472110748,2.090574158978385,False,130,10,2.150607291958295,23.901674292981625,0.0,1315218ce936cb38e538cdc45c3f41f20710d1160edff7cd25e54d2b6026a828,ac8988ee78093d26ef322205c2fc50f2b109267f1a7924596b674ad542b84020
restart_adam_restart_cosine,20260903,144,10,20270913,6c70c9b47bc262dc9f2ae853f7f65c3075c25e40559204ef7792e02e3e8b9283,0.1079753391444683,0.1079753391444683,0.1079753391444683,1.54192796659948,False,144,12,2.1452570830006152,26.04693137598224,0.0,9e4e8f5ddeea7d903ffdbe2b107a60208fbac2b59c0ed2d034a2c118aa8d6834,9e4e8f5ddeea7d903ffdbe2b107a60208fbac2b59c0ed2d034a2c118aa8d6834
restart_adam_restart_cosine,20260903,156,11,20270914,77a1198da194af11dc28fd1b9e6c0d5d48a57872d5b200693728a9428d7ffada,0.10629156976938248,0.10624997913837433,0.10624997913837433,1.5979204323401106,False,154,10,2.1410582918906584,28.1879896678729,0.0,7549115757cae51939250d7abe1ad4a844caa90d3163245e8d239715b5bce22d,7bd82e61e0621e5619d0c9125f58ba8a2281e6103a2412847c8ff30d17a9142b
restart_adam_restart_cosine,20260903,168,12,20270915,ad000b7862d9e826e8d5a7f4f45b06a79f64f80988dbc3a06d5ca128058c4249,0.10468696355819702,0.10465829819440842,0.10465829819440842,1.498052947265068,False,166,10,2.2067343749804422,30.39472404285334,0.0,a08dd0ef2f5a322f6050416f202853deedd9641fb667135482b0d9fc2bf7b6d1,885f682a77f47146c9c680402afaec313386b640e4e3c70080ec0ed8a40c3ead
restart_adam_restart_cosine,20260903,180,13,20270916,5f683b1e3cddd119bb4de59c4bfd506dd0fbfc2c74c37fdbde51102ddb5b7a6e,0.10380439683794976,0.10377525985240936,0.10377525985240936,0.8437346653108463,False,178,10,2.1545400000177324,32.54926404287107,0.0,55c362c3b53edc07b6e713f51ae0cde2e3c4c43ed6e3270c0ca71d10d2818055,27b409de2d2b15810460c2c40dfb2a1a004f4a893007d99e37d7c28a9774ad8c
restart_adam_restart_cosine,20260903,192,14,20270917,f8b61a1cec68255d4a08860fe53db77c59f24ebb99b575aa01662377e247b4b5,0.1025796577334404,0.10253298357129097,0.10253298357129097,1.1970832767590318,False,190,10,2.1781784160993993,34.72744245897047,0.0,6688c0fe19ceb9e039f6fa09ffe09aeb3c019150eec617c64b82b6781404d8b8,449fd3424c2dc361e3dc379c656589f698a284ef83aa0351393435495b1097fe
restart_adam_restart_cosine,20260903,204,15,20270918,bdb2b781577aff57922a11e8c63c5d86cec0549262131080a76dd19497285a0c,0.10138444900512696,0.10138444900512696,0.10138444900512696,1.1201610702708518,False,204,12,2.3133664580527693,37.04080891702324,0.0,0660253d6c3e59a90ae931a144e591c52a44b0ea57131b0ed784ea948e73f1f6,0660253d6c3e59a90ae931a144e591c52a44b0ea57131b0ed784ea948e73f1f6
restart_adam_restart_cosine,20260903,216,16,20270919,c8f5ddc5516e2e7d6552183eb860819cc6ca6da0f8c5c56d548d11fa7cb97364,0.10038963258266449,0.1003328263759613,0.1003328263759613,1.0372622620872551,False,214,10,2.184385291999206,39.22519420902245,0.0,0421737cd476366b4ba120cd46c80f9cf11aac4f1340f366c4997e282cb3b084,7e84522580520858ba822b833104c89da8e2678b16026c4e98553237b57819e4
restart_adam_restart_cosine,20260903,228,17,20270920,e676c4c75819cccc451039cdea4b7c8397f82eec1b1a1c43bb9752bb86bae52a,0.09954848811030388,0.09952397271990776,0.09952397271990776,0.80617050795977,False,223,7,2.138183500035666,41.36337770905811,0.0,0fc10e00bc498e51f3d2c317512723723650b2653af592aed46b7b0b2bbe1546,c60bad6a257e787016f24a1a0dc658ac09e8beec5b1ffd52e23103ec6eebeb99
