strategy,model_seed,block_index,cumulative_epoch,learning_rate,val_rel_l2,train_total,train_field,train_gradient,train_projection,train_boundary
shared_base,20260901,0,1,0.002,0.5197274863719941,0.029585154447704553,0.02737320464802906,0.0013582093539298511,0.08645038455724716,0.01599783571291482
shared_base,20260901,0,2,0.0019914448613738106,0.3158039689064026,0.0049237085739150645,0.003656155848875642,0.001258448901353404,0.055143060721457006,0.0006838783112470992
shared_base,20260901,0,3,0.0019659258262890683,0.2519424706697464,0.002928754861932248,0.0020189916191156953,0.0011286761044175364,0.03810332310386002,0.0006127834247308783
shared_base,20260901,0,4,0.0019238795325112867,0.23101602196693422,0.002151422735187225,0.0014551125233992935,0.0010950786774628796,0.028117588395252822,0.00012744866689899935
shared_base,20260901,0,5,0.0018660254037844387,0.21657416075468064,0.0018115936254616827,0.0012177849333966152,0.0010523984354222193,0.023230211809277534,0.0001458313414332224
shared_base,20260901,0,6,0.001793353340291235,0.2029879465699196,0.0015856120473472402,0.0010790945903863757,0.001005040667951107,0.019217692920938133,7.793700824549887e-05
shared_base,20260901,0,7,0.0017071067811865474,0.19728898108005524,0.0014647306205006316,0.0009909455387969502,0.0009778533843928018,0.017763307434506714,5.882626473976416e-05
shared_base,20260901,0,8,0.0016087614290087207,0.19370517283678054,0.00141579233459197,0.0009576617871061899,0.0009649725703638979,0.017063825600780548,5.286583473207429e-05
shared_base,20260901,0,9,0.0015,0.1915002465248108,0.0013741011469392106,0.0009332638408523052,0.0009581815262208693,0.016242293687537313,5.04839089444431e-05
shared_base,20260901,0,10,0.00138268343236509,0.19001378417015075,0.0013440551614621655,0.0009168792792479507,0.0009536920770187862,0.015583189553581178,5.3452338033821436e-05
shared_base,20260901,0,11,0.0012588190451025209,0.18766614496707917,0.001311708296998404,0.0009010858746478334,0.0009453346297959797,0.014807565393857658,5.1547782095440195e-05
shared_base,20260901,0,12,0.001130526192220052,0.18563560247421265,0.0012784854756318965,0.0008796792710199953,0.0009373815220897086,0.01426406071987003,5.195948588152532e-05
shared_base,20260901,0,13,0.001,0.1841141998767853,0.0012529420986538754,0.0008669192939123604,0.0009306449828727636,0.013663393817842007,5.387604433053639e-05
shared_base,20260901,0,14,0.0008694738077799485,0.18231543451547622,0.0012350393109954894,0.0008602210931712761,0.000922692907624878,0.013150785444304347,5.396798605943332e-05
shared_base,20260901,0,15,0.0007411809548974794,0.18072084188461304,0.0012047381591401064,0.0008378335391171276,0.0009143145820416976,0.012803754676133395,5.558879174714093e-05
shared_base,20260901,0,16,0.0006173165676349105,0.17923424020409584,0.001174873080162797,0.0008199366697226651,0.0009084373195946682,0.012240601750090719,5.559494657063624e-05
shared_base,20260901,0,17,0.0005000000000000002,0.17816092297434807,0.0011570757735171356,0.0008077479476924054,0.0009017175339977257,0.012003101338632405,5.298394080455182e-05
shared_base,20260901,0,18,0.00039123857099127935,0.17730680406093596,0.0011426194687373936,0.0007971414146595634,0.0008967018278781324,0.011840380681678652,5.3310531802708284e-05
shared_base,20260901,0,19,0.00029289321881345256,0.17649364173412324,0.001129836136533413,0.0007894541093264706,0.0008926844806410372,0.011610244843177497,5.274983404888189e-05
shared_base,20260901,0,20,0.00020664665970876497,0.17595853209495543,0.0011215461228857749,0.0007838432109565474,0.0008897581530618482,0.011493591498583556,5.300692491800873e-05
shared_base,20260901,0,21,0.0001339745962155613,0.17560231387615205,0.0011154233463457786,0.00077979160414543,0.0008874699837178923,0.011403321614488959,5.344596461327455e-05
shared_base,20260901,0,22,7.612046748871326e-05,0.17547620087862015,0.0011101542462711223,0.0007763345682178624,0.0008861990078003146,0.011320611811242998,5.3177884092292514e-05
shared_base,20260901,0,23,3.40741737109318e-05,0.17544515803456306,0.0011086510246968828,0.0007753889905870893,0.0008855750958900899,0.0112966574029997,5.299481063048006e-05
shared_base,20260901,0,24,8.555138626189617e-06,0.17542076259851455,0.0011074344074586406,0.0007748594871372916,0.0008853146500769071,0.01126396891195327,5.2889793187205215e-05
restart_adam_restart_cosine,20260901,1,25,0.001,0.17484330832958223,0.0011275605298578738,0.000792965551954694,0.0008785309793893248,0.011394636961631477,6.392598061211174e-05
restart_adam_restart_cosine,20260901,1,26,0.0009829629131445341,0.16930245608091354,0.0010682705440558493,0.0007488847753847949,0.0008611834287876263,0.010745615907944739,5.6571587538201126e-05
restart_adam_restart_cosine,20260901,1,27,0.0009330127018922195,0.1667289011180401,0.001036615092016291,0.0007247735178680159,0.0008441797224804759,0.010472500580362976,5.449874461191939e-05
restart_adam_restart_cosine,20260901,1,28,0.0008535533905932737,0.16479118093848227,0.0009888581320410595,0.0006872432750242297,0.0008339497377164662,0.010030400101095438,4.664440284614102e-05
restart_adam_restart_cosine,20260901,1,29,0.00075,0.16199526116251944,0.0009560235441313126,0.0006623299981583841,0.0008170185523340478,0.00973971823696047,4.284766632736137e-05
restart_adam_restart_cosine,20260901,1,30,0.0006294095225512604,0.15940473079681397,0.0009306922511314042,0.0006422159392968751,0.0008050234748225194,0.009553573490120471,4.010134762211237e-05
restart_adam_restart_cosine,20260901,1,31,0.0005,0.15861818045377732,0.0009094559485674836,0.0006251148704905062,0.0007953370433824603,0.009407230908982456,3.780105189434835e-05
restart_adam_restart_cosine,20260901,1,32,0.0003705904774487397,0.1565043844282627,0.0008975915232440456,0.0006169381733343471,0.0007880576558818575,0.009268192120362072,3.6130166245129657e-05
restart_adam_restart_cosine,20260901,1,33,0.0002500000000000001,0.15551411584019662,0.0008806754005490803,0.0006036474456777796,0.0007803947388310917,0.009134442545473576,3.4587227355586946e-05
restart_adam_restart_cosine,20260901,1,34,0.00014644660940672628,0.15496762692928315,0.0008732427406357602,0.0005978121698717587,0.0007762446330161765,0.009080257266759872,3.3804245686042125e-05
restart_adam_restart_cosine,20260901,1,35,6.698729810778065e-05,0.15475515127182007,0.0008683378444402478,0.0005936141780694016,0.0007734326856734697,0.009062062087468802,3.3525764320074816e-05
restart_adam_restart_cosine,20260901,1,36,1.70370868554659e-05,0.1547056667506695,0.0008667121132020838,0.0005922473610553425,0.0007724860624875873,0.009055316238664091,3.30067907270859e-05
restart_adam_restart_cosine,20260901,2,37,0.001,0.15342190638184547,0.0008947388429078274,0.000615881422709208,0.0007698882058321032,0.00927850508596748,4.5036254005026424e-05
restart_adam_restart_cosine,20260901,2,38,0.0009829629131445341,0.14990354254841803,0.0008372249285457656,0.0005678469875419978,0.0007534654658229556,0.008918259874917567,2.9844349728591624e-05
restart_adam_restart_cosine,20260901,2,39,0.0009330127018922195,0.14759559705853462,0.0008125553460558877,0.0005490698080393486,0.0007381455856375396,0.008716510783415288,2.889223419515474e-05
restart_adam_restart_cosine,20260901,2,40,0.0008535533905932737,0.14603464752435685,0.0007868964821682312,0.0005307096456817817,0.000726399849372683,0.00842566288774833,2.5280124054916088e-05
restart_adam_restart_cosine,20260901,2,41,0.00075,0.1438405245542526,0.0007687304692808539,0.00051730766062974,0.0007138773238693829,0.00826406041160226,2.3817449118723744e-05
restart_adam_restart_cosine,20260901,2,42,0.0006294095225512604,0.14401344656944276,0.0007505100089474581,0.0005029283311159816,0.0007022579782642424,0.008142497122753412,2.303972569279722e-05
restart_adam_restart_cosine,20260901,2,43,0.0005,0.1413431115448475,0.0007379284594208002,0.0004954890406224877,0.0006937666730664205,0.007935266883578151,2.4104130034174887e-05
restart_adam_restart_cosine,20260901,2,44,0.0003705904774487397,0.14100258350372313,0.0007269186258781702,0.00048577195739198944,0.0006873795020510443,0.00791138136992231,2.1674640265700873e-05
restart_adam_restart_cosine,20260901,2,45,0.0002500000000000001,0.14006139114499092,0.0007189665848272853,0.0004794403168489225,0.0006820459639129695,0.007863124762661756,2.0913591902171903e-05
restart_adam_restart_cosine,20260901,2,46,0.00014644660940672628,0.13986994177103043,0.0007128962985007093,0.00047579348247381856,0.0006801865893066861,0.007753339956980199,2.0680878151324578e-05
restart_adam_restart_cosine,20260901,2,47,6.698729810778065e-05,0.1395654335618019,0.0007076346439134796,0.0004730446635221597,0.0006784104763937649,0.007638861867599189,2.0174106066406238e-05
restart_adam_restart_cosine,20260901,2,48,1.70370868554659e-05,0.13952720612287522,0.0007067216844006907,0.000471885171282338,0.0006774005625629798,0.0076569848111830655,2.043806643996504e-05
restart_adam_restart_cosine,20260901,3,49,0.001,0.1406356029212475,0.0007288943590538111,0.00048205327038886026,0.0006816578919824678,0.008230709459166975,2.1397886303020642e-05
restart_adam_restart_cosine,20260901,3,50,0.0009829629131445341,0.13756776452064515,0.0006997868847975041,0.00046460232333629393,0.0006676918739685789,0.007733410340733826,1.9666743378365935e-05
restart_adam_restart_cosine,20260901,3,51,0.0009330127018922195,0.13659682422876357,0.0006795397042878903,0.00045239136379677803,0.0006567726588400547,0.007397293660324067,1.948777098732535e-05
restart_adam_restart_cosine,20260901,3,52,0.0008535533905932737,0.1345416411757469,0.0006648807058809326,0.00044226251629879697,0.0006460108954343014,0.007235775515437126,1.9068933693233702e-05
restart_adam_restart_cosine,20260901,3,53,0.00075,0.13348897248506547,0.000648538595851278,0.0004296959108614828,0.0006357837308314628,0.007109638233669102,1.7793748452277213e-05
restart_adam_restart_cosine,20260901,3,54,0.0006294095225512604,0.13300338685512542,0.0006397413788363337,0.00042430477660673207,0.0006303027206740808,0.006972161564044654,1.7852348128144514e-05
restart_adam_restart_cosine,20260901,3,55,0.0005,0.1322707861661911,0.0006305482791503891,0.00041786747096921316,0.0006226180048543029,0.006880752369761467,1.7580416897544638e-05
restart_adam_restart_cosine,20260901,3,56,0.0003705904774487397,0.13150677159428598,0.0006236135166545864,0.00041343739503645337,0.0006191944725287612,0.006776706746313721,1.693272067768703e-05
restart_adam_restart_cosine,20260901,3,57,0.0002500000000000001,0.13135605305433273,0.0006184601334098261,0.00040947426314232873,0.0006154613358376082,0.006739881809335202,1.6643141862004995e-05
restart_adam_restart_cosine,20260901,3,58,0.00014644660940672628,0.13152512907981873,0.0006150200424599461,0.00040744118596194314,0.0006132839975180104,0.006682690361049026,1.6547992140658606e-05
restart_adam_restart_cosine,20260901,3,59,6.698729810778065e-05,0.13093659058213233,0.0006128520231868606,0.00040616137775941754,0.0006115839423728175,0.006648612325079739,1.641693618239515e-05
restart_adam_restart_cosine,20260901,3,60,1.70370868554659e-05,0.13094527423381805,0.0006116508127888664,0.00040506368750357067,0.0006110658861871344,0.006646604579873383,1.635678206639568e-05
restart_adam_restart_cosine,20260901,4,61,0.001,0.13355015143752097,0.0006658865124336444,0.0004475772981095361,0.0006127035616373177,0.007212198188062758,2.7041170051234074e-05
restart_adam_restart_cosine,20260901,4,62,0.0009829629131445341,0.1312667801976204,0.0006158479431178421,0.00040938798993011004,0.0006078178717871197,0.006657900102436542,1.819012445594126e-05
restart_adam_restart_cosine,20260901,4,63,0.0009330127018922195,0.12869066447019578,0.0005965791373455431,0.00039568989886902274,0.000598184457339812,0.006438657501712441,1.6697843989277317e-05
restart_adam_restart_cosine,20260901,4,64,0.0008535533905932737,0.1280400663614273,0.0005865054015885107,0.00038622093234153,0.0005881780503841583,0.006469127454329282,1.6027747938096583e-05
restart_adam_restart_cosine,20260901,4,65,0.00075,0.12748120874166488,0.0005794133816380054,0.0003820537316642003,0.0005848330969456583,0.006343568989541382,1.541476376587525e-05
restart_adam_restart_cosine,20260901,4,66,0.0006294095225512604,0.12693530842661857,0.0005705882169422694,0.0003775078945182031,0.0005799240338092204,0.006159477739129215,1.4994973480497719e-05
restart_adam_restart_cosine,20260901,4,67,0.0005,0.12637585774064064,0.000565156435186509,0.0003732539586053463,0.0005743553956563119,0.006133951188530773,1.5040773791952234e-05
restart_adam_restart_cosine,20260901,4,68,0.0003705904774487397,0.1260415606200695,0.0005592464665824081,0.00036911378083459567,0.0005704631497792434,0.006069133093114942,1.4722845639880688e-05
