method,model_seed,split,projection_variant,projection_iterations,case_count,paired_call_budget,damping_fraction,field_relative_l2_mean,h1_seminorm_relative_error_mean,field_gain_to_best_matched_classical_mean,h1_gain_to_best_matched_classical_mean,reprojection_ratio_to_matched_cgls_mean,visible_correction_fraction_mean,visible_correction_fraction_maximum,system_residual_fraction_mean,exact_projection_approximation_error_mean,exact_oracle_error_reduction_retention_mean,oracle_reduction_defined_rate,field_harm_rate,worst_field_gain_to_best_matched_classical,breakdown_rate
jacru_m2,17,development,cg_damped_1e-6,8,12,22,1e-06,0.35658164636420864,0.6471972752833428,0.4383984800940058,0.3646766747253463,19.7473023219144,0.07467153023729997,0.13594910219875342,0.07467152997836017,0.04908701387123109,1.0116935227681043,1.0,0.0,-0.005969262458694718,0.0
jacru_m2,17,development,cg_damped_1e-6,12,12,26,1e-06,0.35905790465967224,0.6515187878763707,0.4240771470794214,0.36150639018827985,32.63251696868988,0.034338555877376664,0.07528198360025173,0.03433855520792717,0.02131406650187691,1.0013275684058245,1.0,0.08333333333333333,-0.02462023104253211,0.0
jacru_m2,17,development,cg_undamped,0,12,14,0.0,0.35240252109802367,0.582230064754912,0.463590732337081,0.39834287691439263,36.628849024463015,1.0,1.0,1.0,0.38541630916271186,1.03116508906499,1.0,0.0,0.005083872538864228,0.0
jacru_m2,17,development,cg_undamped,1,12,15,0.0,0.3388347313269709,0.5985974942442255,0.4822559187554924,0.388518688003396,19.25767829691172,0.4280208465544642,0.5228118279425772,0.4280208465544643,0.2319165399100759,1.0913264655127426,1.0,0.0,0.10097138596670854,0.0
jacru_m2,17,development,cg_undamped,2,12,16,0.0,0.3359478854635642,0.6069462936996106,0.48576379885324955,0.386070025422317,15.606324821051958,0.28977548169742817,0.5220218740684599,0.28977548169742817,0.18290303625985016,1.1027913775343157,1.0,0.0,0.11851010478031114,0.0
jacru_m2,17,development,cg_undamped,4,12,18,0.0,0.3441644024596788,0.6242432694966599,0.4683133582530939,0.37819482365725565,15.29318641160136,0.1860594859013701,0.3988625655930197,0.1860594859013701,0.11658522354351412,1.0648079272584177,1.0,0.0,0.059552401871348824,0.0
jacru_m2,17,development,cg_undamped,8,12,22,0.0,0.35658324238929673,0.6472006005478227,0.4383960779802311,0.36467341676763015,19.74783898611317,0.07467577720761309,0.13595784108449002,0.07467577720761308,0.04908701341563911,1.0116869538844417,1.0,0.0,-0.005976472420031448,0.0
jacru_m2,17,development,cg_undamped,12,12,26,0.0,0.35905993991405527,0.6515229424017991,0.42407403271397687,0.36150233634172624,32.632857085285366,0.03434190713448645,0.07528975709615347,0.034341907134486455,0.02131406486536157,1.00131919204505,1.0,0.08333333333333333,-0.02462966197320596,0.0
jacru_m2,17,ood,cg_damped_1e-4,0,18,14,0.0001,0.4448493420192548,0.6889651511223669,0.31912924316997426,0.28820960825409014,46.07362071243202,1.0,1.0,1.0,0.42484540174841406,0.8146246459087851,1.0,0.0,0.11733940786752928,0.0
jacru_m2,17,ood,cg_damped_1e-4,1,18,15,0.0001,0.39945883336777777,0.6725224721965243,0.38543687542770716,0.31328831233758225,23.308816218766935,0.42394416435832327,0.5186323565885608,0.4239441155910052,0.2534027718493576,1.0162019705253933,1.0,0.0,0.24944523345364963,0.0
jacru_m2,17,ood,cg_damped_1e-4,2,18,16,0.0001,0.38424136492579436,0.6688938105253529,0.40622503357961304,0.3235878735545248,20.309860503648025,0.3107058457539719,0.4599948880468098,0.31070572209621083,0.1956079986127817,1.080547093683525,1.0,0.0,0.2656417715942307,0.0
jacru_m2,17,ood,cg_damped_1e-4,4,18,18,0.0001,0.3914407996048611,0.6852267022673058,0.38833266068649885,0.31736852092277684,15.551177126774014,0.17319740357218205,0.3802909439193262,0.17319691161958436,0.12031695827387197,1.0460062196510689,1.0,0.0,0.1939436384104709,0.0
jacru_m2,17,ood,cg_damped_1e-4,8,18,22,0.0001,0.4008435679083596,0.704629444246703,0.359739943980107,0.30767025265370296,16.79436129861759,0.06636652340225743,0.10871900602760329,0.06636416268677509,0.044923952578396285,1.0044227340702432,1.0,0.0,0.14992731804114576,0.0
jacru_m2,17,ood,cg_damped_1e-4,12,18,26,0.0001,0.4016113408792639,0.7062768706552596,0.3459999170305466,0.30711950466253585,25.235292495213873,0.024602099372945625,0.0481768579003748,0.024594866915431904,0.018935522386233382,1.000901938630016,1.0,0.0,0.13543447822365087,0.0
jacru_m2,17,ood,cg_damped_1e-6,0,18,14,1e-06,0.4448493420192548,0.6889651511223669,0.31912924316997426,0.28820960825409014,46.07362071243202,1.0,1.0,1.0,0.42484540174841406,0.8146246459087851,1.0,0.0,0.11733940786752928,0.0
