case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,projection_variant,projection_iterations,damping_fraction,damping_absolute,preconditioner,projection_forward_calls,projection_adjoint_calls,paired_call_budget,matched_cgls_field_relative_l2,matched_huber_field_relative_l2,matched_base_landweber_field_relative_l2,field_gain_to_best_matched_classical,h1_gain_to_best_matched_classical,reprojection_ratio_to_matched_cgls,visible_correction_fraction,system_residual_fraction,exact_projection_approximation_error,exact_oracle_error_reduction_retention,oracle_reduction_defined,base_anchor_field_relative_l2,exact_oracle_field_relative_l2,raw_learned_field_relative_l2,exact_oracle_rank,exact_oracle_nullity_lower_bound,field_harm_to_best_matched_classical,converged,breakdown,projection_diagnostic_forward_calls,dense_oracle_used_by_algorithm
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.3820815756259846,0.03882233616722078,0.03698396984752433,0.004012097700864611,0.6379057813064177,0.09002702404665842,0.08960047471272693,0.8575894236564636,0.04452251583219587,15,14,1,1,0.008013334008865058,cg_undamped,1,0.0,0.0,identity,2,1,15,0.6175029232588256,0.6217766743769176,0.6175129879845536,0.3812473411306661,0.32981344061999196,29.929701578892804,0.3491114685824387,0.3491114685824387,0.22850065305770725,0.9399624362376581,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.37113243477902025,0.03770982184091054,0.03592413676272565,0.00391938318220303,0.6337776456832841,0.0574446775436929,0.059581203201110995,0.8575894236564636,0.04382879860779632,16,15,1,1,0.008013334008865058,cg_undamped,2,0.0,0.0,identity,3,2,16,0.6174777372413561,0.6159651813257745,0.6174983399826227,0.39747822436941604,0.3398732975322831,23.496767633578138,0.22163513573996138,0.22163513573996135,0.16125832955391675,0.9836649199547361,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.36751080394698976,0.037341837152289246,0.03557357736903796,0.003825018288830805,0.6393208242708084,0.027744612770872472,0.03256553433047936,0.8575894236564636,0.04333249312125138,18,17,1,1,0.008013334008865058,cg_undamped,4,0.0,0.0,identity,5,4,18,0.6173996389491063,0.6061380114549055,0.6174731600204595,0.3936846114223093,0.3424069626449915,16.66483288273737,0.10708080919550785,0.10708080919550785,0.08664074645543123,0.9981203246918084,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.36659577398514903,0.03724886328741901,0.03548500612489239,0.0038640625823694215,0.6379204743186654,0.011243282793482301,0.020668635100208194,0.8575894236564636,0.04316641752548423,22,21,1,1,0.008013334008865058,cg_undamped,8,0.0,0.0,identity,9,8,22,0.6173908133790715,0.591070689495477,0.6174333970439508,0.3797767669750874,0.35120143312050456,13.820440536919449,0.03866961865522135,0.03866961865522136,0.03693117688526307,1.0017725822129153,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.3671297686009991,0.037303121120851705,0.03553669467003875,0.003873324827234853,0.6380187169317906,0.007419602492121312,0.01921408268545956,0.8575894236564636,0.043137508019260806,26,25,1,1,0.008013334008865058,cg_undamped,12,0.0,0.0,identity,13,12,26,0.6174003136860812,0.5795134437997391,0.6174034190405531,0.36648619194438026,0.35119617323786756,20.567530916496406,0.013777466429987423,0.013777466429987418,0.017234682405280075,0.9996411920581648,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.3808265783064545,0.0386948190846503,0.036862491121552834,0.0035929439032781393,0.6094180430670953,0.25788797895649435,0.25738779512093785,0.8575894236564636,0.04835911273556237,14,13,1,1,0.008013334008865058,cg_damped_1e-6,0,1e-06,8.494357964162708e-06,identity,1,0,14,0.6175144851378854,0.6284038590022616,0.6175296905317852,0.38329126284151965,0.35302044839509517,66.32446457083948,1.0,1.0,0.4523157333617417,0.9449716420455226,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.38208149772038374,0.03882232825143101,0.03698396230657344,0.004012096997434154,0.6379056117403349,0.0900268729694781,0.08960032129035717,0.8575894236564636,0.04452251583220714,15,14,1,1,0.008013334008865058,cg_damped_1e-6,1,1e-06,8.494357964162708e-06,identity,2,1,15,0.6175029232588256,0.6217766743769176,0.6175129879845536,0.3812474672929852,0.3298136187668484,29.929651352919322,0.349110882702147,0.3491108826981133,0.22850065305864634,0.9399627471906634,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.37113235427403246,0.037709813661003684,0.035924128970164504,0.003919382759718553,0.6337774012803873,0.05744442977007239,0.0595809495777135,0.8575894236564636,0.043828798607825195,16,15,1,1,0.008013334008865058,cg_damped_1e-6,2,1e-06,8.494357964162708e-06,identity,3,2,16,0.6174777372413561,0.6159651813257745,0.6174983399826227,0.3974783550667188,0.3398735520961344,23.496666285995808,0.22163417492471324,0.2216341749144437,0.16125832955727168,0.9836652412829542,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.36751068793732306,0.03734182536484236,0.03557356613976576,0.0038250189164600636,0.6393203200070265,0.027744251107730756,0.032565180302074156,0.8575894236564636,0.043332493121362406,18,17,1,1,0.008013334008865058,cg_damped_1e-6,4,1e-06,8.494357964162708e-06,identity,5,4,18,0.6173996389491063,0.6061380114549055,0.6174731600204595,0.39368480281381507,0.3424074813209666,16.664615649364308,0.10707939715356188,0.10707939711745228,0.08664074647917655,0.998120787733671,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.3665956291184131,0.03724884856787877,0.035484992102371174,0.003864062598755683,0.6379198131345328,0.011242899193872434,0.020668317594227877,0.8575894236564636,0.04316641752579761,22,21,1,1,0.008013334008865058,cg_damped_1e-6,8,1e-06,8.494357964162708e-06,identity,9,8,22,0.6173908133790715,0.591070689495477,0.6174333970439508,0.37977701206715253,0.35120210557943154,13.81996900954657,0.03866806894664102,0.03866806880897043,0.03693117704188851,1.0017731604351023,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.36712956895203447,0.037303100835028684,0.0355366753448167,0.0038733246372609554,0.6380179577932884,0.007419348318076659,0.01921383546844221,0.8575894236564636,0.04313750801976722,26,25,1,1,0.008013334008865058,cg_damped_1e-6,12,1e-06,8.494357964162708e-06,identity,13,12,26,0.6174003136860812,0.5795134437997391,0.6174034190405531,0.3664865364557402,0.35119694520889627,20.566826332588153,0.013776438969388774,0.013776438537962857,0.0172346829472834,0.9996419889385546,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.3808265783064545,0.0386948190846503,0.036862491121552834,0.0035929439032781393,0.6094180430670953,0.25788797895649435,0.25738779512093785,0.8575894236564636,0.04835911273556237,14,13,1,1,0.008013334008865058,cg_damped_1e-4,0,0.0001,0.0008494357964162709,identity,1,0,14,0.6175144851378854,0.6284038590022616,0.6175296905317852,0.38329126284151965,0.35302044839509517,66.32446457083948,1.0,1.0,0.4523157333617417,0.9449716420455226,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.38207378754044996,0.038821544839677105,0.03698321599196322,0.0040120273695039834,0.6378888293318759,0.09001192913544527,0.08958514532997354,0.8575894236564636,0.04452251594486827,15,14,1,1,0.008013334008865058,cg_damped_1e-4,1,0.0001,0.0008494357964162709,identity,2,1,15,0.6175029232588256,0.6217766743769176,0.6175129879845536,0.38125995335522617,0.32983125043740674,29.92468323920254,0.3490529302125212,0.34905288988235894,0.22850066244527587,0.9399935216612563,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.3711243891578175,0.03770900434582327,0.03592335797874089,0.0039193409390422896,0.6337532165972531,0.05741993464960609,0.05955587431342094,0.8575894236564636,0.04382879889630786,16,15,1,1,0.008013334008865058,cg_damped_1e-4,2,0.0001,0.0008494357964162709,identity,3,2,16,0.6174777372413561,0.6159651813257745,0.6174983399826227,0.3974912861811007,0.3398987422479744,23.48664697387911,0.2215391883798997,0.22153908569400874,0.16125836308471547,0.9836970333081511,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.36749922076844327,0.037340660215006476,0.035572456163637266,0.0038250809657950635,0.6392704537351304,0.02770857252232511,0.03253024281879621,0.8575894236564636,0.043332494229927,18,17,1,1,0.008013334008865058,cg_damped_1e-4,4,0.0001,0.0008494357964162709,identity,5,4,18,0.6173996389491063,0.6061380114549055,0.6174731600204595,0.39370372122622793,0.34245877280397935,16.64318526689014,0.10694009534515089,0.10693973419712735,0.08664098355936135,0.9981665578784022,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.36658133418766786,0.03724739609635887,0.03548360841019291,0.0038640641910115347,0.6378545106025094,0.01120534200086422,0.02063714056902108,0.8575894236564636,0.043166420648007284,22,21,1,1,0.008013334008865058,cg_damped_1e-4,8,0.0001,0.0008494357964162709,identity,9,8,22,0.6173908133790715,0.591070689495477,0.6174333970439508,0.3798011968744848,0.3512685216781398,13.77380304874689,0.03851642441366428,0.03851504552908413,0.03693273748922369,1.001830217329964,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,29,0.3671098965884335,0.03730110197624659,0.035534771138624466,0.003873305790423495,0.637943072489643,0.007394830787954362,0.019189647922768685,0.8575894236564636,0.04313751305315361,26,25,1,1,0.008013334008865058,cg_damped_1e-4,12,0.0001,0.0008494357964162709,identity,13,12,26,0.6174003136860812,0.5795134437997391,0.6174034190405531,0.36652048280126753,0.35127309637857834,20.498862441082924,0.013679500553046705,0.013675169859570893,0.017240069210134108,0.999720509359651,1,0.6175780561429497,0.36703987351133793,0.3808265783064545,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.45943073332877216,0.05978468489027378,0.05417667159957862,0.0033549027149076096,0.7392343696624176,0.20142943224612223,0.19673059927694514,0.8603296279907227,0.0632475049187918,14,13,1,1,0.00820133398519829,cg_undamped,0,0.0,0.0,identity,1,0,14,0.667134236080435,0.7070776981008436,0.6656058358133149,0.3113368967120741,0.2705244746924316,19.795305961634753,1.0,1.0,0.3796518123540976,0.8608090690500411,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.4233363296967078,0.05508780157162755,0.04992037242257595,0.002891344711338789,0.7223098704908764,0.10447348380202608,0.10192469169033336,0.8603296279907227,0.06041358834060936,15,14,1,1,0.00820133398519829,cg_undamped,1,0.0,0.0,identity,2,1,15,0.6678379689371158,0.7018750851124439,0.6656534414812308,0.36610922201614216,0.2970094370364152,12.377354277336813,0.5128474551006963,0.5128474551006962,0.2377595425212709,1.011597031026708,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.41366163708757714,0.05382885564770906,0.04877952004530004,0.0028434776957825714,0.7169615757385682,0.07435105039849332,0.0716821808691751,0.8603296279907227,0.05969233810178383,16,15,1,1,0.00820133398519829,cg_undamped,2,0.0,0.0,identity,3,2,16,0.6684682697889553,0.6974186580572092,0.6656977719097691,0.3811798468487131,0.31051209412668807,10.418193525122057,0.35813049495516835,0.35813049495516835,0.1867466989858351,1.0520140218752725,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.42189202324050107,0.05489985723071747,0.04975005792053964,0.002899061645861208,0.7294348541517587,0.04240336107618017,0.045603095508483765,0.8603296279907227,0.05888683948007883,18,17,1,1,0.00820133398519829,cg_undamped,4,0.0,0.0,identity,5,4,18,0.6693665039742189,0.68991298894323,0.6657828206093377,0.3697144677308942,0.31145311684156485,8.69147845403516,0.19727267435306295,0.19727267435306295,0.10486640194888255,1.0176307649324177,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.4258785668876376,0.05541861716220606,0.05022015634957476,0.002971834812353816,0.7402679633282121,0.0202096766251425,0.03238080780272413,0.8603296279907227,0.058576269915185726,22,21,1,1,0.00820133398519829,cg_undamped,8,0.0,0.0,identity,9,8,22,0.6705333006248226,0.6774388427168548,0.6659502609868849,0.3648658963085183,0.31513334686766287,12.00621845618989,0.07430801521045952,0.07430801521045952,0.04332907129249309,1.0009765822505146,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.42610446874853053,0.05544801326174811,0.050246794991797614,0.0029321821689231673,0.7430650808010197,0.01490526979187981,0.026388396248404684,0.8603296279907227,0.058524473242142376,26,25,1,1,0.00820133398519829,cg_undamped,12,0.0,0.0,identity,13,12,26,0.6705930297157485,0.6662209267091928,0.666116526295944,0.3604156644354009,0.31634010738045754,26.113058193489397,0.027916464741839068,0.027916464741839092,0.019003809503944636,1.0000328547530883,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.45943073332877216,0.05978468489027378,0.05417667159957862,0.0033549027149076096,0.7392343696624176,0.20142943224612223,0.19673059927694514,0.8603296279907227,0.0632475049187918,14,13,1,1,0.00820133398519829,cg_damped_1e-6,0,1e-06,8.494357964162708e-06,identity,1,0,14,0.667134236080435,0.7070776981008436,0.6656058358133149,0.3113368967120741,0.2705244746924316,19.795305961634753,1.0,1.0,0.3796518123540976,0.8608090690500411,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.4233363607954286,0.055087805618433926,0.04992037608977769,0.0028913458043243073,0.722309817234711,0.10447324138367008,0.10192442978727398,0.8603296279907227,0.060413588340625476,15,14,1,1,0.00820133398519829,cg_damped_1e-6,1,1e-06,8.494357964162708e-06,identity,2,1,15,0.6678379689371158,0.7018750851124439,0.6656534414812308,0.36610917544987576,0.2970094888681611,12.377325557150922,0.5128462459050299,0.5128462458996098,0.23775954252229503,1.0115969011087083,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.41366169536690517,0.05382886323146655,0.04877952691767446,0.0028434793057728674,0.7169614829861648,0.07435068416918296,0.07168177277689604,0.8603296279907227,0.0596923381018285,16,15,1,1,0.00820133398519829,cg_damped_1e-6,2,1e-06,8.494357964162708e-06,identity,3,2,16,0.6684682697889553,0.6974186580572092,0.6656977719097691,0.3811797596653258,0.3105121833248579,10.418142208458613,0.358128648230176,0.35812864821629975,0.1867466989894052,1.0520137784075818,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.4218918737852847,0.05489983778244733,0.0497500402965855,0.00289906291518589,0.7294343198741273,0.042402750392137444,0.04560236069052246,0.8603296279907227,0.05888683948034172,18,17,1,1,0.00820133398519829,cg_damped_1e-6,4,1e-06,8.494357964162708e-06,identity,5,4,18,0.6693665039742189,0.68991298894323,0.6657828206093377,0.36971469100949494,0.31145362117062964,8.691353281240719,0.19726938329475976,0.19726938323741772,0.1048664019857875,1.0176313892964524,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.42587813340478087,0.055418560754059806,0.05022010523271062,0.002971833682822921,0.7402667249561345,0.020209217246455326,0.032380067229261005,0.8603296279907227,0.05857626991603267,22,21,1,1,0.00820133398519829,cg_damped_1e-6,8,1e-06,8.494357964162708e-06,identity,9,8,22,0.6705333006248226,0.6774388427168548,0.6659502609868849,0.36486654278328146,0.3151344925605499,12.005945547277262,0.07430449213604799,0.07430449189567025,0.04332907157872014,1.000978393168273,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.4261039450038025,0.05544794510802816,0.05024673323113582,0.0029321838863151425,0.7430634672742696,0.014905168693643648,0.026388002262018463,0.8603296279907227,0.05852447324343688,26,25,1,1,0.00820133398519829,cg_damped_1e-6,12,1e-06,8.494357964162708e-06,identity,13,12,26,0.6705930297157485,0.6662209267091928,0.666116526295944,0.3604164505781158,0.31634159191196526,26.112881075989275,0.027914175017117033,0.027914174289434584,0.01900381050053393,1.0000350427487936,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.45943073332877216,0.05978468489027378,0.05417667159957862,0.0033549027149076096,0.7392343696624176,0.20142943224612223,0.19673059927694514,0.8603296279907227,0.0632475049187918,14,13,1,1,0.00820133398519829,cg_damped_1e-4,0,0.0001,0.0008494357964162709,identity,1,0,14,0.667134236080435,0.7070776981008436,0.6656058358133149,0.3113368967120741,0.2705244746924316,19.795305961634753,1.0,1.0,0.3796518123540976,0.8608090690500411,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.42333944017639547,0.05508820633133232,0.049920739214399684,0.002891453984383663,0.7223045482822579,0.10444925830773759,0.10189851792097325,0.8603296279907227,0.060413588501775355,15,14,1,1,0.00820133398519829,cg_damped_1e-4,1,0.0001,0.0008494357964162709,identity,2,1,15,0.6678379689371158,0.7018750851124439,0.6656534414812308,0.3661045644796852,0.29701461689423764,12.374484194762363,0.5127266173990009,0.5127265632111304,0.2377595527585208,1.0115840366883708,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.41366746665648957,0.05382961423636061,0.04878020747567338,0.002843638639095585,0.7169523099006212,0.07431446950849113,0.07164141384291638,0.8603296279907227,0.059692338548237175,16,15,1,1,0.00820133398519829,cg_damped_1e-4,2,0.0001,0.0008494357964162709,identity,3,2,16,0.6684682697889553,0.6974186580572092,0.6656977719097691,0.3811711260624381,0.3105210049015726,10.413067749637763,0.3579460355246351,0.35794589679132144,0.18674673466008954,1.0519896682711938,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.4218771200255212,0.05489791790897257,0.049748300513981554,0.002899188528783183,0.7293815250150647,0.04234248133848828,0.04552978728619689,0.8603296279907227,0.05888684210358655,18,17,1,1,0.00820133398519829,cg_damped_1e-4,4,0.0001,0.0008494357964162709,identity,5,4,18,0.6693665039742189,0.68991298894323,0.6657828206093377,0.3697367323869405,0.3115034566500387,8.678999845853943,0.1969445395464544,0.19694396622557236,0.10486677022764788,1.0176930245956226,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.42583539446104784,0.05541299923172735,0.05021506540069424,0.002971722441228233,0.7401445424284915,0.020164312315430026,0.03230714549874583,0.8603296279907227,0.05857627834471123,22,21,1,1,0.00820133398519829,cg_damped_1e-4,8,0.0001,0.0008494357964162709,identity,9,8,22,0.6705333006248226,0.6774388427168548,0.6659502609868849,0.3649302815173506,0.3152475310046316,11.97926830638667,0.07395921478502804,0.07395680865049048,0.04333191997744297,1.0011569393575448,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,29,0.42605237067000185,0.05544123385631813,0.050240651518393104,0.0029323531581675753,0.7429044607210248,0.014895842353834883,0.02634936666487413,0.8603296279907227,0.05852448609751366,26,25,1,1,0.00820133398519829,cg_damped_1e-4,12,0.0001,0.0008494357964162709,identity,13,12,26,0.6705930297157485,0.6662209267091928,0.666116526295944,0.36049386383809157,0.31648788650435816,26.096541938384988,0.02769592370383176,0.027688624823171408,0.019013703726622245,1.00025049965905,1,0.6654842510044179,0.4261123332537845,0.45943073332877216,150,850,0,0,0,1,False
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,29,0.43423693467482755,0.029790161341535268,0.0600300653155687,-0.009399829798836965,0.6830984607094636,0.2533166390870218,0.25124775477374117,0.8557822108268738,0.04096842980017066,14,13,1,1,0.007480708009097725,cg_undamped,0,0.0,0.0,identity,1,0,14,0.6406253378960836,0.661275856399835,0.6402586439732658,0.3221670936386448,0.2507749149809683,46.842018936690685,1.0,1.0,0.3402198291696337,0.8106368541462172,1,0.6402347729604255,0.38611625215549616,0.43423693467482755,150,850,0,0,0,1,False
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,29,0.39280653656965714,0.02694789218973847,0.054302617220519385,-0.008388252172481393,0.666536576290894,0.11262131221913232,0.11468511931938513,0.8557822108268738,0.039434460837642814,15,14,1,1,0.007480708009097725,cg_undamped,1,0.0,0.0,identity,2,1,15,0.6407587971689701,0.6525566843848862,0.6402707893474214,0.386966611609278,0.275242599187178,24.89084563813291,0.4453942820586682,0.44539428205866816,0.20558714004649326,0.9736725824116665,1,0.6402347729604255,0.38611625215549616,0.43423693467482755,150,850,0,0,0,1,False
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,29,0.38133395164029493,0.026160833032032097,0.05271661665802981,-0.00813768461647516,0.6782918294566812,0.07365484609688465,0.0758933545588319,0.8557822108268738,0.03902652610499493,16,15,1,1,0.007480708009097725,cg_undamped,2,0.0,0.0,identity,3,2,16,0.6409047691832784,0.6449229904330439,0.6402826199947947,0.40500684348746746,0.26797161377480533,20.136201042359843,0.28831511372036234,0.2883151137203623,0.15230327132598526,1.018819173431567,1,0.6402347729604255,0.38611625215549616,0.43423693467482755,150,850,0,0,0,1,False
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,29,0.38490697715577166,0.02640595498754512,0.05321056117988142,-0.008072260289093006,0.6786796505416096,0.039322313393681384,0.04068205786221855,0.8557822108268738,0.03872825211078382,18,17,1,1,0.007480708009097725,cg_undamped,4,0.0,0.0,identity,5,4,18,0.6409982169615038,0.6320376915436141,0.6403053596047246,0.39100629233721745,0.2759050176182124,15.4275395959021,0.1496223426486065,0.14962234264860655,0.09684177505265854,1.0047587047016253,1,0.6402347729604255,0.38611625215549616,0.43423693467482755,150,850,0,0,0,1,False
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,29,0.38595963945707606,0.026478171276142253,0.053356084007758466,-0.008030006396815654,0.6855271605948808,0.019066091597316415,0.026242225120894417,0.8557822108268738,0.038561129315255786,22,21,1,1,0.007480708009097725,cg_undamped,8,0.0,0.0,identity,9,8,22,0.6409162104625761,0.6120998790531461,0.6403469495984485,0.36944990080031564,0.2766035540403062,17.079021350138383,0.06974939686307856,0.06974939686307866,0.04101797462336709,1.0006162978515853,1,0.6402347729604255,0.38611625215549616,0.43423693467482755,150,850,0,0,0,1,False
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,29,0.38561895988952993,0.026454799475006625,0.05330898756096084,-0.007964429259894218,0.690239601480783,0.010814478955049084,0.02194278174057281,0.8557822108268738,0.03853210669329947,26,25,1,1,0.007480708009097725,cg_undamped,12,0.0,0.0,identity,13,12,26,0.6408623335301321,0.5964894057178893,0.6403833562975623,0.35351918040283004,0.27193816371839796,28.009620514149333,0.026490480530686925,0.0264904805306869,0.018692248863589903,1.0019569304291205,1,0.6402347729604255,0.38611625215549616,0.43423693467482755,150,850,0,0,0,1,False
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,29,0.43423693467482755,0.029790161341535268,0.0600300653155687,-0.009399829798836965,0.6830984607094636,0.2533166390870218,0.25124775477374117,0.8557822108268738,0.04096842980017066,14,13,1,1,0.007480708009097725,cg_damped_1e-6,0,1e-06,8.494357964162708e-06,identity,1,0,14,0.6406253378960836,0.661275856399835,0.6402586439732658,0.3221670936386448,0.2507749149809683,46.842018936690685,1.0,1.0,0.3402198291696337,0.8106368541462172,1,0.6402347729604255,0.38611625215549616,0.43423693467482755,150,850,0,0,0,1,False
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,29,0.3928065566260106,0.026947893565673956,0.05430261999316288,-0.008388254150246579,0.6665364789743209,0.11262109385756724,0.11468489240206013,0.8557822108268738,0.03943446083764879,15,14,1,1,0.007480708009097725,cg_damped_1e-6,1,1e-06,8.494357964162708e-06,identity,2,1,15,0.6407587971689701,0.6525566843848862,0.6402707893474214,0.3869665803083367,0.27524270500418657,24.890797377249577,0.44539341125949167,0.4453934112552004,0.20558714004717638,0.9736725034864729,1,0.6402347729604255,0.38611625215549616,0.43423693467482755,150,850,0,0,0,1,False
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,29,0.38133399135773877,0.026160835756786637,0.05271662214867456,-0.008137688365378095,0.6782915628840537,0.07365448356168997,0.07589298351293731,0.8557822108268738,0.03902652610501484,16,15,1,1,0.007480708009097725,cg_damped_1e-6,2,1e-06,8.494357964162708e-06,identity,3,2,16,0.6409047691832784,0.6449229904330439,0.6402826199947947,0.4050067815165698,0.26797190146621164,20.136101930326465,0.28831366634655625,0.2883136663337896,0.15230327132902594,1.0188190171366078,1,0.6402347729604255,0.38611625215549616,0.43423693467482755,150,850,0,0,0,1,False
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,29,0.38490689869585254,0.026405949604922263,0.05321055033337414,-0.008072265801653697,0.6786790952672307,0.039321787852543165,0.04068155105369681,0.8557822108268738,0.03872825211086541,18,17,1,1,0.007480708009097725,cg_damped_1e-6,4,1e-06,8.494357964162708e-06,identity,5,4,18,0.6409982169615038,0.6320376915436141,0.6403053596047246,0.3910064164752557,0.27590561004998976,15.427333407455405,0.14962021070738035,0.1496202106612619,0.09684177507210018,1.0047590134548752,1,0.6402347729604255,0.38611625215549616,0.43423693467482755,150,850,0,0,0,1,False
