case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,projection_variant,projection_iterations,damping_fraction,damping_absolute,preconditioner,projection_forward_calls,projection_adjoint_calls,paired_call_budget,matched_cgls_field_relative_l2,matched_huber_field_relative_l2,matched_base_landweber_field_relative_l2,field_gain_to_best_matched_classical,h1_gain_to_best_matched_classical,reprojection_ratio_to_matched_cgls,visible_correction_fraction,system_residual_fraction,exact_projection_approximation_error,exact_oracle_error_reduction_retention,oracle_reduction_defined,base_anchor_field_relative_l2,exact_oracle_field_relative_l2,raw_learned_field_relative_l2,exact_oracle_rank,exact_oracle_nullity_lower_bound,field_harm_to_best_matched_classical,converged,breakdown,projection_diagnostic_forward_calls,dense_oracle_used_by_algorithm
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2521650838162134,0.02584526198344025,0.029322540673829636,0.0027276623153215506,0.5352039012854835,0.011619007007750034,0.018880696730323093,0.7063487768173218,0.04695081166986385,22,21,1,1,0.029853541986085474,cg_damped_1e-6,8,1e-06,8.97758779807751e-06,identity,9,8,22,0.5976395706410947,0.567382652763368,0.596272913069439,0.5555643398893602,0.46405567590043834,17.32047736615359,0.03838420652525375,0.03838420636328467,0.02685071866890498,1.0031756897231654,1,0.5961347720424761,0.2532539668654846,0.24785472577107925,150,850,0,0,0,1,False
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25314025718091,0.025945210837216633,0.02943593686737716,0.002708906227305874,0.537388515158779,0.008795113606675809,0.017799011816011717,0.7063487768173218,0.0469351403290786,26,25,1,1,0.029853541986085474,cg_damped_1e-6,12,1e-06,8.97758779807751e-06,identity,13,12,26,0.5976546838072083,0.5528067721055604,0.5963235531779676,0.5420818449514725,0.46079144813115713,35.45139419782839,0.017250515417796573,0.017250515005606197,0.011143103035169842,1.0003316303591738,1,0.5961347720424761,0.2532539668654846,0.24785472577107925,150,850,0,0,0,1,False
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.24785472577107925,0.025403478643601995,0.028821318826679175,0.0034603782994104917,0.47738947797293424,0.1974321043240691,0.196684547506335,0.7063487768173218,0.04965257334814656,14,13,1,1,0.029853541986085474,cg_damped_1e-4,0,0.0001,0.0008977587798077512,identity,1,0,14,0.5968408693463881,0.6157464450463019,0.5961710292723394,0.5847222626652399,0.5000252754422545,42.87705265529154,1.0,1.0,0.3264763448251316,1.015746699765297,1,0.5961347720424761,0.2532539668654846,0.24785472577107925,150,850,0,0,0,1,False
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2528030384720373,0.02591064813827103,0.029396724026498275,0.00318824394509861,0.5204599084325949,0.07544040588518985,0.0753728958412326,0.7063487768173218,0.04759133518399909,15,14,1,1,0.029853541986085474,cg_damped_1e-4,1,0.0001,0.0008977587798077512,identity,2,1,15,0.5971029818222995,0.607077191672447,0.5961853694286711,0.5766173571927119,0.46147881729555207,21.07539682693067,0.3801790751390743,0.3801790250386461,0.15900852991803355,1.0013151170512873,1,0.5961347720424761,0.2532539668654846,0.24785472577107925,150,850,0,0,0,1,False
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25069671342343175,0.025694763679250655,0.02915179399504691,0.0029245964670041877,0.5340888922373712,0.04754831951136789,0.046564694070911516,0.7063487768173218,0.04725624132165374,16,15,1,1,0.029853541986085474,cg_damped_1e-4,2,0.0001,0.0008977587798077512,identity,3,2,16,0.5972661942929209,0.599511718989623,0.5961985733520055,0.5802596634148676,0.4527582354308226,16.687525533152034,0.23760147101380466,0.23760134949243128,0.1113195505392979,1.0074581411483003,1,0.5961347720424761,0.2532539668654846,0.24785472577107925,150,850,0,0,0,1,False
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25090677296966557,0.025716293400663198,0.0291762203727799,0.002655219837476438,0.5301446449380407,0.019945070150815942,0.022183594439460018,0.7063487768173218,0.04702845495052367,18,17,1,1,0.029853541986085474,cg_damped_1e-4,4,0.0001,0.0008977587798077512,identity,5,4,18,0.5975108025880026,0.5867877968171817,0.5962235622431531,0.5724062866838427,0.464037561450758,11.58768211058909,0.09019797296071859,0.09019747826043638,0.06066871692664765,1.006845509752602,1,0.5961347720424761,0.2532539668654846,0.24785472577107925,150,850,0,0,0,1,False
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2521364825635144,0.025842330543219133,0.02931921483115984,0.002728042933627765,0.5351266362930825,0.011596470129444777,0.01884697230215653,0.7063487768173218,0.04695081346247891,22,21,1,1,0.029853541986085474,cg_damped_1e-4,8,0.0001,0.0008977587798077512,identity,9,8,22,0.5976395706410947,0.567382652763368,0.596272913069439,0.5556147489960885,0.4641330477843678,17.286881595849845,0.03820859168830457,0.038206968771555376,0.026851990063716028,1.003259104286673,1,0.5961347720424761,0.2532539668654846,0.24785472577107925,150,850,0,0,0,1,False
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2530999933605187,0.025941084060540347,0.02943125486504266,0.002709433169484934,0.5372816362892077,0.008789294120428353,0.017767554543241304,0.7063487768173218,0.04693514358853965,26,25,1,1,0.029853541986085474,cg_damped_1e-4,12,0.0001,0.0008977587798077512,identity,13,12,26,0.5976546838072083,0.5528067721055604,0.5963235531779676,0.5421546802031789,0.4608986889799309,35.42793697939852,0.017105483571062535,0.017101343499499655,0.011148670350051881,1.000449058397674,1,0.5961347720424761,0.2532539668654846,0.24785472577107925,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.4197601496572044,0.052212401979301104,0.04804252447442691,0.003069995169834932,0.7038168593465023,0.24984963925703946,0.2497355330848581,0.7063517570495605,0.06235538512672811,14,13,1,1,0.008629999996628612,cg_undamped,0,0.0,0.0,identity,1,0,14,0.6778399504696955,0.6991004069148027,0.6760152434010321,0.3807385513846741,0.2996045370117379,25.64524083434572,1.0,1.0,0.37927823474768596,0.8995803699799159,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39973455009594416,0.04972149221804124,0.04575054807356419,0.0030102345760723913,0.7105725668968812,0.11448376171969386,0.1170473090399312,0.7063517570495605,0.05927624676896594,15,14,1,1,0.008629999996628612,cg_undamped,1,0.0,0.0,identity,2,1,15,0.6784206325540902,0.6938594557663179,0.6760248074115557,0.410786566748361,0.30118392863717913,16.291676265365147,0.45672471328455533,0.45672471328455533,0.21801253658961192,0.9698890926573469,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.38952517971970874,0.04845158665298249,0.044582061911718346,0.0031457944906740734,0.7049126829625586,0.05576098839986861,0.058272702201092215,0.7063517570495605,0.05856566788490067,16,15,1,1,0.008629999996628612,cg_undamped,2,0.0,0.0,identity,3,2,16,0.6786676775523344,0.6894602809087688,0.6760322658152224,0.42604430326701226,0.3137873189946382,9.826890468539268,0.21490512389067393,0.21490512389067393,0.1612250293061254,1.0057336019964094,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3837168577853062,0.047729111115674155,0.04391728597022708,0.003671779344648524,0.7035438322716114,0.03621979837759323,0.04065392348645125,0.7063517570495605,0.058094187612917535,18,17,1,1,0.008629999996628612,cg_undamped,4,0.0,0.0,identity,5,4,18,0.678825074654908,0.6823181756462481,0.6760463877315105,0.43473381860507293,0.32587674344074213,10.01052392404542,0.1338311396228479,0.13383113962284787,0.10884576324351801,1.0261262846153685,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3909817890505956,0.04863276886375971,0.04474877423418622,0.003464592049095395,0.7171498361980175,0.022679247054072735,0.03440557922084358,0.7063517570495605,0.05776170446664338,22,21,1,1,0.008629999996628612,cg_undamped,8,0.0,0.0,identity,9,8,22,0.6787387049072329,0.6712337839525676,0.6760842614113644,0.4175177138011514,0.32431894367417063,14.144136161024086,0.06856577780889281,0.06856577780889281,0.04405057785961773,1.000619530820593,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39144232698164044,0.04869005346212397,0.0448014838704909,0.0035783243434726977,0.7200506060988892,0.017586613307410005,0.030445239763250226,0.7063517570495605,0.05770609143883283,26,25,1,1,0.008629999996628612,cg_undamped,12,0.0,0.0,identity,13,12,26,0.6787028756198518,0.661748234114693,0.6761384520185604,0.4084724268205657,0.32429585173310227,25.56106002069482,0.023567663462101852,0.02356766346210182,0.016997409638234255,0.9990026087615446,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.4197601496572044,0.052212401979301104,0.04804252447442691,0.003069995169834932,0.7038168593465023,0.24984963925703946,0.2497355330848581,0.7063517570495605,0.06235538512672811,14,13,1,1,0.008629999996628612,cg_damped_1e-6,0,1e-06,8.97758779807751e-06,identity,1,0,14,0.6778399504696955,0.6991004069148027,0.6760152434010321,0.3807385513846741,0.2996045370117379,25.64524083434572,1.0,1.0,0.37927823474768596,0.8995803699799159,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39973453300226375,0.04972149009182198,0.04575054611715275,0.0030102346808352086,0.7105724760461531,0.11448356235211114,0.11704711069195316,0.7063517570495605,0.059276246768975645,15,14,1,1,0.008629999996628612,cg_damped_1e-6,1,1e-06,8.97758779807751e-06,identity,2,1,15,0.6784206325540902,0.6938594557663179,0.6760248074115557,0.4107865919446472,0.3011840179847726,16.29164789424887,0.45672391263042056,0.45672391262705625,0.21801253659029066,0.9698891526722708,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.38952517192187913,0.04845158568303951,0.04458206101923864,0.0031457940733731304,0.7049125519461716,0.055760775401832746,0.05827250095056544,0.7063517570495605,0.05856566788492695,16,15,1,1,0.008629999996628612,cg_damped_1e-6,2,1e-06,8.97758779807751e-06,identity,3,2,16,0.6786676775523344,0.6894602809087688,0.6760322658152224,0.4260443147569209,0.31378744653540785,9.826852931393164,0.2149042591349819,0.21490425912256372,0.1612250293085812,1.0057336293741383,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3837168611201923,0.047729111530488234,0.043917286351912554,0.0036717724067622894,0.7035435976698784,0.036219355005331494,0.04065352247611499,0.7063517570495605,0.05809418761302875,18,17,1,1,0.008629999996628612,cg_damped_1e-6,4,1e-06,8.97758779807751e-06,identity,5,4,18,0.678825074654908,0.6823181756462481,0.6760463877315105,0.4347338136923402,0.3258769682319734,10.010401383643979,0.13382925015139563,0.13382925011591207,0.10884576325878464,1.0261262729067762,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39098132342363784,0.04863271094615627,0.04474872094209899,0.003464591643841796,0.7171486161007831,0.022678498469111897,0.03440485949629043,0.7063517570495605,0.0577617044675702,22,21,1,1,0.008629999996628612,cg_damped_1e-6,8,1e-06,8.97758779807751e-06,identity,9,8,22,0.6787387049072329,0.6712337839525676,0.6760842614113644,0.417518407489355,0.32432009321997907,14.143669298628303,0.06856206327625618,0.06856206312939685,0.04405057817218097,1.0006211656099306,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3914417032188839,0.048689975874597335,0.04480141247939403,0.0035783159075892562,0.7200489338282485,0.01758623801076668,0.03044479840698566,0.7063517570495605,0.05770609144035351,26,25,1,1,0.008629999996628612,cg_damped_1e-6,12,1e-06,8.97758779807751e-06,identity,13,12,26,0.6787028756198518,0.661748234114693,0.6761384520185604,0.40847336941885976,0.32429742101198256,25.560514550122523,0.02356559749213453,0.023565596980895435,0.01699741096601625,0.9990047987565324,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.4197601496572044,0.052212401979301104,0.04804252447442691,0.003069995169834932,0.7038168593465023,0.24984963925703946,0.2497355330848581,0.7063517570495605,0.06235538512672811,14,13,1,1,0.008629999996628612,cg_damped_1e-4,0,0.0001,0.0008977587798077512,identity,1,0,14,0.6778399504696955,0.6991004069148027,0.6760152434010321,0.3807385513846741,0.2996045370117379,25.64524083434572,1.0,1.0,0.37927823474768596,0.8995803699799159,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3997328419417681,0.04972127974710384,0.04575035257134971,0.0030102450505362336,0.7105634847147564,0.11446383671410901,0.1170274857861333,0.7063517570495605,0.05927624686601668,15,14,1,1,0.008629999996628612,cg_damped_1e-4,1,0.0001,0.0008977587798077512,identity,2,1,15,0.6784206325540902,0.6938594557663179,0.6760248074115557,0.410789084587728,0.3011928605536751,16.288840826210304,0.45664469506537575,0.4566446614277449,0.21801254337617876,0.9698950898879359,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3895244025585866,0.04845148998480439,0.04458197296382214,0.00314575277472773,0.7048995883245593,0.055739725000003335,0.05825261215918915,0.7063517570495605,0.058565668147624615,16,15,1,1,0.008629999996628612,cg_damped_1e-4,2,0.0001,0.0008977587798077512,identity,3,2,16,0.6786676775523344,0.6894602809087688,0.6760322658152224,0.42604544839466135,0.313800066256626,9.823143169442517,0.2148187986780637,0.2148186745134388,0.16122505385108557,1.0057363305641929,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.383717201231438,0.04772915383565963,0.04391732527843489,0.003671086200192176,0.7035204033950275,0.03617559045552309,0.040613942483362926,0.7063517570495605,0.05809418872330522,18,17,1,1,0.008629999996628612,cg_damped_1e-4,4,0.0001,0.0008977587798077512,identity,5,4,18,0.678825074654908,0.6823181756462481,0.6760463877315105,0.4347333126630495,0.32589919257590017,9.99830562131215,0.13364273606705923,0.13364238118335003,0.10884591566548336,1.0261250787958494,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3909354812092143,0.04862700880380412,0.044743474194140175,0.003464550281372238,0.7170283785787663,0.02260501616315102,0.03433410735918687,0.7063517570495605,0.05776171367317932,22,21,1,1,0.008629999996628612,cg_damped_1e-4,8,0.0001,0.0008977587798077512,identity,9,8,22,0.6787387049072329,0.6712337839525676,0.6760842614113644,0.41758670294098377,0.32443337807592626,14.09784133359672,0.06819723065207343,0.06819576142463286,0.04405368257248057,1.0007821149753149,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39138038821186527,0.048682349129189444,0.044794394834370456,0.0035774834931451374,0.7198843642830306,0.017549745223423282,0.030401572210218265,0.7063517570495605,0.05770610650765468,26,25,1,1,0.008629999996628612,cg_damped_1e-4,12,0.0001,0.0008977587798077512,identity,13,12,26,0.6787028756198518,0.661748234114693,0.6761384520185604,0.40856602551351584,0.32445185505236845,25.507474529778523,0.023367339371731,0.02336221761005847,0.01701056195770734,0.9992200722024659,1,0.6759820745673942,0.3911582461907142,0.4197601496572044,150,850,0,0,0,1,False
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23642150783266264,0.020391399887584996,0.0259338821214812,0.0001483918674385293,0.44361896232082726,0.22778726800773794,0.22809664887343106,0.706345796585083,0.0455887156628582,14,13,1,1,0.00799433299107477,cg_undamped,0,0.0,0.0,identity,1,0,14,0.590937364689723,0.606962552324806,0.590456881447142,0.5999212066124844,0.5212520255333118,50.89874138284279,1.0,1.0,0.34282932921677883,1.0168392768494592,1,0.5904367317783549,0.24228414561689068,0.23642150783266264,150,850,0,0,0,1,False
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.24525528800021681,0.02115331510235096,0.026902889618525765,0.00014030327814756728,0.47977875223640576,0.09658162937069614,0.09692770421023668,0.706345796585083,0.04353342405122356,15,14,1,1,0.00799433299107477,cg_undamped,1,0.0,0.0,identity,2,1,15,0.5910867521543708,0.5980060652876038,0.590466269010773,0.5850773391446864,0.48801937884646934,25.825331754917087,0.42219565398591147,0.42219565398591147,0.17145779278070256,0.9914659764096995,1,0.5904367317783549,0.24228414561689068,0.23642150783266264,150,850,0,0,0,1,False
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.24167440141273092,0.02084446295507002,0.026510089946864827,4.796487786695236e-05,0.4948678982025862,0.047442621941847465,0.0485595052610765,0.706345796585083,0.04314331292031508,16,15,1,1,0.00799433299107477,cg_undamped,2,0.0,0.0,identity,3,2,16,0.5912091428511781,0.5901457301379444,0.5904749925182575,0.5904835211529186,0.47663586954870296,15.584245947818987,0.2059486151481131,0.2059486151481131,0.11457836064822396,1.0017513706012715,1,0.5904367317783549,0.24228414561689068,0.23642150783266264,150,850,0,0,0,1,False
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.24134635839450497,0.02081616918253512,0.02647410578855607,-1.9076722830215444e-05,0.49306499558200473,0.024920557768174152,0.0260636011691588,0.706345796585083,0.042923940380701235,18,17,1,1,0.00799433299107477,cg_undamped,4,0.0,0.0,identity,5,4,18,0.5914590305545027,0.5768001618896554,0.5904916773653048,0.5815771659913721,0.4846589510275128,14.230304338892015,0.10286320981749078,0.10286320981749077,0.06358936533152995,1.002693609812655,1,0.5904367317783549,0.24228414561689068,0.23642150783266264,150,850,0,0,0,1,False
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.24162609573724406,0.020840296581398174,0.026504791132449173,-2.1244420755837254e-05,0.4960892495623197,0.012395443986549123,0.01863098954778544,0.706345796585083,0.04284298042762996,22,21,1,1,0.00799433299107477,cg_undamped,8,0.0,0.0,identity,9,8,22,0.5916077161031408,0.5560026152807732,0.5905255229167969,0.56542273525957,0.48456509085716143,20.341158540424793,0.037374076232737,0.03737407623273703,0.026506905348930552,1.0018901191770597,1,0.5904367317783549,0.24228414561689068,0.23642150783266264,150,850,0,0,0,1,False
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.24193048407073306,0.020866550132888437,0.02653818052765363,-2.2673487462020525e-05,0.4967671115360104,0.008731243478910123,0.01742616462711757,0.706345796585083,0.042829610642913886,26,25,1,1,0.00799433299107477,cg_undamped,12,0.0,0.0,identity,13,12,26,0.5916385496993425,0.5398899601113873,0.590561625518439,0.5518892701379015,0.48079932678595755,32.78038757046168,0.015282445946515582,0.015282445946515583,0.01230809249629791,1.0010158234067912,1,0.5904367317783549,0.24228414561689068,0.23642150783266264,150,850,0,0,0,1,False
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23642150783266264,0.020391399887584996,0.0259338821214812,0.0001483918674385293,0.44361896232082726,0.22778726800773794,0.22809664887343106,0.706345796585083,0.0455887156628582,14,13,1,1,0.00799433299107477,cg_damped_1e-6,0,1e-06,9.276438454549415e-06,identity,1,0,14,0.590937364689723,0.606962552324806,0.590456881447142,0.5999212066124844,0.5212520255333118,50.89874138284279,1.0,1.0,0.34282932921677883,1.0168392768494592,1,0.5904367317783549,0.24228414561689068,0.23642150783266264,150,850,0,0,0,1,False
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.24525518000786267,0.02115330578798993,0.026902877772475846,0.00014030329298466579,0.47977855378069334,0.09658145493968234,0.09692753148077446,0.706345796585083,0.04353342405123064,15,14,1,1,0.00799433299107477,cg_damped_1e-6,1,1e-06,9.276438454549415e-06,identity,2,1,15,0.5910867521543708,0.5980060652876038,0.590466269010773,0.5850775218460474,0.48801959062216477,25.825285113140293,0.4221948795460405,0.4221948795420556,0.17145779278156736,0.9914662865965498,1,0.5904367317783549,0.24228414561689068,0.23642150783266264,150,850,0,0,0,1,False
