split,candidate_id,replicate,covariance_mode,spatial_exponent,sobolev_strength,sobolev_epsilon,stages,mean_field_gain_percent,field_harm_over_one_percent_rate,mean_gradient_gain_percent,mean_front_f1_gain
opened_diagnostic_check,spatial_a0_s3_k3,15,spatial_tempered,0.0,3.0,0.05,3,20.40372585445191,0.0,19.638174555580136,0.21493901871144772
opened_diagnostic_check,spatial_a0_s3_k4,8,spatial_tempered,0.0,3.0,0.05,4,24.84891930676119,0.0,22.730943720324987,0.2509146207012236
opened_diagnostic_check,spatial_a0_s3_k4,9,spatial_tempered,0.0,3.0,0.05,4,21.150143403912466,0.0,20.75637314144423,0.2021801955997944
opened_diagnostic_check,spatial_a0_s3_k4,10,spatial_tempered,0.0,3.0,0.05,4,21.240482074101692,0.0,19.24857757451983,0.25004158914089203
opened_diagnostic_check,spatial_a0_s3_k4,11,spatial_tempered,0.0,3.0,0.05,4,20.693518141643374,0.0,18.113459969120477,0.1985688265413046
opened_diagnostic_check,spatial_a0_s3_k4,12,spatial_tempered,0.0,3.0,0.05,4,27.09389581658722,0.0,24.771424911761322,0.2541884370148182
opened_diagnostic_check,spatial_a0_s3_k4,13,spatial_tempered,0.0,3.0,0.05,4,21.150303323183593,0.0,19.756920817529604,0.21768294647336006
opened_diagnostic_check,spatial_a0_s3_k4,14,spatial_tempered,0.0,3.0,0.05,4,25.42634105524065,0.0,25.03966901916548,0.2796106734313071
opened_diagnostic_check,spatial_a0_s3_k4,15,spatial_tempered,0.0,3.0,0.05,4,24.603968209562176,0.0,22.74476301176404,0.2307926770299673
opened_diagnostic_check,spatial_a0_s3_k5,8,spatial_tempered,0.0,3.0,0.05,5,28.69199184329375,0.0,26.098976276869585,0.27835365245118737
opened_diagnostic_check,spatial_a0_s3_k5,9,spatial_tempered,0.0,3.0,0.05,5,24.805651417194696,0.0,24.005058389342945,0.23388752713799477
opened_diagnostic_check,spatial_a0_s3_k5,10,spatial_tempered,0.0,3.0,0.05,5,25.172975051359437,0.0,22.690053381725722,0.2951635345816612
opened_diagnostic_check,spatial_a0_s3_k5,11,spatial_tempered,0.0,3.0,0.05,5,22.4915569144082,0.0,20.364218104708804,0.2211297918111086
opened_diagnostic_check,spatial_a0_s3_k5,12,spatial_tempered,0.0,3.0,0.05,5,29.898804206668324,0.0,27.780354153395308,0.28810974583029747
opened_diagnostic_check,spatial_a0_s3_k5,13,spatial_tempered,0.0,3.0,0.05,5,25.234386229975065,0.0,23.083784023891173,0.24420732632279396
opened_diagnostic_check,spatial_a0_s3_k5,14,spatial_tempered,0.0,3.0,0.05,5,29.115002338466226,0.0,28.92974789422451,0.31772043043747544
opened_diagnostic_check,spatial_a0_s3_k5,15,spatial_tempered,0.0,3.0,0.05,5,28.69458052819268,0.0,26.95459542397447,0.28048778511583805
opened_diagnostic_check,spatial_a0_s4_k2,8,spatial_tempered,0.0,4.0,0.05,2,7.702775696763744,0.125,9.802002847509756,0.09695121878758073
opened_diagnostic_check,spatial_a0_s4_k2,9,spatial_tempered,0.0,4.0,0.05,2,3.5203850181442564,0.375,8.026573498245348,0.06522868573665619
opened_diagnostic_check,spatial_a0_s4_k2,10,spatial_tempered,0.0,4.0,0.05,2,2.439957529380192,0.25,6.704330354302371,0.03600088879466057
opened_diagnostic_check,spatial_a0_s4_k2,11,spatial_tempered,0.0,4.0,0.05,2,6.597906183470489,0.25,8.242025001079202,0.056495653465390205
opened_diagnostic_check,spatial_a0_s4_k2,12,spatial_tempered,0.0,4.0,0.05,2,10.5694703478151,0.125,12.453710300894926,0.08506097085773945
opened_diagnostic_check,spatial_a0_s4_k2,13,spatial_tempered,0.0,4.0,0.05,2,5.31782224755498,0.25,7.115335240986326,0.058231718838214874
opened_diagnostic_check,spatial_a0_s4_k2,14,spatial_tempered,0.0,4.0,0.05,2,7.882873943197557,0.125,10.501804018597259,0.09973262483254075
