split,candidate_id,replicate,covariance_mode,spatial_exponent,sobolev_strength,sobolev_epsilon,stages,mean_field_gain_percent,field_harm_over_one_percent_rate,mean_gradient_gain_percent,mean_front_f1_gain
opened_diagnostic_check,spatial_a0p25_s7_k2,8,spatial_tempered,0.25,7.0,0.05,2,-17.95029589679971,0.875,-12.05331045761325,-0.33658537006704137
opened_diagnostic_check,spatial_a0p25_s7_k2,9,spatial_tempered,0.25,7.0,0.05,2,-21.58331528910027,0.875,-14.929347310311424,-0.35452711989637464
opened_diagnostic_check,spatial_a0p25_s7_k2,10,spatial_tempered,0.25,7.0,0.05,2,-23.430585825919668,0.875,-14.04497327050279,-0.3240437750937417
opened_diagnostic_check,spatial_a0p25_s7_k2,11,spatial_tempered,0.25,7.0,0.05,2,-12.630363657895469,1.0,-8.749968843550537,-0.3200287444633432
opened_diagnostic_check,spatial_a0p25_s7_k2,12,spatial_tempered,0.25,7.0,0.05,2,-9.335108951996562,0.75,-4.907167042764377,-0.302439026767388
opened_diagnostic_check,spatial_a0p25_s7_k2,13,spatial_tempered,0.25,7.0,0.05,2,-20.400064721737394,0.75,-12.10908124178153,-0.32927051099250093
opened_diagnostic_check,spatial_a0p25_s7_k2,14,spatial_tempered,0.25,7.0,0.05,2,-14.481160656873552,0.875,-9.897600671639672,-0.2661210405640304
opened_diagnostic_check,spatial_a0p25_s7_k2,15,spatial_tempered,0.25,7.0,0.05,2,-20.581813779663488,0.875,-13.16509811427694,-0.3079268324072473
opened_diagnostic_check,spatial_a0p25_s7_k3,8,spatial_tempered,0.25,7.0,0.05,3,-42.69283064836354,1.0,-35.04968447556606,-0.3158536629052833
opened_diagnostic_check,spatial_a0p25_s7_k3,9,spatial_tempered,0.25,7.0,0.05,3,-36.38103472206311,1.0,-35.41524077411027,-0.3264783375780098
opened_diagnostic_check,spatial_a0p25_s7_k3,10,spatial_tempered,0.25,7.0,0.05,3,-45.66441621182257,1.0,-31.836186210896273,-0.32953157991869375
opened_diagnostic_check,spatial_a0p25_s7_k3,11,spatial_tempered,0.25,7.0,0.05,3,-35.77456060876912,1.0,-31.036131553276057,-0.3206403572112322
opened_diagnostic_check,spatial_a0p25_s7_k3,12,spatial_tempered,0.25,7.0,0.05,3,-37.32964206737511,0.875,-34.73645803382744,-0.31737805157899857
opened_diagnostic_check,spatial_a0p25_s7_k3,13,spatial_tempered,0.25,7.0,0.05,3,-30.710206827390863,0.875,-27.130464474746383,-0.3061632835306227
opened_diagnostic_check,spatial_a0p25_s7_k3,14,spatial_tempered,0.25,7.0,0.05,3,-41.629280835699326,0.875,-34.649580590334054,-0.26124299108050764
opened_diagnostic_check,spatial_a0p25_s7_k3,15,spatial_tempered,0.25,7.0,0.05,3,-46.750500599592286,1.0,-37.198184384609334,-0.3204416868975386
opened_diagnostic_check,spatial_a0p25_s7_k4,8,spatial_tempered,0.25,7.0,0.05,4,-21.296531161944138,1.0,-20.200095285354603,-0.17500000371364877
opened_diagnostic_check,spatial_a0p25_s7_k4,9,spatial_tempered,0.25,7.0,0.05,4,-22.974053865335712,1.0,-22.43016844096108,-0.20361694181337953
opened_diagnostic_check,spatial_a0p25_s7_k4,10,spatial_tempered,0.25,7.0,0.05,4,-26.808740254505196,1.0,-21.862877581130192,-0.19660475314594805
opened_diagnostic_check,spatial_a0p25_s7_k4,11,spatial_tempered,0.25,7.0,0.05,4,-24.430647340715065,1.0,-20.214744250381063,-0.25234581681434065
opened_diagnostic_check,spatial_a0p25_s7_k4,12,spatial_tempered,0.25,7.0,0.05,4,-27.758853317741124,1.0,-26.955350995725322,-0.24360684724524617
opened_diagnostic_check,spatial_a0p25_s7_k4,13,spatial_tempered,0.25,7.0,0.05,4,-20.254349704545426,1.0,-20.253392047152122,-0.17197349551133811
opened_diagnostic_check,spatial_a0p25_s7_k4,14,spatial_tempered,0.25,7.0,0.05,4,-21.42102374660881,0.875,-20.640881530351802,-0.18837713706307113
opened_diagnostic_check,spatial_a0p25_s7_k4,15,spatial_tempered,0.25,7.0,0.05,4,-23.897623358670042,1.0,-20.97255970229169,-0.20213860896183178
opened_diagnostic_check,spatial_a0p25_s7_k5,8,spatial_tempered,0.25,7.0,0.05,5,-12.618412401591563,0.875,-14.26043736242835,-0.11280488409101963
opened_diagnostic_check,spatial_a0p25_s7_k5,9,spatial_tempered,0.25,7.0,0.05,5,-14.279859226800523,0.875,-15.33010453502056,-0.1283076072577387
opened_diagnostic_check,spatial_a0p25_s7_k5,10,spatial_tempered,0.25,7.0,0.05,5,-16.953102873386594,1.0,-16.301291079153167,-0.10361694823950529
opened_diagnostic_check,spatial_a0p25_s7_k5,11,spatial_tempered,0.25,7.0,0.05,5,-11.944125644055209,0.75,-11.358663904744002,-0.11824441561475396
opened_diagnostic_check,spatial_a0p25_s7_k5,12,spatial_tempered,0.25,7.0,0.05,5,-21.20216741956048,1.0,-20.232087380280515,-0.12835365813225508
opened_diagnostic_check,spatial_a0p25_s7_k5,13,spatial_tempered,0.25,7.0,0.05,5,-19.91655089827333,1.0,-19.123928965524193,-0.13719511375529692
opened_diagnostic_check,spatial_a0p25_s7_k5,14,spatial_tempered,0.25,7.0,0.05,5,-13.846833795037268,1.0,-12.504124728930492,-0.09813323570415378
opened_diagnostic_check,spatial_a0p25_s7_k5,15,spatial_tempered,0.25,7.0,0.05,5,-16.16872967860349,1.0,-14.641096095858504,-0.12439024937339127
opened_diagnostic_check,spatial_a0p5_s3_k2,8,spatial_tempered,0.5,3.0,0.05,2,14.700005639440036,0.125,16.786255491374924,0.19573170552030206
opened_diagnostic_check,spatial_a0p5_s3_k2,9,spatial_tempered,0.5,3.0,0.05,2,10.53756547936587,0.25,14.945543513095249,0.16315580904483795
opened_diagnostic_check,spatial_a0p5_s3_k2,10,spatial_tempered,0.5,3.0,0.05,2,7.736822257317003,0.125,12.919385921192843,0.1500415951013565
opened_diagnostic_check,spatial_a0p5_s3_k2,11,spatial_tempered,0.5,3.0,0.05,2,12.773851657352838,0.25,13.523874950978385,0.14856882207095623
opened_diagnostic_check,spatial_a0p5_s3_k2,12,spatial_tempered,0.5,3.0,0.05,2,17.96994440872657,0.125,19.34523324444355,0.1942073181271553
opened_diagnostic_check,spatial_a0p5_s3_k2,13,spatial_tempered,0.5,3.0,0.05,2,9.403751562831914,0.125,12.865419561930512,0.15975609421730042
opened_diagnostic_check,spatial_a0p5_s3_k2,14,spatial_tempered,0.5,3.0,0.05,2,16.038680555821358,0.0,17.801500631503536,0.20522042596712708
opened_diagnostic_check,spatial_a0p5_s3_k2,15,spatial_tempered,0.5,3.0,0.05,2,14.165103428419762,0.125,16.747342508379077,0.1881097611039877
opened_diagnostic_check,spatial_a0p5_s3_k3,8,spatial_tempered,0.5,3.0,0.05,3,20.812095452907087,0.0,20.037746372610943,0.23384145135059953
opened_diagnostic_check,spatial_a0p5_s3_k3,9,spatial_tempered,0.5,3.0,0.05,3,16.81236143374671,0.125,18.139688108571168,0.21468019112944603
opened_diagnostic_check,spatial_a0p5_s3_k3,10,spatial_tempered,0.5,3.0,0.05,3,16.47943078044988,0.0,16.64987165674387,0.2238220777362585
opened_diagnostic_check,spatial_a0p5_s3_k3,11,spatial_tempered,0.5,3.0,0.05,3,18.586721027040497,0.125,16.112563629980855,0.19491028226912022
opened_diagnostic_check,spatial_a0p5_s3_k3,12,spatial_tempered,0.5,3.0,0.05,3,24.84970531817808,0.0,22.863642273990017,0.24176828935742378
opened_diagnostic_check,spatial_a0p5_s3_k3,13,spatial_tempered,0.5,3.0,0.05,3,17.239556257143406,0.125,17.04098278390622,0.2314024418592453
opened_diagnostic_check,spatial_a0p5_s3_k3,14,spatial_tempered,0.5,3.0,0.05,3,21.414236480955942,0.0,21.193474808334635,0.2625374891795218
opened_diagnostic_check,spatial_a0p5_s3_k3,15,spatial_tempered,0.5,3.0,0.05,3,20.691970151887652,0.0,19.94862739660045,0.21798779629170895
opened_diagnostic_check,spatial_a0p5_s3_k4,8,spatial_tempered,0.5,3.0,0.05,4,25.32439378288194,0.0,23.164961180513945,0.25396340573206544
opened_diagnostic_check,spatial_a0p5_s3_k4,9,spatial_tempered,0.5,3.0,0.05,4,21.62164380369031,0.0,21.194777291418802,0.20553385093808174
opened_diagnostic_check,spatial_a0p5_s3_k4,10,spatial_tempered,0.5,3.0,0.05,4,21.789124938700255,0.0,19.713958750981842,0.2546147592365742
opened_diagnostic_check,spatial_a0p5_s3_k4,11,spatial_tempered,0.5,3.0,0.05,4,21.034809998729315,0.0,18.50323874884827,0.20100783370435238
opened_diagnostic_check,spatial_a0p5_s3_k4,12,spatial_tempered,0.5,3.0,0.05,4,27.53266337398265,0.0,25.24715018893523,0.25701217725872993
opened_diagnostic_check,spatial_a0p5_s3_k4,13,spatial_tempered,0.5,3.0,0.05,4,21.605834409700606,0.0,20.195810001278108,0.22134147956967354
opened_diagnostic_check,spatial_a0p5_s3_k4,14,spatial_tempered,0.5,3.0,0.05,4,25.263537834083273,0.0,25.096845258427184,0.28204969549551606
opened_diagnostic_check,spatial_a0p5_s3_k4,15,spatial_tempered,0.5,3.0,0.05,4,25.11117682523237,0.0,23.26946866609414,0.2344512026757002
opened_diagnostic_check,spatial_a0p5_s3_k5,8,spatial_tempered,0.5,3.0,0.05,5,29.070230866683364,0.0,26.549853422969477,0.28048780420795083
opened_diagnostic_check,spatial_a0p5_s3_k5,9,spatial_tempered,0.5,3.0,0.05,5,25.437999317882383,0.0,24.60533696118986,0.23876557871699333
opened_diagnostic_check,spatial_a0p5_s3_k5,10,spatial_tempered,0.5,3.0,0.05,5,25.839438225290337,0.0,23.328592627335446,0.30187085270881653
opened_diagnostic_check,spatial_a0p5_s3_k5,11,spatial_tempered,0.5,3.0,0.05,5,23.158452090984312,0.0,20.975767579576907,0.2266175989061594
opened_diagnostic_check,spatial_a0p5_s3_k5,12,spatial_tempered,0.5,3.0,0.05,5,30.452595441504194,0.0,28.324188751477166,0.29024389758706093
opened_diagnostic_check,spatial_a0p5_s3_k5,13,spatial_tempered,0.5,3.0,0.05,5,25.797120866086445,0.0,23.600985215707126,0.2475609965622425
opened_diagnostic_check,spatial_a0p5_s3_k5,14,spatial_tempered,0.5,3.0,0.05,5,29.835090131934287,0.0,29.62512351026927,0.3222936042584479
opened_diagnostic_check,spatial_a0p5_s3_k5,15,spatial_tempered,0.5,3.0,0.05,5,29.354322617817164,0.0,27.638441746941243,0.28567072562873363
opened_diagnostic_check,spatial_a0p5_s4_k2,8,spatial_tempered,0.5,4.0,0.05,2,7.984162721753701,0.125,10.057675515080465,0.09908535936847329
opened_diagnostic_check,spatial_a0p5_s4_k2,9,spatial_tempered,0.5,4.0,0.05,2,3.7282973149904604,0.375,8.21721997635576,0.06711922772228718
opened_diagnostic_check,spatial_a0p5_s4_k2,10,spatial_tempered,0.5,4.0,0.05,2,2.969794709575062,0.25,7.002721626592535,0.03905707038938999
opened_diagnostic_check,spatial_a0p5_s4_k2,11,spatial_tempered,0.5,4.0,0.05,2,6.858912629173506,0.25,8.4138601051707,0.05893467925488949
opened_diagnostic_check,spatial_a0p5_s4_k2,12,spatial_tempered,0.5,4.0,0.05,2,10.651385006113824,0.125,12.589739230633104,0.08810976706445217
opened_diagnostic_check,spatial_a0p5_s4_k2,13,spatial_tempered,0.5,4.0,0.05,2,5.727939923896595,0.25,7.407004234165217,0.06189025193452835
opened_diagnostic_check,spatial_a0p5_s4_k2,14,spatial_tempered,0.5,4.0,0.05,2,8.19365140481202,0.125,10.713531110318485,0.10486356215551496
opened_diagnostic_check,spatial_a0p5_s4_k2,15,spatial_tempered,0.5,4.0,0.05,2,8.03318149892519,0.25,10.478749396079749,0.09908535331487656
opened_diagnostic_check,spatial_a0p5_s4_k3,8,spatial_tempered,0.5,4.0,0.05,3,11.010917998561606,0.0,10.83396516155595,0.11859753774479032
opened_diagnostic_check,spatial_a0p5_s4_k3,9,spatial_tempered,0.5,4.0,0.05,3,9.09006498430297,0.125,9.711514991963405,0.11041190475225449
opened_diagnostic_check,spatial_a0p5_s4_k3,10,spatial_tempered,0.5,4.0,0.05,3,10.69636266295851,0.0,9.691855735956882,0.10765499249100685
opened_diagnostic_check,spatial_a0p5_s4_k3,11,spatial_tempered,0.5,4.0,0.05,3,11.527293083277232,0.125,9.379439159110133,0.11106881685554981
opened_diagnostic_check,spatial_a0p5_s4_k3,12,spatial_tempered,0.5,4.0,0.05,3,14.547870287870694,0.0,13.156016362417336,0.10853658150881529
opened_diagnostic_check,spatial_a0p5_s4_k3,13,spatial_tempered,0.5,4.0,0.05,3,10.436994760431553,0.125,9.832271236572172,0.11829268932342529
opened_diagnostic_check,spatial_a0p5_s4_k3,14,spatial_tempered,0.5,4.0,0.05,3,12.0084665990918,0.0,11.62256885828038,0.13742758566513658
opened_diagnostic_check,spatial_a0p5_s4_k3,15,spatial_tempered,0.5,4.0,0.05,3,10.219390222515862,0.125,10.341988115077367,0.10850055329501629
opened_diagnostic_check,spatial_a0p5_s4_k4,8,spatial_tempered,0.5,4.0,0.05,4,13.564674327709293,0.0,12.001878108596763,0.13292682776227593
opened_diagnostic_check,spatial_a0p5_s4_k4,9,spatial_tempered,0.5,4.0,0.05,4,11.003728349882056,0.0,10.959441032510997,0.10489143058657646
opened_diagnostic_check,spatial_a0p5_s4_k4,10,spatial_tempered,0.5,4.0,0.05,4,12.314470248280156,0.0,10.468995120711638,0.12839524634182453
opened_diagnostic_check,spatial_a0p5_s4_k4,11,spatial_tempered,0.5,4.0,0.05,4,11.207444337702809,0.125,9.395276448933396,0.11259320192039013
opened_diagnostic_check,spatial_a0p5_s4_k4,12,spatial_tempered,0.5,4.0,0.05,4,13.828570897668591,0.0,12.890524492168623,0.10823170555522665
opened_diagnostic_check,spatial_a0p5_s4_k4,13,spatial_tempered,0.5,4.0,0.05,4,10.515309528854583,0.0,9.886742908915622,0.0999896228313446
opened_diagnostic_check,spatial_a0p5_s4_k4,14,spatial_tempered,0.5,4.0,0.05,4,12.491851792274161,0.0,12.488575081286788,0.14180579083040357
opened_diagnostic_check,spatial_a0p5_s4_k4,15,spatial_tempered,0.5,4.0,0.05,4,13.13675172163157,0.0,11.959838778379577,0.12560973316431046
opened_diagnostic_check,spatial_a0p5_s4_k5,8,spatial_tempered,0.5,4.0,0.05,5,15.087150641601326,0.0,12.530721522357677,0.1317073223181069
opened_diagnostic_check,spatial_a0p5_s4_k5,9,spatial_tempered,0.5,4.0,0.05,5,9.870098367323228,0.125,11.02320886506146,0.10431434214115143
opened_diagnostic_check,spatial_a0p5_s4_k5,10,spatial_tempered,0.5,4.0,0.05,5,13.153557328308386,0.125,11.182069005371861,0.1570537881925702
opened_diagnostic_check,spatial_a0p5_s4_k5,11,spatial_tempered,0.5,4.0,0.05,5,10.467880029797042,0.125,9.273897008863123,0.13302003778517246
opened_diagnostic_check,spatial_a0p5_s4_k5,12,spatial_tempered,0.5,4.0,0.05,5,11.314658203036998,0.0,11.70717415131642,0.12408535357099026
opened_diagnostic_check,spatial_a0p5_s4_k5,13,spatial_tempered,0.5,4.0,0.05,5,12.199349235216387,0.125,11.492702264571015,0.10975610266905278
opened_diagnostic_check,spatial_a0p5_s4_k5,14,spatial_tempered,0.5,4.0,0.05,5,14.096492141947444,0.25,16.418941332970736,0.19302529888227582
opened_diagnostic_check,spatial_a0p5_s4_k5,15,spatial_tempered,0.5,4.0,0.05,5,14.372667169628805,0.0,14.00205667488477,0.17012194357812405
opened_diagnostic_check,spatial_a0p5_s5_k2,8,spatial_tempered,0.5,5.0,0.05,2,-0.796840124532975,0.625,2.8204470428509145,-0.02382356906309724
opened_diagnostic_check,spatial_a0p5_s5_k2,9,spatial_tempered,0.5,5.0,0.05,2,-5.468749968269241,0.625,0.33701544688468865,-0.0637978594750166
opened_diagnostic_check,spatial_a0p5_s5_k2,10,spatial_tempered,0.5,5.0,0.05,2,-4.953230034471516,0.375,0.26219739051265556,-0.08532426506280899
opened_diagnostic_check,spatial_a0p5_s5_k2,11,spatial_tempered,0.5,5.0,0.05,2,-0.626918568573162,0.625,2.3793132702212114,-0.06950847990810871
opened_diagnostic_check,spatial_a0p5_s5_k2,12,spatial_tempered,0.5,5.0,0.05,2,3.0929330436788245,0.5,6.2713294942711855,-0.03170732408761978
opened_diagnostic_check,spatial_a0p5_s5_k2,13,spatial_tempered,0.5,5.0,0.05,2,-2.1671366471720024,0.5,0.8202342468120509,-0.05030486732721329
opened_diagnostic_check,spatial_a0p5_s5_k2,14,spatial_tempered,0.5,5.0,0.05,2,-0.20503959387205217,0.375,3.6715293772725097,-0.027413778007030487
opened_diagnostic_check,spatial_a0p5_s5_k2,15,spatial_tempered,0.5,5.0,0.05,2,-0.2144608606086661,0.5,3.561926615918,-0.01981707476079464
opened_diagnostic_check,spatial_a0p5_s5_k3,8,spatial_tempered,0.5,5.0,0.05,3,-4.244362594100807,0.75,-1.7619033988195438,-0.03418088785838336
opened_diagnostic_check,spatial_a0p5_s5_k3,9,spatial_tempered,0.5,5.0,0.05,3,-1.5384661444555945,0.5,-1.3715685182491066,-0.02593282423913479
opened_diagnostic_check,spatial_a0p5_s5_k3,10,spatial_tempered,0.5,5.0,0.05,3,-3.2204775597372013,0.625,-1.2662902700963392,-0.054226694628596306
opened_diagnostic_check,spatial_a0p5_s5_k3,11,spatial_tempered,0.5,5.0,0.05,3,-3.969094989545246,0.625,-2.8378792197650156,-0.05451115779578686
opened_diagnostic_check,spatial_a0p5_s5_k3,12,spatial_tempered,0.5,5.0,0.05,3,-2.0502468677756527,0.625,-1.142785137803073,-0.0674018170684576
opened_diagnostic_check,spatial_a0p5_s5_k3,13,spatial_tempered,0.5,5.0,0.05,3,-2.818058157313934,0.5,-1.292625829735151,-0.02743901964277029
opened_diagnostic_check,spatial_a0p5_s5_k3,14,spatial_tempered,0.5,5.0,0.05,3,-2.946168576594525,0.75,-1.6114584669348857,-0.06309824623167515
opened_diagnostic_check,spatial_a0p5_s5_k3,15,spatial_tempered,0.5,5.0,0.05,3,-7.051153734071516,1.0,-3.60485455535366,-0.08264683466404676
opened_diagnostic_check,spatial_a0p5_s5_k4,8,spatial_tempered,0.5,5.0,0.05,4,0.603622669677476,0.0,0.5428891247519405,0.003353648819029331
opened_diagnostic_check,spatial_a0p5_s5_k4,9,spatial_tempered,0.5,5.0,0.05,4,0.26711688952743007,0.125,0.2696966681667743,0.0033997036516666412
opened_diagnostic_check,spatial_a0p5_s5_k4,10,spatial_tempered,0.5,5.0,0.05,4,0.41780173723295455,0.125,0.2837288264759288,0.0052245259284973145
opened_diagnostic_check,spatial_a0p5_s5_k4,11,spatial_tempered,0.5,5.0,0.05,4,0.5822872218846641,0.0,0.4274426445395878,0.005536447279155254
opened_diagnostic_check,spatial_a0p5_s5_k4,12,spatial_tempered,0.5,5.0,0.05,4,0.4682475180847278,0.125,0.38990758945221293,0.006402440369129181
opened_diagnostic_check,spatial_a0p5_s5_k4,13,spatial_tempered,0.5,5.0,0.05,4,0.8781593838221722,0.0,0.6040643100535554,0.004573175683617592
opened_diagnostic_check,spatial_a0p5_s5_k4,14,spatial_tempered,0.5,5.0,0.05,4,0.47091329962796963,0.125,0.44456501798237974,0.00583017966710031
opened_diagnostic_check,spatial_a0p5_s5_k4,15,spatial_tempered,0.5,5.0,0.05,4,0.770330327920205,0.0,0.5504996537765701,0.007281414233148098
opened_diagnostic_check,spatial_a0p5_s5_k5,8,spatial_tempered,0.5,5.0,0.05,5,4.214946059967471,0.375,1.2662138917302346,0.020731693599373102
opened_diagnostic_check,spatial_a0p5_s5_k5,9,spatial_tempered,0.5,5.0,0.05,5,0.46186801511298414,0.375,0.22941450560309762,-0.0036124861799180508
opened_diagnostic_check,spatial_a0p5_s5_k5,10,spatial_tempered,0.5,5.0,0.05,5,2.96441539756242,0.25,0.6624544371684606,0.03266354463994503
opened_diagnostic_check,spatial_a0p5_s5_k5,11,spatial_tempered,0.5,5.0,0.05,5,3.3469886364526653,0.375,1.7033616146155381,0.05770104844123125
opened_diagnostic_check,spatial_a0p5_s5_k5,12,spatial_tempered,0.5,5.0,0.05,5,-1.6650047982250655,0.5,-1.4899505945218285,0.012804880738258362
opened_diagnostic_check,spatial_a0p5_s5_k5,13,spatial_tempered,0.5,5.0,0.05,5,0.32734183523281946,0.5,0.1252018727372759,0.021646355278789997
opened_diagnostic_check,spatial_a0p5_s5_k5,14,spatial_tempered,0.5,5.0,0.05,5,3.473718515268224,0.375,4.909842885133851,0.08781230181921273
opened_diagnostic_check,spatial_a0p5_s5_k5,15,spatial_tempered,0.5,5.0,0.05,5,0.9294103531434756,0.5,0.5477182158965617,0.03140242211520672
opened_diagnostic_check,spatial_a0p5_s6_k2,8,spatial_tempered,0.5,6.0,0.05,2,-10.267683116359144,0.875,-4.751062268092767,-0.18661619740305468
opened_diagnostic_check,spatial_a0p5_s6_k2,9,spatial_tempered,0.5,6.0,0.05,2,-14.533336738635967,0.875,-7.666013349575042,-0.23413886135676876
opened_diagnostic_check,spatial_a0p5_s6_k2,10,spatial_tempered,0.5,6.0,0.05,2,-15.144600000131614,0.875,-7.295669158464855,-0.22343624662607908
opened_diagnostic_check,spatial_a0p5_s6_k2,11,spatial_tempered,0.5,6.0,0.05,2,-7.347675599115949,0.75,-3.3670280409792337,-0.2422848418354988
opened_diagnostic_check,spatial_a0p5_s6_k2,12,spatial_tempered,0.5,6.0,0.05,2,-3.932313115138772,0.625,0.420303260397477,-0.17225609812885523
opened_diagnostic_check,spatial_a0p5_s6_k2,13,spatial_tempered,0.5,6.0,0.05,2,-12.906017949487396,0.75,-6.326171939226288,-0.185670722508803
opened_diagnostic_check,spatial_a0p5_s6_k2,14,spatial_tempered,0.5,6.0,0.05,2,-8.16070089751543,0.75,-3.1339325357164056,-0.1502673770301044
opened_diagnostic_check,spatial_a0p5_s6_k2,15,spatial_tempered,0.5,6.0,0.05,2,-11.807036090142176,0.75,-5.390632296808176,-0.18050563940778375
opened_diagnostic_check,spatial_a0p5_s6_k3,8,spatial_tempered,0.5,6.0,0.05,3,-24.468492014998997,0.875,-18.593232883582466,-0.21219512587413192
opened_diagnostic_check,spatial_a0p5_s6_k3,9,spatial_tempered,0.5,6.0,0.05,3,-19.712258034562673,0.875,-18.823570131226024,-0.23958809743635356
opened_diagnostic_check,spatial_a0p5_s6_k3,10,spatial_tempered,0.5,6.0,0.05,3,-26.154034999182173,1.0,-17.315434604226954,-0.25209255394292995
opened_diagnostic_check,spatial_a0p5_s6_k3,11,spatial_tempered,0.5,6.0,0.05,3,-22.46949933805869,1.0,-18.384092868034163,-0.2645413121499587
opened_diagnostic_check,spatial_a0p5_s6_k3,12,spatial_tempered,0.5,6.0,0.05,3,-23.37949557818259,0.875,-20.354848932687503,-0.24482227419503033
opened_diagnostic_check,spatial_a0p5_s6_k3,13,spatial_tempered,0.5,6.0,0.05,3,-18.32838882839848,0.875,-15.197753353564634,-0.18170730490237474
opened_diagnostic_check,spatial_a0p5_s6_k3,14,spatial_tempered,0.5,6.0,0.05,3,-24.538012145573475,0.875,-19.795574658741714,-0.2353339254623279
opened_diagnostic_check,spatial_a0p5_s6_k3,15,spatial_tempered,0.5,6.0,0.05,3,-29.71134053549213,1.0,-22.062260914896257,-0.2753349601989612
opened_diagnostic_check,spatial_a0p5_s6_k4,8,spatial_tempered,0.5,6.0,0.05,4,-10.821377710000649,1.0,-9.834754118102525,-0.08841463853605092
opened_diagnostic_check,spatial_a0p5_s6_k4,9,spatial_tempered,0.5,6.0,0.05,4,-11.984626279798814,1.0,-11.555919399726722,-0.09446614421904087
opened_diagnostic_check,spatial_a0p5_s6_k4,10,spatial_tempered,0.5,6.0,0.05,4,-13.993199575165562,1.0,-11.274306670364997,-0.10178768169134855
opened_diagnostic_check,spatial_a0p5_s6_k4,11,spatial_tempered,0.5,6.0,0.05,4,-11.913808373563397,1.0,-9.84019529674541,-0.14655313664115965
opened_diagnostic_check,spatial_a0p5_s6_k4,12,spatial_tempered,0.5,6.0,0.05,4,-14.398187309813597,1.0,-13.500852715999482,-0.11463414877653122
opened_diagnostic_check,spatial_a0p5_s6_k4,13,spatial_tempered,0.5,6.0,0.05,4,-10.896582965566488,1.0,-10.05671040032373,-0.08021225780248642
opened_diagnostic_check,spatial_a0p5_s6_k4,14,spatial_tempered,0.5,6.0,0.05,4,-11.901899753475071,1.0,-11.396944529390359,-0.1198137414176017
opened_diagnostic_check,spatial_a0p5_s6_k4,15,spatial_tempered,0.5,6.0,0.05,4,-11.540741071165428,1.0,-10.274999557366172,-0.10426829708740115
opened_diagnostic_check,spatial_a0p5_s6_k5,8,spatial_tempered,0.5,6.0,0.05,5,-4.285962701117574,0.625,-7.321651570906319,-0.06646342109888792
opened_diagnostic_check,spatial_a0p5_s6_k5,9,spatial_tempered,0.5,6.0,0.05,5,-7.480050039629411,0.875,-8.576837994083867,-0.07586857688147575
opened_diagnostic_check,spatial_a0p5_s6_k5,10,spatial_tempered,0.5,6.0,0.05,5,-6.427293903995753,0.75,-7.848327854041082,-0.04020231030881405
opened_diagnostic_check,spatial_a0p5_s6_k5,11,spatial_tempered,0.5,6.0,0.05,5,-3.674837239748802,0.5,-4.275327081027798,-0.01728484034538269
opened_diagnostic_check,spatial_a0p5_s6_k5,12,spatial_tempered,0.5,6.0,0.05,5,-10.885321387228288,1.0,-11.08630749857538,-0.06468948535621166
opened_diagnostic_check,spatial_a0p5_s6_k5,13,spatial_tempered,0.5,6.0,0.05,5,-9.569989240256264,0.75,-9.537880223886019,-0.05731705343350768
opened_diagnostic_check,spatial_a0p5_s6_k5,14,spatial_tempered,0.5,6.0,0.05,5,-5.140813923794811,0.875,-4.0939861938607995,-0.004859122913330793
opened_diagnostic_check,spatial_a0p5_s6_k5,15,spatial_tempered,0.5,6.0,0.05,5,-8.569324506095862,0.625,-8.446668089763916,-0.0659435442648828
opened_diagnostic_check,spatial_a0p5_s7_k2,8,spatial_tempered,0.5,7.0,0.05,2,-18.43400998198208,0.875,-11.8948658159602,-0.32835366256767884
opened_diagnostic_check,spatial_a0p5_s7_k2,9,spatial_tempered,0.5,7.0,0.05,2,-21.265342039671488,0.875,-14.425002090200893,-0.34690516808768734
opened_diagnostic_check,spatial_a0p5_s7_k2,10,spatial_tempered,0.5,7.0,0.05,2,-24.128781043785835,0.875,-14.443150563616328,-0.32618052104953676
opened_diagnostic_check,spatial_a0p5_s7_k2,11,spatial_tempered,0.5,7.0,0.05,2,-12.729496170161525,1.0,-8.724715146649471,-0.31728558492613956
opened_diagnostic_check,spatial_a0p5_s7_k2,12,spatial_tempered,0.5,7.0,0.05,2,-9.778847317891922,0.75,-5.076742220482944,-0.30304878402967006
opened_diagnostic_check,spatial_a0p5_s7_k2,13,spatial_tempered,0.5,7.0,0.05,2,-22.141534530052624,0.75,-12.611724647799763,-0.3304900217335671
opened_diagnostic_check,spatial_a0p5_s7_k2,14,spatial_tempered,0.5,7.0,0.05,2,-15.173264978744792,0.875,-10.03926411627825,-0.2627673806855455
opened_diagnostic_check,spatial_a0p5_s7_k2,15,spatial_tempered,0.5,7.0,0.05,2,-21.445702711617336,0.875,-13.691799305483961,-0.30762195587158203
opened_diagnostic_check,spatial_a0p5_s7_k3,8,spatial_tempered,0.5,7.0,0.05,3,-42.58852915678653,1.0,-34.79825943936,-0.3155517557170242
opened_diagnostic_check,spatial_a0p5_s7_k3,9,spatial_tempered,0.5,7.0,0.05,3,-36.03881250849625,1.0,-35.04344879273608,-0.32312468002783135
opened_diagnostic_check,spatial_a0p5_s7_k3,10,spatial_tempered,0.5,7.0,0.05,3,-46.27883433612032,1.0,-32.16294905092449,-0.32953157991869375
