replicate,sample_index,reaction_family,candidate_id,covariance_mode,spatial_exponent,sobolev_strength,sobolev_epsilon,stages,field_relative_l2,gradient_relative_l2,front_top10_f1,solver_elapsed_seconds,solver_elapsed_is_shared_trajectory_total,shared_execution_id,shared_checkpoint_count,forward_calls,adjoint_calls,field_gain_percent,gradient_gain_percent,front_f1_gain
3,3,double_front,spatial_a0p5_s5_k5,spatial_tempered,0.5,5.0,0.05,5,0.5876425504684448,0.9019404053688049,0.4731707274913788,0.043817374971695244,True,rep03_spatial_tempered_a0p5_s5,4,5,5,20.898519738531213,15.452408050880367,0.2195121943950653
3,4,annular_kernel,spatial_a0p5_s5_k5,spatial_tempered,0.5,5.0,0.05,5,0.9500696659088135,1.0451598167419434,0.29963457584381104,0.043817374971695244,True,rep03_spatial_tempered_a0p5_s5,4,5,5,-5.014451447813045,-3.065684266507293,-0.05890199542045593
3,5,oblique_shock,spatial_a0p5_s5_k5,spatial_tempered,0.5,5.0,0.05,5,0.6243278384208679,0.8058792948722839,0.5219511985778809,0.043817374971695244,True,rep03_spatial_tempered_a0p5_s5,4,5,5,16.448947268587258,22.4849392012591,0.27317070960998535
3,6,vortex_pair,spatial_a0p5_s5_k5,spatial_tempered,0.5,5.0,0.05,5,0.8277961611747742,1.048641324043274,0.4219512343406677,0.043817374971695244,True,rep03_spatial_tempered_a0p5_s5,4,5,5,4.990008230528124,-3.5068570649284054,-0.08780485391616821
3,7,multi_plume,spatial_a0p5_s5_k5,spatial_tempered,0.5,5.0,0.05,5,1.018984079360962,1.0558249950408936,0.25853657722473145,0.043817374971695244,True,rep03_spatial_tempered_a0p5_s5,4,5,5,1.9169316242484007,2.303800487085527,0.01951219141483307
3,0,plume,spatial_a0p5_s6_k2,spatial_tempered,0.5,6.0,0.05,2,0.7414471507072449,1.0035511255264282,0.2487804889678955,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,2,2,-27.749911911089303,-13.956864663585906,-0.4609755277633667
3,1,wavy_front,spatial_a0p5_s6_k2,spatial_tempered,0.5,6.0,0.05,2,0.8610228896141052,1.1290298700332642,0.043902438133955,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,2,2,-27.062492061654687,-5.410769696511012,-0.1780487783253193
3,2,thin_front,spatial_a0p5_s6_k2,spatial_tempered,0.5,6.0,0.05,2,0.7208874225616455,1.0034782886505127,0.1317073106765747,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,2,2,2.239328173257246,5.463246920261758,-0.146341472864151
3,3,double_front,spatial_a0p5_s6_k2,spatial_tempered,0.5,6.0,0.05,2,0.8031082153320312,1.0954091548919678,0.05121951177716255,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,2,2,-8.104916147186591,-2.683287824616277,-0.20243902131915092
3,4,annular_kernel,spatial_a0p5_s6_k2,spatial_tempered,0.5,6.0,0.05,2,0.957610011100769,1.031959891319275,0.10000000894069672,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,2,2,-5.84791160602461,-1.764008365691355,-0.25853656232357025
3,5,oblique_shock,spatial_a0p5_s6_k2,spatial_tempered,0.5,6.0,0.05,2,0.8230369091033936,1.0861080884933472,0.0731707289814949,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,2,2,-10.143414982627702,-4.469410058374176,-0.1756097599864006
3,6,vortex_pair,spatial_a0p5_s6_k2,spatial_tempered,0.5,6.0,0.05,2,1.0145461559295654,1.118587613105774,0.18292683362960815,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,2,2,-16.444151888578173,-10.410953230335277,-0.3268292546272278
3,7,multi_plume,spatial_a0p5_s6_k2,spatial_tempered,0.5,6.0,0.05,2,1.0353567600250244,1.1026439666748047,0.10731707513332367,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,2,2,0.34096710272742703,-2.028390562775825,-0.1317073106765747
3,0,plume,spatial_a0p5_s6_k3,spatial_tempered,0.5,6.0,0.05,3,0.8313136100769043,1.2708375453948975,0.053658537566661835,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,3,3,-43.233729277282734,-44.30820561732929,-0.6560974791646004
3,1,wavy_front,spatial_a0p5_s6_k3,spatial_tempered,0.5,6.0,0.05,3,1.0397311449050903,1.482946515083313,0.0,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,3,3,-53.434748296840105,-38.45385115372116,-0.2219512164592743
3,2,thin_front,spatial_a0p5_s6_k3,spatial_tempered,0.5,6.0,0.05,3,0.8084648847579956,1.2107182741165161,0.12439024448394775,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,3,3,-9.637188566031845,-14.060638704204859,-0.15365853905677795
3,3,double_front,spatial_a0p5_s6_k3,spatial_tempered,0.5,6.0,0.05,3,0.99777752161026,1.3450267314910889,0.0,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,3,3,-34.30899254670186,-26.082355971475618,-0.2536585330963135
3,4,annular_kernel,spatial_a0p5_s6_k3,spatial_tempered,0.5,6.0,0.05,3,0.9249721765518188,1.0089349746704102,0.3097561001777649,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,3,3,-2.2403400619696003,0.5065331836308281,-0.048780471086502075
3,5,oblique_shock,spatial_a0p5_s6_k3,spatial_tempered,0.5,6.0,0.05,3,0.9761644601821899,1.2942839860916138,0.0,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,3,3,-30.635802647378966,-24.493211962503572,-0.2487804889678955
3,6,vortex_pair,spatial_a0p5_s6_k3,spatial_tempered,0.5,6.0,0.05,3,1.4115701913833618,1.52637779712677,0.002439024392515421,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,3,3,-62.0124356158369,-50.662161457754195,-0.5073170638643205
3,7,multi_plume,spatial_a0p5_s6_k3,spatial_tempered,0.5,6.0,0.05,3,1.2170054912567139,1.2473613023757935,0.04146341606974602,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,3,3,-17.143766257326376,-15.41918332486006,-0.19756096974015236
3,0,plume,spatial_a0p5_s6_k4,spatial_tempered,0.5,6.0,0.05,4,0.668423593044281,0.9955403208732605,0.6439024209976196,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,4,4,-15.168093975745485,-13.047208784092383,-0.06585359573364258
3,1,wavy_front,spatial_a0p5_s6_k4,spatial_tempered,0.5,6.0,0.05,4,0.857455313205719,1.332560658454895,0.09024390578269958,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,4,4,-26.536019241317604,-24.41322271737727,-0.1317073106765747
3,2,thin_front,spatial_a0p5_s6_k4,spatial_tempered,0.5,6.0,0.05,4,0.8092280030250549,1.1676263809204102,0.20243901014328003,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,4,4,-9.740676228787676,-10.00099166161945,-0.07560977339744568
3,3,double_front,spatial_a0p5_s6_k4,spatial_tempered,0.5,6.0,0.05,4,0.9108057022094727,1.270451307296753,0.0585365854203701,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,4,4,-22.60187629014203,-19.091680648933632,-0.19512194767594337
3,4,annular_kernel,spatial_a0p5_s6_k4,spatial_tempered,0.5,6.0,0.05,4,0.9014559984207153,1.018944501876831,0.30243903398513794,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,4,4,0.35898358260186675,-0.4805299948311021,-0.05609753727912903
3,5,oblique_shock,spatial_a0p5_s6_k4,spatial_tempered,0.5,6.0,0.05,4,0.9090414047241211,1.2452589273452759,0.039024390280246735,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,4,4,-21.6530189223161,-19.77764173559201,-0.20975609868764877
3,6,vortex_pair,spatial_a0p5_s6_k4,spatial_tempered,0.5,6.0,0.05,4,0.9995237588882446,1.1391774415969849,0.3878048360347748,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,4,4,-14.719961941589178,-12.443286293859687,-0.12195125222206116
3,7,multi_plume,spatial_a0p5_s6_k4,spatial_tempered,0.5,6.0,0.05,4,1.1257909536361694,1.1499272584915161,0.17073170840740204,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,4,4,-8.363843281582602,-6.403545472585362,-0.06829267740249634
3,0,plume,spatial_a0p5_s6_k5,spatial_tempered,0.5,6.0,0.05,5,0.69258713722229,1.0447676181793213,0.5707316994667053,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,5,5,-19.33142596408191,-18.637146669836046,-0.13902431726455688
3,1,wavy_front,spatial_a0p5_s6_k5,spatial_tempered,0.5,6.0,0.05,5,0.5965638756752014,0.9844372868537903,0.3097561001777649,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,5,5,11.964137502520039,8.088975429723845,0.0878048837184906
3,2,thin_front,spatial_a0p5_s6_k5,spatial_tempered,0.5,6.0,0.05,5,0.8695787787437439,1.2359495162963867,0.18536587059497833,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,5,5,-17.92493939509307,-16.437650482966163,-0.09268291294574738
3,3,double_front,spatial_a0p5_s6_k5,spatial_tempered,0.5,6.0,0.05,5,0.6298889517784119,0.934760570526123,0.44878047704696655,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,5,5,15.211809549361734,12.375856745598728,0.19512194395065308
3,4,annular_kernel,spatial_a0p5_s6_k5,spatial_tempered,0.5,6.0,0.05,5,0.9250654578208923,1.0351084470748901,0.3073170781135559,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,5,5,-2.250650759862199,-2.074494903927504,-0.05121949315071106
3,5,oblique_shock,spatial_a0p5_s6_k5,spatial_tempered,0.5,6.0,0.05,5,0.6645563244819641,0.8668792843818665,0.4439024329185486,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,5,5,11.065345652011953,16.617537065921688,0.19512194395065308
3,6,vortex_pair,spatial_a0p5_s6_k5,spatial_tempered,0.5,6.0,0.05,5,0.975696861743927,1.2505396604537964,0.2536585330963135,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,5,5,-11.985238820427336,-23.435370055351424,-0.25609755516052246
3,7,multi_plume,spatial_a0p5_s6_k5,spatial_tempered,0.5,6.0,0.05,5,1.0814588069915771,1.1212152242660522,0.20975609123706818,0.044291791040450335,True,rep03_spatial_tempered_a0p5_s6,4,5,5,-4.0966196235718595,-3.7468015639948073,-0.0292682945728302
3,0,plume,spatial_a0p5_s7_k2,spatial_tempered,0.5,7.0,0.05,2,0.7907929420471191,1.0881403684616089,0.009756097570061684,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,2,2,-36.25209644418624,-23.562279538790207,-0.6999999191612005
3,1,wavy_front,spatial_a0p5_s7_k2,spatial_tempered,0.5,7.0,0.05,2,0.8984916806221008,1.2125333547592163,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,2,2,-32.59182004751924,-13.206990886871663,-0.2219512164592743
3,2,thin_front,spatial_a0p5_s7_k2,spatial_tempered,0.5,7.0,0.05,2,0.7631411552429199,1.0542620420455933,0.0219512190669775,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,2,2,-3.4907666582360153,0.67895690674349,-0.2560975644737482
3,3,double_front,spatial_a0p5_s7_k2,spatial_tempered,0.5,7.0,0.05,2,0.8767961263656616,1.2101397514343262,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,2,2,-18.0239099904491,-13.438095573334406,-0.2536585330963135
3,4,annular_kernel,spatial_a0p5_s7_k2,spatial_tempered,0.5,7.0,0.05,2,0.976282000541687,1.039460301399231,0.039024390280246735,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,2,2,-7.911790497160111,-2.503641563205441,-0.31951218098402023
3,5,oblique_shock,spatial_a0p5_s7_k2,spatial_tempered,0.5,7.0,0.05,2,0.957859218120575,1.2592885494232178,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,2,2,-28.186092494104873,-21.12710810763396,-0.2487804889678955
3,6,vortex_pair,spatial_a0p5_s7_k2,spatial_tempered,0.5,7.0,0.05,2,1.088096022605896,1.2246218919754028,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,2,2,-24.885810059167994,-20.877139041727663,-0.5097560882568359
3,7,multi_plume,spatial_a0p5_s7_k2,spatial_tempered,0.5,7.0,0.05,2,1.0624886751174927,1.1472818851470947,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,2,2,-2.2706355092079478,-6.158767291299052,-0.23902438580989838
3,0,plume,spatial_a0p5_s7_k3,spatial_tempered,0.5,7.0,0.05,3,1.0574657917022705,1.615699291229248,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,3,3,-82.19931334296157,-83.46850577351512,-0.7097560167312622
3,1,wavy_front,spatial_a0p5_s7_k3,spatial_tempered,0.5,7.0,0.05,3,1.2652288675308228,1.7709603309631348,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,3,3,-86.71179927500258,-65.34397941421328,-0.2219512164592743
3,2,thin_front,spatial_a0p5_s7_k3,spatial_tempered,0.5,7.0,0.05,3,0.8997097611427307,1.3932723999023438,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,3,3,-22.011049084255834,-31.25889252622934,-0.2780487835407257
3,3,double_front,spatial_a0p5_s7_k3,spatial_tempered,0.5,7.0,0.05,3,1.1738765239715576,1.5742887258529663,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,3,3,-58.01335457467676,-47.573298647254084,-0.2536585330963135
3,4,annular_kernel,spatial_a0p5_s7_k3,spatial_tempered,0.5,7.0,0.05,3,0.9085260033607483,1.0174322128295898,0.24146340787410736,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,3,3,-0.42248825799276735,-0.33139959107281847,-0.1170731633901596
3,5,oblique_shock,spatial_a0p5_s7_k3,spatial_tempered,0.5,7.0,0.05,3,1.1595629453659058,1.5120022296905518,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,3,3,-55.17921648137226,-45.43486289825735,-0.2487804889678955
3,6,vortex_pair,spatial_a0p5_s7_k3,spatial_tempered,0.5,7.0,0.05,3,1.6823999881744385,1.8343660831451416,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,3,3,-93.09682325968728,-81.06235527775317,-0.5097560882568359
3,7,multi_plume,spatial_a0p5_s7_k3,spatial_tempered,0.5,7.0,0.05,3,1.3628395795822144,1.3972086906433105,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,3,3,-31.181134599445983,-29.28466331390455,-0.23902438580989838
3,0,plume,spatial_a0p5_s7_k4,spatial_tempered,0.5,7.0,0.05,4,0.7728682160377502,1.134059190750122,0.4292683005332947,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,4,4,-33.16370077560347,-28.77652810465019,-0.28048771619796753
3,1,wavy_front,spatial_a0p5_s7_k4,spatial_tempered,0.5,7.0,0.05,4,0.954669713973999,1.4533885717391968,0.03414634242653847,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,4,4,-40.88210013521135,-35.6942026791796,-0.18780487403273582
3,2,thin_front,spatial_a0p5_s7_k4,spatial_tempered,0.5,7.0,0.05,4,0.8652511239051819,1.253641963005066,0.1609756052494049,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,4,4,-17.33805934806895,-18.104439375951724,-0.1170731782913208
3,3,double_front,spatial_a0p5_s7_k4,spatial_tempered,0.5,7.0,0.05,4,1.0152944326400757,1.391720175743103,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,4,4,-36.66691164388485,-30.45938381923457,-0.2536585330963135
3,4,annular_kernel,spatial_a0p5_s7_k4,spatial_tempered,0.5,7.0,0.05,4,0.9053128361701965,1.0303328037261963,0.207317054271698,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,4,4,-0.06732589250125671,-1.6035574055071509,-0.15121951699256897
3,5,oblique_shock,spatial_a0p5_s7_k4,spatial_tempered,0.5,7.0,0.05,4,1.0283516645431519,1.3953171968460083,0.0,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,4,4,-37.619787014464656,-34.21128701933954,-0.2487804889678955
3,6,vortex_pair,spatial_a0p5_s7_k4,spatial_tempered,0.5,7.0,0.05,4,1.1385606527328491,1.2763246297836304,0.21707317233085632,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,4,4,-30.67786892328123,-25.98049303844736,-0.2926829159259796
3,7,multi_plume,spatial_a0p5_s7_k4,spatial_tempered,0.5,7.0,0.05,4,1.187545895576477,1.2026408910751343,0.1317073106765747,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,4,4,-14.308111023891565,-11.281173479242058,-0.10731707513332367
3,0,plume,spatial_a0p5_s7_k5,spatial_tempered,0.5,7.0,0.05,5,0.7955185174942017,1.1971032619476318,0.4536585509777069,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,5,5,-37.0663039659471,-35.93541070320984,-0.2560974657535553
3,1,wavy_front,spatial_a0p5_s7_k5,spatial_tempered,0.5,7.0,0.05,5,0.6705158948898315,1.097238302230835,0.2536585330963135,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,5,5,1.0509225720625834,-2.4425810587612022,0.031707316637039185
3,2,thin_front,spatial_a0p5_s7_k5,spatial_tempered,0.5,7.0,0.05,5,0.9343045949935913,1.3222429752349854,0.13902439177036285,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,5,5,-26.70250865637157,-24.5672767163804,-0.13902439177036285
3,3,double_front,spatial_a0p5_s7_k5,spatial_tempered,0.5,7.0,0.05,5,0.6851236820220947,0.974104642868042,0.43658536672592163,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,5,5,7.776764349460323,8.687756562725763,0.18292683362960815
3,4,annular_kernel,spatial_a0p5_s7_k5,spatial_tempered,0.5,7.0,0.05,5,0.9224405884742737,1.0232536792755127,0.32926830649375916,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,5,5,-1.9605149683003686,-0.9054681814190289,-0.029268264770507812
3,5,oblique_shock,spatial_a0p5_s7_k5,spatial_tempered,0.5,7.0,0.05,5,0.7211158871650696,0.9712758660316467,0.30000001192092896,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,5,5,3.4962277729271016,6.575949665359538,0.05121952295303345
3,6,vortex_pair,spatial_a0p5_s7_k5,spatial_tempered,0.5,7.0,0.05,5,1.1303277015686035,1.3871774673461914,0.1609756052494049,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,5,5,-29.732935062699713,-36.92229797189116,-0.34878048300743103
3,7,multi_plume,spatial_a0p5_s7_k5,spatial_tempered,0.5,7.0,0.05,5,1.1588962078094482,1.1866729259490967,0.16829268634319305,0.044051332981325686,True,rep03_spatial_tempered_a0p5_s7,4,5,5,-11.550414077380198,-9.80364688714977,-0.07073169946670532
3,0,plume,spatial_a0p75_s3_k2,spatial_tempered,0.75,3.0,0.05,2,0.5274601578712463,0.7099601030349731,0.8024390339851379,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,2,2,9.119633624073808,19.381459180106976,0.09268301725387573
3,1,wavy_front,spatial_a0p75_s3_k2,spatial_tempered,0.75,3.0,0.05,2,0.6621999144554138,0.7751625776290894,0.40487802028656006,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,2,2,2.2781247877976947,27.62770399918084,0.18292680382728577
3,2,thin_front,spatial_a0p75_s3_k2,spatial_tempered,0.75,3.0,0.05,2,0.5153854489326477,0.7744322419166565,0.5560975670814514,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,2,2,30.10777250302974,27.041461226311444,0.2780487835407257
3,3,double_front,spatial_a0p75_s3_k2,spatial_tempered,0.75,3.0,0.05,2,0.612029492855072,0.7947326898574829,0.5268292427062988,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,2,2,17.61583838692451,25.502023447744875,0.27317070960998535
3,4,annular_kernel,spatial_a0p75_s3_k2,spatial_tempered,0.75,3.0,0.05,2,0.89073646068573,0.9846959710121155,0.37317076325416565,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,2,2,1.543850772248213,2.8967987276776084,0.014634191989898682
3,5,oblique_shock,spatial_a0p75_s3_k2,spatial_tempered,0.75,3.0,0.05,2,0.6939640045166016,0.8476300239562988,0.3926829695701599,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,2,2,7.129844983809838,18.469064461789504,0.1439024806022644
3,6,vortex_pair,spatial_a0p75_s3_k2,spatial_tempered,0.75,3.0,0.05,2,0.7096132040023804,0.7997252941131592,0.6682927012443542,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,2,2,18.554412506462274,21.06256943049608,0.1585366129875183
3,7,multi_plume,spatial_a0p75_s3_k2,spatial_tempered,0.75,3.0,0.05,2,0.8316179513931274,0.9042905569076538,0.4829268157482147,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,2,2,19.951997247937072,16.325384339027764,0.24390242993831635
3,0,plume,spatial_a0p75_s3_k3,spatial_tempered,0.75,3.0,0.05,3,0.4651097357273102,0.6566791534423828,0.829268217086792,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,3,3,19.862490925378758,25.43170396328645,0.11951220035552979
3,1,wavy_front,spatial_a0p75_s3_k3,spatial_tempered,0.75,3.0,0.05,3,0.5431723594665527,0.7271329164505005,0.4707317054271698,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,3,3,19.843206905032233,32.11194634517699,0.2487804889678955
3,2,thin_front,spatial_a0p75_s3_k3,spatial_tempered,0.75,3.0,0.05,3,0.5136529803276062,0.7716010808944702,0.5634146332740784,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,3,3,30.342715282508063,27.308182264036475,0.28536584973335266
3,3,double_front,spatial_a0p75_s3_k3,spatial_tempered,0.75,3.0,0.05,3,0.5230108499526978,0.7857645750045776,0.5682926774024963,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,3,3,29.59847378123299,26.34269153470815,0.31463414430618286
3,4,annular_kernel,spatial_a0p75_s3_k3,spatial_tempered,0.75,3.0,0.05,3,0.865531325340271,0.9664740562438965,0.4292683005332947,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,3,3,4.3298606375766635,4.693704888963915,0.07073172926902771
3,5,oblique_shock,spatial_a0p75_s3_k3,spatial_tempered,0.75,3.0,0.05,3,0.6205645203590393,0.8067060708999634,0.45121949911117554,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,3,3,16.95257559729388,22.405414147742654,0.20243901014328003
3,6,vortex_pair,spatial_a0p75_s3_k3,spatial_tempered,0.75,3.0,0.05,3,0.6473175883293152,0.754266083240509,0.6926829218864441,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,3,3,25.704368268485286,25.549651842943202,0.18292683362960815
3,7,multi_plume,spatial_a0p75_s3_k3,spatial_tempered,0.75,3.0,0.05,3,0.8163959383964539,0.891377329826355,0.49512195587158203,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,3,3,21.417203399642247,17.520253957776728,0.25609757006168365
3,0,plume,spatial_a0p75_s3_k4,spatial_tempered,0.75,3.0,0.05,4,0.3870975375175476,0.5799928903579712,0.8658536672592163,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,4,4,33.30384199103634,34.13970685579708,0.1560976505279541
3,1,wavy_front,spatial_a0p75_s3_k4,spatial_tempered,0.75,3.0,0.05,4,0.45857155323028564,0.6654977798461914,0.5609756112098694,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,4,4,32.32787996131189,37.866450599009,0.3390243947505951
3,2,thin_front,spatial_a0p75_s3_k4,spatial_tempered,0.75,3.0,0.05,4,0.5316569209098816,0.7871255278587341,0.4536585509777069,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,4,4,27.901172717376834,25.845638603691025,0.1756097674369812
3,3,double_front,spatial_a0p75_s3_k4,spatial_tempered,0.75,3.0,0.05,4,0.5029782056808472,0.766631007194519,0.5804877877235413,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,4,4,32.29503109178109,28.136265782082248,0.3268292546272278
3,4,annular_kernel,spatial_a0p75_s3_k4,spatial_tempered,0.75,3.0,0.05,4,0.8857629895210266,0.9669710397720337,0.4536585509777069,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,4,4,2.093585560015838,4.644696166492822,0.09512197971343994
3,5,oblique_shock,spatial_a0p75_s3_k4,spatial_tempered,0.75,3.0,0.05,4,0.5630905628204346,0.7542207837104797,0.5,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,4,4,24.64406292410733,27.45381314920473,0.2512195110321045
3,6,vortex_pair,spatial_a0p75_s3_k4,spatial_tempered,0.75,3.0,0.05,4,0.6009745001792908,0.6999178528785706,0.7292683124542236,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,4,4,31.023378708757313,30.91413098640754,0.2195122241973877
3,7,multi_plume,spatial_a0p75_s3_k4,spatial_tempered,0.75,3.0,0.05,4,0.8261124491691589,0.882815420627594,0.5,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,4,4,20.48193344813267,18.312493195550424,0.2609756141901016
3,0,plume,spatial_a0p75_s3_k5,spatial_tempered,0.75,3.0,0.05,5,0.3603080213069916,0.5306009650230408,0.8878048658370972,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,5,5,37.91962388833643,39.748338850419245,0.17804884910583496
3,1,wavy_front,spatial_a0p75_s3_k5,spatial_tempered,0.75,3.0,0.05,5,0.3580590784549713,0.580263614654541,0.6463414430618286,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,5,5,47.16066278542419,45.82425507855454,0.4243902266025543
3,2,thin_front,spatial_a0p75_s3_k5,spatial_tempered,0.75,3.0,0.05,5,0.5177456140518188,0.7541565895080566,0.4707317054271698,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,5,5,29.78770681669508,28.951611517515182,0.1926829218864441
3,3,double_front,spatial_a0p75_s3_k5,spatial_tempered,0.75,3.0,0.05,5,0.4675363004207611,0.7266592383384705,0.6170731782913208,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,5,5,37.065800613363045,31.883206026259284,0.3634146451950073
3,4,annular_kernel,spatial_a0p75_s3_k5,spatial_tempered,0.75,3.0,0.05,5,0.9261012673377991,0.9771963357925415,0.4878048896789551,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,5,5,-2.3651423304549026,3.6363555143746966,0.1292683184146881
3,5,oblique_shock,spatial_a0p75_s3_k5,spatial_tempered,0.75,3.0,0.05,5,0.4726960062980652,0.6661900877952576,0.5756097435951233,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,5,5,36.74116943426405,35.921216133053996,0.3268292546272278
3,6,vortex_pair,spatial_a0p75_s3_k5,spatial_tempered,0.75,3.0,0.05,5,0.5480156540870667,0.6423841714859009,0.7804877161979675,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,5,5,37.10171026830728,36.593032246343434,0.2707316279411316
3,7,multi_plume,spatial_a0p75_s3_k5,spatial_tempered,0.75,3.0,0.05,5,0.7890486717224121,0.842444896697998,0.5341463685035706,0.04548170801717788,True,rep03_spatial_tempered_a0p75_s3,4,5,5,24.04953483779593,22.048005026385546,0.2951219826936722
