replicate,sample_index,reaction_family,candidate_id,covariance_mode,spatial_exponent,sobolev_strength,sobolev_epsilon,stages,field_relative_l2,gradient_relative_l2,front_top10_f1,solver_elapsed_seconds,solver_elapsed_is_shared_trajectory_total,shared_execution_id,shared_checkpoint_count,forward_calls,adjoint_calls,field_gain_percent,gradient_gain_percent,front_f1_gain
0,6,vortex_pair,full_graph_s4_k2,full_graph,1.0,4.0,0.05,2,0.879780650138855,0.9484716057777405,0.3853658437728882,0.044740791025105864,True,rep00_full_graph_a1_s4,4,2,2,2.250022913870865,7.906806002503397,0.012195080518722534
0,7,multi_plume,full_graph_s4_k2,full_graph,1.0,4.0,0.05,2,0.8122437000274658,0.936315655708313,0.4268292784690857,0.044740791025105864,True,rep00_full_graph_a1_s4,4,2,2,7.7340632716087,6.416026262279167,0.07560977339744568
0,0,plume,full_graph_s4_k3,full_graph,1.0,4.0,0.05,3,0.6676411032676697,0.8552284240722656,0.7634146213531494,0.044740791025105864,True,rep00_full_graph_a1_s4,4,3,3,4.767038793468817,6.1339083264533905,0.0585365891456604
0,1,wavy_front,full_graph_s4_k3,full_graph,1.0,4.0,0.05,3,0.5604642629623413,0.8235312104225159,0.4268292784690857,0.044740791025105864,True,rep00_full_graph_a1_s4,4,3,3,21.71278198981778,19.69431489523951,0.12195122241973877
0,2,thin_front,full_graph_s4_k3,full_graph,1.0,4.0,0.05,3,0.6640858054161072,0.875369668006897,0.5707316994667053,0.044740791025105864,True,rep00_full_graph_a1_s4,4,3,3,10.44832299047248,10.904192620117913,0.204878032207489
0,3,double_front,full_graph_s4_k3,full_graph,1.0,4.0,0.05,3,0.8004417419433594,0.9245145320892334,0.40487802028656006,0.044740791025105864,True,rep00_full_graph_a1_s4,4,3,3,16.043541227282944,14.28079734413153,0.15853655338287354
0,4,annular_kernel,full_graph_s4_k3,full_graph,1.0,4.0,0.05,3,0.9820989370346069,1.0210222005844116,0.07804878056049347,0.044740791025105864,True,rep00_full_graph_a1_s4,4,3,3,8.259047907515662,4.925041909794537,0.053658539429306984
0,5,oblique_shock,full_graph_s4_k3,full_graph,1.0,4.0,0.05,3,0.7982246279716492,0.9539030194282532,0.16829268634319305,0.044740791025105864,True,rep00_full_graph_a1_s4,4,3,3,-4.580884591773759,1.1085544875849003,0.031707316637039185
0,6,vortex_pair,full_graph_s4_k3,full_graph,1.0,4.0,0.05,3,0.8119298219680786,0.9205772280693054,0.45121949911117554,0.044740791025105864,True,rep00_full_graph_a1_s4,4,3,3,9.788739408626105,10.615250116268815,0.07804873585700989
0,7,multi_plume,full_graph_s4_k3,full_graph,1.0,4.0,0.05,3,0.8022472858428955,0.9414330720901489,0.48048779368400574,0.044740791025105864,True,rep00_full_graph_a1_s4,4,3,3,8.869595032129796,5.904544736403763,0.12926828861236572
0,0,plume,full_graph_s4_k4,full_graph,1.0,4.0,0.05,4,0.6131014823913574,0.7985498309135437,0.792682945728302,0.044740791025105864,True,rep00_full_graph_a1_s4,4,4,4,12.54662212605822,12.354700189323811,0.08780491352081299
0,1,wavy_front,full_graph_s4_k4,full_graph,1.0,4.0,0.05,4,0.5267688632011414,0.7547528743743896,0.507317066192627,0.044740791025105864,True,rep00_full_graph_a1_s4,4,4,4,26.419449803216885,26.401154085798513,0.20243901014328003
0,2,thin_front,full_graph_s4_k4,full_graph,1.0,4.0,0.05,4,0.6548413634300232,0.877922773361206,0.4878048896789551,0.044740791025105864,True,rep00_full_graph_a1_s4,4,4,4,11.69493190172964,10.644335566370563,0.12195122241973877
0,3,double_front,full_graph_s4_k4,full_graph,1.0,4.0,0.05,4,0.8214307427406311,0.9465360045433044,0.4097560942173004,0.044740791025105864,True,rep00_full_graph_a1_s4,4,4,4,13.842054113631937,12.239008930264884,0.1634146273136139
0,4,annular_kernel,full_graph_s4_k4,full_graph,1.0,4.0,0.05,4,1.0547183752059937,1.0532267093658447,0.07073170691728592,0.044740791025105864,True,rep00_full_graph_a1_s4,4,4,4,1.4754376753527099,1.9262409817071044,0.046341465786099434
0,5,oblique_shock,full_graph_s4_k4,full_graph,1.0,4.0,0.05,4,0.7500396370887756,0.9386059045791626,0.2487804889678955,0.044740791025105864,True,rep00_full_graph_a1_s4,4,4,4,1.7321616285396138,2.6944115074135047,0.11219511926174164
0,6,vortex_pair,full_graph_s4_k4,full_graph,1.0,4.0,0.05,4,0.7576949596405029,0.8949247002601624,0.504878044128418,0.044740791025105864,True,rep00_full_graph_a1_s4,4,4,4,15.814623870796497,13.106018638660602,0.13170728087425232
