stage,family,phantom_seed,noise_fraction,candidate_name,base_model_seed,residual_seed,step,train_mean_whitened_mse,development_normalized_mean,development_worst_ratio,all_renderers_consent,development_automatic_whitened_mse,development_central_0_whitened_mse,development_central_1_whitened_mse,development_central_2_whitened_mse
A,smooth_plume,2201,0.02,mgrs_56,211,419,180.0,4.194827079772949,0.4991924597351093,0.835699636917852,1.0,8.547906875610352,3.5360140800476074,7.045941352844238,7.685784816741943
A,smooth_plume,2201,0.02,mgrs_56,211,419,200.0,4.1179399490356445,0.49487555011605355,0.8334089331867091,1.0,8.432623863220215,3.5263216495513916,6.949950695037842,7.598894119262695
A,smooth_plume,2201,0.02,mgrs_56,211,419,220.0,4.06466007232666,0.4911946813370495,0.8328388633358254,1.0,8.348787307739258,3.523909568786621,6.839655876159668,7.52493143081665
A,smooth_plume,2201,0.02,mgrs_56,211,419,240.0,4.015244007110596,0.48768844010688533,0.8329720693383448,1.0,8.264760971069336,3.524473190307617,6.728509426116943,7.452338695526123
A,smooth_plume,2201,0.02,mgrs_6816,211,419,20.0,6.137897491455078,0.6261748883430909,0.983842630293389,1.0,10.393257141113281,4.162837028503418,9.462525367736816,10.412018775939941
A,smooth_plume,2201,0.02,mgrs_6816,211,419,40.0,4.975842475891113,0.582384454418427,0.9748173037978136,1.0,9.010189056396484,4.1246490478515625,8.617557525634766,9.201139450073242
A,smooth_plume,2201,0.02,mgrs_6816,211,419,60.0,4.139540672302246,0.5483361929327965,0.9768875189131111,1.0,8.214929580688477,4.133408546447754,7.6267008781433105,8.324554443359375
A,smooth_plume,2201,0.02,mgrs_6816,211,419,80.0,3.650345802307129,0.5303706837268019,0.974927181845577,1.0,8.143611907958984,4.1251139640808105,6.892560005187988,7.950632095336914
A,smooth_plume,2201,0.02,mgrs_6816,211,419,100.0,3.399636745452881,0.5190209230825228,0.9722437908760425,1.0,7.950072765350342,4.113759994506836,6.549533843994141,7.690945625305176
A,smooth_plume,2201,0.02,mgrs_6816,211,419,120.0,3.288592576980591,0.5069997392684081,0.9521528997549326,1.0,7.756946086883545,4.028751373291016,6.333193778991699,7.565780162811279
A,smooth_plume,2201,0.02,mgrs_6816,211,419,140.0,3.1468279361724854,0.5022838421897643,0.9390823143224402,1.0,7.782268047332764,3.97344708442688,6.256185531616211,7.532323837280273
A,smooth_plume,2201,0.02,mgrs_6816,211,419,160.0,3.0769832134246826,0.4951128979495879,0.9203526149961109,1.0,7.717792987823486,3.894197940826416,6.17560338973999,7.489768028259277
A,smooth_plume,2201,0.02,mgrs_6816,211,419,180.0,2.978647232055664,0.48973897462098714,0.9039300729342307,1.0,7.718748569488525,3.8247108459472656,6.11561393737793,7.467585563659668
A,smooth_plume,2201,0.02,mgrs_6816,211,419,200.0,2.902315378189087,0.4852421464514426,0.8873720709611591,1.0,7.733067512512207,3.754650592803955,6.087507247924805,7.466277122497559
A,smooth_plume,2201,0.02,mgrs_6816,211,419,220.0,2.832538366317749,0.4811875080365397,0.8724762139383064,1.0,7.742591381072998,3.6916232109069824,6.065964221954346,7.461455345153809
A,smooth_plume,2201,0.02,mgrs_6816,211,419,240.0,2.7685751914978027,0.4782308991511394,0.8597755512666178,1.0,7.769131660461426,3.6378841400146484,6.059269428253174,7.468105316162109
A,smooth_plume,2201,0.08,mgrs_56,101,307,20.0,1.5884222984313965,0.6579478568186363,1.1083280140694205,0.0,2.0876502990722656,1.352874994277954,2.0715885162353516,2.0400290489196777
A,smooth_plume,2201,0.08,mgrs_56,101,307,40.0,1.3176047801971436,0.6272220061579334,1.0678713985588375,0.0,1.9486397504806519,1.3034918308258057,1.9970219135284424,1.9002437591552734
A,smooth_plume,2201,0.08,mgrs_56,101,307,60.0,1.2328052520751953,0.6111277740815035,1.0488226392038995,0.0,1.8847362995147705,1.2802400588989258,1.9434839487075806,1.8297898769378662
A,smooth_plume,2201,0.08,mgrs_56,101,307,80.0,1.1916989088058472,0.6015702524720122,1.0382008439464694,0.0,1.8551191091537476,1.2672746181488037,1.90009343624115,1.79368257522583
A,smooth_plume,2201,0.08,mgrs_56,101,307,100.0,1.1696689128875732,0.5984198842177166,1.032973641712613,0.0,1.8537328243255615,1.2608940601348877,1.8810474872589111,1.788663625717163
A,smooth_plume,2201,0.08,mgrs_56,101,307,120.0,1.151078701019287,0.5957986122939278,1.026905774415812,0.0,1.8585519790649414,1.2534873485565186,1.8615673780441284,1.7919268608093262
A,smooth_plume,2201,0.08,mgrs_56,101,307,140.0,1.1349886655807495,0.5953981079048516,1.0244397389250581,0.0,1.8687692880630493,1.2504771947860718,1.8510780334472656,1.8013678789138794
A,smooth_plume,2201,0.08,mgrs_56,101,307,160.0,1.123180627822876,0.5943028976081661,1.020247253970697,0.0,1.883901596069336,1.2453596591949463,1.833542823791504,1.8115932941436768
A,smooth_plume,2201,0.08,mgrs_56,101,307,180.0,1.1032301187515259,0.5957696317093576,1.022521190462983,0.0,1.8912007808685303,1.2481353282928467,1.832592248916626,1.8224648237228394
A,smooth_plume,2201,0.08,mgrs_56,101,307,200.0,1.0852991342544556,0.5955634298976206,1.0218381500993408,0.0,1.901076316833496,1.2473015785217285,1.819582223892212,1.831249713897705
A,smooth_plume,2201,0.08,mgrs_56,101,307,220.0,1.0683403015136719,0.5958850010401862,1.0225662121397974,0.0,1.910983920097351,1.2481902837753296,1.8079737424850464,1.8411695957183838
A,smooth_plume,2201,0.08,mgrs_56,101,307,240.0,1.0489163398742676,0.5956585259592607,1.0228949387431745,0.0,1.9199261665344238,1.2485915422439575,1.7926753759384155,1.849111795425415
A,smooth_plume,2201,0.08,mgrs_6816,101,307,20.0,1.3925561904907227,0.6204501668576266,1.021044069287677,0.0,2.0189526081085205,1.2463322877883911,1.9199777841567993,2.033676862716675
A,smooth_plume,2201,0.08,mgrs_6816,101,307,40.0,1.273184895515442,0.6131669391140155,1.010900324156073,0.0,1.9882745742797852,1.2339503765106201,1.9013950824737549,2.002260208129883
A,smooth_plume,2201,0.08,mgrs_6816,101,307,60.0,1.1843984127044678,0.6001557586682873,1.0030634272414545,0.0,1.9522583484649658,1.2243843078613281,1.834255337715149,1.930974006652832
A,smooth_plume,2201,0.08,mgrs_6816,101,307,80.0,1.102493405342102,0.58192323721899,0.993639931277975,1.0,1.8851655721664429,1.2128815650939941,1.7364331483840942,1.8442063331604004
A,smooth_plume,2201,0.08,mgrs_6816,101,307,100.0,1.0535651445388794,0.569419258034155,0.9903529582269155,1.0,1.8490864038467407,1.2088693380355835,1.6567696332931519,1.7792659997940063
A,smooth_plume,2201,0.08,mgrs_6816,101,307,120.0,1.0213836431503296,0.5614756001761223,0.9821417270666806,1.0,1.8304383754730225,1.1988463401794434,1.6130462884902954,1.751905918121338
A,smooth_plume,2201,0.08,mgrs_6816,101,307,140.0,0.9935807585716248,0.5539709061947683,0.9737834185847919,1.0,1.804368495941162,1.1886438131332397,1.5775814056396484,1.7281019687652588
A,smooth_plume,2201,0.08,mgrs_6816,101,307,160.0,0.9738419055938721,0.5489176724049686,0.969064541357049,1.0,1.7864792346954346,1.1828837394714355,1.5505027770996094,1.7127941846847534
A,smooth_plume,2201,0.08,mgrs_6816,101,307,180.0,0.9578706622123718,0.5442946389556272,0.968395759485413,1.0,1.754998803138733,1.1820673942565918,1.529900312423706,1.690136194229126
A,smooth_plume,2201,0.08,mgrs_6816,101,307,200.0,0.9475532174110413,0.5431096860289893,0.9688416791737732,1.0,1.7474918365478516,1.1826117038726807,1.5224319696426392,1.6841344833374023
A,smooth_plume,2201,0.08,mgrs_6816,101,307,220.0,0.9401292204856873,0.5394768079718351,0.9686485059053596,1.0,1.719270944595337,1.1823759078979492,1.508719563484192,1.664481520652771
A,smooth_plume,2201,0.08,mgrs_6816,101,307,240.0,0.9329837560653687,0.5380726476719637,0.9690776279182055,1.0,1.7071189880371094,1.1828997135162354,1.5043256282806396,1.6544747352600098
A,smooth_plume,2201,0.08,mgrs_56,211,419,20.0,1.189339518547058,0.7780042597848708,1.024419668412,0.0,1.75703763961792,1.2539958953857422,1.5621775388717651,1.6820399761199951
A,smooth_plume,2201,0.08,mgrs_56,211,419,40.0,1.0995573997497559,0.7589022887905236,0.9992598742993882,1.0,1.6834511756896973,1.2231976985931396,1.5489444732666016,1.637092113494873
A,smooth_plume,2201,0.08,mgrs_56,211,419,60.0,1.051651120185852,0.7416447541213955,0.9824767449583319,1.0,1.6208460330963135,1.202653408050537,1.5304808616638184,1.5860989093780518
A,smooth_plume,2201,0.08,mgrs_56,211,419,80.0,1.0233416557312012,0.730661466485357,0.9746703665160901,1.0,1.5838243961334229,1.1930975914001465,1.5137900114059448,1.550017237663269
A,smooth_plume,2201,0.08,mgrs_56,211,419,100.0,1.010507583618164,0.734877588268942,0.978808837802037,1.0,1.5915322303771973,1.1981635093688965,1.526625394821167,1.558854103088379
A,smooth_plume,2201,0.08,mgrs_56,211,419,120.0,0.998040497303009,0.7226638550400686,0.9741377681665314,1.0,1.5602788925170898,1.1924456357955933,1.4886274337768555,1.524017095565796
A,smooth_plume,2201,0.08,mgrs_56,211,419,140.0,0.9888715744018555,0.7221722894892528,0.9760134998927792,1.0,1.5580470561981201,1.1947417259216309,1.483574390411377,1.5227508544921875
A,smooth_plume,2201,0.08,mgrs_56,211,419,160.0,0.9810807108879089,0.7189200153645167,0.9765052939438436,1.0,1.5492759943008423,1.1953437328338623,1.4702688455581665,1.5135302543640137
A,smooth_plume,2201,0.08,mgrs_56,211,419,180.0,0.9748057723045349,0.712052865221764,0.9745589581211559,1.0,1.5329110622406006,1.1929612159729004,1.446144938468933,1.4945991039276123
A,smooth_plume,2201,0.08,mgrs_56,211,419,200.0,0.966919481754303,0.7154328946814668,0.9782054405861172,1.0,1.5398824214935303,1.1974248886108398,1.4531400203704834,1.5042874813079834
A,smooth_plume,2201,0.08,mgrs_56,211,419,220.0,0.9585877060890198,0.7114413261515263,0.9775242327866726,1.0,1.5297871828079224,1.1965910196304321,1.4386802911758423,1.493236780166626
A,smooth_plume,2201,0.08,mgrs_56,211,419,240.0,0.9508053064346313,0.7120536846150509,0.9791136527287363,1.0,1.532008409500122,1.1985366344451904,1.4372353553771973,1.495188593864441
A,smooth_plume,2201,0.08,mgrs_6816,211,419,20.0,1.1560883522033691,0.7657086035055417,0.9940139412414206,1.0,1.6725215911865234,1.2167761325836182,1.5945171117782593,1.6716604232788086
A,smooth_plume,2201,0.08,mgrs_6816,211,419,40.0,1.082461953163147,0.7569731899034631,0.9898616412910675,1.0,1.6398502588272095,1.211693286895752,1.5751259326934814,1.6484742164611816
A,smooth_plume,2201,0.08,mgrs_6816,211,419,60.0,1.0337529182434082,0.7408663208018919,0.9863544193197739,1.0,1.5911195278167725,1.2074000835418701,1.5287721157073975,1.5980112552642822
A,smooth_plume,2201,0.08,mgrs_6816,211,419,80.0,0.9976863265037537,0.7279083341594468,0.9851193832493583,1.0,1.5701501369476318,1.205888271331787,1.482080340385437,1.548461675643921
A,smooth_plume,2201,0.08,mgrs_6816,211,419,100.0,0.9762477874755859,0.7229656832840344,0.9847799966616435,1.0,1.569417119026184,1.2054728269577026,1.455803394317627,1.5332297086715698
A,smooth_plume,2201,0.08,mgrs_6816,211,419,120.0,0.9589521288871765,0.717984794778147,0.9823168388530155,1.0,1.555420160293579,1.2024576663970947,1.4388066530227661,1.523486614227295
A,smooth_plume,2201,0.08,mgrs_6816,211,419,140.0,0.9435000419616699,0.7162981854937904,0.98015099732912,1.0,1.5583974123001099,1.1998064517974854,1.4266027212142944,1.5245873928070068
A,smooth_plume,2201,0.08,mgrs_6816,211,419,160.0,0.9295430779457092,0.7141830828381918,0.9791901973077732,1.0,1.5515886545181274,1.1986303329467773,1.417410135269165,1.5235300064086914
A,smooth_plume,2201,0.08,mgrs_6816,211,419,180.0,0.9181011915206909,0.708077080870587,0.9790201631665538,1.0,1.5184122323989868,1.1984221935272217,1.408400535583496,1.5042085647583008
A,smooth_plume,2201,0.08,mgrs_6816,211,419,200.0,0.9091165661811829,0.7105544464940342,0.9800733815155165,1.0,1.532943844795227,1.1997114419937134,1.4072890281677246,1.5145978927612305
A,smooth_plume,2201,0.08,mgrs_6816,211,419,220.0,0.9113531112670898,0.7117798045876768,0.9822051383031996,1.0,1.5370732545852661,1.20232093334198,1.408159613609314,1.5166898965835571
A,smooth_plume,2201,0.08,mgrs_6816,211,419,240.0,0.9131083488464355,0.7076669752210627,0.9823164493131731,1.0,1.5176491737365723,1.2024571895599365,1.4010050296783447,1.5017807483673096
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,20.0,29.56053924560547,0.811610682503574,1.0286726593774305,0.0,52.19131088256836,24.971538543701172,38.335052490234375,47.99378967285156
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,40.0,24.72311782836914,0.7800951056672819,1.03402239790511,0.0,49.137088775634766,25.10140609741211,36.127357482910156,45.0267333984375
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,60.0,23.3976993560791,0.7721030446126746,1.0343050961665157,0.0,48.50265884399414,25.10826873779297,35.46558380126953,44.36406707763672
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,80.0,22.67149543762207,0.7722456411671137,1.0378759099202968,0.0,48.35140609741211,25.1949520111084,35.45764923095703,44.30930709838867
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,100.0,22.077251434326172,0.7725745376678982,1.0415149232546506,0.0,48.285240173339844,25.28329086303711,35.42489242553711,44.258872985839844
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,120.0,21.41940689086914,0.773692641848551,1.0458734893066122,0.0,48.28250503540039,25.389097213745117,35.42951202392578,44.26243591308594
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,140.0,20.98245620727539,0.771060236804748,1.0473788300487665,0.0,47.93921661376953,25.425640106201172,35.26504898071289,43.994407653808594
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,160.0,21.337411880493164,0.7678840299443112,1.0422239474655803,0.0,47.85676956176758,25.30050277709961,35.028892517089844,43.894187927246094
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,180.0,20.044330596923828,0.7747061149988845,1.0531377660598815,0.0,48.1407470703125,25.565441131591797,35.41230773925781,44.198204040527344
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,200.0,19.156543731689453,0.782783624099561,1.060790811850793,0.0,48.63789367675781,25.751222610473633,35.88417434692383,44.741737365722656
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,220.0,19.34796905517578,0.812341653739294,1.081463063287875,0.0,50.99688720703125,26.2530517578125,37.50901794433594,46.88298034667969
A,wrinkled_density_interface,2202,0.02,mgrs_56,101,307,240.0,18.566452026367188,0.8016693523709997,1.077993684624554,0.0,49.99929428100586,26.16883087158203,36.87821960449219,46.03459167480469
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,20.0,26.444690704345703,0.7886369887959834,0.9777997008175543,1.0,49.22263717651367,23.736572265625,39.773536682128906,45.88215255737305
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,40.0,24.045175552368164,0.7575113113497383,0.9669614674726893,1.0,48.13005065917969,23.473468780517578,35.95880126953125,44.60400390625
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,60.0,22.736541748046875,0.7427626338877846,0.9669823673441551,1.0,46.48347473144531,23.473976135253906,35.1139030456543,43.310726165771484
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,80.0,21.63214683532715,0.7334533030026245,0.9665382057900344,1.0,45.200782775878906,23.463193893432617,34.875213623046875,42.32910919189453
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,100.0,20.9294376373291,0.722797943670796,0.9679720469719111,1.0,44.15117645263672,23.498001098632812,34.158878326416016,41.323974609375
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,120.0,20.205821990966797,0.7155551595005912,0.9719474225233515,1.0,43.08344650268555,23.594505310058594,33.76670837402344,40.622642517089844
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,140.0,19.453168869018555,0.7119295191620936,0.979999373003856,1.0,42.51273727416992,23.78997039794922,33.32545852661133,40.2418212890625
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,160.0,18.679475784301758,0.7104796047628108,0.9906559503230483,1.0,42.0266227722168,24.048664093017578,33.025821685791016,39.994659423828125
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,180.0,18.04860496520996,0.708567996303192,1.0000032214087597,0.0,41.314231872558594,24.27557373046875,32.90478515625,39.66283416748047
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,200.0,17.65625762939453,0.7057784137866874,1.0054920305097266,0.0,40.65995788574219,24.408817291259766,32.8566780090332,39.200592041015625
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,220.0,17.28083038330078,0.7032864633428897,1.0065515597079078,0.0,40.45429992675781,24.434537887573242,32.76687240600586,38.77324295043945
A,wrinkled_density_interface,2202,0.02,mgrs_6816,101,307,240.0,16.831653594970703,0.702438750407421,1.0047543279037405,0.0,40.76319885253906,24.39090919494629,32.625362396240234,38.590599060058594
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,20.0,42.75215148925781,0.96723652122708,1.0282159759656408,0.0,228.4306182861328,86.43429565429688,176.65554809570312,214.1976776123047
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,40.0,37.195831298828125,1.0419479380751728,1.1083309599930151,0.0,245.65945434570312,93.16895294189453,190.66839599609375,230.509765625
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,60.0,34.14844512939453,1.0239536966298775,1.092070901431864,0.0,240.5618133544922,91.80209350585938,187.771484375,226.1696014404297
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,80.0,33.29960250854492,1.0145728587470189,1.080519314089219,0.0,238.68524169921875,90.83103942871094,186.0088348388672,224.1996307373047
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,100.0,32.4821662902832,0.97663228512871,1.0504826276026649,0.0,228.51467895507812,88.30608367919922,178.81781005859375,214.90139770507812
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,120.0,31.755077362060547,0.9714512753197824,1.0477007823219455,0.0,227.04367065429688,88.07223510742188,177.73353576660156,213.53524780273438
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,140.0,31.798053741455078,0.9586218963439925,1.0375165657339032,0.0,223.47703552246094,87.21612548828125,175.40284729003906,210.3892059326172
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,160.0,30.16047477722168,0.9596883560574486,1.0423905808430505,0.0,223.322998046875,87.62584686279297,175.45285034179688,210.33082580566406
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,180.0,29.35284996032715,0.9367166675117886,1.0266121787663458,0.0,216.7513885498047,86.29947662353516,171.103515625,204.53028869628906
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,200.0,28.568557739257812,0.9334438134565121,1.02680821758421,0.0,215.51153564453125,86.31595611572266,170.3926544189453,203.5426788330078
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,220.0,27.848255157470703,0.9202474731187917,1.01898808392567,0.0,211.6547088623047,85.65857696533203,167.78097534179688,200.14453125
A,wrinkled_density_interface,2202,0.02,mgrs_56,211,419,240.0,27.072444915771484,0.9075037503772782,1.0112533542150979,0.0,208.08045959472656,85.00837707519531,165.15670776367188,196.89320373535156
A,wrinkled_density_interface,2202,0.02,mgrs_6816,211,419,20.0,35.43516159057617,0.9715056131841289,1.0193202608114955,0.0,228.2270965576172,85.6865005493164,180.0878143310547,216.005126953125
A,wrinkled_density_interface,2202,0.02,mgrs_6816,211,419,40.0,33.40365982055664,0.9773660920989833,1.0261106461239768,0.0,229.56077575683594,86.25731658935547,181.4415283203125,216.86715698242188
A,wrinkled_density_interface,2202,0.02,mgrs_6816,211,419,60.0,31.653736114501953,0.9781728582387661,1.027272266878534,0.0,229.75198364257812,86.35496520996094,181.72239685058594,216.80874633789062
A,wrinkled_density_interface,2202,0.02,mgrs_6816,211,419,80.0,30.496318817138672,0.9817530062098293,1.0315730499628524,0.0,231.08096313476562,86.71649932861328,181.96192932128906,217.55953979492188
A,wrinkled_density_interface,2202,0.02,mgrs_6816,211,419,100.0,29.285381317138672,0.9835555853814175,1.0358997900387956,0.0,230.99851989746094,87.08021545410156,182.2572479248047,217.92306518554688
A,wrinkled_density_interface,2202,0.02,mgrs_6816,211,419,120.0,28.08198356628418,0.9847279079686889,1.0421930898857947,0.0,229.44796752929688,87.60924530029297,182.95545959472656,218.12060546875
A,wrinkled_density_interface,2202,0.02,mgrs_6816,211,419,140.0,27.008039474487305,0.9841796672685311,1.049000991629687,0.0,225.65176391601562,88.18153381347656,184.3689422607422,217.8189697265625
A,wrinkled_density_interface,2202,0.02,mgrs_6816,211,419,160.0,26.219165802001953,0.9780605526808729,1.056189263135463,0.0,217.4840087890625,88.78579711914062,186.3927001953125,215.64222717285156
A,wrinkled_density_interface,2202,0.02,mgrs_6816,211,419,180.0,25.471834182739258,0.9725390580406339,1.06382261536476,0.0,210.39271545410156,89.42747497558594,188.17477416992188,213.2135009765625
