selection_role,family,parameter_rank,tau,camera_max_factor,ncp_multiplier,source_field_mean_rel_l2,source_field_median_rel_l2,independent_field_count,layout_row_count,mean_stop_iteration,median_stop_iteration,p90_stop_iteration,forced_cap_fraction,mean_a_calls,mean_at_calls,mean_total_operator_calls,maximum_total_operator_calls,per_sample_truth_used_at_runtime,audit_camera_used,test_domain_used
v_tune,ncp,1,,,1.25,0.1402484263651325,0.11110643006894474,24,96,59.239583333333336,64.0,64.0,0.90625,59.333333333333336,59.239583333333336,118.57291666666667,128,False,False,False
v_tune,ncp,2,,,1.5,0.1416499355400083,0.10448539852630581,24,96,39.46875,64.0,64.0,0.5416666666666666,39.927083333333336,39.46875,79.39583333333333,128,False,False,False
v_tune,ncp,3,,,1.75,0.14733992963125156,0.10550467954524545,24,96,23.0625,6.0,64.0,0.22916666666666666,23.833333333333332,23.0625,46.895833333333336,128,False,False,False
v_tune,ncp,4,,,2.0,0.15591403405588034,0.10596218808732563,24,96,10.53125,4.5,25.0,0.052083333333333336,11.479166666666666,10.53125,22.010416666666668,128,False,False,False
v_tune,ncp,5,,,2.5,0.17201833686645165,0.10919805015973863,24,96,4.96875,4.0,7.0,0.0,5.96875,4.96875,10.9375,101,False,False,False
v_tune,ncp,6,,,3.0,0.18385140774515263,0.11423515611594473,24,96,3.125,3.0,4.0,0.0,4.125,3.125,7.25,57,False,False,False
v_tune,hybrid,0,0.55,1.25,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,1,0.55,1.25,1.25,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,2,0.55,1.25,1.5,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,3,0.55,1.25,1.75,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,4,0.55,1.25,2.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,5,0.55,1.25,2.5,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,6,0.55,1.25,3.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,7,0.55,1.5,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,8,0.55,1.5,1.25,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,9,0.55,1.5,1.5,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,10,0.55,1.5,1.75,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,11,0.55,1.5,2.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,12,0.55,1.5,2.5,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,13,0.55,1.5,3.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,14,0.55,2.0,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,15,0.55,2.0,1.25,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,16,0.55,2.0,1.5,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,17,0.55,2.0,1.75,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,18,0.55,2.0,2.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,19,0.55,2.0,2.5,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,20,0.55,2.0,3.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,21,0.55,999.0,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,22,0.55,999.0,1.25,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,23,0.55,999.0,1.5,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,24,0.55,999.0,1.75,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,25,0.55,999.0,2.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,26,0.55,999.0,2.5,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,27,0.55,999.0,3.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,28,0.6,1.25,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,29,0.6,1.25,1.25,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,30,0.6,1.25,1.5,0.14017216794541756,0.11110643006894474,24,96,63.322916666666664,64.0,64.0,0.96875,63.354166666666664,63.322916666666664,126.67708333333333,128,False,False,False
v_tune,hybrid,31,0.6,1.25,1.75,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,32,0.6,1.25,2.0,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,33,0.6,1.25,2.5,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,34,0.6,1.25,3.0,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,35,0.6,1.5,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,36,0.6,1.5,1.25,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,37,0.6,1.5,1.5,0.14017216794541756,0.11110643006894474,24,96,63.322916666666664,64.0,64.0,0.96875,63.354166666666664,63.322916666666664,126.67708333333333,128,False,False,False
v_tune,hybrid,38,0.6,1.5,1.75,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,39,0.6,1.5,2.0,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,40,0.6,1.5,2.5,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,41,0.6,1.5,3.0,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,42,0.6,2.0,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,43,0.6,2.0,1.25,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,44,0.6,2.0,1.5,0.14017216794541756,0.11110643006894474,24,96,63.322916666666664,64.0,64.0,0.96875,63.354166666666664,63.322916666666664,126.67708333333333,128,False,False,False
v_tune,hybrid,45,0.6,2.0,1.75,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,46,0.6,2.0,2.0,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,47,0.6,2.0,2.5,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,48,0.6,2.0,3.0,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,49,0.6,999.0,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,50,0.6,999.0,1.25,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,51,0.6,999.0,1.5,0.14017216794541756,0.11110643006894474,24,96,63.322916666666664,64.0,64.0,0.96875,63.354166666666664,63.322916666666664,126.67708333333333,128,False,False,False
v_tune,hybrid,52,0.6,999.0,1.75,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,53,0.6,999.0,2.0,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,54,0.6,999.0,2.5,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,55,0.6,999.0,3.0,0.1400617060171011,0.11110643006894474,24,96,62.8125,64.0,64.0,0.9479166666666666,62.864583333333336,62.8125,125.67708333333333,128,False,False,False
v_tune,hybrid,56,0.65,1.25,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,57,0.65,1.25,1.25,0.13973199808470366,0.11110643006894474,24,96,61.697916666666664,64.0,64.0,0.9583333333333334,61.739583333333336,61.697916666666664,123.4375,128,False,False,False
v_tune,hybrid,58,0.65,1.25,1.5,0.13954797193687316,0.1098712683471775,24,96,58.239583333333336,64.0,64.0,0.8645833333333334,58.375,58.239583333333336,116.61458333333333,128,False,False,False
v_tune,hybrid,59,0.65,1.25,1.75,0.1394340305334908,0.1098712683471775,24,96,56.34375,64.0,64.0,0.8125,56.53125,56.34375,112.875,128,False,False,False
v_tune,hybrid,60,0.65,1.25,2.0,0.1394354617782661,0.1098712683471775,24,96,55.833333333333336,64.0,64.0,0.7708333333333334,56.0625,55.833333333333336,111.89583333333333,128,False,False,False
v_tune,hybrid,61,0.65,1.25,2.5,0.1388501203899141,0.1098712683471775,24,96,53.354166666666664,64.0,64.0,0.7083333333333334,53.645833333333336,53.354166666666664,107.0,128,False,False,False
v_tune,hybrid,62,0.65,1.25,3.0,0.1388501203899141,0.1098712683471775,24,96,53.354166666666664,64.0,64.0,0.7083333333333334,53.645833333333336,53.354166666666664,107.0,128,False,False,False
v_tune,hybrid,63,0.65,1.5,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,64,0.65,1.5,1.25,0.13973199808470366,0.11110643006894474,24,96,61.697916666666664,64.0,64.0,0.9583333333333334,61.739583333333336,61.697916666666664,123.4375,128,False,False,False
v_tune,hybrid,65,0.65,1.5,1.5,0.13954797193687316,0.1098712683471775,24,96,58.239583333333336,64.0,64.0,0.8645833333333334,58.375,58.239583333333336,116.61458333333333,128,False,False,False
v_tune,hybrid,66,0.65,1.5,1.75,0.1394340305334908,0.1098712683471775,24,96,56.34375,64.0,64.0,0.8125,56.53125,56.34375,112.875,128,False,False,False
v_tune,hybrid,67,0.65,1.5,2.0,0.1394354617782661,0.1098712683471775,24,96,55.833333333333336,64.0,64.0,0.7708333333333334,56.0625,55.833333333333336,111.89583333333333,128,False,False,False
v_tune,hybrid,68,0.65,1.5,2.5,0.1388501203899141,0.1098712683471775,24,96,53.354166666666664,64.0,64.0,0.7083333333333334,53.645833333333336,53.354166666666664,107.0,128,False,False,False
v_tune,hybrid,69,0.65,1.5,3.0,0.1388501203899141,0.1098712683471775,24,96,53.354166666666664,64.0,64.0,0.7083333333333334,53.645833333333336,53.354166666666664,107.0,128,False,False,False
v_tune,hybrid,70,0.65,2.0,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,71,0.65,2.0,1.25,0.13973199808470366,0.11110643006894474,24,96,61.697916666666664,64.0,64.0,0.9583333333333334,61.739583333333336,61.697916666666664,123.4375,128,False,False,False
v_tune,hybrid,72,0.65,2.0,1.5,0.13954797193687316,0.1098712683471775,24,96,58.239583333333336,64.0,64.0,0.8645833333333334,58.375,58.239583333333336,116.61458333333333,128,False,False,False
v_tune,hybrid,73,0.65,2.0,1.75,0.1394340305334908,0.1098712683471775,24,96,56.34375,64.0,64.0,0.8125,56.53125,56.34375,112.875,128,False,False,False
v_tune,hybrid,74,0.65,2.0,2.0,0.1394354617782661,0.1098712683471775,24,96,55.833333333333336,64.0,64.0,0.7708333333333334,56.0625,55.833333333333336,111.89583333333333,128,False,False,False
v_tune,hybrid,75,0.65,2.0,2.5,0.1388501203899141,0.1098712683471775,24,96,53.354166666666664,64.0,64.0,0.7083333333333334,53.645833333333336,53.354166666666664,107.0,128,False,False,False
v_tune,hybrid,76,0.65,2.0,3.0,0.1388501203899141,0.1098712683471775,24,96,53.354166666666664,64.0,64.0,0.7083333333333334,53.645833333333336,53.354166666666664,107.0,128,False,False,False
v_tune,hybrid,77,0.65,999.0,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,78,0.65,999.0,1.25,0.13973199808470366,0.11110643006894474,24,96,61.697916666666664,64.0,64.0,0.9583333333333334,61.739583333333336,61.697916666666664,123.4375,128,False,False,False
v_tune,hybrid,79,0.65,999.0,1.5,0.13954797193687316,0.1098712683471775,24,96,58.239583333333336,64.0,64.0,0.8645833333333334,58.375,58.239583333333336,116.61458333333333,128,False,False,False
v_tune,hybrid,80,0.65,999.0,1.75,0.1394340305334908,0.1098712683471775,24,96,56.34375,64.0,64.0,0.8125,56.53125,56.34375,112.875,128,False,False,False
v_tune,hybrid,81,0.65,999.0,2.0,0.1394354617782661,0.1098712683471775,24,96,55.833333333333336,64.0,64.0,0.7708333333333334,56.0625,55.833333333333336,111.89583333333333,128,False,False,False
v_tune,hybrid,82,0.65,999.0,2.5,0.1388501203899141,0.1098712683471775,24,96,53.354166666666664,64.0,64.0,0.7083333333333334,53.645833333333336,53.354166666666664,107.0,128,False,False,False
v_tune,hybrid,83,0.65,999.0,3.0,0.1388501203899141,0.1098712683471775,24,96,53.354166666666664,64.0,64.0,0.7083333333333334,53.645833333333336,53.354166666666664,107.0,128,False,False,False
v_tune,hybrid,84,0.7,1.25,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,85,0.7,1.25,1.25,0.139899476940028,0.11110643006894474,24,96,60.739583333333336,64.0,64.0,0.9375,60.802083333333336,60.739583333333336,121.54166666666667,128,False,False,False
v_tune,hybrid,86,0.7,1.25,1.5,0.13918436434600165,0.10607862114926825,24,96,52.510416666666664,64.0,64.0,0.75,52.760416666666664,52.510416666666664,105.27083333333333,128,False,False,False
v_tune,hybrid,87,0.7,1.25,1.75,0.13870378491398871,0.10404357763378123,24,96,43.46875,63.0,64.0,0.5,43.96875,43.46875,87.4375,128,False,False,False
v_tune,hybrid,88,0.7,1.25,2.0,0.13829464460114554,0.10404357763378123,24,96,37.90625,35.0,64.0,0.3854166666666667,38.520833333333336,37.90625,76.42708333333333,128,False,False,False
v_tune,hybrid,89,0.7,1.25,2.5,0.13804587183252015,0.10404357763378123,24,96,35.583333333333336,32.0,64.0,0.3333333333333333,36.25,35.583333333333336,71.83333333333333,128,False,False,False
v_tune,hybrid,90,0.7,1.25,3.0,0.13804587183252015,0.10404357763378123,24,96,35.583333333333336,32.0,64.0,0.3333333333333333,36.25,35.583333333333336,71.83333333333333,128,False,False,False
v_tune,hybrid,91,0.7,1.5,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,92,0.7,1.5,1.25,0.139899476940028,0.11110643006894474,24,96,60.739583333333336,64.0,64.0,0.9375,60.802083333333336,60.739583333333336,121.54166666666667,128,False,False,False
v_tune,hybrid,93,0.7,1.5,1.5,0.13918436434600165,0.10607862114926825,24,96,52.510416666666664,64.0,64.0,0.75,52.760416666666664,52.510416666666664,105.27083333333333,128,False,False,False
v_tune,hybrid,94,0.7,1.5,1.75,0.13870378491398871,0.10404357763378123,24,96,43.46875,63.0,64.0,0.5,43.96875,43.46875,87.4375,128,False,False,False
v_tune,hybrid,95,0.7,1.5,2.0,0.13829464460114554,0.10404357763378123,24,96,37.90625,35.0,64.0,0.3854166666666667,38.520833333333336,37.90625,76.42708333333333,128,False,False,False
v_tune,hybrid,96,0.7,1.5,2.5,0.13804587183252015,0.10404357763378123,24,96,35.583333333333336,32.0,64.0,0.3333333333333333,36.25,35.583333333333336,71.83333333333333,128,False,False,False
v_tune,hybrid,97,0.7,1.5,3.0,0.13804587183252015,0.10404357763378123,24,96,35.583333333333336,32.0,64.0,0.3333333333333333,36.25,35.583333333333336,71.83333333333333,128,False,False,False
v_tune,hybrid,98,0.7,2.0,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,99,0.7,2.0,1.25,0.139899476940028,0.11110643006894474,24,96,60.739583333333336,64.0,64.0,0.9375,60.802083333333336,60.739583333333336,121.54166666666667,128,False,False,False
v_tune,hybrid,100,0.7,2.0,1.5,0.13918436434600165,0.10607862114926825,24,96,52.510416666666664,64.0,64.0,0.75,52.760416666666664,52.510416666666664,105.27083333333333,128,False,False,False
v_tune,hybrid,101,0.7,2.0,1.75,0.13870378491398871,0.10404357763378123,24,96,43.46875,63.0,64.0,0.5,43.96875,43.46875,87.4375,128,False,False,False
v_tune,hybrid,102,0.7,2.0,2.0,0.13829464460114554,0.10404357763378123,24,96,37.90625,35.0,64.0,0.3854166666666667,38.520833333333336,37.90625,76.42708333333333,128,False,False,False
v_tune,hybrid,103,0.7,2.0,2.5,0.13804587183252015,0.10404357763378123,24,96,35.583333333333336,32.0,64.0,0.3333333333333333,36.25,35.583333333333336,71.83333333333333,128,False,False,False
v_tune,hybrid,104,0.7,2.0,3.0,0.13804587183252015,0.10404357763378123,24,96,35.583333333333336,32.0,64.0,0.3333333333333333,36.25,35.583333333333336,71.83333333333333,128,False,False,False
v_tune,hybrid,105,0.7,999.0,1.0,0.1403701770267205,0.11110643006894474,24,96,64.0,64.0,64.0,1.0,64.0,64.0,128.0,128,False,False,False
v_tune,hybrid,106,0.7,999.0,1.25,0.139899476940028,0.11110643006894474,24,96,60.739583333333336,64.0,64.0,0.9375,60.802083333333336,60.739583333333336,121.54166666666667,128,False,False,False
v_tune,hybrid,107,0.7,999.0,1.5,0.13918436434600165,0.10607862114926825,24,96,52.510416666666664,64.0,64.0,0.75,52.760416666666664,52.510416666666664,105.27083333333333,128,False,False,False
v_tune,hybrid,108,0.7,999.0,1.75,0.13870378491398871,0.10404357763378123,24,96,43.46875,63.0,64.0,0.5,43.96875,43.46875,87.4375,128,False,False,False
v_tune,hybrid,109,0.7,999.0,2.0,0.13829464460114554,0.10404357763378123,24,96,37.90625,35.0,64.0,0.3854166666666667,38.520833333333336,37.90625,76.42708333333333,128,False,False,False
v_tune,hybrid,110,0.7,999.0,2.5,0.13804587183252015,0.10404357763378123,24,96,35.583333333333336,32.0,64.0,0.3333333333333333,36.25,35.583333333333336,71.83333333333333,128,False,False,False
