replicate,sample_index,reaction_family,candidate_id,method,covariance_mode,penalty,stages,perturbation_inner_steps,perturbation_initial_step,perturbation_decay,forward_calls,adjoint_calls,total_operator_calls,field_relative_l2,gradient_relative_l2,front_top10_f1,solver_elapsed_seconds,mean_perturbation_norm,mean_perturbation_trials,mean_final_exponent,graph_same_stage_id,graph_budget_floor_id,graph_budget_ceiling_id,field_gain_vs_component_percent,gradient_gain_vs_component_percent,front_gain_vs_component,field_gain_vs_graph_same_stage_percent,gradient_gain_vs_graph_same_stage_percent,front_gain_vs_graph_same_stage,field_gain_vs_graph_budget_floor_percent,gradient_gain_vs_graph_budget_floor_percent,front_gain_vs_graph_budget_floor,field_gain_vs_graph_budget_ceiling_percent,gradient_gain_vs_graph_budget_ceiling_percent,front_gain_vs_graph_budget_ceiling
0,2,thin_front,graph_s3_k3,pcgls,full_graph,none,3,0,0.0,0.0,3,3,6,0.6092686057090759,0.8068187236785889,0.6585366129875183,0.05383491702377796,0.0,0.0,0.0,graph_s3_k3,graph_s3_k3,graph_s3_k3,-6.2520633323493096,-1.8851754512535384,0.05365854501724243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,double_front,graph_s3_k3,pcgls,full_graph,none,3,0,0.0,0.0,3,3,6,0.6696845889091492,0.8094500303268433,0.5878048539161682,0.05383491702377796,0.0,0.0,0.0,graph_s3_k3,graph_s3_k3,graph_s3_k3,1.225563521766311,-0.8057666080477788,-0.009756147861480713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,annular_kernel,graph_s3_k3,pcgls,full_graph,none,3,0,0.0,0.0,3,3,6,0.9541668891906738,0.9932864904403687,0.1609756052494049,0.05383491702377796,0.0,0.0,0.0,graph_s3_k3,graph_s3_k3,graph_s3_k3,1.8384385946645583,0.4316707524662675,-0.09268292784690857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,oblique_shock,graph_s3_k3,pcgls,full_graph,none,3,0,0.0,0.0,3,3,6,0.8044202327728271,0.9403015375137329,0.31951218843460083,0.05383491702377796,0.0,0.0,0.0,graph_s3_k3,graph_s3_k3,graph_s3_k3,-7.78417117260441,-2.418823157904441,-0.03902438282966614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,vortex_pair,graph_s3_k3,pcgls,full_graph,none,3,0,0.0,0.0,3,3,6,0.6819411516189575,0.7968426942825317,0.6000000238418579,0.05383491702377796,0.0,0.0,0.0,graph_s3_k3,graph_s3_k3,graph_s3_k3,-3.912577037040266,-3.5515797755943845,-0.053658485412597656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,multi_plume,graph_s3_k3,pcgls,full_graph,none,3,0,0.0,0.0,3,3,6,0.7124560475349426,0.8435797095298767,0.5609756112098694,0.05383491702377796,0.0,0.0,0.0,graph_s3_k3,graph_s3_k3,graph_s3_k3,-3.3268699088213687,-2.821904583806834,-0.039024412631988525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,plume,graph_s3_k4,pcgls,full_graph,none,4,0,0.0,0.0,4,4,8,0.5280284285545349,0.6848859786987305,0.8097560405731201,0.05383491702377796,0.0,0.0,0.0,graph_s3_k4,graph_s3_k4,graph_s3_k4,1.3540199126012031,1.297018109050127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,wavy_front,graph_s3_k4,pcgls,full_graph,none,4,0,0.0,0.0,4,4,8,0.4651361107826233,0.6373713612556458,0.5634146332740784,0.05383491702377796,0.0,0.0,0.0,graph_s3_k4,graph_s3_k4,graph_s3_k4,1.1475649270655555,1.5932802341150973,0.0024390220642089844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,thin_front,graph_s3_k4,pcgls,full_graph,none,4,0,0.0,0.0,4,4,8,0.5641829371452332,0.7816382050514221,0.6073170900344849,0.05383491702377796,0.0,0.0,0.0,graph_s3_k4,graph_s3_k4,graph_s3_k4,1.6105530354373434,1.2946237812001509,0.0024390220642089844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,double_front,graph_s3_k4,pcgls,full_graph,none,4,0,0.0,0.0,4,4,8,0.6568558216094971,0.7636654376983643,0.6390243768692017,0.05383491702377796,0.0,0.0,0.0,graph_s3_k4,graph_s3_k4,graph_s3_k4,3.1177292990878382,4.896068941809935,0.041463375091552734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,annular_kernel,graph_s3_k4,pcgls,full_graph,none,4,0,0.0,0.0,4,4,8,0.9702353477478027,0.9959119558334351,0.2487804889678955,0.05383491702377796,0.0,0.0,0.0,graph_s3_k4,graph_s3_k4,graph_s3_k4,0.18536825737527132,0.16849068790206986,-0.004878044128417969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,oblique_shock,graph_s3_k4,pcgls,full_graph,none,4,0,0.0,0.0,4,4,8,0.7460904717445374,0.9178202748298645,0.35853657126426697,0.05383491702377796,0.0,0.0,0.0,graph_s3_k4,graph_s3_k4,graph_s3_k4,0.031426559763653106,0.029864178366012642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,vortex_pair,graph_s3_k4,pcgls,full_graph,none,4,0,0.0,0.0,4,4,8,0.6389670372009277,0.7495201826095581,0.6609756350517273,0.05383491702377796,0.0,0.0,0.0,graph_s3_k4,graph_s3_k4,graph_s3_k4,2.6357167042315335,2.5980917691734566,0.0073171257972717285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,multi_plume,graph_s3_k4,pcgls,full_graph,none,4,0,0.0,0.0,4,4,8,0.6826562881469727,0.8120744824409485,0.6365853548049927,0.05383491702377796,0.0,0.0,0.0,graph_s3_k4,graph_s3_k4,graph_s3_k4,0.9949628165074669,1.018191873034527,0.036585330963134766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,plume,graph_s3_k5,pcgls,full_graph,none,5,0,0.0,0.0,5,5,10,0.4590637683868408,0.6056681871414185,0.8341463208198547,0.05383491702377796,0.0,0.0,0.0,graph_s3_k5,graph_s3_k5,graph_s3_k5,14.237959726712845,12.71356405787859,0.02439028024673462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,wavy_front,graph_s3_k5,pcgls,full_graph,none,5,0,0.0,0.0,5,5,10,0.3836536407470703,0.5492774248123169,0.6487804651260376,0.05383491702377796,0.0,0.0,0.0,graph_s3_k5,graph_s3_k5,graph_s3_k5,18.46451880798264,15.194511547009373,0.08780485391616821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,thin_front,graph_s3_k5,pcgls,full_graph,none,5,0,0.0,0.0,5,5,10,0.5556175708770752,0.7663113474845886,0.6219512224197388,0.05383491702377796,0.0,0.0,0.0,graph_s3_k5,graph_s3_k5,graph_s3_k5,3.104291315501707,3.230101387859274,0.01707315444946289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,double_front,graph_s3_k5,pcgls,full_graph,none,5,0,0.0,0.0,5,5,10,0.6900248527526855,0.7316740155220032,0.699999988079071,0.05383491702377796,0.0,0.0,0.0,graph_s3_k5,graph_s3_k5,graph_s3_k5,-1.7745026769146561,8.880156552588833,0.10243898630142212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,annular_kernel,graph_s3_k5,pcgls,full_graph,none,5,0,0.0,0.0,5,5,10,1.0018316507339478,1.0036613941192627,0.27073171734809875,0.05383491702377796,0.0,0.0,0.0,graph_s3_k5,graph_s3_k5,graph_s3_k5,-3.0651558080602754,-0.6083230814915369,0.01707318425178528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,oblique_shock,graph_s3_k5,pcgls,full_graph,none,5,0,0.0,0.0,5,5,10,0.7046074271202087,0.8938730359077454,0.4268292784690857,0.05383491702377796,0.0,0.0,0.0,graph_s3_k5,graph_s3_k5,graph_s3_k5,5.589734767822014,2.6382274857043098,0.06829270720481873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,vortex_pair,graph_s3_k5,pcgls,full_graph,none,5,0,0.0,0.0,5,5,10,0.5745669007301331,0.6812856793403625,0.7195121645927429,0.05383491702377796,0.0,0.0,0.0,graph_s3_k5,graph_s3_k5,graph_s3_k5,12.448856923633604,11.465325740729309,0.06585365533828735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,multi_plume,graph_s3_k5,pcgls,full_graph,none,5,0,0.0,0.0,5,5,10,0.6401110887527466,0.7714318633079529,0.7439024448394775,0.05383491702377796,0.0,0.0,0.0,graph_s3_k5,graph_s3_k5,graph_s3_k5,7.165255423696624,5.972023098844578,0.14390242099761963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,plume,graph_s3_k6,pcgls,full_graph,none,6,0,0.0,0.0,6,6,12,0.4153205454349518,0.5576126575469971,0.8439024686813354,0.05383491702377796,0.0,0.0,0.0,graph_s3_k6,graph_s3_k6,graph_s3_k6,22.41004453677346,19.639131546251196,0.03414642810821533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,wavy_front,graph_s3_k6,pcgls,full_graph,none,6,0,0.0,0.0,6,6,12,0.3464003801345825,0.5167704224586487,0.6609756350517273,0.05383491702377796,0.0,0.0,0.0,graph_s3_k6,graph_s3_k6,graph_s3_k6,26.381718613766093,20.21341836570361,0.10000002384185791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,thin_front,graph_s3_k6,pcgls,full_graph,none,6,0,0.0,0.0,6,6,12,0.5639439821243286,0.7605231404304504,0.6341463327407837,0.05383491702377796,0.0,0.0,0.0,graph_s3_k6,graph_s3_k6,graph_s3_k6,1.6522250726584036,3.961036942465941,0.029268264770507812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,double_front,graph_s3_k6,pcgls,full_graph,none,6,0,0.0,0.0,6,6,12,0.6485833525657654,0.7501219511032104,0.6731707453727722,0.05383491702377796,0.0,0.0,0.0,graph_s3_k6,graph_s3_k6,graph_s3_k6,4.337868573024574,6.5827222219624195,0.07560974359512329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,annular_kernel,graph_s3_k6,pcgls,full_graph,none,6,0,0.0,0.0,6,6,12,0.9858574867248535,0.9970625042915344,0.31951218843460083,0.05383491702377796,0.0,0.0,0.0,graph_s3_k6,graph_s3_k6,graph_s3_k6,-1.421786184736178,0.05315821454839417,0.06585365533828735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,oblique_shock,graph_s3_k6,pcgls,full_graph,none,6,0,0.0,0.0,6,6,12,0.6692232489585876,0.8715530037879944,0.48048779368400574,0.05383491702377796,0.0,0.0,0.0,graph_s3_k6,graph_s3_k6,graph_s3_k6,10.330856584994349,5.0693533866530105,0.12195122241973877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,vortex_pair,graph_s3_k6,pcgls,full_graph,none,6,0,0.0,0.0,6,6,12,0.5542436838150024,0.6495944261550903,0.7439024448394775,0.05383491702377796,0.0,0.0,0.0,graph_s3_k6,graph_s3_k6,graph_s3_k6,15.545660567643644,15.583678529742532,0.09024393558502197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,multi_plume,graph_s3_k6,pcgls,full_graph,none,6,0,0.0,0.0,6,6,12,0.6314017176628113,0.7543405294418335,0.7560975551605225,0.05383491702377796,0.0,0.0,0.0,graph_s3_k6,graph_s3_k6,graph_s3_k6,8.428367803345923,8.055244731773,0.15609753131866455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,plume,sup_tv_k3_n1_g0p005_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.005,0.7,5,3,8,0.5759721398353577,0.7374541163444519,0.829268217086792,0.048552417021710426,0.004249999299645424,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-7.602797812669396,-6.278888099374375,0.019512176513671875,-0.0008382378873590415,-0.0023924738591920825,0.002438962459564209,-9.079759476600058,-7.675458292429907,0.019512176513671875,-9.079759476600058,-7.675458292429907,0.019512176513671875
0,1,wavy_front,sup_tv_k3_n1_g0p005_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.005,0.7,5,3,8,0.5096107721328735,0.6939061284065247,0.5146341323852539,0.048552417021710426,0.004249999299645424,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-8.304353493370707,-7.135384601226711,-0.04634147882461548,0.0036022726129739356,0.006751069928630196,0.0,-9.561644499159307,-8.869988610643452,-0.04878050088882446,-9.561644499159307,-8.869988610643452,-0.04878050088882446
0,2,thin_front,sup_tv_k3_n1_g0p005_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.005,0.7,5,3,8,0.6092734932899475,0.8067967891693115,0.6585366129875183,0.048552417021710426,0.004249999299645424,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-6.2529156913046915,-1.8824055585123658,0.05365854501724243,-0.0008022046148092255,0.0027186415775449662,0.0,-7.992187139312058,-3.2186993874274967,0.05121952295303345,-7.992187139312058,-3.2186993874274967,0.05121952295303345
0,3,double_front,sup_tv_k3_n1_g0p005_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.005,0.7,5,3,8,0.6696468591690063,0.8093994855880737,0.5878048539161682,0.048552417021710426,0.004249999299645424,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,1.2311284308037846,-0.7994719623639571,-0.009756147861480713,0.005633956756311256,0.006244330950129445,0.0,-1.9473128103161719,-5.98875445084287,-0.05121952295303345,-1.9473128103161719,-5.98875445084287,-0.05121952295303345
0,4,annular_kernel,sup_tv_k3_n1_g0p005_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.005,0.7,5,3,8,0.9541455507278442,0.9932820200920105,0.1609756052494049,0.048552417021710426,0.004249999299645424,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,1.8406338257641397,0.43211886599792193,-0.09268292784690857,0.0022363449278447684,0.00045005629304113357,0.0,1.6583396036134506,0.2640731167067557,-0.0878048837184906,1.6583396036134506,0.2640731167067557,-0.0878048837184906
0,5,oblique_shock,sup_tv_k3_n1_g0p005_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.005,0.7,5,3,8,0.804401695728302,0.9402887225151062,0.31951218843460083,0.048552417021710426,0.004249999299645424,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-7.781687396216482,-2.417427332176464,-0.03902438282966614,0.002304398095663197,0.0013628605415868338,0.0,-7.815570120795017,-2.4480225923759042,-0.03902438282966614,-7.815570120795017,-2.4480225923759042,-0.03902438282966614
0,6,vortex_pair,sup_tv_k3_n1_g0p005_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.005,0.7,5,3,8,0.6819369792938232,0.7968224287033081,0.6000000238418579,0.048552417021710426,0.004249999299645424,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-3.911941268021327,-3.548946215973732,-0.053658485412597656,0.000611830672540008,0.0025432346144403963,0.0,-6.724907482102759,-6.311003651570888,-0.060975611209869385,-6.724907482102759,-6.311003651570888,-0.060975611209869385
0,7,multi_plume,sup_tv_k3_n1_g0p005_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.005,0.7,5,3,8,0.7124613523483276,0.8435795903205872,0.5609756112098694,0.048552417021710426,0.004249999299645424,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-3.327639261210783,-2.821890053672862,-0.039024412631988525,-0.0007445811434072484,1.4131360463519928e-05,0.0,-4.366042577921452,-3.879583530926872,-0.07560974359512329,-4.366042577921452,-3.879583530926872,-0.07560974359512329
0,0,plume,sup_tv_k3_n1_g0p02_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.02,0.7,5,3,8,0.575989842414856,0.7375105619430542,0.829268217086792,0.03868200001306832,0.016999993473291397,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-7.606104998817431,-6.287022809486635,0.019512176513671875,-0.003911776807675527,-0.010046773672215402,0.002438962459564209,-9.083112057359157,-7.683699897654406,0.019512176513671875,-9.083112057359157,-7.683699897654406,0.019512176513671875
0,1,wavy_front,sup_tv_k3_n1_g0p02_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.02,0.7,5,3,8,0.5095560550689697,0.6937656998634338,0.5146341323852539,0.03868200001306832,0.016999993473291397,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-8.292724821931218,-7.11370318733349,-0.04634147882461548,0.014338916310084562,0.026987101419536995,0.0,-9.549880832001378,-8.847956158037773,-0.04878050088882446,-9.549880832001378,-8.847956158037773,-0.04878050088882446
0,2,thin_front,sup_tv_k3_n1_g0p02_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.02,0.7,5,3,8,0.6092886328697205,0.8067312240600586,0.6585366129875183,0.03868200001306832,0.016999993473291397,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-6.255555925142095,-1.874125987818644,0.05365854501724243,-0.0032870823240963385,0.010845015858250028,0.0,-7.994870591571276,-3.2103112215434333,0.05121952295303345,-7.994870591571276,-3.2103112215434333,0.05121952295303345
0,3,double_front,sup_tv_k3_n1_g0p02_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.02,0.7,5,3,8,0.6695337891578674,0.8092482686042786,0.5878048539161682,0.03868200001306832,0.016999993473291397,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,1.2478055752652188,-0.7806399858311088,-0.009756147861480713,0.02251802621400865,0.024925778615787937,0.0,-1.9300989853915695,-5.9689529806793225,-0.05121952295303345,-1.9300989853915695,-5.9689529806793225,-0.05121952295303345
0,4,annular_kernel,sup_tv_k3_n1_g0p02_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.02,0.7,5,3,8,0.9540809392929077,0.9932683110237122,0.16077953577041626,0.03868200001306832,0.016999993473291397,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,1.8472808383673416,0.4334930808283289,-0.09287899732589722,0.009007847446793732,0.0018302289250339433,-0.00019606947898864746,1.6649989605505593,0.26544965086904193,-0.08800095319747925,1.6649989605505593,0.26544965086904193,-0.08800095319747925
0,5,oblique_shock,sup_tv_k3_n1_g0p02_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.02,0.7,5,3,8,0.8043490648269653,0.9402503371238708,0.31951218843460083,0.03868200001306832,0.016999993473291397,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-7.774635388015388,-2.4132463472052224,-0.03902438282966614,0.00884711037370372,0.005445103280107396,0.0,-7.808515895693655,-2.4438403584148527,-0.03902438282966614,-7.808515895693655,-2.4438403584148527,-0.03902438282966614
0,6,vortex_pair,sup_tv_k3_n1_g0p02_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.02,0.7,5,3,8,0.6819251775741577,0.7967622876167297,0.6000000238418579,0.03868200001306832,0.016999993473291397,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-3.910142949939184,-3.5411307405112655,-0.053658485412597656,0.0023424374320103166,0.010090657337882631,0.0,-6.723060482339324,-6.302979706656025,-0.060975611209869385,-6.723060482339324,-6.302979706656025,-0.060975611209869385
0,7,multi_plume,sup_tv_k3_n1_g0p02_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.02,0.7,5,3,8,0.7124776840209961,0.8435792326927185,0.5609756112098694,0.03868200001306832,0.016999993473291397,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-3.3300078292411133,-2.8218464632709455,-0.039024412631988525,-0.0030368871354700135,5.652544185407971e-05,0.0,-4.368434949156,-3.8795394921254585,-0.07560974359512329,-4.368434949156,-3.8795394921254585,-0.07560974359512329
0,0,plume,sup_tv_k3_n1_g0p08_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.08,0.7,5,3,8,0.5761080384254456,0.737784206867218,0.829268217086792,0.03819387499243021,0.06800000369548798,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-7.628186312391681,-6.326459403072051,0.019512176513671875,-0.02443308212413206,-0.04715436653556287,0.002438962459564209,-9.105496460205261,-7.723654712422806,0.019512176513671875,-9.105496460205261,-7.723654712422806,0.019512176513671875
0,1,wavy_front,sup_tv_k3_n1_g0p08_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.08,0.7,5,3,8,0.509343683719635,0.6932084560394287,0.5146341323852539,0.03819387499243021,0.06800000369548798,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-8.247590882564227,-7.027667729571295,-0.04634147882461548,0.05601066085562396,0.107287041321272,0.0,-9.50422293866401,-8.760527720257429,-0.04878050088882446,-9.50422293866401,-8.760527720257429,-0.04878050088882446
0,2,thin_front,sup_tv_k3_n1_g0p08_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.08,0.7,5,3,8,0.6093559265136719,0.8064733147621155,0.6585366129875183,0.03819387499243021,0.06800000369548798,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,-6.267291452710709,-1.8415571674625215,0.05365854501724243,-0.014332070252384333,0.04281121723335076,0.0,-8.006798219920322,-3.177315227197667,0.05121952295303345,-8.006798219920322,-3.177315227197667,0.05121952295303345
0,3,double_front,sup_tv_k3_n1_g0p08_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.08,0.7,5,3,8,0.6690830588340759,0.8086464405059814,0.5878048539161682,0.03819387499243021,0.06800000369548798,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,1.314285578648121,-0.7056906491924927,-0.009756147861480713,0.08982289349872542,0.09927602578967591,0.0,-1.861479615818643,-5.890145158747379,-0.05121952295303345,-1.861479615818643,-5.890145158747379,-0.05121952295303345
0,4,annular_kernel,sup_tv_k3_n1_g0p08_a0p7,superiorized_pcgls,full_graph,tv,3,1,0.08,0.7,5,3,8,0.9538120627403259,0.9932088851928711,0.1609756052494049,0.03819387499243021,0.06800000369548798,1.0,2.0,graph_s3_k3,graph_s3_k4,graph_s3_k4,1.874941976608157,0.4394500033757886,-0.09268292784690857,0.0371870428923461,0.007812977247194078,0.0,1.692711468985335,0.2714166272159956,-0.0878048837184906,1.692711468985335,0.2714166272159956,-0.0878048837184906
