method,split,rig_id,family,field_uid,target_view,noisy_whitened_rmse,clean_whitened_rmse
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:1,4,2.3489010334014893,2.0779149532318115
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:1,4,1.3963454961776733,0.6311471462249756
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:1,4,1.0389244556427002,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:2,0,3.0621984004974365,2.9158403873443604
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:2,0,3.3319802284240723,3.202423334121704
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:2,0,1.82612943649292,1.4819397926330566
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:2,0,1.1922540664672852,0.47730720043182373
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:2,0,1.0367861986160278,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:2,4,2.707787275314331,2.386209011077881
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:2,4,2.9840734004974365,2.6782424449920654
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:2,4,1.6725214719772339,1.4312031269073486
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:2,4,1.2312675714492798,0.46691468358039856
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:2,4,1.12876296043396,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:3,0,3.5241546630859375,3.177884817123413
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:3,0,3.5006754398345947,3.1518561840057373
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:3,0,2.62919020652771,2.138441801071167
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:3,0,1.208720088005066,0.7704825401306152
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:3,0,1.019654631614685,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:3,4,1.8894540071487427,1.222831130027771
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:3,4,1.8422144651412964,1.178022861480713
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:3,4,1.491325855255127,1.3308641910552979
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:3,4,1.5724842548370361,0.5126881003379822
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:3,4,1.3315483331680298,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:4,0,2.0642528533935547,1.4679735898971558
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:4,0,2.1105005741119385,1.5368098020553589
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:4,0,2.269831418991089,1.5857056379318237
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:4,0,1.3116016387939453,0.42819222807884216
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:4,0,1.1359134912490845,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:4,4,2.5270888805389404,2.0792322158813477
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:4,4,2.6451640129089355,2.1960344314575195
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:4,4,1.3652899265289307,1.1746020317077637
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:4,4,0.8410801291465759,0.3429720401763916
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:4,4,0.9033682346343994,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,0,2.2413647174835205,2.360548734664917
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,0,2.3021023273468018,2.411524534225464
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,0,1.7793365716934204,1.8860046863555908
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,0,1.1122026443481445,0.8476680517196655
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,0,0.8196011781692505,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,4,1.9949736595153809,2.1098875999450684
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,4,2.0713393688201904,2.1820883750915527
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,4,1.4605886936187744,1.6364229917526245
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,4,1.0589914321899414,0.572392463684082
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,4,0.9315121173858643,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,0,3.550257921218872,3.414884090423584
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,0,3.5382497310638428,3.4123833179473877
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,0,2.7188899517059326,2.5302231311798096
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,0,1.2614668607711792,0.7911272644996643
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,0,0.9083455801010132,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,4,2.7985260486602783,2.6719703674316406
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,4,2.7333264350891113,2.6204264163970947
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,4,2.0287578105926514,1.8321532011032104
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,4,1.2848373651504517,0.7070285081863403
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,4,0.9785637259483337,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,0,2.57100510597229,2.338968515396118
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,0,2.4958090782165527,2.2577922344207764
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,0,1.6672531366348267,1.3512603044509888
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,0,1.0596505403518677,0.4617888927459717
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,0,0.9152292609214783,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,4,2.0008950233459473,1.8974815607070923
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,4,2.0271992683410645,1.9271095991134644
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,4,1.5962265729904175,0.9643473029136658
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,4,1.2285487651824951,0.3604186475276947
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,4,1.2337188720703125,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,0,2.986102819442749,2.8954973220825195
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,0,3.033496141433716,2.9433786869049072
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,0,2.367898464202881,2.0546176433563232
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,0,1.3153132200241089,0.7048250436782837
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,0,1.136899471282959,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,4,2.2725391387939453,2.3460493087768555
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,4,2.354173183441162,2.416337490081787
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,4,1.8117103576660156,1.760621190071106
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,4,1.0136644840240479,0.6668526530265808
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,4,0.9016375541687012,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,0,2.410907030105591,1.884787917137146
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,0,2.5136351585388184,2.008944272994995
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,0,1.724197506904602,1.1594196557998657
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,0,1.2524977922439575,0.3268887996673584
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,0,1.1293456554412842,0.0
zero_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,4,1.5713624954223633,1.4293107986450195
analytic_source_correction,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,4,1.6874257326126099,1.5432199239730835
true_field_correction_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,4,1.4017329216003418,0.9020698666572571
paired_target_field_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,4,1.2318722009658813,0.3087197244167328
clean_measurement_oracle,train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,4,1.1899874210357666,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,0,2.6829490661621094,2.6654534339904785
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,0,2.7392494678497314,2.7197959423065186
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,0,2.9382288455963135,2.8548152446746826
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,0,1.570114016532898,1.121334195137024
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,0,1.1168972253799438,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,4,2.435312032699585,2.202899217605591
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,4,2.588320016860962,2.356954574584961
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,4,2.127638339996338,1.8207024335861206
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,4,1.3295502662658691,0.7994837164878845
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,4,1.3160065412521362,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,0,3.848386287689209,3.339801073074341
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,0,3.9112374782562256,3.4080302715301514
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,0,2.8930885791778564,2.5014288425445557
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,0,1.6778925657272339,0.9458092451095581
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,0,1.3481671810150146,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,4,2.48321270942688,2.311511516571045
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,4,2.5382025241851807,2.3678925037384033
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,4,1.842824935913086,1.753869652748108
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,4,1.1958881616592407,0.7069708108901978
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,4,1.0411176681518555,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,0,2.4173009395599365,2.3252975940704346
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,0,2.519235134124756,2.430184841156006
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,0,1.9218839406967163,1.7645020484924316
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,0,1.0850412845611572,0.7168616056442261
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,0,1.134793996810913,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,4,1.7722009420394897,1.7850092649459839
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,4,1.8986321687698364,1.9013952016830444
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,4,2.0396628379821777,1.9130266904830933
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,4,1.009315848350525,0.613989531993866
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,4,1.096069574356079,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,0,3.5117740631103516,3.3181750774383545
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,0,3.479466438293457,3.2833356857299805
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,0,2.935807466506958,2.664459228515625
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,0,1.3765206336975098,1.0866295099258423
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,0,0.9887274503707886,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,4,4.028573036193848,3.9682629108428955
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,4,4.22537899017334,4.167110919952393
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,4,2.44808030128479,2.506772518157959
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,4,1.3099838495254517,0.9127948880195618
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,4,1.0195032358169556,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,0,2.7822318077087402,2.8602731227874756
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,0,2.813626289367676,2.8913209438323975
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,0,2.4216952323913574,2.5658559799194336
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,0,1.1441290378570557,0.9633828401565552
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,0,1.096445083618164,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,4,2.3533833026885986,2.0316121578216553
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,4,2.371490716934204,2.0519020557403564
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,4,2.2895100116729736,1.8506802320480347
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,4,1.2690057754516602,0.7232893109321594
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,4,1.0298116207122803,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,0,4.775192737579346,4.417027473449707
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,0,4.820579528808594,4.4625115394592285
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,0,2.5580315589904785,2.033052921295166
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,0,1.3884258270263672,0.9419435858726501
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,0,1.076559066772461,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,4,3.289384126663208,2.800471544265747
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,4,3.3164925575256348,2.8297841548919678
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,4,1.4903388023376465,1.5680580139160156
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,4,1.2234854698181152,0.6289685964584351
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,4,1.1266365051269531,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,0,3.9606659412384033,3.792936325073242
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,0,4.062963962554932,3.9018871784210205
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,0,2.9395177364349365,2.663588762283325
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,0,1.1825937032699585,0.973544180393219
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,0,0.9170027375221252,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,4,2.5504255294799805,2.429558515548706
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,4,2.603458881378174,2.4995741844177246
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,4,2.368945837020874,2.0656118392944336
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,4,1.3833590745925903,0.7577300071716309
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,4,1.1334458589553833,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,0,4.027384281158447,3.7137115001678467
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,0,4.0701584815979,3.7444355487823486
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,0,3.2949953079223633,2.9963319301605225
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,0,1.4644166231155396,1.0631763935089111
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,0,0.972063422203064,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,4,3.1497344970703125,2.727783679962158
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,4,3.2988474369049072,2.902780294418335
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,4,2.7719926834106445,2.3223187923431396
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,4,1.442737102508545,0.7970181703567505
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,4,1.1610968112945557,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,0,5.693878173828125,5.703457355499268
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,0,5.747403621673584,5.750548839569092
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,0,3.6140966415405273,3.6621925830841064
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,0,1.8903937339782715,1.667489767074585
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,0,1.0628101825714111,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,4,5.0080742835998535,5.003243923187256
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,4,5.179000377655029,5.176047325134277
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,4,2.5953593254089355,2.4159038066864014
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,4,1.237308144569397,1.033418893814087
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,4,1.1470375061035156,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,0,5.087233543395996,5.116634368896484
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,0,5.024290561676025,5.049245834350586
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,0,3.1961007118225098,3.2371842861175537
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,0,1.5879524946212769,1.557025671005249
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,0,1.0851582288742065,0.0
zero_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,4,3.242574691772461,2.7933928966522217
analytic_source_correction,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,4,3.240380048751831,2.7934792041778564
true_field_correction_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,4,2.0706751346588135,2.0973145961761475
paired_target_field_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,4,1.2506898641586304,0.9289076328277588
clean_measurement_oracle,train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,4,0.9719353318214417,0.0
zero_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,2,7.142467498779297,7.278245449066162
analytic_source_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,2,8.061796188354492,8.195701599121094
true_field_correction_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,2,2.223351240158081,2.0284247398376465
paired_target_field_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,2,0.9644884467124939,0.4296300411224365
clean_measurement_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,2,0.8791500926017761,0.0
zero_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,6,1.3372880220413208,1.1944230794906616
analytic_source_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,6,1.3637892007827759,1.2528406381607056
true_field_correction_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,6,1.2864558696746826,0.9213495850563049
paired_target_field_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,6,0.7845219969749451,0.2841688096523285
clean_measurement_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,6,0.7392920851707458,0.0
zero_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,2,8.290825843811035,8.031853675842285
analytic_source_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,2,8.4432373046875,8.187357902526855
true_field_correction_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,2,2.478278875350952,2.4727935791015625
paired_target_field_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,2,1.2471396923065186,0.8509113192558289
clean_measurement_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,2,0.9465835094451904,0.0
zero_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,6,2.050849437713623,1.9832561016082764
analytic_source_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,6,2.060978412628174,1.9941051006317139
true_field_correction_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,6,2.1028292179107666,1.8486844301223755
paired_target_field_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,6,1.0165528059005737,0.5256056785583496
clean_measurement_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,6,1.008853554725647,0.0
zero_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,2,4.701265811920166,4.599557876586914
analytic_source_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,2,5.1278862953186035,5.035950660705566
true_field_correction_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,2,1.5456095933914185,1.3091356754302979
paired_target_field_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,2,1.0390974283218384,0.3995005190372467
clean_measurement_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,2,0.9060563445091248,0.0
zero_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,6,1.4764825105667114,1.1739484071731567
analytic_source_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,6,1.515789270401001,1.2122710943222046
true_field_correction_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,6,1.275965690612793,0.9031551480293274
paired_target_field_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,6,0.9265543222427368,0.2642330527305603
clean_measurement_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,6,0.8591338396072388,0.0
zero_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,2,4.96738862991333,4.674407958984375
analytic_source_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,2,5.278824806213379,4.942928314208984
true_field_correction_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,2,1.9093607664108276,1.2802495956420898
paired_target_field_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,2,1.3475040197372437,0.3268006145954132
clean_measurement_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,2,1.2794272899627686,0.0
zero_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,6,1.0174323320388794,0.8302860260009766
analytic_source_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,6,1.031347393989563,0.8644655346870422
true_field_correction_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,6,0.9357233047485352,0.6788202524185181
paired_target_field_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,6,0.7897732853889465,0.21091675758361816
clean_measurement_oracle,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,6,0.8830231428146362,0.0
zero_correction,train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:4,2,5.731123447418213,5.543356895446777
