rig_id,rig_role,budget,replicate,method,high_fidelity_subray_evaluations,trainable_parameters,operator_relative_l2,forward_action_relative_l2,adjoint_action_relative_l2,normal_action_relative_l2,normal_action_cosine,internal_adjoint_relative_error,postprocess_seconds
development_small_aperture,development,16,6,cf_quadratic_cv,16,0,0.0661339695106668,0.05990650973880599,0.06380821887242102,0.07921894363345043,0.9975142212582359,3.651336476134971e-16,0.00032062502577900887
development_small_aperture,development,16,7,iid_mc,16,0,0.06114446326469917,0.05869090075859066,0.06239399202556737,0.06627818188189527,0.998098417799271,1.8692434014533253e-15,0.0
development_small_aperture,development,16,7,antithetic_mc,16,0,0.025545627566937963,0.021746612516659772,0.02577641491240769,0.03378205585803366,0.9995011888917594,5.598100559817632e-16,0.0
development_small_aperture,development,16,7,scrambled_sobol,16,0,0.017501047993472164,0.01504926341927199,0.01725556823371164,0.02279026300007045,0.9997615553574789,5.510297116504437e-16,0.0
development_small_aperture,development,16,7,cf_quadratic_cv,16,0,0.057258955956586643,0.05102909802504436,0.058708903655037954,0.06807955887342543,0.9977750530291348,4.248505193449115e-16,0.00024916703114286065
development_small_aperture,development,16,8,iid_mc,16,0,0.052193720419752565,0.0477233914236307,0.05649641767715319,0.06415297322217672,0.9980413958031272,6.64015757162443e-16,0.0
development_small_aperture,development,16,8,antithetic_mc,16,0,0.0496863842398281,0.04515778360649708,0.04639923944595354,0.06283521425389421,0.9982241842518537,1.2891168412093324e-15,0.0
development_small_aperture,development,16,8,scrambled_sobol,16,0,0.013716380986732146,0.010276087454429995,0.012471975392636966,0.016379509801993434,0.9998736594740795,7.063489147123225e-16,0.0
development_small_aperture,development,16,8,cf_quadratic_cv,16,0,0.044615826475724166,0.035195068496726996,0.04590590351473853,0.05175834471470192,0.9986680818551125,1.0975374630337269e-15,0.0003220840007998049
development_small_aperture,development,16,9,iid_mc,16,0,0.036187657076358064,0.035049012794204366,0.03734274859475499,0.042609207079596784,0.9991572626473127,3.3474854911073823e-16,0.0
development_small_aperture,development,16,9,antithetic_mc,16,0,0.03338413894290397,0.027508681187584375,0.03385647634752822,0.0410107095999636,0.9992072473263282,9.867744323654535e-16,0.0
development_small_aperture,development,16,9,scrambled_sobol,16,0,0.012489198424335735,0.011346221885081562,0.010120343092531323,0.01346249116261,0.9999129328277417,3.782949770066563e-16,0.0
development_small_aperture,development,16,9,cf_quadratic_cv,16,0,0.04269218298054209,0.0378373033692913,0.04182891523245904,0.050678790048312994,0.9987822360464863,2.9213198913587675e-16,0.000308374990709126
development_small_aperture,development,16,10,iid_mc,16,0,0.04085688053516423,0.03833492560538957,0.042669680943082794,0.0474849345816046,0.9989761247493605,3.8403257099803406e-16,0.0
development_small_aperture,development,16,10,antithetic_mc,16,0,0.05855583036024388,0.04763486277613816,0.05748091161749155,0.07202528749133556,0.9974271717618081,6.444748957839502e-16,0.0
development_small_aperture,development,16,10,scrambled_sobol,16,0,0.01276541777109445,0.008727458551968086,0.012702989894559646,0.015471197025981704,0.9998820406765474,8.531068034021541e-16,0.0
development_small_aperture,development,16,10,cf_quadratic_cv,16,0,0.07372368828988976,0.06008381096095287,0.07583549005408004,0.08197045750105374,0.9967838819878235,1.866462932065381e-15,0.0003606250393204391
development_small_aperture,development,16,11,iid_mc,16,0,0.025049769170125098,0.023068291768199387,0.0262012164120915,0.03379112499584949,0.9994703837647744,5.895654171378446e-16,0.0
development_small_aperture,development,16,11,antithetic_mc,16,0,0.05607667144193539,0.04437421048075024,0.05343372278256914,0.07006355351231718,0.9976313363753272,3.120337555083991e-16,0.0
development_small_aperture,development,16,11,scrambled_sobol,16,0,0.009030318349859989,0.007314253561375654,0.008437369508705968,0.008919188411493464,0.9999624634464827,7.027951501292461e-16,0.0
development_small_aperture,development,16,11,cf_quadratic_cv,16,0,0.05845478604691969,0.05504540356330448,0.06689794360620853,0.0789393153453176,0.997260586687343,5.130311646284376e-16,0.00027420796686783433
development_small_aperture,development,16,12,iid_mc,16,0,0.06505800763778412,0.0564308321918258,0.06675419263939437,0.06944919010974544,0.9977949917697009,4.0104585410462713e-16,0.0
development_small_aperture,development,16,12,antithetic_mc,16,0,0.039291929863390515,0.03394336840860846,0.04022319870722308,0.05283837055940827,0.998845043447401,3.835267970492103e-16,0.0
development_small_aperture,development,16,12,scrambled_sobol,16,0,0.011964318653792692,0.01018619567012232,0.01217331876257883,0.012555455362868442,0.9999225627163882,8.44666530144461e-16,0.0
development_small_aperture,development,16,12,cf_quadratic_cv,16,0,0.06405490448153296,0.057390995644359406,0.0644464752981082,0.07865003074952923,0.9971609350985547,7.916705348586993e-16,0.0002068330068141222
development_small_aperture,development,16,13,iid_mc,16,0,0.07264034155553503,0.06864203057115413,0.07631672957191375,0.08100685912161014,0.9969691976929006,6.709165126905741e-16,0.0
development_small_aperture,development,16,13,antithetic_mc,16,0,0.03171585457585973,0.026357966716610084,0.03226077016886763,0.040135957185323146,0.9992222654199204,5.538221075663043e-16,0.0
development_small_aperture,development,16,13,scrambled_sobol,16,0,0.010185628372423969,0.008385528442777618,0.008940789960447797,0.010830017281112088,0.9999409705932271,2.8721403001600855e-16,0.0
development_small_aperture,development,16,13,cf_quadratic_cv,16,0,0.2771883437106273,0.25896329981720395,0.29554359307097516,0.3676550818520596,0.9375844320697418,1.4043968585500885e-15,0.0002680409816093743
development_small_aperture,development,16,14,iid_mc,16,0,0.04700888488548557,0.04219949447322236,0.04624342664521969,0.04997830765016013,0.9987624445055286,5.984909587291664e-16,0.0
development_small_aperture,development,16,14,antithetic_mc,16,0,0.031697930890961304,0.025315642420585083,0.031242231802028706,0.036326960917981065,0.9993729798569072,5.751116965673978e-16,0.0
development_small_aperture,development,16,14,scrambled_sobol,16,0,0.01619046644886094,0.013189496778053084,0.015279343595994069,0.01890824777474831,0.9998190264773297,1.0506801720713877e-15,0.0
development_small_aperture,development,16,14,cf_quadratic_cv,16,0,0.15667085443795994,0.14588544106542303,0.15079013222328505,0.1783928281757412,0.9844660551620104,4.075997273530896e-16,0.00032216700492426753
development_small_aperture,development,16,15,iid_mc,16,0,0.0667402218901857,0.0630054180050626,0.0736492987859207,0.07547950759936882,0.9972212508018671,2.735043138367054e-16,0.0
development_small_aperture,development,16,15,antithetic_mc,16,0,0.017701183999635182,0.013225817329861195,0.015992006410708758,0.020674525176952164,0.9997856630917474,5.922781691632269e-16,0.0
development_small_aperture,development,16,15,scrambled_sobol,16,0,0.017995506465460477,0.014712767447939305,0.019798631388776914,0.02086761698950795,0.9997769291384531,2.742202621053618e-16,0.0
development_small_aperture,development,16,15,cf_quadratic_cv,16,0,0.06524842817362567,0.04035391966405422,0.06601700440743122,0.07707220575301275,0.9970253939480709,4.0354021068544943e-16,0.0002899169921875
development_small_aperture,development,16,16,iid_mc,16,0,0.04047992453008762,0.03586139334366568,0.037212643498488795,0.04602442755448618,0.9990171859476481,7.56850039393546e-16,0.0
development_small_aperture,development,16,16,antithetic_mc,16,0,0.009377429776499259,0.008403458520285224,0.008354348749499923,0.009403267144567391,0.9999565340019635,5.661530935359832e-16,0.0
development_small_aperture,development,16,16,scrambled_sobol,16,0,0.015361885501053179,0.012426805957147421,0.014287073463973073,0.018033630738359938,0.9998357970604408,8.390916143634058e-16,0.0
development_small_aperture,development,16,16,cf_quadratic_cv,16,0,0.067585726542347,0.06311867117273726,0.06815407225019068,0.07943460132817716,0.9970252242519537,1.1340280701275124e-15,0.00021245901007205248
development_small_aperture,development,16,17,iid_mc,16,0,0.050111691525869674,0.045243982106725304,0.0531503122095473,0.061460774468758195,0.9981860371438684,4.0029101545376187e-16,0.0
development_small_aperture,development,16,17,antithetic_mc,16,0,0.01527624496035524,0.013063186504009304,0.015834903049675792,0.016981527272651467,0.9998569851352106,9.399669439410703e-16,0.0
development_small_aperture,development,16,17,scrambled_sobol,16,0,0.011023377583081922,0.00903954182360309,0.009534549758084132,0.011878844302462927,0.999922162337301,3.774930437458593e-16,0.0
development_small_aperture,development,16,17,cf_quadratic_cv,16,0,0.03540214558462407,0.03589898663117532,0.029874620476612088,0.048724145789817014,0.9989277824823809,7.363233516251588e-16,0.0002607080386951566
development_small_aperture,development,16,18,iid_mc,16,0,0.09173349185009766,0.08896458395298684,0.0907837852740256,0.09422085614917407,0.9960344172801338,9.187097443782428e-16,0.0
development_small_aperture,development,16,18,antithetic_mc,16,0,0.03657202589208197,0.0325838706127242,0.03224842364966607,0.04217805340059939,0.9991990607028387,7.808411224925314e-16,0.0
development_small_aperture,development,16,18,scrambled_sobol,16,0,0.010513025618405508,0.008513443126860797,0.01128356674598948,0.01090908407671643,0.9999401886677678,5.779580367217171e-16,0.0
development_small_aperture,development,16,18,cf_quadratic_cv,16,0,0.15463371166820797,0.13276333251492292,0.1629898701685996,0.2005065847221091,0.981334242253031,3.354269186769681e-16,0.0002084170118905604
development_small_aperture,development,16,19,iid_mc,16,0,0.039620332238266324,0.03349783938441427,0.034780701696334716,0.047779217472192465,0.9990064263864372,5.874140008747284e-16,0.0
development_small_aperture,development,16,19,antithetic_mc,16,0,0.03587885438085975,0.028635226813528744,0.03283970960769499,0.04230405622720465,0.9990990297738582,6.317563375903509e-16,0.0
development_small_aperture,development,16,19,scrambled_sobol,16,0,0.012790720773678025,0.011712343655608616,0.013321402410093943,0.014596608516296156,0.9998991608087092,3.93845635943033e-16,0.0
development_small_aperture,development,16,19,cf_quadratic_cv,16,0,0.0303296381856094,0.028069546566920442,0.031204149461114484,0.037231883882380995,0.9993371822081442,7.431901206775402e-16,0.0003157909959554672
development_small_aperture,development,16,20,iid_mc,16,0,0.038743001159046185,0.03759987146679078,0.04166020695208421,0.04810642450131424,0.9989859720232284,8.704786851773519e-16,0.0
development_small_aperture,development,16,20,antithetic_mc,16,0,0.021453549339657523,0.01834201289678707,0.02222798343521185,0.028886712471641023,0.9996359160076379,3.9265871599224866e-16,0.0
development_small_aperture,development,16,20,scrambled_sobol,16,0,0.012505827097608316,0.010783765639166575,0.012882102106154716,0.013899490032593552,0.9999032090299887,5.804694454434892e-16,0.0
development_small_aperture,development,16,20,cf_quadratic_cv,16,0,0.10370361389643329,0.10246269195932434,0.10249112414276755,0.1293286675507699,0.9913363193127344,3.745544874553114e-16,0.00040883402107283473
development_small_aperture,development,16,21,iid_mc,16,0,0.033578106340977416,0.029547616792365696,0.027431800597922825,0.03600666540127666,0.9994119059531886,7.876689490617015e-16,0.0
development_small_aperture,development,16,21,antithetic_mc,16,0,0.019451934201304668,0.017098846013817833,0.017143841898868292,0.02363870359694105,0.9997130851580422,5.378678266320252e-16,0.0
development_small_aperture,development,16,21,scrambled_sobol,16,0,0.011029285173751477,0.010055471768389026,0.011831393498001275,0.014879601134189646,0.9999105259516842,1.1519234971089928e-15,0.0
development_small_aperture,development,16,21,cf_quadratic_cv,16,0,0.027152258625908927,0.02369924238867058,0.027345418233297798,0.030748517274992896,0.9995329035887567,5.703806900015306e-16,0.00032166700111702085
development_small_aperture,development,16,22,iid_mc,16,0,0.0367526460882522,0.036728567195657466,0.036410482303570045,0.05146231834991269,0.9990759690014682,5.937291002072899e-16,0.0
development_small_aperture,development,16,22,antithetic_mc,16,0,0.035608625651020936,0.030578069824997573,0.030610141325712648,0.04384990839340224,0.9991506221675769,7.4350713951564665e-16,0.0
development_small_aperture,development,16,22,scrambled_sobol,16,0,0.014317102789914703,0.011121974457253962,0.014322530373151158,0.01875676058954335,0.9998380793657614,7.051790557177776e-16,0.0
development_small_aperture,development,16,22,cf_quadratic_cv,16,0,0.03245088657541887,0.031316855814659934,0.03490421294643548,0.044167332434153744,0.9991546548776397,3.9837691893093475e-16,0.00032545794965699315
development_small_aperture,development,16,23,iid_mc,16,0,0.024226838003313114,0.021338816243333877,0.022964543148161595,0.02964227412626771,0.9995734798501719,5.761258949332904e-16,0.0
development_small_aperture,development,16,23,antithetic_mc,16,0,0.04278259298145497,0.03670901577550348,0.040611451155018644,0.057663325533901875,0.9985829951620914,4.817888343480435e-16,0.0
development_small_aperture,development,16,23,scrambled_sobol,16,0,0.017659307505212357,0.012987333359240108,0.01882867643367059,0.021100043065733997,0.9998147274398201,6.933823347398456e-16,0.0
development_small_aperture,development,16,23,cf_quadratic_cv,16,0,0.05396405082001838,0.05107084429961654,0.06122029606187123,0.07098660426494142,0.9979180888515403,6.459183763808186e-16,0.0002892090124078095
development_small_aperture,development,16,24,iid_mc,16,0,0.053137440714142704,0.049058101267866645,0.057060210825615854,0.0651699374546353,0.997902295732248,7.116383519225914e-16,0.0
development_small_aperture,development,16,24,antithetic_mc,16,0,0.05551829136750642,0.04700449812323682,0.05512286602804315,0.06994601499751549,0.9977138425529538,7.112821587343399e-16,0.0
development_small_aperture,development,16,24,scrambled_sobol,16,0,0.01107389029019351,0.008931614047016081,0.010077236867628772,0.013301091671075594,0.9999105379058703,8.47017156797992e-16,0.0
development_small_aperture,development,16,24,cf_quadratic_cv,16,0,0.10504540204892403,0.09141889530784868,0.10086077962625445,0.1254083286180686,0.9920918773408656,5.382997406844787e-16,0.00022933399304747581
development_small_aperture,development,16,25,iid_mc,16,0,0.04513072325394525,0.041690194041199245,0.0475439018393719,0.052136828968816974,0.9987761524908508,6.074775705462806e-16,0.0
development_small_aperture,development,16,25,antithetic_mc,16,0,0.04234803332121131,0.040437918180224276,0.042995623610012544,0.056069540830674496,0.9985406164012257,5.00041875551639e-16,0.0
development_small_aperture,development,16,25,scrambled_sobol,16,0,0.014085944001909776,0.013384756702686162,0.014204138894938947,0.016292194584943787,0.9998677451776556,6.192966279331554e-16,0.0
development_small_aperture,development,16,25,cf_quadratic_cv,16,0,0.05258867859848354,0.052370733367985145,0.05238383466774973,0.06866364888166726,0.9977395696178634,6.50452893224207e-16,0.00022308400366455317
development_small_aperture,development,16,26,iid_mc,16,0,0.02825488783987401,0.02489018610006298,0.02466783936871546,0.033857892705710164,0.9995164741813692,9.231118486305674e-16,0.0
development_small_aperture,development,16,26,antithetic_mc,16,0,0.04932617645276432,0.038219640450893703,0.046956253754936006,0.06200479114412,0.9982987791368204,5.784001311532407e-16,0.0
development_small_aperture,development,16,26,scrambled_sobol,16,0,0.014650101414798354,0.010735942976484746,0.013163137075333209,0.016831543202211786,0.9998656869855239,1.1220129662070393e-15,0.0
development_small_aperture,development,16,26,cf_quadratic_cv,16,0,0.029613854712823576,0.025225155420936955,0.02693720263380503,0.035335886963143694,0.9994329194929533,4.551128671796433e-16,0.00030033302027732134
development_small_aperture,development,16,27,iid_mc,16,0,0.03428079277153752,0.03177610482678326,0.03362642901773638,0.040893183870879375,0.9994163179065114,8.481582345759845e-16,0.0
development_small_aperture,development,16,27,antithetic_mc,16,0,0.024417200794778146,0.020771529517503825,0.02447137181227707,0.030070327636480192,0.9995466586057317,2.897368409848756e-16,0.0
development_small_aperture,development,16,27,scrambled_sobol,16,0,0.016211092543944573,0.01501055563767919,0.017057262045190334,0.021572058759684504,0.9997807472891518,7.74468048444083e-16,0.0
development_small_aperture,development,16,27,cf_quadratic_cv,16,0,0.03944304367088906,0.03587421942371985,0.039506694066562965,0.048512865751703715,0.998874173429754,1.9291502459196929e-16,0.00025216699577867985
development_small_aperture,development,16,28,iid_mc,16,0,0.03793531462149138,0.036272247442829655,0.03862753990867059,0.04224014911918481,0.9991303433204354,3.674549421238632e-16,0.0
development_small_aperture,development,16,28,antithetic_mc,16,0,0.03543975443596135,0.028367573695472357,0.03539045076775937,0.04605390939912115,0.9989831847837175,6.0737884648199505e-16,0.0
development_small_aperture,development,16,28,scrambled_sobol,16,0,0.014235795203383377,0.01058804057704061,0.011578707747820846,0.012431102834930171,0.9999197524352984,7.352597248259126e-16,0.0
development_small_aperture,development,16,28,cf_quadratic_cv,16,0,0.08257245368992933,0.07772026746074223,0.09341686449753249,0.10344625829403394,0.9948062877487853,7.528247462839574e-16,0.00022158300271257758
development_small_aperture,development,16,29,iid_mc,16,0,0.041908681221120146,0.04095773978709645,0.042298579809859536,0.04045259956873535,0.9992075465702354,3.62187707248354e-16,0.0
development_small_aperture,development,16,29,antithetic_mc,16,0,0.03343014571204494,0.029145862396301635,0.03189599458407353,0.04531255901985002,0.999098419992133,9.587382931852771e-16,0.0
development_small_aperture,development,16,29,scrambled_sobol,16,0,0.00699922988571918,0.005616160598818269,0.006278684834107303,0.007304527710303266,0.9999731325021354,9.94886275938804e-16,0.0
development_small_aperture,development,16,29,cf_quadratic_cv,16,0,0.1778339917483834,0.1541944770792743,0.17381685096868446,0.21580099182770385,0.9814604204721525,7.862767808890194e-16,0.0002756249741651118
development_small_aperture,development,16,30,iid_mc,16,0,0.06724518004549764,0.06493435725292958,0.07398735755653574,0.08363820728889292,0.9965328567623387,4.345127316662667e-16,0.0
development_small_aperture,development,16,30,antithetic_mc,16,0,0.011377995035969254,0.010887131629296366,0.012881719098708342,0.013334741952650374,0.9999107856688575,7.765533564918379e-16,0.0
development_small_aperture,development,16,30,scrambled_sobol,16,0,0.01117151594183676,0.009992530040649834,0.010225878044705728,0.010162486511016812,0.9999507325197193,4.3387145035831307e-16,0.0
development_small_aperture,development,16,30,cf_quadratic_cv,16,0,0.06353576232920352,0.06010451861173236,0.0646234637942792,0.07657909846167521,0.9971047768364308,3.7363313298280866e-16,0.0003371660131961107
development_small_aperture,development,16,31,iid_mc,16,0,0.03792211379884223,0.03492881450980296,0.04219065568410051,0.04737717766607293,0.9990013858934162,1.0224998988427625e-15,0.0
development_small_aperture,development,16,31,antithetic_mc,16,0,0.021384183357727966,0.01793762058540205,0.019380163585081635,0.024417058623771984,0.9997208305367158,7.249878974996913e-16,0.0
development_small_aperture,development,16,31,scrambled_sobol,16,0,0.015374596835230651,0.01320199166232374,0.014560735232629912,0.01674627690026172,0.9998563870870633,5.653341105968374e-16,0.0
development_small_aperture,development,16,31,cf_quadratic_cv,16,0,0.04583080109937797,0.04000801974377411,0.04967839504564454,0.058152114467075904,0.9983797645364701,1.0551371801885186e-15,0.00034304201835766435
development_small_aperture,development,32,-1,sunflower_qmc,32,0,0.008888303848733209,0.007174541777435466,0.009638061861025575,0.010411274056404574,0.9999504168416106,5.648763739432912e-16,0.13534495898056775
development_small_aperture,development,32,-1,product_quadrature,32,0,0.022044702475866675,0.018682063974245787,0.02437237886818275,0.028302329258470333,0.9996288950978922,7.669566851365513e-16,0.1332062499714084
development_small_aperture,development,32,0,iid_mc,32,0,0.016564807802479747,0.015122930098422803,0.014968673278203145,0.019129012091950736,0.9998249095395267,8.441586915997182e-16,0.0
development_small_aperture,development,32,0,antithetic_mc,32,0,0.00952903203260522,0.009104209324158214,0.009081537275575698,0.01252088374096502,0.9999351141925065,4.387512758721537e-16,0.0
development_small_aperture,development,32,0,scrambled_sobol,32,0,0.006840739706189298,0.005780203796802638,0.006859352016615867,0.007554446538775143,0.9999752930659708,5.56423181926263e-16,0.0
development_small_aperture,development,32,0,cf_quadratic_cv,32,0,0.0294690300508831,0.027551637579399223,0.025797788461058638,0.034645186612096514,0.9994518200443653,3.9316602297316864e-16,0.0006134999566711485
development_small_aperture,development,32,1,iid_mc,32,0,0.020094297088136568,0.017909622948312914,0.01746101529865783,0.02227620951159902,0.9997620906287592,1.3583487936642673e-15,0.0
development_small_aperture,development,32,1,antithetic_mc,32,0,0.024755497184385387,0.023125472182179318,0.023763521511769848,0.03168631150884251,0.9994799943860664,6.071338892890665e-16,0.0
development_small_aperture,development,32,1,scrambled_sobol,32,0,0.005642557956303547,0.005366060073747914,0.005590599396340194,0.007836208493168519,0.9999697743017745,7.627867186093956e-16,0.0
development_small_aperture,development,32,1,cf_quadratic_cv,32,0,0.018409513176970448,0.016494103412554376,0.020461675889051834,0.023718828786428687,0.9997508363461077,6.806949771740396e-16,0.00030329200671985745
development_small_aperture,development,32,2,iid_mc,32,0,0.03785290103002719,0.033447733229660555,0.03977317900341933,0.0425960635496769,0.9991462473131326,8.31403745473743e-16,0.0
development_small_aperture,development,32,2,antithetic_mc,32,0,0.02117898996077133,0.01836349025078234,0.020412483531233195,0.026574972637293956,0.9996744945780894,1.5088730863797235e-15,0.0
development_small_aperture,development,32,2,scrambled_sobol,32,0,0.007180366750572337,0.0054240927329169,0.006786172989274582,0.007656811098389699,0.9999762253654306,1.2767770228803463e-15,0.0
development_small_aperture,development,32,2,cf_quadratic_cv,32,0,0.018194783268909973,0.017048102020744086,0.018701645672968167,0.02202933870455659,0.9997706329475865,4.205156431854013e-16,0.000414749956689775
development_small_aperture,development,32,3,iid_mc,32,0,0.07170443194880233,0.06434154740017886,0.0755094200861342,0.07828534036398212,0.9970906009848483,8.198962245329809e-16,0.0
development_small_aperture,development,32,3,antithetic_mc,32,0,0.01756913148005517,0.013035212934299207,0.016567014659628735,0.023127922751139642,0.9998036300456485,1.081370233280545e-15,0.0
development_small_aperture,development,32,3,scrambled_sobol,32,0,0.0082706524695244,0.007169112766763286,0.00827084057575668,0.01081218413168755,0.9999419136365764,5.453908713870761e-16,0.0
development_small_aperture,development,32,3,cf_quadratic_cv,32,0,0.016482973956611503,0.012732311265397858,0.01534139541372613,0.016954073972351106,0.9998589804325319,5.571304695362413e-16,0.00028562499210238457
development_small_aperture,development,32,4,iid_mc,32,0,0.015406977486959903,0.012333608011622406,0.01653721920862,0.018882514788195942,0.999826260440169,5.746677539224345e-16,0.0
development_small_aperture,development,32,4,antithetic_mc,32,0,0.010069597479546975,0.00867983456153725,0.008253090586371744,0.011451691557916824,0.9999333215886294,8.392569156588872e-16,0.0
development_small_aperture,development,32,4,scrambled_sobol,32,0,0.006551825042194983,0.005392431906674994,0.006122978456507655,0.007757407195837729,0.9999725241290283,3.385302187481034e-16,0.0
development_small_aperture,development,32,4,cf_quadratic_cv,32,0,0.015628561497294816,0.012262099123792676,0.016717423206869423,0.019663712540453713,0.9998131208209374,5.702415732857803e-16,0.0003249170258641243
development_small_aperture,development,32,5,iid_mc,32,0,0.03561674491341714,0.03403021143179751,0.039655149694738205,0.040711028417569295,0.9992725789761946,1.0787673480542776e-15,0.0
development_small_aperture,development,32,5,antithetic_mc,32,0,0.019495712788640845,0.01582934729170967,0.018913871784510594,0.021426980354668872,0.9997965939156734,1.1058149481878915e-15,0.0
development_small_aperture,development,32,5,scrambled_sobol,32,0,0.006975967277398849,0.006173942170404976,0.006555138988790079,0.007706482398115385,0.9999748467438648,5.893906676585096e-16,0.0
development_small_aperture,development,32,5,cf_quadratic_cv,32,0,0.012270822651241367,0.011668852777233988,0.010903708495264076,0.01498815727088109,0.9999046715597139,1.9146462160580079e-16,0.0002840000088326633
