rig_id,rig_role,budget,replicate,iid_operator_relative_l2,cv_operator_relative_l2,cv_improvement_over_iid,cv_harms_iid
development_small_aperture,development,16,0,0.0370687735619758,0.10646560648314676,-1.8721103034376207,True
development_small_aperture,development,16,1,0.033459012032316784,0.0406542734608447,-0.21504703789754123,True
development_small_aperture,development,16,2,0.0514112822294439,0.03578682652468836,0.30391102939282866,False
development_small_aperture,development,16,3,0.056569023680992814,0.021866543895188897,0.6134537513233403,False
development_small_aperture,development,16,4,0.025573676891561942,0.04772368963594849,-0.8661254632373557,True
development_small_aperture,development,16,5,0.021700768114628597,0.04193854327976636,-0.9325833564156365,True
development_small_aperture,development,16,6,0.06480020533321063,0.0661339695106668,-0.020582715295388285,True
development_small_aperture,development,16,7,0.06114446326469917,0.057258955956586643,0.06354634746390461,False
development_small_aperture,development,16,8,0.052193720419752565,0.044615826475724166,0.14518784794579553,False
development_small_aperture,development,16,9,0.036187657076358064,0.04269218298054209,-0.1797443225036397,True
development_small_aperture,development,16,10,0.04085688053516423,0.07372368828988976,-0.8044375224985203,True
development_small_aperture,development,16,11,0.025049769170125098,0.05845478604691969,-1.3335458961687416,True
development_small_aperture,development,16,12,0.06505800763778412,0.06405490448153296,0.015418596306176736,False
development_small_aperture,development,16,13,0.07264034155553503,0.2771883437106273,-2.8159008861310366,True
development_small_aperture,development,16,14,0.04700888488548557,0.15667085443795994,-2.3327924033852914,True
development_small_aperture,development,16,15,0.0667402218901857,0.06524842817362567,0.022352243883975012,False
development_small_aperture,development,16,16,0.04047992453008762,0.067585726542347,-0.6696109819106105,True
development_small_aperture,development,16,17,0.050111691525869674,0.03540214558462407,0.2935352109128455,False
development_small_aperture,development,16,18,0.09173349185009766,0.15463371166820797,-0.6856843509336372,True
development_small_aperture,development,16,19,0.039620332238266324,0.0303296381856094,0.234493087962643,False
development_small_aperture,development,16,20,0.038743001159046185,0.10370361389643329,-1.676705747980479,True
development_small_aperture,development,16,21,0.033578106340977416,0.027152258625908927,0.19137016393407016,False
development_small_aperture,development,16,22,0.0367526460882522,0.03245088657541887,0.11704625301002104,False
development_small_aperture,development,16,23,0.024226838003313114,0.05396405082001838,-1.2274491955012283,True
development_small_aperture,development,16,24,0.053137440714142704,0.10504540204892403,-0.9768622770905458,True
development_small_aperture,development,16,25,0.04513072325394525,0.05258867859848354,-0.16525228950073,True
development_small_aperture,development,16,26,0.02825488783987401,0.029613854712823576,-0.048096700317874136,True
development_small_aperture,development,16,27,0.03428079277153752,0.03944304367088906,-0.1505872671543823,True
development_small_aperture,development,16,28,0.03793531462149138,0.08257245368992933,-1.1766645278631698,True
development_small_aperture,development,16,29,0.041908681221120146,0.1778339917483834,-3.2433688335380695,True
development_small_aperture,development,16,30,0.06724518004549764,0.06353576232920352,0.055162581374372806,False
development_small_aperture,development,16,31,0.03792211379884223,0.04583080109937797,-0.2085508034306145,True
development_small_aperture,development,32,0,0.016564807802479747,0.0294690300508831,-0.7790143056457073,True
development_small_aperture,development,32,1,0.020094297088136568,0.018409513176970448,0.08384388385303593,False
development_small_aperture,development,32,2,0.03785290103002719,0.018194783268909973,0.5193292251371492,False
development_small_aperture,development,32,3,0.07170443194880233,0.016482973956611503,0.7701261482919144,False
development_small_aperture,development,32,4,0.015406977486959903,0.015628561497294816,-0.014382055826488714,True
development_small_aperture,development,32,5,0.03561674491341714,0.012270822651241367,0.6554760217119436,False
development_small_aperture,development,32,6,0.04580464702808345,0.018127248323613468,0.6042487061956966,False
development_small_aperture,development,32,7,0.024366641338471173,0.017483353901295996,0.2824881501541834,False
development_small_aperture,development,32,8,0.05611480302274839,0.01956482894850448,0.651342820528603,False
development_small_aperture,development,32,9,0.050421333536755535,0.016302003036191073,0.676684413269089,False
development_small_aperture,development,32,10,0.037941411718134234,0.03412208940730649,0.10066368482020101,False
development_small_aperture,development,32,11,0.01977055408706681,0.01342078440793795,0.32117307644314597,False
