case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,projection_variant,projection_iterations,damping_fraction,damping_absolute,preconditioner,projection_forward_calls,projection_adjoint_calls,paired_call_budget,matched_cgls_field_relative_l2,matched_huber_field_relative_l2,matched_base_landweber_field_relative_l2,field_gain_to_best_matched_classical,h1_gain_to_best_matched_classical,reprojection_ratio_to_matched_cgls,visible_correction_fraction,system_residual_fraction,exact_projection_approximation_error,exact_oracle_error_reduction_retention,oracle_reduction_defined,base_anchor_field_relative_l2,exact_oracle_field_relative_l2,raw_learned_field_relative_l2,exact_oracle_rank,exact_oracle_nullity_lower_bound,field_harm_to_best_matched_classical,converged,breakdown,projection_diagnostic_forward_calls,dense_oracle_used_by_algorithm,projection_target_mode,exact_oracle_internal_projection_residual,preconditioner_kind,preconditioner_is_oracle,preconditioner_setup_forward_equivalents,preconditioner_setup_adjoint_equivalents
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2517765626389554,0.025805441119027214,0.029277362222275675,0.0031236990742247862,0.5339648332884919,0.04591144955399211,0.04533032323363343,0.7063487768173218,0.04726737745098891,16,15,1,1,0.028348332969471812,affine_pcg_dense_exact_jacobi_oracle,2,0.0,0.0,supplied_positive_diagonal,3,2,16,0.5972661942929209,0.599511718989623,0.5961985733520055,0.5784516769159798,0.45288534954812043,16.113050778021574,0.23254297831234233,0.23254297831234239,0.40100035399860134,1.0148435575863366,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15,dense_exact_jacobi_oracle,1,1001,0
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2518264417015574,0.025810553394767084,0.029283162314896683,0.0026902178366340437,0.5331714862163855,0.020376297944584006,0.023104482145953766,0.7063487768173218,0.04702073897714415,18,17,1,1,0.028348332969471812,affine_pcg_dense_exact_jacobi_oracle,4,0.0,0.0,supplied_positive_diagonal,5,4,18,0.5975108025880026,0.5867877968171817,0.5962235622431531,0.5708389931292047,0.4609775036945718,11.83821673160824,0.10320660874453293,0.10320660874453294,0.26289045690926716,1.014696561104308,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15,dense_exact_jacobi_oracle,1,1001,0
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2557179343667509,0.026209405789065526,0.02973567719217531,0.002680607745743301,0.5435109709352552,0.01086357418520606,0.021568936396908905,0.7063487768173218,0.04697414848229165,22,21,1,1,0.028348332969471812,affine_pcg_dense_exact_jacobi_oracle,8,0.0,0.0,supplied_positive_diagonal,9,8,22,0.5976395706410947,0.567382652763368,0.596272913069439,0.5493025154693963,0.45573711391312555,16.19435212190553,0.05502435494165815,0.05502435494165823,0.10928859611635273,1.003228107172262,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15,dense_exact_jacobi_oracle,1,1001,0
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25697280349154245,0.026338021618007194,0.029881597279108718,0.002667220617059188,0.5478593731054254,0.003758379677352341,0.019373757242471635,0.7063487768173218,0.04699335215797152,26,25,1,1,0.028348332969471812,affine_pcg_dense_exact_jacobi_oracle,12,0.0,0.0,supplied_positive_diagonal,13,12,26,0.5976546838072083,0.5528067721055604,0.5963235531779676,0.5351489589883812,0.45028512730186393,15.149298286015442,0.019036314738272046,0.019036314738271994,0.03627354263055007,0.9995299352915491,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15,dense_exact_jacobi_oracle,1,1001,0
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2568175887539954,0.026322113128636325,0.029863548426404676,0.002671468642682709,0.5475884857607104,0.000410972312620248,0.01918916817876257,0.7063487768173218,0.047000260568359466,34,33,1,1,0.028348332969471812,affine_pcg_dense_exact_jacobi_oracle,20,0.0,0.0,supplied_positive_diagonal,21,20,34,0.5976555104146046,0.5315105728874139,0.5964275602088683,0.5168156536212587,0.44329413070383433,13.044526223185537,0.002081588068096917,0.0020815880680968065,0.005110808018106433,0.9999873620992762,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15,dense_exact_jacobi_oracle,1,1001,0
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2568132426484852,0.026321667681416513,0.02986304304773104,0.002671566501665345,0.5474106500348537,1.4542688482537622e-05,0.019169736187182002,0.7063487768173218,0.04700018259074292,46,45,1,1,0.028348332969471812,affine_pcg_dense_exact_jacobi_oracle,32,0.0,0.0,supplied_positive_diagonal,33,32,46,0.5976555523235216,0.5075114900770632,0.5965822775325558,0.4939755105653089,0.4286315405906544,13.908370593496922,7.365918796401498e-05,7.365918796399212e-05,0.00013062481485593035,1.000000170323553,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15,dense_exact_jacobi_oracle,1,1001,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.4197601496572044,0.052212401979301104,0.04804252447442691,0.003069995169834932,0.7038168593465023,0.24984963925703946,0.2497355330848581,0.7063517570495605,0.06235538512672811,14,13,1,1,0.008549958001822233,affine_cg_identity_control,0,0.0,0.0,identity,1,0,14,0.6778399504696955,0.6991004069148027,0.6760152434010321,0.3807385513846741,0.2996045370117379,25.64524083434572,1.0,1.0,1.0,0.9155904582263878,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15,identity,0,0,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3998894101511434,0.04974075468366406,0.04576827216671143,0.003021549347006852,0.7104618692408247,0.11485691716355413,0.11743836106510389,0.7063517570495605,0.05928726196442691,15,14,1,1,0.008549958001822233,affine_cg_identity_control,1,0.0,0.0,identity,2,1,15,0.6784206325540902,0.6938594557663179,0.6760248074115557,0.4105583012037,0.30129279478923493,16.34477836121447,0.4597041544870594,0.4597041544870594,0.5904885467772406,0.9865971041097513,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15,identity,0,0,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3897200847370022,0.0484758301623271,0.04460436924382492,0.00316439476789437,0.7046341005511186,0.054971490611278394,0.057569083266593005,0.7063517570495605,0.05857869999439616,16,15,1,1,0.008549958001822233,affine_cg_identity_control,2,0.0,0.0,identity,3,2,16,0.6786676775523344,0.6894602809087688,0.6760322658152224,0.42575711555535284,0.31405851114092176,9.687755411642602,0.22001829089985203,0.22001829089985198,0.44726984423860894,1.022936450631523,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15,identity,0,0,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.38431951363711864,0.04780407323300642,0.04398626133278592,0.0037084523750781,0.7030422299845908,0.035844434361889596,0.04068164969823819,0.7063517570495605,0.058157750325612115,18,17,1,1,0.008549958001822233,affine_cg_identity_control,4,0.0,0.0,identity,5,4,18,0.678825074654908,0.6823181756462481,0.6760463877315105,0.433846026043611,0.3263573698803659,9.90677982198682,0.14346402287582927,0.14346402287582935,0.3092478820779247,1.042234999613074,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15,identity,0,0,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39374483935731736,0.04897645440280243,0.04506501176195812,0.0034399923648359234,0.7177258985374616,0.018138642828325974,0.03231749480277986,0.7063517570495605,0.05800833388461408,22,21,1,1,0.008549958001822233,affine_cg_identity_control,8,0.0,0.0,identity,9,8,22,0.6787387049072329,0.6712337839525676,0.6760842614113644,0.41340133829565834,0.3237761918106429,11.3123435415795,0.07259823501151973,0.07259823501151975,0.1405499884922765,1.0085542820159574,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15,identity,0,0,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3961532082340115,0.04927602243947071,0.045340655175932776,0.0035664081848947368,0.723131436307874,0.008562831424378834,0.02639859798198594,0.7063517570495605,0.05800584068146397,26,25,1,1,0.008549958001822233,affine_cg_identity_control,12,0.0,0.0,identity,13,12,26,0.6787028756198518,0.661748234114693,0.6761384520185604,0.4013535846242228,0.3214047636141775,12.445548449821066,0.03427193831394566,0.0342719383139457,0.0650018832976031,0.9999481505767237,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15,identity,0,0,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39610145128586516,0.049269584585415145,0.04533473147295604,0.0035478561666317417,0.7230532850761758,0.0012181904125245886,0.025092349845116727,0.7063517570495605,0.05803235279385885,34,33,1,1,0.008549958001822233,affine_cg_identity_control,20,0.0,0.0,identity,21,20,34,0.6788656578963973,0.6450538666896058,0.6762834542368441,0.38594050552918296,0.3157726373669926,17.054347661166794,0.004875694102048884,0.004875694102048886,0.008043147946761262,1.000133100275647,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15,identity,0,0,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3961410063629626,0.049274504694166346,0.04533925864343921,0.0035483042154529055,0.7231184666591138,6.021325242049093e-05,0.025127406453788793,0.7063517570495605,0.05803723384728109,46,45,1,1,0.008549958001822233,affine_cg_identity_control,32,0.0,0.0,identity,33,32,46,0.6788763826482757,0.624520733744169,0.676547549795901,0.36568798286649157,0.3008759914935495,20.22242669762592,0.00024099795620895393,0.00024099795620899226,0.0004888860070892184,0.9999917530775979,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15,identity,0,0,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.4197601496572044,0.052212401979301104,0.04804252447442691,0.003069995169834932,0.7038168593465023,0.24984963925703946,0.2497355330848581,0.7063517570495605,0.06235538512672811,14,13,1,1,0.008549958001822233,affine_pcg_dense_exact_jacobi_oracle,0,0.0,0.0,supplied_positive_diagonal,1,0,14,0.6778399504696955,0.6991004069148027,0.6760152434010321,0.3807385513846741,0.2996045370117379,25.64524083434572,1.0,1.0,1.0,0.9155904582263878,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15,dense_exact_jacobi_oracle,1,1001,0
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3932946056990748,0.04892045151456263,0.045013481473618465,0.0030151401606601643,0.701553840533213,0.09006285936949854,0.09410078253841668,0.7063517570495605,0.05895355040999055,15,14,1,1,0.008549958001822233,affine_pcg_dense_exact_jacobi_oracle,1,0.0,0.0,supplied_positive_diagonal,2,1,15,0.6784206325540902,0.6938594557663179,0.6760248074115557,0.4202791206122146,0.3100534392540582,12.816445986230843,0.3604682385666524,0.3604682385666524,0.5275562672374445,1.0101631593265301,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15,dense_exact_jacobi_oracle,1,1001,0
