case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,projection_variant,projection_iterations,damping_fraction,damping_absolute,preconditioner,projection_forward_calls,projection_adjoint_calls,paired_call_budget,matched_cgls_field_relative_l2,matched_huber_field_relative_l2,matched_base_landweber_field_relative_l2,field_gain_to_best_matched_classical,h1_gain_to_best_matched_classical,reprojection_ratio_to_matched_cgls,visible_correction_fraction,system_residual_fraction,exact_projection_approximation_error,exact_oracle_error_reduction_retention,oracle_reduction_defined,base_anchor_field_relative_l2,exact_oracle_field_relative_l2,raw_learned_field_relative_l2,exact_oracle_rank,exact_oracle_nullity_lower_bound,field_harm_to_best_matched_classical,converged,breakdown,projection_diagnostic_forward_calls,dense_oracle_used_by_algorithm,projection_target_mode,exact_oracle_internal_projection_residual,preconditioner_kind,preconditioner_is_oracle,preconditioner_setup_forward_equivalents,preconditioner_setup_adjoint_equivalents
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,29,0.4677460141379121,0.055982240069287835,0.05502718256720521,-0.007178933679025486,0.8049293673075488,5.541304188470443e-05,0.018664396942814968,0.8605576753616333,0.05978764859893494,46,45,1,1,0.0072453339817002416,affine_pcg_dense_exact_jacobi_oracle,32,0.0,0.0,supplied_positive_diagonal,33,32,46,0.7213029114815699,0.6350336183816596,0.7128311010326294,0.263431099396074,0.21100697002270064,21.72762041457784,0.00022712882249762543,0.00022712882249769959,0.00028683776086844536,0.9999818254788023,1,0.7094638416405166,0.4677416209522883,0.4755740278430557,150,850,0,0,0,1,False,affine_observation,2.484409202286182e-15,dense_exact_jacobi_oracle,1,1001,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.31497433523170804,0.033641785184094386,0.03312545313055208,0.004313192723441917,0.552422057554905,0.22482716285450863,0.22400998230207084,0.858244001865387,0.05080302783563413,14,13,1,1,0.0064686250407248735,affine_cg_identity_control,0,0.0,0.0,identity,1,0,14,0.6253125595984811,0.6415343148758227,0.6253084727065553,0.4962929651789564,0.4302218992755728,70.70449087634574,1.0,1.0,1.0,0.9890875083712836,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,identity,0,0,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.316952320925751,0.03385304992021092,0.03333347538846946,0.004594067802087809,0.5812723841025039,0.08925156088961476,0.09180086481355564,0.858244001865387,0.048353277766900044,15,14,1,1,0.0064686250407248735,affine_cg_identity_control,1,0.0,0.0,identity,2,1,15,0.6252850970638166,0.6340546473663778,0.6253067062477875,0.4931075082165235,0.40671982950147484,34.555843605986276,0.39697854901710306,0.39697854901710317,0.528097618586208,0.9827832619459894,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,identity,0,0,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.31424436956466195,0.033563818996327176,0.03304868356304793,0.004599650300986393,0.5953094461718437,0.054040495529288156,0.05686822560269157,0.858244001865387,0.047833770558729144,16,15,1,1,0.0064686250407248735,affine_cg_identity_control,2,0.0,0.0,identity,3,2,16,0.6252587686777259,0.6274976207573975,0.625303651927262,0.4974170930393918,0.397525872421428,26.704724596312737,0.24036461984025986,0.24036461984025986,0.36041607649384577,0.9914140587911993,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,identity,0,0,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.3110086501438063,0.03321821821081444,0.032708387037172826,0.004477406036420942,0.5953125942928624,0.01783122038584958,0.022341388038937815,0.858244001865387,0.047475996958627614,18,17,1,1,0.0064686250407248735,affine_cg_identity_control,4,0.0,0.0,identity,5,4,18,0.625247014128527,0.6163848846350234,0.6252958528213438,0.49543108876207737,0.40457184254863565,14.363648410088533,0.07931079216343898,0.07931079216343899,0.16720264437255775,1.0017269607771027,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,identity,0,0,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.3114742879870065,0.03326795206701261,0.032757357581199506,0.004459349044853836,0.5989863975010178,0.009756352505487051,0.01779627579995377,0.858244001865387,0.04740684709309407,22,21,1,1,0.0064686250407248735,affine_cg_identity_control,8,0.0,0.0,identity,9,8,22,0.6252396474805695,0.599231196705962,0.6252792296722122,0.48021015978604925,0.4063634079238363,23.117399687637448,0.04339490113923928,0.04339490113923937,0.08692657383262163,1.0002428773899896,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,identity,0,0,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.3116283079184082,0.03328440263096879,0.032773555662910084,0.004482801552483865,0.5973270251822483,0.004010042012337137,0.01585208309830118,0.858244001865387,0.04739050553794444,26,25,1,1,0.0064686250407248735,affine_cg_identity_control,12,0.0,0.0,identity,13,12,26,0.6252427773680682,0.5862439838509023,0.6252644014299842,0.46843239930345504,0.4077469700097151,20.45993984669365,0.01783611002079912,0.01783611002079913,0.03280781216028081,0.9997519842531548,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,identity,0,0,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.31156603221358276,0.03327775108622504,0.032767006205666686,0.004494319432297262,0.5974971019240893,0.0005952375733517397,0.015902230829436283,0.858244001865387,0.04739135229966699,34,33,1,1,0.0064686250407248735,affine_cg_identity_control,20,0.0,0.0,identity,21,20,34,0.6252482705869264,0.5671528538086444,0.6252419874306644,0.45064892097200987,0.40205460697447937,36.22199917401248,0.002647534069257161,0.002647534069257148,0.005150949211015807,0.999950469707681,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,identity,0,0,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.31154977702801634,0.03327601490203547,0.03276529666832546,0.004494644282909765,0.5974018837871182,2.1761380640262806e-05,0.0158429751529178,0.858244001865387,0.04739294526914226,46,45,1,1,0.0064686250407248735,affine_cg_identity_control,32,0.0,0.0,identity,33,32,46,0.6252482639138777,0.5452801161542976,0.6252226293579616,0.4286426961150051,0.3892844311627498,27.989375080683942,9.679159921768505e-05,9.679159921772083e-05,0.0002229358186117082,1.0000022783207605,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,identity,0,0,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.31497433523170804,0.033641785184094386,0.03312545313055208,0.004313192723441917,0.552422057554905,0.22482716285450863,0.22400998230207084,0.858244001865387,0.05080302783563413,14,13,1,1,0.0064686250407248735,affine_pcg_dense_exact_jacobi_oracle,0,0.0,0.0,supplied_positive_diagonal,1,0,14,0.6253125595984811,0.6415343148758227,0.6253084727065553,0.4962929651789564,0.4302218992755728,70.70449087634574,1.0,1.0,1.0,0.9890875083712836,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,dense_exact_jacobi_oracle,1,1001,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.31601688959488905,0.03375313835165668,0.03323509725653524,0.004807561827866435,0.5742738854609597,0.09243196054043637,0.09481585576134759,0.858244001865387,0.04825462231589886,15,14,1,1,0.0064686250407248735,affine_pcg_dense_exact_jacobi_oracle,1,0.0,0.0,supplied_positive_diagonal,2,1,15,0.6252850970638166,0.6340546473663778,0.6253067062477875,0.4946035159340502,0.4138629014602433,35.7872102268373,0.41112452502125574,0.4111245250212557,0.500655075924539,0.9857646736121379,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,dense_exact_jacobi_oracle,1,1001,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.3134429325840061,0.03347821909904672,0.032964397447735466,0.004717251938635049,0.5961881100142195,0.05220485808015925,0.05506638546515632,0.858244001865387,0.047791629381649776,16,15,1,1,0.0064686250407248735,affine_pcg_dense_exact_jacobi_oracle,2,0.0,0.0,supplied_positive_diagonal,3,2,16,0.6252587686777259,0.6274976207573975,0.625303651927262,0.49869886151798626,0.3966366336645524,25.79762350374229,0.23219995937031124,0.23219995937031135,0.3433276596817867,0.9939684029584067,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,dense_exact_jacobi_oracle,1,1001,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.31145511273299614,0.03326590399609346,0.03275534094394708,0.0045016990395999506,0.5969318613555802,0.01907292296939114,0.02314254918390274,0.858244001865387,0.04747258525733097,18,17,1,1,0.0064686250407248735,affine_pcg_dense_exact_jacobi_oracle,4,0.0,0.0,supplied_positive_diagonal,5,4,18,0.625247014128527,0.6163848846350234,0.6252958528213438,0.49470676439864947,0.4029522611508643,15.363881650099591,0.08483371282736737,0.08483371282736737,0.1650838722197283,1.0003039928605983,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,dense_exact_jacobi_oracle,1,1001,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.311583282846021,0.03327959359212429,0.03276882043289851,0.004456897190100384,0.598061173583997,0.0072762743749397885,0.016178671520426353,0.858244001865387,0.04740191752121157,22,21,1,1,0.0064686250407248735,affine_pcg_dense_exact_jacobi_oracle,8,0.0,0.0,supplied_positive_diagonal,9,8,22,0.6252396474805695,0.599231196705962,0.6252792296722122,0.4800282686234835,0.40728036826767555,17.240925117024585,0.03236385800788871,0.03236385800788872,0.08022363208586201,0.9998954884010869,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,dense_exact_jacobi_oracle,1,1001,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.31164131519259136,0.03328579191217349,0.03277492362151215,0.004499962496632638,0.5977631153536331,0.002761021324920666,0.015878203963532407,0.858244001865387,0.0473896160380405,26,25,1,1,0.0064686250407248735,affine_pcg_dense_exact_jacobi_oracle,12,0.0,0.0,supplied_positive_diagonal,13,12,26,0.6252427773680682,0.5862439838509023,0.6252644014299842,0.46841021182769155,0.40731458420685807,14.087216555217955,0.012280639447055573,0.01228063944705552,0.023274580491793095,0.9997105274003479,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,dense_exact_jacobi_oracle,1,1001,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.3115320514789149,0.03327412167122762,0.03276343249470781,0.004494596935098217,0.5974769706752427,0.00035823903035876644,0.015840421235584535,0.858244001865387,0.047391837915816526,34,33,1,1,0.0064686250407248735,affine_pcg_dense_exact_jacobi_oracle,20,0.0,0.0,supplied_positive_diagonal,21,20,34,0.6252482705869264,0.5671528538086444,0.6252419874306644,0.4507088355690002,0.40207475332743225,21.799924001246428,0.0015933974605665954,0.0015933974605665444,0.0035114554279997937,1.0000587732842456,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,dense_exact_jacobi_oracle,1,1001,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.3115503444265539,0.03327607550474997,0.032765356340913224,0.004494687040885316,0.5974016392295896,9.63499881526385e-06,0.015842007097076567,0.858244001865387,0.04739293254848394,46,45,1,1,0.0064686250407248735,affine_pcg_dense_exact_jacobi_oracle,32,0.0,0.0,supplied_positive_diagonal,33,32,46,0.6252482639138777,0.5452801161542976,0.6252226293579616,0.4286416555515942,0.38928468117048215,12.392485578024818,4.2855136776773286e-05,4.285513677681811e-05,0.00010558299034963573,1.0000004699051523,1,0.6253049932886997,0.31155049186141065,0.31497433523170804,150,850,0,0,0,1,False,affine_observation,2.2797417910473457e-15,dense_exact_jacobi_oracle,1,1001,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.3715435243274695,0.037915198427684274,0.04789310427344756,0.0021072175344086863,0.6289220604206949,0.2514224706733656,0.25307551236287534,0.8582111597061157,0.052377632645852185,14,13,1,1,0.00903287500841543,affine_cg_identity_control,0,0.0,0.0,identity,1,0,14,0.6951479282993305,0.7105863434280925,0.690342074675668,0.46551876341421966,0.3442577601401911,28.249879203819603,1.0,1.0,1.0,1.26993781983652,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,identity,0,0,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.3560978178434092,0.036338998096218524,0.045902105150108875,0.0018841333943103767,0.6500398311836353,0.13561012017445578,0.13825292559145594,0.8582111597061157,0.0498199982451056,15,14,1,1,0.00903287500841543,affine_cg_identity_control,1,0.0,0.0,identity,2,1,15,0.697137186600731,0.7030735300088881,0.6905297423581671,0.4891997949790105,0.32901010438194456,19.325213687655932,0.5393715200207108,0.5393715200207108,0.7758111933203851,1.3315450085772182,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,identity,0,0,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.3669763388924903,0.03744912721210675,0.0473043800084518,0.0019284238386239785,0.677409217995329,0.12457015431145543,0.1276063597342122,0.8582111597061157,0.04871405851080673,16,15,1,1,0.00903287500841543,affine_cg_identity_control,2,0.0,0.0,identity,3,2,16,0.6986473512611595,0.6965826252772436,0.6907093252223083,0.47317615229574267,0.30699983202860226,23.09047287527406,0.4954614994349101,0.4954614994349101,0.650212869055992,1.2881546269082396,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,identity,0,0,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.3954839388626564,0.040358265008337696,0.050979097419899776,0.0018170531112837276,0.7215508739235456,0.08316157426742797,0.08785830179706755,0.8582111597061157,0.047611426090233354,18,17,1,1,0.00903287500841543,affine_cg_identity_control,4,0.0,0.0,identity,5,4,18,0.6999454152763986,0.6858796260192194,0.6910492232506122,0.42339162170772165,0.2724978002935975,25.26626067176228,0.3307642870770567,0.33076428707705663,0.4749796548103086,1.1744483944533635,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,identity,0,0,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.4348602427025875,0.0443765300989275,0.05605482422504961,0.0018475851145574884,0.7811002753905794,0.039050444753562084,0.043678530489515054,0.8582111597061157,0.04682464043160708,22,21,1,1,0.00903287500841543,affine_cg_identity_control,8,0.0,0.0,identity,9,8,22,0.7000452450462147,0.6700350890181536,0.6916692876621087,0.35098885143490505,0.22578656034142355,30.579491099146594,0.15531803760012483,0.15531803760012478,0.2083370290497685,1.017390937413042,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,identity,0,0,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.44047113799454335,0.04494910960690451,0.056778085904206715,0.0018130444530981274,0.7941753702800294,0.01498912348636605,0.02462590110510205,0.8582111597061157,0.04671300486393912,26,25,1,1,0.00903287500841543,affine_cg_identity_control,12,0.0,0.0,identity,13,12,26,0.6998787582406716,0.658032266443947,0.6922261005293768,0.3306237999925435,0.2174606139689571,32.43089905266059,0.059617278623592486,0.0596172786235925,0.07050450570858506,0.9950111592130261,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,identity,0,0,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.4391476787394024,0.044814053504499136,0.05660748793126975,0.001825057612554987,0.792561526066665,0.002731763448569108,0.01999329625298543,0.8582111597061157,0.04673954263331142,34,33,1,1,0.00903287500841543,affine_cg_identity_control,20,0.0,0.0,identity,21,20,34,0.6998971160431005,0.6391863350648893,0.6931912240589831,0.3129582804757227,0.2160725744579835,39.223882304166736,0.010865231899331966,0.010865231899331983,0.011716676829388463,1.0002899468299107,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,identity,0,0,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.43921713848733257,0.044821141718808015,0.05661644150664547,0.001825429700399116,0.7926927074226865,0.00012075369919543317,0.020097593788897302,0.8582111597061157,0.04674379346106835,46,45,1,1,0.00903287500841543,affine_cg_identity_control,32,0.0,0.0,identity,33,32,46,0.6998996242134863,0.6168194376030731,0.6943586683565581,0.28793239688731836,0.20221782818577025,56.13220176616733,0.00048028204826731577,0.00048028204826739096,0.0007066271308417804,1.0000128976832736,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,identity,0,0,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.3715435243274695,0.037915198427684274,0.04789310427344756,0.0021072175344086863,0.6289220604206949,0.2514224706733656,0.25307551236287534,0.8582111597061157,0.052377632645852185,14,13,1,1,0.00903287500841543,affine_pcg_dense_exact_jacobi_oracle,0,0.0,0.0,supplied_positive_diagonal,1,0,14,0.6951479282993305,0.7105863434280925,0.690342074675668,0.46551876341421966,0.3442577601401911,28.249879203819603,1.0,1.0,1.0,1.26993781983652,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,dense_exact_jacobi_oracle,1,1001,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.3546848694902809,0.03619480982844046,0.04571997175690315,0.0020042618003005643,0.6496846029449179,0.1249600286717654,0.12819385789042634,0.8582111597061157,0.04957683380149323,15,14,1,1,0.00903287500841543,affine_pcg_dense_exact_jacobi_oracle,1,0.0,0.0,supplied_positive_diagonal,2,1,15,0.697137186600731,0.7030735300088881,0.6905297423581671,0.4912265816435089,0.32937678123370534,17.80751505411878,0.49701217372136425,0.49701217372136425,0.7516786986793065,1.3371807349819553,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,dense_exact_jacobi_oracle,1,1001,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.36961056917266355,0.0377179446109775,0.0476439404023975,0.0019461280218266044,0.6814315155792573,0.12108169747126153,0.12425780461742299,0.8582111597061157,0.04858138244191008,16,15,1,1,0.00903287500841543,affine_pcg_dense_exact_jacobi_oracle,2,0.0,0.0,supplied_positive_diagonal,3,2,16,0.6986473512611595,0.6965826252772436,0.6907093252223083,0.469394504312311,0.30288495902828766,22.44384834076745,0.48158661851893214,0.4815866185189322,0.6334289488351855,1.2776476603136993,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,dense_exact_jacobi_oracle,1,1001,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.3987177261014933,0.04068826587446866,0.05139594255186137,0.0018135669373309763,0.7311083653939972,0.08131759301416962,0.08543981309387852,0.8582111597061157,0.04755041629155714,18,17,1,1,0.00903287500841543,affine_pcg_dense_exact_jacobi_oracle,4,0.0,0.0,supplied_positive_diagonal,5,4,18,0.6999454152763986,0.6858796260192194,0.6910492232506122,0.41867681882371494,0.26286147897557294,24.706019822198222,0.3234300927692855,0.3234300927692856,0.46243279561569317,1.161550017744219,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,dense_exact_jacobi_oracle,1,1001,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.4323825187141512,0.04412368382246327,0.055735437973993815,0.0018820157071960217,0.7763966696528919,0.041723979546821846,0.04236895342412377,0.8582111597061157,0.046865357405819465,22,21,1,1,0.00903287500841543,affine_pcg_dense_exact_jacobi_oracle,8,0.0,0.0,supplied_positive_diagonal,9,8,22,0.7000452450462147,0.6700350890181536,0.6916692876621087,0.35468675327474314,0.23044869514242833,32.67307374409939,0.16595167263719784,0.1659516726371978,0.2300795490521595,1.0272736585148887,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,dense_exact_jacobi_oracle,1,1001,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.4403290960799847,0.04493461454233491,0.05675977626407108,0.0018055673371949266,0.794395562655287,0.01182887080412886,0.023136849187307837,0.8582111597061157,0.046721635306339646,26,25,1,1,0.00903287500841543,affine_pcg_dense_exact_jacobi_oracle,12,0.0,0.0,supplied_positive_diagonal,13,12,26,0.6998787582406716,0.658032266443947,0.6922261005293768,0.33083965857851566,0.2172436477766134,25.593285378201383,0.047047786828474394,0.04704778682847441,0.06665534633262393,0.9955777116752481,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,dense_exact_jacobi_oracle,1,1001,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.43922882936815116,0.04482233474744936,0.05661794849717936,0.001824817173937245,0.7924080789961649,0.001523321102723425,0.01993291569042175,0.8582111597061157,0.04673936213202107,34,33,1,1,0.00903287500841543,affine_pcg_dense_exact_jacobi_oracle,20,0.0,0.0,supplied_positive_diagonal,21,20,34,0.6998971160431005,0.6391863350648893,0.6931912240589831,0.31283132120845286,0.21622434988863182,21.87252621597757,0.006058810489943999,0.006058810489944066,0.009307245594331753,0.9999662671000834,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,dense_exact_jacobi_oracle,1,1001,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.4392174168962317,0.04482117012982304,0.05661647739440979,0.0018257201142836076,0.7926995324084379,9.020924966164824e-05,0.02010296364833536,0.8582111597061157,0.04674383887811238,46,45,1,1,0.00903287500841543,affine_pcg_dense_exact_jacobi_oracle,32,0.0,0.0,supplied_positive_diagonal,33,32,46,0.6998996242134863,0.6168194376030731,0.6943586683565581,0.28793194552524676,0.20221095938036254,41.93365368448857,0.00035879549437266956,0.0003587954943726877,0.0003990970194909393,1.000011787213538,1,0.6899331022184738,0.4392203721007183,0.3715435243274695,150,850,0,0,0,1,False,affine_observation,2.168912365218395e-15,dense_exact_jacobi_oracle,1,1001,0
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,29,0.28673328338511567,0.033486185193945674,0.032493264238114314,0.007534173629460932,0.5438624745883539,0.2042437895623628,0.20242610272455136,0.8590075969696045,0.050655327567130905,14,13,1,1,0.007163250003941357,affine_cg_identity_control,0,0.0,0.0,identity,1,0,14,0.5744395556809898,0.5939469509419847,0.5738016574765118,0.500846902777791,0.4107416411432015,43.5846124820283,1.0,1.0,1.0,1.0199448984726167,1,0.5737784687665399,0.29234641708288633,0.28673328338511567,150,850,0,0,0,1,False,affine_observation,2.050744273689601e-15,identity,0,0,0
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,29,0.2939880105265831,0.034333429482166083,0.03331538632732608,0.007677970645128703,0.5485137054887511,0.08630571935175856,0.0850502045900266,0.8590075969696045,0.048082760593997124,15,14,1,1,0.007163250003941357,affine_cg_identity_control,1,0.0,0.0,identity,2,1,15,0.5746103998334069,0.5852704465465683,0.5738086851606051,0.4883698404835396,0.41410774990405474,23.22972976502393,0.4225622700043293,0.4225622700043293,0.5610622157071398,0.9941669989829659,1,0.5737784687665399,0.29234641708288633,0.28673328338511567,150,850,0,0,0,1,False,affine_observation,2.050744273689601e-15,identity,0,0,0
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,29,0.2895198825428198,0.033811618552621533,0.03280904795770216,0.0075996087606367835,0.5740953369054745,0.04416025153604243,0.04630347005733855,0.8590075969696045,0.04747700090953903,16,15,1,1,0.007163250003941357,affine_cg_identity_control,2,0.0,0.0,identity,3,2,16,0.574735818084384,0.577773381607954,0.573814204407471,0.4962557170913753,0.3939275330765376,15.484546028121267,0.21621343606415389,0.21621343606415389,0.39599836366552493,1.0100433995458475,1,0.5737784687665399,0.29234641708288633,0.28673328338511567,150,850,0,0,0,1,False,affine_observation,2.050744273689601e-15,identity,0,0,0
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,29,0.28727619714960595,0.03354958945119629,0.032554788453928486,0.007574660146703668,0.5732144238814604,0.021850598720418835,0.02879541928042674,0.8590075969696045,0.047139689434400965,18,17,1,1,0.007163250003941357,affine_cg_identity_control,4,0.0,0.0,identity,5,4,18,0.5749100453416804,0.5653570394658239,0.5738234763297847,0.4918676569039662,0.40478593663702267,12.440505195003277,0.10698292842704565,0.10698292842704558,0.2536218704591745,1.0180157871249846,1,0.5737784687665399,0.29234641708288633,0.28673328338511567,150,850,0,0,0,1,False,affine_observation,2.050744273689601e-15,identity,0,0,0
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,29,0.2916779472185755,0.034063648427004156,0.03305360472810711,0.007580780121411144,0.5857610306814844,0.013693872363900997,0.03051056106875834,0.8590075969696045,0.047067849038264165,22,21,1,1,0.007163250003941357,affine_cg_identity_control,8,0.0,0.0,identity,9,8,22,0.5750179812598925,0.5469248064613386,0.5738429776580017,0.4666946099853055,0.39964610780572035,18.96220961739879,0.06704670136234316,0.06704670136234298,0.12093606474598102,1.0023752442563374,1,0.5737784687665399,0.29234641708288633,0.28673328338511567,150,850,0,0,0,1,False,affine_observation,2.050744273689601e-15,identity,0,0,0
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,29,0.29217273316138814,0.03412143207010544,0.033109674990307966,0.007615928170479523,0.586214922744176,0.005200083326002948,0.02687430374253453,0.8590075969696045,0.047104347393048265,26,25,1,1,0.007163250003941357,affine_cg_identity_control,12,0.0,0.0,identity,13,12,26,0.5750631230082498,0.5334213874833811,0.5738677238614243,0.45226655695261025,0.398796016194623,15.49748237958578,0.02546017843257447,0.025460178432574553,0.048723061579752674,1.0006171433582605,1,0.5737784687665399,0.29234641708288633,0.28673328338511567,150,850,0,0,0,1,False,affine_observation,2.050744273689601e-15,identity,0,0,0
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,29,0.2923712536650015,0.03414461631390968,0.033132171782812955,0.007629064673571678,0.5862301987841533,0.0008212497605665441,0.027044750384982864,0.8590075969696045,0.04712117644647942,34,33,1,1,0.007163250003941357,affine_cg_identity_control,20,0.0,0.0,identity,21,20,34,0.5750859132733027,0.5139501164903839,0.5739315020452427,0.431129122683112,0.39147843429031237,26.955218971300276,0.004020928921884245,0.0040209289218842295,0.008626207973205105,0.9999117492767203,1,0.5737784687665399,0.29234641708288633,0.28673328338511567,150,850,0,0,0,1,False,affine_observation,2.050744273689601e-15,identity,0,0,0
