family,phantom_seed,noise_fraction,rig_name,network_repeat_id,base_model_seed,residual_seed,base_best_step,residual_selected_step,residual_admitted,normalized_development_improvement,worst_renderer_relative_change,mean_renderer_relative_change,normalized_total_l2_change,normalized_total_h1_change,normalized_total_huber_change,selected_normalized_residual_l2,selected_normalized_residual_h1,correction_l2,maximum_source_observable_absolute_difference,source_difference_normalized_development_improvement,source_difference_worst_renderer_relative_change,source_difference_mean_renderer_relative_change,source_difference_normalized_total_l2_change,source_difference_normalized_total_h1_change,source_difference_normalized_total_huber_change,source_difference_selected_normalized_residual_l2,source_difference_selected_normalized_residual_h1
smooth_plume,3301,0.08,sparse_four_view,base101_residual307,101,307,100,20,True,0.06386520125795903,-0.0019748173687625936,-0.063865201257959,-0.03607296943664551,-0.08183187246322632,-0.029581844806671143,0.0004438702599145472,0.005889349151402712,0.10781149566173553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3301,0.08,sparse_four_view,base211_residual419,211,419,100,160,True,0.16763639735907354,-0.003928141974649746,-0.16763639735907357,-0.025890827178955078,-0.03511744737625122,-0.01191142201423645,0.0002793411840684712,0.00988225731998682,0.1611621379852295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,coarse_ray_six_view,base101_residual307,101,307,240,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,coarse_ray_six_view,base211_residual419,211,419,200,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,nominal_six_view,base101_residual307,101,307,240,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,nominal_six_view,base211_residual419,211,419,240,140,True,0.13549433516947507,-0.0014663129141903042,-0.13549433516947504,-0.05200386047363281,0.1434173583984375,0.04849722981452942,0.0011143157025799155,0.014543597586452961,0.13583579659461975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,sparse_four_view,base101_residual307,101,307,180,20,True,0.06458027527922883,-0.01106839831604256,-0.06458027527922891,-0.017674148082733154,0.03758275508880615,0.008833080530166626,0.0001323268807027489,0.0030529487412422895,0.09053274244070053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,sparse_four_view,base211_residual419,211,419,220,80,True,0.1023875425865779,-0.01218629393087367,-0.1023875425865779,-0.008677840232849121,0.08200335502624512,0.02544933557510376,0.00021732726600021124,0.005302253179252148,0.13591870665550232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,coarse_ray_six_view,base101_residual307,101,307,160,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,coarse_ray_six_view,base211_residual419,211,419,120,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,nominal_six_view,base101_residual307,101,307,180,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,nominal_six_view,base211_residual419,211,419,140,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,sparse_four_view,base101_residual307,101,307,240,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,sparse_four_view,base211_residual419,211,419,140,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.02,coarse_ray_six_view,base101_residual307,101,307,240,220,True,0.23314746319352841,-0.06782317761042145,-0.23314746319352847,-0.013924002647399902,0.027321934700012207,0.012273043394088745,0.00021586724324151874,0.0034527890384197235,0.11231740564107895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.02,coarse_ray_six_view,base211_residual419,211,419,220,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.02,nominal_six_view,base101_residual307,101,307,220,240,True,0.432442751936869,-0.08893099590651088,-0.432442751936869,0.01393437385559082,0.08061456680297852,0.03335419297218323,0.0002600381849333644,0.007025345228612423,0.11817611753940582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.02,nominal_six_view,base211_residual419,211,419,220,240,True,0.5115307388392496,-0.19184531402552563,-0.5115307388392496,-0.04587775468826294,0.1431370973587036,0.054965972900390625,0.0008402742678299546,0.01693376526236534,0.19317595660686493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.02,sparse_four_view,base101_residual307,101,307,240,240,True,0.3397296567900372,-0.04990338081349921,-0.33972965679003714,-0.006604790687561035,0.060513973236083984,0.019542992115020752,0.0001246988686034456,0.004082211293280125,0.10113552212715149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.02,sparse_four_view,base211_residual419,211,419,180,240,True,0.4271169947838024,-0.024972491841535605,-0.42711699478380233,-0.05746334791183472,0.03703665733337402,0.015137344598770142,0.0009548185626044869,0.004034369718283415,0.13109935820102692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.08,coarse_ray_six_view,base101_residual307,101,307,220,240,True,0.059226819623139026,-0.00014012937530616387,-0.059226819623139054,0.02040266990661621,0.02420675754547119,0.014323383569717407,0.0003670639416668564,0.01249037403613329,0.14734424650669098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.08,coarse_ray_six_view,base211_residual419,211,419,240,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.08,nominal_six_view,base101_residual307,101,307,160,240,True,0.21007758985987146,-0.06680131051966087,-0.21007758985987146,0.0003764629364013672,0.0546879768371582,0.030336081981658936,0.0003417999541852623,0.01613774336874485,0.23672959208488464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.08,nominal_six_view,base211_residual419,211,419,120,240,True,0.15018451282108036,-0.032796416324000544,-0.15018451282108033,-0.01897728443145752,0.07679533958435059,0.039703816175460815,0.0005917943199165165,0.025161966681480408,0.22436222434043884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.08,sparse_four_view,base101_residual307,101,307,220,240,True,0.09581013526263926,-0.012622079358386884,-0.09581013526263926,-0.000950157642364502,0.11436080932617188,0.03819742798805237,0.0002697560121305287,0.011410465463995934,0.17618781328201294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.08,sparse_four_view,base211_residual419,211,419,100,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.02,coarse_ray_six_view,base101_residual307,101,307,240,220,True,0.4512329516860124,-0.09229432842881846,-0.45123295168601246,-0.030755341053009033,-0.009033441543579102,-5.683302879333496e-05,0.0004464765952434391,0.004617214202880859,0.1656215786933899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.02,coarse_ray_six_view,base211_residual419,211,419,180,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.02,nominal_six_view,base101_residual307,101,307,240,240,True,0.5447561215181431,-0.2266295901241009,-0.5447561215181431,-0.0007203221321105957,0.058293819427490234,0.02198764681816101,0.00020334916189312935,0.006040289532393217,0.15766407549381256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.02,nominal_six_view,base211_residual419,211,419,240,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.02,sparse_four_view,base101_residual307,101,307,200,240,True,0.49845455205319555,-0.050563203239694765,-0.49845455205319555,-0.043652355670928955,-0.04760247468948364,-0.01068231463432312,0.0006420647841878235,0.006256061606109142,0.17661739885807037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.02,sparse_four_view,base211_residual419,211,419,240,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.08,coarse_ray_six_view,base101_residual307,101,307,220,140,True,0.10324551620015754,-0.0561231365046122,-0.10324551620015765,0.030977368354797363,0.035822153091430664,0.010904133319854736,0.0005497256061062217,0.005992132239043713,0.17863544821739197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.08,coarse_ray_six_view,base211_residual419,211,419,240,240,True,0.25908540860434603,-0.03774530494623307,-0.259085408604346,-0.03128081560134888,0.03790628910064697,0.02001357078552246,0.0005383728421293199,0.012182585895061493,0.18891428411006927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.08,nominal_six_view,base101_residual307,101,307,240,240,True,0.2994696366162054,-0.042517449201487145,-0.29946963661620546,-0.009523212909698486,0.03677928447723389,0.019768327474594116,0.00041721310117281973,0.009605677798390388,0.18650780618190765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.08,nominal_six_view,base211_residual419,211,419,220,240,True,0.25797658003116586,-0.015666939970273908,-0.25797658003116586,-0.02674001455307007,0.08287703990936279,0.04018354415893555,0.0004744869947899133,0.018201710656285286,0.20341752469539642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.08,sparse_four_view,base101_residual307,101,307,140,200,True,0.22963757526951012,-0.0015221690709220637,-0.2296375752695101,-0.01434636116027832,0.029995441436767578,0.01442950963973999,0.0005163696478120983,0.014124657958745956,0.17990674078464508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3304,0.08,sparse_four_view,base211_residual419,211,419,200,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.02,coarse_ray_six_view,base101_residual307,101,307,240,160,True,0.13747153256624312,-0.09643760556306469,-0.13747153256624314,-0.0020865797996520996,0.043463945388793945,0.014354348182678223,7.823729538358748e-05,0.0023489699233323336,0.0950685515999794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.02,coarse_ray_six_view,base211_residual419,211,419,240,20,True,0.18975188094308604,-0.007086918051487201,-0.18975188094308598,0.0013030767440795898,0.003322601318359375,0.00044864416122436523,7.287350308615714e-05,0.003309635678306222,0.12208694219589233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.02,nominal_six_view,base101_residual307,101,307,240,240,True,0.2719336765056335,-0.07356897036126919,-0.27193367650563344,-0.012619733810424805,0.0776287317276001,0.02694830298423767,0.00017280706379096955,0.006786051671952009,0.16151051223278046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.02,nominal_six_view,base211_residual419,211,419,160,240,True,0.3344258064896999,-0.02754937149190917,-0.3344258064896999,-0.06274473667144775,0.032753825187683105,0.022431910037994385,0.0013490926939994097,0.011464382521808147,0.21597178280353546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.02,sparse_four_view,base101_residual307,101,307,240,240,True,0.3091529340735836,-0.07440845808318952,-0.3091529340735836,-0.06425994634628296,-0.03184628486633301,-0.006002247333526611,0.0012687835842370987,0.0060110087506473064,0.1776111125946045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.02,sparse_four_view,base211_residual419,211,419,240,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.08,coarse_ray_six_view,base101_residual307,101,307,220,20,True,0.11241185903547901,-0.013649917154802682,-0.11241185903547898,-0.026944637298583984,-0.015488862991333008,-0.007524609565734863,0.00041745396447367966,0.006752409040927887,0.10995813459157944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.08,coarse_ray_six_view,base211_residual419,211,419,140,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.08,nominal_six_view,base101_residual307,101,307,160,100,True,0.17675540013186497,-0.0005330737002456898,-0.176755400131865,-0.03844577074050903,0.029303908348083496,0.012610077857971191,0.0006227238918654621,0.009187081828713417,0.16790522634983063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.08,nominal_six_view,base211_residual419,211,419,140,20,True,0.12055103080341034,-0.002208375800884288,-0.12055103080341042,-0.008459627628326416,-0.010365962982177734,-0.003931373357772827,0.0003293998306617141,0.0060835909098386765,0.22068478167057037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.08,sparse_four_view,base101_residual307,101,307,160,60,True,0.1303726242157982,-0.0017293973491830927,-0.13037262421579823,-0.03177070617675781,-0.008444488048553467,-0.003425896167755127,0.00040312716737389565,0.0085546700283885,0.1310301274061203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3305,0.08,sparse_four_view,base211_residual419,211,419,200,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.02,coarse_ray_six_view,base101_residual307,101,307,240,60,True,0.13749384580142754,-0.024884914535909464,-0.1374938458014275,-0.03536862134933472,-0.040833115577697754,-0.01611354947090149,0.00048756011528894305,0.0035565460566431284,0.09494949132204056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.02,coarse_ray_six_view,base211_residual419,211,419,200,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.02,nominal_six_view,base101_residual307,101,307,200,240,True,0.4072841350998213,-0.1706312494254142,-0.40728413509982136,-0.05762016773223877,0.027189970016479492,0.009935915470123291,0.0013830078532919288,0.01310412771999836,0.14328666031360626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.02,nominal_six_view,base211_residual419,211,419,140,240,True,0.22801118920896735,-0.10594945216880136,-0.22801118920896732,-0.0394817590713501,0.054953575134277344,0.02590307593345642,0.0006142567726783454,0.014768666587769985,0.14672422409057617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.02,sparse_four_view,base101_residual307,101,307,240,240,True,0.22383173199368334,-0.01278913968640294,-0.2238317319936833,-0.04980701208114624,-0.0349048376083374,-0.011159837245941162,0.0007779967272654176,0.004522893577814102,0.09954105317592621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.02,sparse_four_view,base211_residual419,211,419,80,240,True,0.09845265471007147,-0.0234474467208311,-0.09845265471007147,-0.005381762981414795,-0.027777493000030518,-0.006727784872055054,8.485801663482562e-05,0.005306510720402002,0.1388309895992279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.08,coarse_ray_six_view,base101_residual307,101,307,120,140,True,0.04077719266873481,-0.011296725444538969,-0.04077719266873486,0.09106922149658203,0.10979986190795898,0.03973442316055298,0.002279547043144703,0.019664498046040535,0.17423301935195923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.08,coarse_ray_six_view,base211_residual419,211,419,100,20,True,0.050863647525515976,-0.008146174676259,-0.050863647525515865,-0.0032318830490112305,0.006934642791748047,0.0020855069160461426,9.899755968945101e-05,0.007299941033124924,0.11894307285547256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.08,nominal_six_view,base101_residual307,101,307,100,240,True,0.18568282472210662,-0.01343664665049904,-0.18568282472210657,-0.025164425373077393,-0.010010898113250732,-0.004271149635314941,0.001019843271933496,0.022270813584327698,0.15784865617752075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.08,nominal_six_view,base211_residual419,211,419,100,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.08,sparse_four_view,base101_residual307,101,307,120,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3306,0.08,sparse_four_view,base211_residual419,211,419,80,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.02,coarse_ray_six_view,base101_residual307,101,307,240,140,True,0.20559501209713904,-0.030949144393390582,-0.20559501209713898,-0.08499729633331299,0.1307600736618042,0.011262476444244385,0.0027284526731818914,0.03030664660036564,0.6809837818145752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.02,coarse_ray_six_view,base211_residual419,211,419,240,140,True,0.10306444913420432,-0.0024756527663546413,-0.10306444913420432,-0.048726797103881836,0.14291465282440186,0.02151113748550415,0.0009525312343612313,0.023823097348213196,0.5149226784706116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.02,nominal_six_view,base101_residual307,101,307,240,240,True,0.1792395125210513,-0.005726428831264951,-0.1792395125210512,-0.09195464849472046,0.05236995220184326,0.005110681056976318,0.0032816524617373943,0.019556446000933647,0.5117264986038208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.02,nominal_six_view,base211_residual419,211,419,240,180,True,0.13967673453139828,-0.0019224030380945445,-0.1396767345313983,-0.08189958333969116,0.07589077949523926,0.011421144008636475,0.0021430905908346176,0.019779158756136894,0.5354703068733215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.02,sparse_four_view,base101_residual307,101,307,240,120,True,0.06891637752488333,-0.004050078571114835,-0.06891637752488333,-0.06327491998672485,0.20141875743865967,0.031001627445220947,0.0015503918984904885,0.04203496500849724,0.5907825231552124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.02,sparse_four_view,base211_residual419,211,419,240,180,True,0.07585386571046349,-0.008978893086076578,-0.07585386571046346,-0.04648107290267944,0.2071361541748047,0.03823655843734741,0.0008920814725570381,0.02970810793340206,0.432448148727417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.08,coarse_ray_six_view,base101_residual307,101,307,240,120,True,0.20589446946490098,-0.006054749359975187,-0.20589446946490098,-0.08477377891540527,0.16548335552215576,0.015269815921783447,0.002547479933127761,0.04070339724421501,0.6770550012588501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.08,coarse_ray_six_view,base211_residual419,211,419,200,80,True,0.10724647497963702,-0.02396972630591887,-0.10724647497963696,-0.0474429726600647,0.13602948188781738,0.019615352153778076,0.0008468143059872091,0.018396930769085884,0.4618628919124603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.08,nominal_six_view,base101_residual307,101,307,200,80,True,0.13895748510844452,-0.0036289590271755268,-0.1389574851084444,-0.08541315793991089,0.18771827220916748,0.023921966552734375,0.0027217124588787556,0.045573800802230835,0.6141871213912964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.08,nominal_six_view,base211_residual419,211,419,200,20,True,0.025375704784545317,-0.0004975236373384595,-0.02537570478454529,-0.03826594352722168,-0.030361831188201904,-0.013866305351257324,0.0005528377369046211,0.004057179670780897,0.22044110298156738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.08,sparse_four_view,base101_residual307,101,307,180,160,True,0.07622512291484262,-0.0015796705308194214,-0.07622512291484262,-0.06325137615203857,0.2180023193359375,0.03123784065246582,0.0017505279975011945,0.0408112034201622,0.544154703617096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3401,0.08,sparse_four_view,base211_residual419,211,419,140,20,True,0.07738966974136319,-0.0019746916268739145,-0.07738966974136313,-0.023465752601623535,0.006102323532104492,-0.0022361278533935547,0.0002280362677993253,0.0035653889644891024,0.24613834917545319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3402,0.02,coarse_ray_six_view,base101_residual307,101,307,240,20,True,0.031161904920428474,-0.0059727286947004465,-0.03116190492042853,-0.02024221420288086,0.08386528491973877,0.022331058979034424,0.0012263716198503971,0.018225418403744698,0.4880140721797943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3402,0.02,coarse_ray_six_view,base211_residual419,211,419,240,80,True,0.09765616097005814,-0.007539619396808028,-0.09765616097005816,-0.048845529556274414,0.0643848180770874,0.007829785346984863,0.0016175208147615194,0.011099695228040218,0.45496419072151184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3402,0.02,nominal_six_view,base101_residual307,101,307,220,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3402,0.02,nominal_six_view,base211_residual419,211,419,240,80,True,0.12471039005341855,-0.0008546727842771995,-0.1247103900534185,-0.058041512966156006,0.05174243450164795,0.0008097290992736816,0.0022081180941313505,0.010772496461868286,0.495405912399292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3402,0.02,sparse_four_view,base101_residual307,101,307,140,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3402,0.02,sparse_four_view,base211_residual419,211,419,240,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrinkled_density_interface,3402,0.08,coarse_ray_six_view,base101_residual307,101,307,200,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
