family,phantom_seed,noise_fraction,rig_name,network_repeat_id,base_model_seed,residual_seed,omitted_view_index,omitted_view_degrees,base_best_step,residual_selected_step,residual_admitted,normalized_development_improvement,worst_renderer_relative_change,mean_renderer_relative_change,normalized_total_l2_change,normalized_total_h1_change,normalized_total_huber_change,selected_normalized_residual_l2,selected_normalized_residual_h1,correction_l2
smooth_plume,3302,0.02,sparse_four_view,base211_residual419,211,419,1,45.0,240,240,True,0.1328536947355442,-0.029038559574752987,-0.1328536947355442,-0.023558080196380615,0.10391426086425781,0.03578653931617737,0.0005065158475190401,0.00978398323059082,0.12341629713773727
smooth_plume,3302,0.02,sparse_four_view,base211_residual419,211,419,2,90.0,40,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,sparse_four_view,base211_residual419,211,419,3,135.0,220,60,True,0.04682597965586677,-0.0011956965958687116,-0.04682597965586682,-0.017216980457305908,0.07657909393310547,0.024295419454574585,0.00026952114421874285,0.005458437837660313,0.1137404516339302
smooth_plume,3302,0.08,coarse_ray_six_view,base101_residual307,101,307,0,0.0,120,200,True,0.027278637116768145,-0.005444763377823514,-0.027278637116768006,-0.07367616891860962,-0.16506582498550415,-0.03895333409309387,0.0034590959548950195,0.06398741900920868,0.211295023560524
smooth_plume,3302,0.08,coarse_ray_six_view,base101_residual307,101,307,1,30.0,120,80,True,0.07265663147509405,-0.009834045564547478,-0.07265663147509399,-0.010515749454498291,0.055155158042907715,0.01639696955680847,0.00043343991274014115,0.0076653603464365005,0.12799257040023804
smooth_plume,3302,0.08,coarse_ray_six_view,base101_residual307,101,307,2,60.0,160,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,coarse_ray_six_view,base101_residual307,101,307,3,90.0,200,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,coarse_ray_six_view,base101_residual307,101,307,4,120.0,120,40,True,0.04447685288954051,-6.380321517251986e-05,-0.04447685288954051,-0.019581496715545654,0.03341996669769287,0.007558733224868774,0.00020120400586165488,0.004922880791127682,0.11232829838991165
smooth_plume,3302,0.08,coarse_ray_six_view,base101_residual307,101,307,5,150.0,140,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,coarse_ray_six_view,base211_residual419,211,419,0,0.0,60,20,True,0.03444826305716342,-0.008554034488776452,-0.03444826305716342,-0.02266108989715576,-0.03800994157791138,-0.014718443155288696,0.0002390674053458497,0.004058776423335075,0.09481444209814072
smooth_plume,3302,0.08,coarse_ray_six_view,base211_residual419,211,419,1,30.0,100,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,coarse_ray_six_view,base211_residual419,211,419,2,60.0,160,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,coarse_ray_six_view,base211_residual419,211,419,3,90.0,100,200,True,0.049136990090966615,-0.006849797385603762,-0.04913699009096664,-0.006503283977508545,0.22320890426635742,0.06968805193901062,0.005425348412245512,0.10249700397253036,0.5522813200950623
smooth_plume,3302,0.08,coarse_ray_six_view,base211_residual419,211,419,4,120.0,120,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,coarse_ray_six_view,base211_residual419,211,419,5,150.0,120,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,nominal_six_view,base101_residual307,101,307,0,0.0,140,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,nominal_six_view,base101_residual307,101,307,1,30.0,80,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
