family,phantom_seed,noise_fraction,rig_name,network_repeat_count,network_repeat_ids,all_network_repeats_observable,loo_relative_change_mean,loo_relative_change_std,loo_relative_change_max,loo_cosine_mean,loo_cosine_std,loo_cosine_min,loo_signed_projection_mean,loo_signed_projection_std,loo_signed_projection_min,loo_norm_ratio_mean,loo_norm_ratio_std,loo_norm_ratio_max,negative_cosine_fraction,loo_admitted_fraction
smooth_plume,3301,0.02,coarse_ray_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3301,0.02,nominal_six_view,2,base101_residual307|base211_residual419,True,1.00180384516716,0.5157469511032104,2.1828033924102783,0.40582120418548584,0.41345906257629395,0.0,0.420392706990242,0.4442712366580963,0.0,0.8304475247859955,0.6609982848167419,2.2022032737731934,0.0,0.6666666666666666
smooth_plume,3301,0.02,sparse_four_view,2,base101_residual307|base211_residual419,True,3.0296874046325684,2.536984920501709,7.063964366912842,0.0179367084056139,0.3274308145046234,-0.33846062421798706,-0.11255519837141037,0.7401251792907715,-1.3541088104248047,2.5637076795101166,2.8535897731781006,7.087740421295166,0.25,0.5
smooth_plume,3301,0.08,coarse_ray_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3301,0.08,nominal_six_view,2,base101_residual307|base211_residual419,True,1.1971623301506042,1.0056943893432617,3.5059633255004883,0.4592772275209427,0.43332546949386597,-0.2868795692920685,0.47594617307186127,0.704410195350647,-0.8852152824401855,1.1379269361495972,0.9703471064567566,3.0856685638427734,0.16666666666666666,0.8333333333333334
smooth_plume,3301,0.08,sparse_four_view,2,base101_residual307|base211_residual419,True,2.1423165798187256,1.9002398252487183,5.805147647857666,0.3777035176753998,0.4565456807613373,-0.17963720858097076,0.6559947431087494,0.631996214389801,-0.3639439344406128,2.2047340273857117,1.7519214153289795,5.804820537567139,0.25,0.75
smooth_plume,3302,0.02,coarse_ray_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,nominal_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,sparse_four_view,2,base101_residual307|base211_residual419,True,0.9725401401519775,0.21289050579071045,1.4742997884750366,0.34281663596630096,0.37618565559387207,0.0,0.4125351011753082,0.5568150877952576,0.0,0.6170669794082642,0.7980105876922607,1.6125385761260986,0.0,0.5
smooth_plume,3302,0.08,coarse_ray_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,nominal_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.08,sparse_four_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.02,coarse_ray_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.02,nominal_six_view,2,base101_residual307|base211_residual419,True,0.923409640789032,0.38705509901046753,1.599198579788208,0.47171200811862946,0.35317912697792053,0.0,0.4894428551197052,0.3405047655105591,0.0,0.8141746819019318,0.5209908485412598,1.7274726629257202,0.0,0.6666666666666666
smooth_plume,3303,0.02,sparse_four_view,2,base101_residual307|base211_residual419,True,2.056900978088379,1.5562679767608643,4.6136040687561035,0.10239211469888687,0.3743090033531189,-0.14009210467338562,0.044159552082419395,0.6367732882499695,-0.6116436719894409,1.6479682922363281,1.628963828086853,4.366011142730713,0.5,0.5
smooth_plume,3303,0.08,coarse_ray_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3303,0.08,nominal_six_view,2,base101_residual307|base211_residual419,True,0.9537026286125183,0.8909093141555786,3.090242385864258,0.5484657287597656,0.37736210227012634,0.0,0.5350174456834793,0.33968162536621094,0.0,0.9044544994831085,0.9366119503974915,3.2812399864196777,0.0,0.6666666666666666
