family,phantom_seed,noise_fraction,rig_name,network_repeat_count,network_repeat_ids,all_network_repeats_observable,loo_relative_change_mean,loo_relative_change_std,loo_relative_change_max,loo_cosine_mean,loo_cosine_std,loo_cosine_min,loo_signed_projection_mean,loo_signed_projection_std,loo_signed_projection_min,loo_norm_ratio_mean,loo_norm_ratio_std,loo_norm_ratio_max,negative_cosine_fraction,loo_admitted_fraction,maximum_normalized_total_l2_change,maximum_normalized_total_h1_change,maximum_normalized_total_huber_change,minimum_gate_holdout_improvement,maximum_residual_roughness_log1p,all_network_repeats_admitted,source_all_network_repeats_admitted,maximum_field_delta_candidate_minus_base,maximum_h1_delta_candidate_minus_base,median_field_delta_candidate_minus_base,median_h1_delta_candidate_minus_base,beneficial_truth_label,truth_outcome_class
smooth_plume,3301,0.02,coarse_ray_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049021363258361816,0.01605379581451416,0.0,2.3439786708825237,False,False,0.0,0.0,-0.004098415321883479,-0.0022221506312532155,False,neutral
smooth_plume,3301,0.02,nominal_six_view,2,base101_residual307|base211_residual419,True,1.00180384516716,0.5157469511032104,2.1828033924102783,0.40582120418548584,0.41345906257629395,0.0,0.420392706990242,0.4442712366580963,0.0,0.8304475247859955,0.6609982848167419,2.2022032737731934,0.0,0.6666666666666666,-0.022700011730194092,0.17179358005523682,0.05605921149253845,-0.14828484532238173,4.154669472365666,True,True,-0.007152814568635625,-0.0033537615292451167,-0.008122352173579563,-0.003547914712180602,True,beneficial
smooth_plume,3301,0.02,sparse_four_view,2,base101_residual307|base211_residual419,True,3.0296874046325684,2.536984920501709,7.063964366912842,0.0179367084056139,0.3274308145046234,-0.33846062421798706,-0.11255519837141037,0.7401251792907715,-1.3541088104248047,2.5637076795101166,2.8535897731781006,7.087740421295166,0.25,0.5,-0.01627802848815918,0.013287067413330078,0.008321970701217651,0.12077016922893458,2.4982615884960446,True,True,0.0007051356703233064,2.2239109304988958e-05,0.0005029919728513355,-0.00022812132019535414,False,harmful
smooth_plume,3301,0.08,coarse_ray_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,False,neutral
smooth_plume,3301,0.08,nominal_six_view,2,base101_residual307|base211_residual419,True,1.1971623301506042,1.0056943893432617,3.5059633255004883,0.4592772275209427,0.43332546949386597,-0.2868795692920685,0.47594617307186127,0.704410195350647,-0.8852152824401855,1.1379269361495972,0.9703471064567566,3.0856685638427734,0.16666666666666666,0.8333333333333334,0.006794929504394531,0.059060096740722656,0.023246288299560547,-0.033339876276653024,3.9180422370737635,True,True,0.006305087614630951,0.001331523212097549,0.0034968768617946212,0.0005780967317948749,False,harmful
smooth_plume,3301,0.08,sparse_four_view,2,base101_residual307|base211_residual419,True,2.1423165798187256,1.9002398252487183,5.805147647857666,0.3777035176753998,0.4565456807613373,-0.17963720858097076,0.6559947431087494,0.631996214389801,-0.3639439344406128,2.2047340273857117,1.7519214153289795,5.804820537567139,0.25,0.75,-0.025890827178955078,-0.03511744737625122,-0.01191142201423645,0.08049409982651123,3.593937125157146,True,True,-0.001986663275479944,-0.0021468202636359818,-0.0023507415425311554,-0.0023247391746067173,True,beneficial
smooth_plume,3302,0.02,coarse_ray_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,False,neutral
smooth_plume,3302,0.02,nominal_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434173583984375,0.04849722981452942,-0.5754497066741109,2.642735933814524,False,False,0.0,0.0,-0.0019006969781276278,-0.0004871580841751197,False,neutral
smooth_plume,3302,0.02,sparse_four_view,2,base101_residual307|base211_residual419,True,0.9725401401519775,0.21289050579071045,1.4742997884750366,0.34281663596630096,0.37618565559387207,0.0,0.4125351011753082,0.5568150877952576,0.0,0.6170669794082642,0.7980105876922607,1.6125385761260986,0.0,0.5,-0.008677840232849121,0.08200335502624512,0.02544933557510376,-0.017662860345541098,3.234652774395744,True,True,0.0046342355875341745,0.0012417908194704008,0.0029876551188601982,0.0010111465124150107,False,harmful
smooth_plume,3302,0.08,coarse_ray_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,False,neutral
smooth_plume,3302,0.08,nominal_six_view,2,base101_residual307|base211_residual419,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,False,neutral
