base_seed,bread_q_fd_relative_error,score_y_fd_relative_error,wall_seconds
709,2.5060615802103615e-06,4.654896576057301e-06,0.09480004094075412
811,4.424458728748447e-06,1.0223131243506084e-06,0.09695700008887798
907,6.65345842545867e-06,4.761710128278631e-06,0.10233158397022635
