model_seed,cumulative_epochs,variant_index,source_index,sample_seed,source_split,family_id,noise_level,total_budget,ridge_relative,inference_ms_per_sample,field_rel_l2,gradient_rel_l2,observed_reprojection_rel_l2,audit_reprojection_rel_l2,improvement_vs_classical_pct
20260901,24,216,216,30460837,test_iid,0,0.02,6,1e-06,0.3995325696450891,0.11398779600858688,0.23998196423053741,0.10526078194379807,0.13052324950695038,61.7734990347845
20260901,24,217,217,30460838,test_iid,0,0.05,6,1e-06,0.3995325696450891,0.14288446307182312,0.22941850125789642,0.08965890109539032,0.10568618774414062,41.57178422400323
20260901,24,218,218,30460839,test_iid,1,0.02,6,1e-06,0.3995325696450891,0.2359776496887207,0.44334566593170166,0.1101994588971138,0.4073963761329651,31.211544783274057
20260901,24,219,219,30460840,test_iid,1,0.05,6,1e-06,0.3995325696450891,0.3167499303817749,0.5750727653503418,0.1006835550069809,0.5311926007270813,18.738436794490312
20260901,24,220,220,30460841,test_iid,1,0.02,6,1e-06,0.3995325696450891,0.3858891427516937,0.6761634349822998,0.1463647335767746,0.6620897650718689,14.855075060686199
20260901,24,221,221,30460842,test_iid,1,0.05,6,1e-06,0.3995325696450891,0.2345418632030487,0.45198267698287964,0.09220527857542038,0.5229260921478271,28.881932038353447
20260901,24,222,222,30460843,test_iid,1,0.02,6,1e-06,0.3995325696450891,0.2457612305879593,0.49228984117507935,0.10882881283760071,0.4310493767261505,33.78472769788484
20260901,24,223,223,30460844,test_iid,1,0.05,6,1e-06,0.3995325696450891,0.2747294306755066,0.5024095177650452,0.110588438808918,0.48011237382888794,28.355998268045614
20260901,24,224,224,30460845,test_iid,0,0.02,6,1e-06,0.3995325696450891,0.10129304230213165,0.23242157697677612,0.09519945830106735,0.1081162691116333,64.31923500129459
20260901,24,225,225,30460846,test_iid,0,0.05,6,1e-06,0.3995325696450891,0.1391535997390747,0.2897939682006836,0.12584084272384644,0.10468053072690964,61.99510053714044
20260901,24,226,226,30460847,test_iid,0,0.02,6,1e-06,0.3995325696450891,0.07497276365756989,0.18941563367843628,0.06669491529464722,0.10597310960292816,73.44846740713291
20260901,24,227,227,30460848,test_iid,0,0.05,6,1e-06,0.3995325696450891,0.09708103537559509,0.2550067901611328,0.07661329954862595,0.06739513576030731,68.23433249977504
20260901,24,228,228,30460849,test_iid,0,0.02,6,1e-06,0.3995325696450891,0.1277581751346588,0.24076031148433685,0.08592908084392548,0.10350704193115234,41.48768066637374
20260901,24,229,229,30460850,test_iid,0,0.05,6,1e-06,0.3995325696450891,0.13362561166286469,0.29356148838996887,0.13016581535339355,0.122421033680439,61.844145274090145
20260901,24,230,230,30460851,test_iid,1,0.02,6,1e-06,0.3995325696450891,0.231748566031456,0.36771297454833984,0.095600925385952,0.40279674530029297,18.47767196577195
20260901,24,231,231,30460852,test_iid,1,0.05,6,1e-06,0.3995325696450891,0.23322363197803497,0.4327065348625183,0.09226938337087631,0.35379233956336975,25.850702091900548
20260901,24,232,232,30560821,test_noise_ood,0,0.08,6,1e-06,0.3995325696450891,0.10209518671035767,0.2740938067436218,0.08738669753074646,0.07176993787288666,67.39272257427926
20260901,24,233,233,30560822,test_noise_ood,0,0.12,6,1e-06,0.3995325696450891,0.16557908058166504,0.3972393274307251,0.13388487696647644,0.13601551949977875,54.80747933407172
20260901,24,234,234,30560823,test_noise_ood,0,0.08,6,1e-06,0.3995325696450891,0.1341821849346161,0.3055720627307892,0.11609812825918198,0.13243581354618073,56.679012320550775
20260901,24,235,235,30560824,test_noise_ood,0,0.12,6,1e-06,0.3995325696450891,0.13552868366241455,0.3538387417793274,0.12146680057048798,0.10443118214607239,49.50030982149597
20260901,24,236,236,30560825,test_noise_ood,0,0.08,6,1e-06,0.3995325696450891,0.11920195817947388,0.29288116097450256,0.1086658239364624,0.14420029520988464,58.45500878502496
20260901,24,237,237,30560826,test_noise_ood,0,0.12,6,1e-06,0.3995325696450891,0.1390828937292099,0.3663027286529541,0.10786347091197968,0.10785879194736481,46.08063167309559
20260901,24,238,238,30560827,test_noise_ood,1,0.08,6,1e-06,0.3995325696450891,0.33956778049468994,0.5673232674598694,0.135689377784729,0.4192935824394226,13.898769502426925
20260901,24,239,239,30560828,test_noise_ood,1,0.12,6,1e-06,0.3995325696450891,0.2677361071109772,0.49944186210632324,0.13785789906978607,0.3943149149417877,24.713723049655034
20260901,24,240,240,30560829,test_noise_ood,1,0.08,6,1e-06,0.3995325696450891,0.1812002807855606,0.3612796366214752,0.09607991576194763,0.2597042918205261,34.251354076010664
20260901,24,241,241,30560830,test_noise_ood,1,0.12,6,1e-06,0.3995325696450891,0.19774243235588074,0.37359675765037537,0.1103673130273819,0.30889275670051575,29.419021330234806
20260901,24,242,242,30560831,test_noise_ood,1,0.08,6,1e-06,0.3995325696450891,0.384790301322937,0.6215248703956604,0.13885651528835297,0.48231232166290283,10.099655860872488
20260901,24,243,243,30560832,test_noise_ood,1,0.12,6,1e-06,0.3995325696450891,0.25743499398231506,0.5026502013206482,0.1285531222820282,0.38604429364204407,26.499283294153546
20260901,24,244,244,30560833,test_noise_ood,0,0.08,6,1e-06,0.3995325696450891,0.11191587895154953,0.3153879940509796,0.10314348340034485,0.11216308176517487,64.29174729736215
20260901,24,245,245,30560834,test_noise_ood,0,0.12,6,1e-06,0.3995325696450891,0.12101951241493225,0.33772000670433044,0.10812544077634811,0.11100015789270401,54.5416371873539
20260901,24,246,246,30560835,test_noise_ood,0,0.08,6,1e-06,0.3995325696450891,0.1433589905500412,0.2936897575855255,0.10461351275444031,0.1621057242155075,47.528276612675604
20260901,24,247,247,30560836,test_noise_ood,0,0.12,6,1e-06,0.3995325696450891,0.15385809540748596,0.3990951180458069,0.11540823429822922,0.1400402933359146,56.204700497487174
20260901,24,248,248,30560837,test_noise_ood,0,0.08,6,1e-06,0.3995325696450891,0.15054483711719513,0.3321891129016876,0.11563577502965927,0.13640646636486053,59.474740056605555
20260901,24,249,249,30560838,test_noise_ood,0,0.12,6,1e-06,0.3995325696450891,0.15683704614639282,0.39600759744644165,0.14944125711917877,0.17319078743457794,55.979729478064236
20260901,24,250,250,30560839,test_noise_ood,1,0.08,6,1e-06,0.3995325696450891,0.24562886357307434,0.41684654355049133,0.11145301908254623,0.3747284710407257,18.592476670410417
20260901,24,251,251,30560840,test_noise_ood,1,0.12,6,1e-06,0.3995325696450891,0.37826070189476013,0.6729313731193542,0.15131095051765442,0.6139419078826904,17.851296508070007
20260901,24,252,252,30560841,test_noise_ood,1,0.08,6,1e-06,0.3995325696450891,0.31150028109550476,0.5370637774467468,0.138203427195549,0.42343422770500183,17.109784214641742
20260901,24,253,253,30560842,test_noise_ood,1,0.12,6,1e-06,0.3995325696450891,0.2585603594779968,0.4914056658744812,0.13332723081111908,0.44316908717155457,26.130063630860644
20260901,24,254,254,30560843,test_noise_ood,1,0.08,6,1e-06,0.3995325696450891,0.18842890858650208,0.36119580268859863,0.10321852564811707,0.2847919762134552,37.22742622233838
20260901,24,255,255,30560844,test_noise_ood,1,0.12,6,1e-06,0.3995325696450891,0.2717694640159607,0.4646683931350708,0.1263975203037262,0.4197803735733032,12.538760933369826
20260901,24,256,256,30560845,test_noise_ood,0,0.08,6,1e-06,0.3995325696450891,0.1090967208147049,0.2945586144924164,0.0977756604552269,0.12737752497196198,60.48591054869181
20260901,24,257,257,30560846,test_noise_ood,0,0.12,6,1e-06,0.3995325696450891,0.16402074694633484,0.40426135063171387,0.12981799244880676,0.1512877494096756,53.36613800588025
20260901,24,258,258,30560847,test_noise_ood,0,0.08,6,1e-06,0.3995325696450891,0.12915931642055511,0.32578471302986145,0.10659706592559814,0.08560124039649963,60.66506302749268
20260901,24,259,259,30560848,test_noise_ood,0,0.12,6,1e-06,0.3995325696450891,0.14753922820091248,0.4256930649280548,0.12514780461788177,0.12149910628795624,59.34333832362006
20260901,24,260,260,30560849,test_noise_ood,0,0.08,6,1e-06,0.3995325696450891,0.13264866173267365,0.3052464723587036,0.10795799642801285,0.16330793499946594,49.34609531533735
20260901,24,261,261,30560850,test_noise_ood,0,0.12,6,1e-06,0.3995325696450891,0.15078844130039215,0.3598966598510742,0.13671830296516418,0.19839495420455933,57.42423828042224
20260901,24,262,262,30560851,test_noise_ood,1,0.08,6,1e-06,0.3995325696450891,0.251568078994751,0.46780291199684143,0.12420526146888733,0.48790353536605835,31.773203042193764
20260901,24,263,263,30560852,test_noise_ood,1,0.12,6,1e-06,0.3995325696450891,0.28211021423339844,0.5382357835769653,0.11559095233678818,0.4722661077976227,20.252051439383397
20260901,24,264,264,30660821,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.5878630876541138,0.7479634284973145,0.19741959869861603,0.6502960920333862,3.7890659447366604
20260901,24,265,265,30660822,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.5283779501914978,0.7274027466773987,0.1856253296136856,0.5805941820144653,7.6818110575980265
20260901,24,266,266,30660823,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.452454149723053,0.6602803468704224,0.17457813024520874,0.56969153881073,5.236750796390613
20260901,24,267,267,30660824,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.6156342029571533,0.7562242746353149,0.215544655919075,0.6360172033309937,2.716858375072317
20260901,24,268,268,30660825,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.4530147612094879,0.6647307276725769,0.17781959474086761,0.6031612753868103,14.201274711061131
20260901,24,269,269,30660826,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.5911075472831726,0.7510344982147217,0.19471749663352966,0.6556071639060974,3.450771195256479
20260901,24,270,270,30660827,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.5199920535087585,0.7032682299613953,0.19531500339508057,0.6291651129722595,10.361938060257335
20260901,24,271,271,30660828,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.5806461572647095,0.7291938662528992,0.20504993200302124,0.6244843006134033,1.8554089901125121
20260901,24,272,272,30660829,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.4752977192401886,0.6873593330383301,0.17807768285274506,0.5016538500785828,10.860303544597647
20260901,24,273,273,30660830,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.5856059789657593,0.7386408448219299,0.2044425755739212,0.7089616060256958,1.225388379126579
20260901,24,274,274,30660831,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.5618131756782532,0.7327898144721985,0.19835880398750305,0.5698366165161133,5.874121432732223
20260901,24,275,275,30660832,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.4316103458404541,0.6402274966239929,0.18138065934181213,0.49243834614753723,14.465781741374318
20260901,24,276,276,30660833,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.5099397301673889,0.6953104734420776,0.1946515142917633,0.6723322868347168,11.225509336568404
20260901,24,277,277,30660834,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.5818623900413513,0.7462874054908752,0.20585951209068298,0.6151416897773743,5.873314870590341
20260901,24,278,278,30660835,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.5836620330810547,0.7640422582626343,0.19500131905078888,0.7484825849533081,6.87048426809928
20260901,24,279,279,30660836,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.4905581474304199,0.6970128417015076,0.18635641038417816,0.6004613041877747,7.9849461216168
20260901,24,280,280,30660837,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.595965564250946,0.7662927508354187,0.19248992204666138,0.7104271650314331,5.571722296711677
20260901,24,281,281,30660838,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.5488851070404053,0.714368462562561,0.2146492451429367,0.6386925578117371,8.542511243268425
20260901,24,282,282,30660839,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.4925827085971832,0.6911937594413757,0.18450035154819489,0.5957540273666382,11.021777584099908
20260901,24,283,283,30660840,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.4597155451774597,0.6594315767288208,0.1906685084104538,0.4827030897140503,12.838891877329074
20260901,24,284,284,30660841,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.45133623480796814,0.6427381038665771,0.19102531671524048,0.5734524130821228,13.895552083781809
20260901,24,285,285,30660842,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.5676184892654419,0.7404329180717468,0.2006232738494873,0.7136920690536499,7.370980126354857
20260901,24,286,286,30660843,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.5447214841842651,0.7321465611457825,0.18973468244075775,0.6069560050964355,8.347426346504292
20260901,24,287,287,30660844,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.4425487518310547,0.6508929133415222,0.1802971214056015,0.5110692977905273,13.39062392460871
20260901,24,288,288,30660845,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.5003890991210938,0.6713278889656067,0.18859146535396576,0.5449375510215759,8.1999264955064
20260901,24,289,289,30660846,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.5548156499862671,0.7368064522743225,0.19657976925373077,0.5760124921798706,6.574714738707601
20260901,24,290,290,30660847,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.4889267683029175,0.6858169436454773,0.17911384999752045,0.606465756893158,6.823071144767044
20260901,24,291,291,30660848,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.54494708776474,0.7238970994949341,0.20923840999603271,0.7278421521186829,9.215973397977402
20260901,24,292,292,30660849,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.5772107243537903,0.7228494882583618,0.21701747179031372,0.5285376310348511,6.123454583233544
20260901,24,293,293,30660850,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.4858095645904541,0.6758122444152832,0.18630190193653107,0.537666916847229,9.251894730144418
20260901,24,294,294,30660851,test_family_ood,2,0.02,6,1e-06,0.3995325696450891,0.4343535006046295,0.6451265811920166,0.17911314964294434,0.4946393072605133,14.842418726676632
20260901,24,295,295,30660852,test_family_ood,2,0.05,6,1e-06,0.3995325696450891,0.48960211873054504,0.7053943872451782,0.17705941200256348,0.5868077278137207,7.632988075158329
20260901,24,296,296,30760821,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.54557204246521,0.7251822352409363,0.2072169929742813,0.5442293882369995,7.793460203719684
20260901,24,297,297,30760822,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.5549013018608093,0.7323421239852905,0.2095721960067749,0.6771551370620728,4.228012185546178
20260901,24,298,298,30760823,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.5847159624099731,0.7268902659416199,0.21501676738262177,0.6706709861755371,1.8603887126129306
20260901,24,299,299,30760824,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.49469462037086487,0.6871404051780701,0.21238666772842407,0.529059112071991,10.59499967035129
20260901,24,300,300,30760825,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.43737557530403137,0.648587703704834,0.1805943250656128,0.5240703821182251,12.442651919476848
20260901,24,301,301,30760826,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.4651779532432556,0.6710866093635559,0.19178971648216248,0.590502142906189,9.111140070469942
20260901,24,302,302,30760827,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.44217997789382935,0.6546056270599365,0.1903049200773239,0.5811284780502319,15.620831399709953
20260901,24,303,303,30760828,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.601291298866272,0.7716118693351746,0.21213242411613464,0.6531884670257568,4.888640068900903
20260901,24,304,304,30760829,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.5446102023124695,0.7147855758666992,0.2097729742527008,0.626580536365509,6.911367956315693
20260901,24,305,305,30760830,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.4731382727622986,0.6973709464073181,0.19167783856391907,0.582059383392334,9.447402742793928
20260901,24,306,306,30760831,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.5037885904312134,0.7143579721450806,0.17318296432495117,0.5804875493049622,7.50108234250375
20260901,24,307,307,30760832,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.46730294823646545,0.6871834993362427,0.18140190839767456,0.6242279410362244,8.386520084318919
20260901,24,308,308,30760833,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.5634464025497437,0.7397580742835999,0.1918690800666809,0.6792361736297607,6.791431691167426
20260901,24,309,309,30760834,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.553878128528595,0.7172300219535828,0.2096347063779831,0.6752606630325317,4.34354426985917
20260901,24,310,310,30760835,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.5654945373535156,0.7254841327667236,0.1973416656255722,0.6138610243797302,3.2024606514158034
20260901,24,311,311,30760836,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.5406968593597412,0.7187541723251343,0.2068101316690445,0.5839561223983765,6.836105211222746
20260901,24,312,312,30760837,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.5629562735557556,0.7459322810173035,0.1938401460647583,0.7161299586296082,6.427764272004727
20260901,24,313,313,30760838,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.49735039472579956,0.7017322182655334,0.2089812308549881,0.5158205032348633,10.943062786623095
20260901,24,314,314,30760839,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.5447904467582703,0.7306186556816101,0.19837763905525208,0.5997266173362732,6.578635221976799
20260901,24,315,315,30760840,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.5696018934249878,0.7475339770317078,0.20862022042274475,0.6322432160377502,7.968125494872293
20260901,24,316,316,30760841,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.5032632350921631,0.719508945941925,0.19629964232444763,0.5948053002357483,11.338789780859665
20260901,24,317,317,30760842,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.525244951248169,0.6987412571907043,0.230500265955925,0.5391579270362854,9.522169673663102
20260901,24,318,318,30760843,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.563221275806427,0.7316030263900757,0.20559751987457275,0.5791786909103394,6.558756443225646
20260901,24,319,319,30760844,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.5002840161323547,0.6983975768089294,0.2039371132850647,0.6797510385513306,11.023490747491909
20260901,24,320,320,30760845,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.47516995668411255,0.6715653538703918,0.19320979714393616,0.5524571537971497,9.459690287831425
20260901,24,321,321,30760846,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.5029361844062805,0.7035032510757446,0.19910919666290283,0.6644906401634216,4.500314300470862
20260901,24,322,322,30760847,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.5088427662849426,0.696230947971344,0.20554345846176147,0.7015536427497864,11.248962080561913
20260901,24,323,323,30760848,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.5434759259223938,0.7137572765350342,0.20764599740505219,0.6758807897567749,4.693648213857329
20260901,24,324,324,30760849,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.47805821895599365,0.679771363735199,0.19199226796627045,0.4887540638446808,11.511735899919314
20260901,24,325,325,30760850,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.5115535855293274,0.7165022492408752,0.19992420077323914,0.6215733885765076,6.241653050259634
20260901,24,326,326,30760851,test_joint_ood,2,0.08,6,1e-06,0.3995325696450891,0.5876955389976501,0.7402165532112122,0.2143469899892807,0.6300703883171082,5.491573180437761
20260901,24,327,327,30760852,test_joint_ood,2,0.12,6,1e-06,0.3995325696450891,0.5407583713531494,0.7421253323554993,0.21392683684825897,0.5667967200279236,8.438303474203689
20260901,36,200,200,30460821,test_iid,0,0.02,6,1e-06,0.2212779918409069,0.0962911918759346,0.23765888810157776,0.08820699900388718,0.12790632247924805,69.55339126686086
20260901,36,201,201,30460822,test_iid,0,0.05,6,1e-06,0.2212779918409069,0.12043946236371994,0.2893010675907135,0.10877875983715057,0.12733639776706696,63.81506975017538
20260901,36,202,202,30460823,test_iid,0,0.02,6,1e-06,0.2212779918409069,0.13860294222831726,0.2519262731075287,0.10927680879831314,0.14877037703990936,53.186088685225975
20260901,36,203,203,30460824,test_iid,0,0.05,6,1e-06,0.2212779918409069,0.10639682412147522,0.29691606760025024,0.08404098451137543,0.0932750478386879,70.34915078481849
20260901,36,204,204,30460825,test_iid,0,0.02,6,1e-06,0.2212779918409069,0.08681000024080276,0.21536196768283844,0.08242826163768768,0.0927872285246849,72.25927432737659
20260901,36,205,205,30460826,test_iid,0,0.05,6,1e-06,0.2212779918409069,0.11252529919147491,0.26675984263420105,0.08764185756444931,0.12479716539382935,60.49329152715221
20260901,36,206,206,30460827,test_iid,1,0.02,6,1e-06,0.2212779918409069,0.16226445138454437,0.2995486557483673,0.0829654186964035,0.26975366473197937,43.61417962615031
20260901,36,207,207,30460828,test_iid,1,0.05,6,1e-06,0.2212779918409069,0.1884957253932953,0.3335972726345062,0.09777835756540298,0.430571049451828,37.76454192792411
20260901,36,208,208,30460829,test_iid,1,0.02,6,1e-06,0.2212779918409069,0.24127286672592163,0.4696851372718811,0.09586628526449203,0.35206690430641174,35.868113402757864
20260901,36,209,209,30460830,test_iid,1,0.05,6,1e-06,0.2212779918409069,0.16818708181381226,0.31426191329956055,0.08127599209547043,0.23108553886413574,36.05635322067987
20260901,36,210,210,30460831,test_iid,1,0.02,6,1e-06,0.2212779918409069,0.14323082566261292,0.2691110670566559,0.07097002118825912,0.2344455122947693,38.11741460840232
20260901,36,211,211,30460832,test_iid,1,0.05,6,1e-06,0.2212779918409069,0.20730163156986237,0.3881922662258148,0.09850631654262543,0.3805089592933655,37.406692317983136
20260901,36,212,212,30460833,test_iid,0,0.02,6,1e-06,0.2212779918409069,0.14541764557361603,0.3357725143432617,0.12369578331708908,0.19341214001178741,59.38840064870001
20260901,36,213,213,30460834,test_iid,0,0.05,6,1e-06,0.2212779918409069,0.11982423067092896,0.252502977848053,0.10770362615585327,0.0949586033821106,60.65069186588826
20260901,36,214,214,30460835,test_iid,0,0.02,6,1e-06,0.2212779918409069,0.14723771810531616,0.25542715191841125,0.10596062242984772,0.12497612088918686,51.94454509050205
20260901,36,215,215,30460836,test_iid,0,0.05,6,1e-06,0.2212779918409069,0.14542949199676514,0.30951887369155884,0.1273578405380249,0.22099173069000244,63.10582777425323
20260901,36,216,216,30460837,test_iid,0,0.02,6,1e-06,0.2212779918409069,0.09837954491376877,0.21900591254234314,0.08788616955280304,0.11567114293575287,67.00782100984235
20260901,36,217,217,30460838,test_iid,0,0.05,6,1e-06,0.2212779918409069,0.1135164350271225,0.214738130569458,0.07395924627780914,0.10405416786670685,53.580937931896216
20260901,36,218,218,30460839,test_iid,1,0.02,6,1e-06,0.2212779918409069,0.1875859797000885,0.3725699484348297,0.09912306815385818,0.2800790071487427,45.317915569882544
20260901,36,219,219,30460840,test_iid,1,0.05,6,1e-06,0.2212779918409069,0.28177472949028015,0.5269833207130432,0.09343507140874863,0.45032018423080444,27.71125486089061
20260901,36,220,220,30460841,test_iid,1,0.02,6,1e-06,0.2212779918409069,0.36750978231430054,0.6514801383018494,0.13669630885124207,0.610721230506897,18.910408812010076
20260901,36,221,221,30460842,test_iid,1,0.05,6,1e-06,0.2212779918409069,0.2154787927865982,0.4258754253387451,0.08470288664102554,0.48713168501853943,34.66225934928349
20260901,36,222,222,30460843,test_iid,1,0.02,6,1e-06,0.2212779918409069,0.22998957335948944,0.4692290127277374,0.09768096357584,0.3910609185695648,38.03407400664177
20260901,36,223,223,30460844,test_iid,1,0.05,6,1e-06,0.2212779918409069,0.2386116087436676,0.45138606429100037,0.09979797154664993,0.40605074167251587,37.77481186463482
20260901,36,224,224,30460845,test_iid,0,0.02,6,1e-06,0.2212779918409069,0.0978483110666275,0.22681103646755219,0.08300253748893738,0.13910070061683655,65.53265147001807
20260901,36,225,225,30460846,test_iid,0,0.05,6,1e-06,0.2212779918409069,0.11437465250492096,0.2703090310096741,0.10383528470993042,0.08084956556558609,68.76259631294903
20260901,36,226,226,30460847,test_iid,0,0.02,6,1e-06,0.2212779918409069,0.06820731610059738,0.17841483652591705,0.057395365089178085,0.09025557339191437,75.84444419321414
20260901,36,227,227,30460848,test_iid,0,0.05,6,1e-06,0.2212779918409069,0.08718746900558472,0.2553316354751587,0.079935722053051,0.08521964401006699,71.47158412654255
20260901,36,228,228,30460849,test_iid,0,0.02,6,1e-06,0.2212779918409069,0.10493022948503494,0.21945194900035858,0.06858561187982559,0.09733344614505768,51.9427145157782
20260901,36,229,229,30460850,test_iid,0,0.05,6,1e-06,0.2212779918409069,0.11650996655225754,0.28098660707473755,0.10928257554769516,0.13801662623882294,66.73139750252771
20260901,36,230,230,30460851,test_iid,1,0.02,6,1e-06,0.2212779918409069,0.20222538709640503,0.3484554886817932,0.07701840251684189,0.35433024168014526,28.863057812860074
