cumulative_epochs,source_index,sample_seed,source_split,family_id,noise_level,model_seed_count,field_rel_l2,audit_reprojection_rel_l2
48,284,30660841,test_family_ood,2,0.02,3,0.43444014588991803,0.49952439467112225
48,285,30660842,test_family_ood,2,0.05,3,0.5575462579727173,0.7031919757525126
48,286,30660843,test_family_ood,2,0.02,3,0.5276926159858704,0.563187817732493
48,287,30660844,test_family_ood,2,0.05,3,0.4226299822330475,0.4353602925936381
48,288,30660845,test_family_ood,2,0.02,3,0.4739612638950348,0.46753085652987164
48,289,30660846,test_family_ood,2,0.05,3,0.5389920274416605,0.5318719943364462
48,290,30660847,test_family_ood,2,0.02,3,0.46682777007420856,0.5510717034339905
48,291,30660848,test_family_ood,2,0.05,3,0.530052125453949,0.6530766685803732
48,292,30660849,test_family_ood,2,0.02,3,0.5605699221293131,0.4778186579545339
48,293,30660850,test_family_ood,2,0.05,3,0.46079472700754803,0.4356493254502614
48,294,30660851,test_family_ood,2,0.02,3,0.4128638505935669,0.440861572821935
48,295,30660852,test_family_ood,2,0.05,3,0.4723821183045705,0.5601287285486857
48,296,30760821,test_joint_ood,2,0.08,3,0.5348031918207804,0.509596566359202
48,297,30760822,test_joint_ood,2,0.12,3,0.5341921448707581,0.6436756054560343
48,298,30760823,test_joint_ood,2,0.08,3,0.5514640609423319,0.5826580921808878
48,299,30760824,test_joint_ood,2,0.12,3,0.47512319684028625,0.43436233202616376
48,300,30760825,test_joint_ood,2,0.08,3,0.4103275239467621,0.4118403693040212
48,301,30760826,test_joint_ood,2,0.12,3,0.44349825382232666,0.5104059974352518
48,302,30760827,test_joint_ood,2,0.08,3,0.42525925238927204,0.5233113765716553
48,303,30760828,test_joint_ood,2,0.12,3,0.5828521847724915,0.5866950154304504
48,304,30760829,test_joint_ood,2,0.08,3,0.5229593515396118,0.5590683023134867
48,305,30760830,test_joint_ood,2,0.12,3,0.44869187474250793,0.4865015347798665
48,306,30760831,test_joint_ood,2,0.08,3,0.4771822392940521,0.4975473980108897
48,307,30760832,test_joint_ood,2,0.12,3,0.4436243971188863,0.5458981593449911
48,308,30760833,test_joint_ood,2,0.08,3,0.5402011871337891,0.6153501868247986
48,309,30760834,test_joint_ood,2,0.12,3,0.5227411786715189,0.5942185918490092
48,310,30760835,test_joint_ood,2,0.08,3,0.5326799154281616,0.5111389656861623
48,311,30760836,test_joint_ood,2,0.12,3,0.5121755997339884,0.4491758445898692
48,312,30760837,test_joint_ood,2,0.08,3,0.5446175932884216,0.6727487842241923
48,313,30760838,test_joint_ood,2,0.12,3,0.47380997737248737,0.4456278383731842
48,314,30760839,test_joint_ood,2,0.08,3,0.5279477039972941,0.5432271361351013
48,315,30760840,test_joint_ood,2,0.12,3,0.5598438779513041,0.6101578871409098
48,316,30760841,test_joint_ood,2,0.08,3,0.48190422852834064,0.5420374472935995
48,317,30760842,test_joint_ood,2,0.12,3,0.515277624130249,0.499151478211085
48,318,30760843,test_joint_ood,2,0.08,3,0.5411993861198425,0.5125728050867716
48,319,30760844,test_joint_ood,2,0.12,3,0.4871549407641093,0.6097676157951355
48,320,30760845,test_joint_ood,2,0.08,3,0.45344898104667664,0.4382317066192627
48,321,30760846,test_joint_ood,2,0.12,3,0.47974635163942975,0.6010667681694031
48,322,30760847,test_joint_ood,2,0.08,3,0.49469977617263794,0.6491961479187012
48,323,30760848,test_joint_ood,2,0.12,3,0.5272429386774699,0.6569923559824625
48,324,30760849,test_joint_ood,2,0.08,3,0.4561387399832408,0.4249383211135864
48,325,30760850,test_joint_ood,2,0.12,3,0.4950615664323171,0.6063925822575887
48,326,30760851,test_joint_ood,2,0.08,3,0.570956806341807,0.6040721734364828
48,327,30760852,test_joint_ood,2,0.12,3,0.5271937847137451,0.5291087627410889
60,200,30460821,test_iid,0,0.02,3,0.08280744155248006,0.1440198322137197
60,201,30460822,test_iid,0,0.05,3,0.1085731213291486,0.1153394877910614
60,202,30460823,test_iid,0,0.02,3,0.11107730120420456,0.16118107239405313
60,203,30460824,test_iid,0,0.05,3,0.07955974837144215,0.0846312219897906
60,204,30460825,test_iid,0,0.02,3,0.07509330660104752,0.08790132651726405
60,205,30460826,test_iid,0,0.05,3,0.09511012583971024,0.12288462122281392
60,206,30460827,test_iid,1,0.02,3,0.11942679683367412,0.16402476032574972
60,207,30460828,test_iid,1,0.05,3,0.16143559912840524,0.35092731316884357
60,208,30460829,test_iid,1,0.02,3,0.20570517083009085,0.2704225679238637
60,209,30460830,test_iid,1,0.05,3,0.13839917381604513,0.18189584712187448
60,210,30460831,test_iid,1,0.02,3,0.12063302844762802,0.19273879627386728
60,211,30460832,test_iid,1,0.05,3,0.16469351947307587,0.25601613024870556
60,212,30460833,test_iid,0,0.02,3,0.12643968810637793,0.16185049712657928
60,213,30460834,test_iid,0,0.05,3,0.10825399557749431,0.11780820538600285
60,214,30460835,test_iid,0,0.02,3,0.12358587483565013,0.13011675824721655
60,215,30460836,test_iid,0,0.05,3,0.10437888155380885,0.14063150187333426
60,216,30460837,test_iid,0,0.02,3,0.08067407210667928,0.10040544718503952
60,217,30460838,test_iid,0,0.05,3,0.08780033886432648,0.10097438345352809
60,218,30460839,test_iid,1,0.02,3,0.1317011465628942,0.14856712023417154
60,219,30460840,test_iid,1,0.05,3,0.23209562400976816,0.3465319573879242
60,220,30460841,test_iid,1,0.02,3,0.33640849590301514,0.5468492905298868
60,221,30460842,test_iid,1,0.05,3,0.17122105260690054,0.3642343779404958
60,222,30460843,test_iid,1,0.02,3,0.20825064678986868,0.3539659082889557
60,223,30460844,test_iid,1,0.05,3,0.20705389976501465,0.3414749602476756
60,224,30460845,test_iid,0,0.02,3,0.08217657605806987,0.11311835298935573
60,225,30460846,test_iid,0,0.05,3,0.0946303978562355,0.06236230333646139
60,226,30460847,test_iid,0,0.02,3,0.0596629964808623,0.08517741908629735
60,227,30460848,test_iid,0,0.05,3,0.07431232929229736,0.08329706142346065
60,228,30460849,test_iid,0,0.02,3,0.07981804261604945,0.06625579421718915
60,229,30460850,test_iid,0,0.05,3,0.09256179382403691,0.1158707986275355
60,230,30460851,test_iid,1,0.02,3,0.15993939836819968,0.26710503300031024
60,231,30460852,test_iid,1,0.05,3,0.17519490917523703,0.20357315242290497
60,232,30560821,test_noise_ood,0,0.08,3,0.08566777904828389,0.08850225309530894
60,233,30560822,test_noise_ood,0,0.12,3,0.10530133545398712,0.11323140064875285
60,234,30560823,test_noise_ood,0,0.08,3,0.12173664569854736,0.14566873013973236
60,235,30560824,test_noise_ood,0,0.12,3,0.12206331143776576,0.10924060394366582
60,236,30560825,test_noise_ood,0,0.08,3,0.10063715775807698,0.13151617348194122
60,237,30560826,test_noise_ood,0,0.12,3,0.11974989871184032,0.10378211239973704
60,238,30560827,test_noise_ood,1,0.08,3,0.27311471104621887,0.2642553249994914
60,239,30560828,test_noise_ood,1,0.12,3,0.2028052012125651,0.24359401067097983
60,240,30560829,test_noise_ood,1,0.08,3,0.14621067543824515,0.20324417452017465
60,241,30560830,test_noise_ood,1,0.12,3,0.16461657484372458,0.30190003911654156
60,242,30560831,test_noise_ood,1,0.08,3,0.3069681227207184,0.35741164286931354
60,243,30560832,test_noise_ood,1,0.12,3,0.18263537685076395,0.1868208944797516
60,244,30560833,test_noise_ood,0,0.08,3,0.0929090107480685,0.11017497877279918
60,245,30560834,test_noise_ood,0,0.12,3,0.102968064447244,0.09149660915136337
60,246,30560835,test_noise_ood,0,0.08,3,0.10132554918527603,0.16203835109869638
60,247,30560836,test_noise_ood,0,0.12,3,0.11669236918290456,0.14579704900582632
60,248,30560837,test_noise_ood,0,0.08,3,0.09684180716673534,0.13597532361745834
60,249,30560838,test_noise_ood,0,0.12,3,0.13276273012161255,0.17976980904738107
60,250,30560839,test_noise_ood,1,0.08,3,0.19101970891157785,0.2775750557581584
60,251,30560840,test_noise_ood,1,0.12,3,0.33342886964480084,0.52271435658137
60,252,30560841,test_noise_ood,1,0.08,3,0.2520330498615901,0.34347018599510193
60,253,30560842,test_noise_ood,1,0.12,3,0.21590212484200796,0.34640268484751385
60,254,30560843,test_noise_ood,1,0.08,3,0.13501489162445068,0.18312213818232217
60,255,30560844,test_noise_ood,1,0.12,3,0.19480849305788675,0.2719680666923523
60,256,30560845,test_noise_ood,0,0.08,3,0.09254450102647145,0.10905285427967708
60,257,30560846,test_noise_ood,0,0.12,3,0.13874421020348868,0.18507894376913706
60,258,30560847,test_noise_ood,0,0.08,3,0.09250540783007939,0.08765259633461635
60,259,30560848,test_noise_ood,0,0.12,3,0.12082871049642563,0.11150875687599182
60,260,30560849,test_noise_ood,0,0.08,3,0.10234129677216212,0.12375234812498093
60,261,30560850,test_noise_ood,0,0.12,3,0.12403652568658192,0.17392327388127646
60,262,30560851,test_noise_ood,1,0.08,3,0.18423248827457428,0.23162772754828134
60,263,30560852,test_noise_ood,1,0.12,3,0.22402234375476837,0.3519693116346995
60,264,30660821,test_family_ood,2,0.02,3,0.556239644686381,0.5621770620346069
60,265,30660822,test_family_ood,2,0.05,3,0.5105634530385336,0.5493040084838867
60,266,30660823,test_family_ood,2,0.02,3,0.4217503269513448,0.5031141142050425
60,267,30660824,test_family_ood,2,0.05,3,0.5864335298538208,0.5853649576505026
60,268,30660825,test_family_ood,2,0.02,3,0.4250322977701823,0.517204999923706
60,269,30660826,test_family_ood,2,0.05,3,0.5641496777534485,0.5842076539993286
60,270,30660827,test_family_ood,2,0.02,3,0.4936956564585368,0.5375310977300009
60,271,30660828,test_family_ood,2,0.05,3,0.5450882514317831,0.5217392047246298
60,272,30660829,test_family_ood,2,0.02,3,0.45048385858535767,0.4260003864765167
60,273,30660830,test_family_ood,2,0.05,3,0.5446775158246359,0.6508883833885193
60,274,30660831,test_family_ood,2,0.02,3,0.5388882557551066,0.49794145425160724
60,275,30660832,test_family_ood,2,0.05,3,0.4125404953956604,0.4590151607990265
60,276,30660833,test_family_ood,2,0.02,3,0.48819031318028766,0.5941114624341329
60,277,30660834,test_family_ood,2,0.05,3,0.5556630889574686,0.5576764543851217
60,278,30660835,test_family_ood,2,0.02,3,0.5692504445711771,0.697992205619812
60,279,30660836,test_family_ood,2,0.05,3,0.46132758259773254,0.49414005875587463
60,280,30660837,test_family_ood,2,0.02,3,0.5785380204518636,0.6848074992497762
60,281,30660838,test_family_ood,2,0.05,3,0.5351116259892782,0.5822084744771322
60,282,30660839,test_family_ood,2,0.02,3,0.4691951970259349,0.5359854698181152
60,283,30660840,test_family_ood,2,0.05,3,0.43520687023798627,0.38178327679634094
60,284,30660841,test_family_ood,2,0.02,3,0.43174153566360474,0.47855862975120544
60,285,30660842,test_family_ood,2,0.05,3,0.5545591115951538,0.702499508857727
60,286,30660843,test_family_ood,2,0.02,3,0.5234983166058859,0.5540038347244263
60,287,30660844,test_family_ood,2,0.05,3,0.4199475049972534,0.43674857417742413
60,288,30660845,test_family_ood,2,0.02,3,0.4692230224609375,0.46011191606521606
60,289,30660846,test_family_ood,2,0.05,3,0.5350449085235596,0.5290566086769104
60,290,30660847,test_family_ood,2,0.02,3,0.4624050060908,0.5441239476203918
60,291,30660848,test_family_ood,2,0.05,3,0.5264591574668884,0.6350916425387064
60,292,30660849,test_family_ood,2,0.02,3,0.5560000936190287,0.4722517927487691
60,293,30660850,test_family_ood,2,0.05,3,0.4546804924805959,0.4199284215768178
60,294,30660851,test_family_ood,2,0.02,3,0.41090036431948346,0.43487777312596637
60,295,30660852,test_family_ood,2,0.05,3,0.46831151843070984,0.5590462684631348
60,296,30760821,test_joint_ood,2,0.08,3,0.5320597092310587,0.49982959032058716
60,297,30760822,test_joint_ood,2,0.12,3,0.5281284054120382,0.6373938322067261
60,298,30760823,test_joint_ood,2,0.08,3,0.5425604383150736,0.5672480861345927
60,299,30760824,test_joint_ood,2,0.12,3,0.47126495838165283,0.4119147062301636
60,300,30760825,test_joint_ood,2,0.08,3,0.4049905041853587,0.3980458974838257
60,301,30760826,test_joint_ood,2,0.12,3,0.43811177213986713,0.500015397866567
60,302,30760827,test_joint_ood,2,0.08,3,0.42379988233248395,0.5109688738981882
60,303,30760828,test_joint_ood,2,0.12,3,0.5778772433598837,0.5780990123748779
60,304,30760829,test_joint_ood,2,0.08,3,0.5198789834976196,0.5489270091056824
60,305,30760830,test_joint_ood,2,0.12,3,0.44515563050905865,0.481584370136261
60,306,30760831,test_joint_ood,2,0.08,3,0.4714672863483429,0.4946675697962443
60,307,30760832,test_joint_ood,2,0.12,3,0.4394363860289256,0.5391713380813599
60,308,30760833,test_joint_ood,2,0.08,3,0.5339099566141764,0.605019191900889
60,309,30760834,test_joint_ood,2,0.12,3,0.5152976910273234,0.5827957391738892
60,310,30760835,test_joint_ood,2,0.08,3,0.52516241868337,0.5036452809969584
60,311,30760836,test_joint_ood,2,0.12,3,0.5075226823488871,0.44294315576553345
60,312,30760837,test_joint_ood,2,0.08,3,0.5399051904678345,0.6662371357282003
60,313,30760838,test_joint_ood,2,0.12,3,0.46819252769152325,0.4362752040227254
60,314,30760839,test_joint_ood,2,0.08,3,0.5242269039154053,0.5434800386428833
60,315,30760840,test_joint_ood,2,0.12,3,0.5567938884099325,0.6032209595044454
60,316,30760841,test_joint_ood,2,0.08,3,0.4777166446050008,0.5338269670804342
60,317,30760842,test_joint_ood,2,0.12,3,0.5124274094899496,0.48654701312383014
60,318,30760843,test_joint_ood,2,0.08,3,0.5365760922431946,0.5020705660184225
60,319,30760844,test_joint_ood,2,0.12,3,0.48473845918973285,0.5917520523071289
60,320,30760845,test_joint_ood,2,0.08,3,0.44854111472765607,0.4291279415289561
60,321,30760846,test_joint_ood,2,0.12,3,0.4732562204202016,0.5911493500073751
60,322,30760847,test_joint_ood,2,0.08,3,0.49122963349024457,0.6312160690625509
60,323,30760848,test_joint_ood,2,0.12,3,0.5230835874875387,0.6562326351801554
60,324,30760849,test_joint_ood,2,0.08,3,0.4521228571732839,0.41946592926979065
60,325,30760850,test_joint_ood,2,0.12,3,0.4911980628967285,0.603882352511088
60,326,30760851,test_joint_ood,2,0.08,3,0.5654709140459696,0.5955858826637268
60,327,30760852,test_joint_ood,2,0.12,3,0.5235323905944824,0.5317268172899882
72,200,30460821,test_iid,0,0.02,3,0.0802469551563263,0.1487402617931366
72,201,30460822,test_iid,0,0.05,3,0.1056651125351588,0.11098978916803996
72,202,30460823,test_iid,0,0.02,3,0.10484591871500015,0.15276574591795603
72,203,30460824,test_iid,0,0.05,3,0.07568007955948512,0.07754488289356232
72,204,30460825,test_iid,0,0.02,3,0.07202664266029994,0.08251840621232986
72,205,30460826,test_iid,0,0.05,3,0.09054145216941833,0.11799770841995876
72,206,30460827,test_iid,1,0.02,3,0.10892004519701004,0.13080618778864542
72,207,30460828,test_iid,1,0.05,3,0.15343347191810608,0.3267468710740407
72,208,30460829,test_iid,1,0.02,3,0.19488753378391266,0.24850102762381235
72,209,30460830,test_iid,1,0.05,3,0.1322380652030309,0.1768061468998591
72,210,30460831,test_iid,1,0.02,3,0.11205641676982243,0.167198712627093
72,211,30460832,test_iid,1,0.05,3,0.15546720723311105,0.2279226928949356
72,212,30460833,test_iid,0,0.02,3,0.12133333335320155,0.1531477818886439
72,213,30460834,test_iid,0,0.05,3,0.10750805338223775,0.12981712073087692
72,214,30460835,test_iid,0,0.02,3,0.11918264627456665,0.1283889835079511
72,215,30460836,test_iid,0,0.05,3,0.09926528483629227,0.1288895308971405
72,216,30460837,test_iid,0,0.02,3,0.07796730597813924,0.09854457527399063
72,217,30460838,test_iid,0,0.05,3,0.08395543446143468,0.09450889378786087
72,218,30460839,test_iid,1,0.02,3,0.1203529064853986,0.12394591669241588
72,219,30460840,test_iid,1,0.05,3,0.21963666379451752,0.323309193054835
72,220,30460841,test_iid,1,0.02,3,0.32879723111788434,0.5318640867869059
72,221,30460842,test_iid,1,0.05,3,0.15854820112387338,0.3205949664115906
72,222,30460843,test_iid,1,0.02,3,0.20241173108418783,0.3430752654870351
72,223,30460844,test_iid,1,0.05,3,0.1983958234389623,0.32271761695543927
72,224,30460845,test_iid,0,0.02,3,0.07807182768980662,0.10183485100666682
72,225,30460846,test_iid,0,0.05,3,0.09097902476787567,0.0609590175251166
72,226,30460847,test_iid,0,0.02,3,0.05670157944162687,0.07933410257101059
72,227,30460848,test_iid,0,0.05,3,0.07127280284961064,0.07813070466121037
72,228,30460849,test_iid,0,0.02,3,0.07633380840222041,0.06208297610282898
72,229,30460850,test_iid,0,0.05,3,0.08619941025972366,0.10266705850760142
72,230,30460851,test_iid,1,0.02,3,0.14850539962450662,0.23384902874628702
72,231,30460852,test_iid,1,0.05,3,0.16580414772033691,0.17372549076875052
72,232,30560821,test_noise_ood,0,0.08,3,0.08509429792563121,0.0899698610107104
72,233,30560822,test_noise_ood,0,0.12,3,0.10218724111715953,0.10877090195814769
72,234,30560823,test_noise_ood,0,0.08,3,0.11828959236542384,0.14663402239481607
72,235,30560824,test_noise_ood,0,0.12,3,0.12004063278436661,0.10611086587111156
72,236,30560825,test_noise_ood,0,0.08,3,0.09748281290133794,0.12388377885023753
72,237,30560826,test_noise_ood,0,0.12,3,0.11796324700117111,0.10181550184885661
72,238,30560827,test_noise_ood,1,0.08,3,0.263371338446935,0.24447175363699594
72,239,30560828,test_noise_ood,1,0.12,3,0.19464625418186188,0.225213423371315
72,240,30560829,test_noise_ood,1,0.08,3,0.14326865474383035,0.2054050217072169
72,241,30560830,test_noise_ood,1,0.12,3,0.16254915297031403,0.3127821882565816
72,242,30560831,test_noise_ood,1,0.08,3,0.294490506251653,0.3386112054189046
72,243,30560832,test_noise_ood,1,0.12,3,0.17330436408519745,0.16837002336978912
72,244,30560833,test_noise_ood,0,0.08,3,0.08934358259042104,0.09555030365784963
72,245,30560834,test_noise_ood,0,0.12,3,0.10064839571714401,0.09484720230102539
72,246,30560835,test_noise_ood,0,0.08,3,0.09506608794132869,0.14470354715983072
72,247,30560836,test_noise_ood,0,0.12,3,0.1135021299123764,0.12977080047130585
72,248,30560837,test_noise_ood,0,0.08,3,0.09348069131374359,0.1295347362756729
72,249,30560838,test_noise_ood,0,0.12,3,0.12655955056349436,0.16620387633641562
72,250,30560839,test_noise_ood,1,0.08,3,0.1819497992595037,0.2479224999745687
72,251,30560840,test_noise_ood,1,0.12,3,0.32664693395296734,0.5075912872950236
72,252,30560841,test_noise_ood,1,0.08,3,0.24537794788678488,0.33713121215502423
72,253,30560842,test_noise_ood,1,0.12,3,0.20611727237701416,0.3166356086730957
72,254,30560843,test_noise_ood,1,0.08,3,0.1286139984925588,0.17181271811326346
72,255,30560844,test_noise_ood,1,0.12,3,0.1876081575949987,0.2564135044813156
72,256,30560845,test_noise_ood,0,0.08,3,0.08884060382843018,0.09612853576739629
72,257,30560846,test_noise_ood,0,0.12,3,0.1357902536789576,0.17281795044740042
72,258,30560847,test_noise_ood,0,0.08,3,0.09032297631104787,0.08981068680683772
72,259,30560848,test_noise_ood,0,0.12,3,0.1195523167649905,0.11237154404322307
72,260,30560849,test_noise_ood,0,0.08,3,0.10034920523564021,0.11903814971446991
72,261,30560850,test_noise_ood,0,0.12,3,0.12213536600271861,0.1798772712548574
72,262,30560851,test_noise_ood,1,0.08,3,0.177884042263031,0.2081252485513687
72,263,30560852,test_noise_ood,1,0.12,3,0.2155405580997467,0.3293098310629527
72,264,30660821,test_family_ood,2,0.02,3,0.5525552034378052,0.5515996019045512
72,265,30660822,test_family_ood,2,0.05,3,0.509823719660441,0.5478589733441671
72,266,30660823,test_family_ood,2,0.02,3,0.41953642169634503,0.49978522459665936
72,267,30660824,test_family_ood,2,0.05,3,0.5830034216245016,0.5798106988271078
72,268,30660825,test_family_ood,2,0.02,3,0.4228710134824117,0.5063588917255402
72,269,30660826,test_family_ood,2,0.05,3,0.5611099600791931,0.578762431939443
72,270,30660827,test_family_ood,2,0.02,3,0.49193504452705383,0.5257310271263123
72,271,30660828,test_family_ood,2,0.05,3,0.5399967034657797,0.5096901853879293
72,272,30660829,test_family_ood,2,0.02,3,0.4491654833157857,0.42582063873608905
72,273,30660830,test_family_ood,2,0.05,3,0.5398804942766825,0.641948918501536
72,274,30660831,test_family_ood,2,0.02,3,0.5367875099182129,0.493274321158727
72,275,30660832,test_family_ood,2,0.05,3,0.4139990508556366,0.45675195256869
72,276,30660833,test_family_ood,2,0.02,3,0.4859243432680766,0.577822744846344
72,277,30660834,test_family_ood,2,0.05,3,0.5531561573346456,0.5515564481417338
72,278,30660835,test_family_ood,2,0.02,3,0.5681286255518595,0.6894163290659586
72,279,30660836,test_family_ood,2,0.05,3,0.45903706550598145,0.4879654844601949
72,280,30660837,test_family_ood,2,0.02,3,0.5765806635220846,0.6837149262428284
72,281,30660838,test_family_ood,2,0.05,3,0.5338430404663086,0.5707579851150513
72,282,30660839,test_family_ood,2,0.02,3,0.46747254331906635,0.5287387172381083
72,283,30660840,test_family_ood,2,0.05,3,0.43464792768160504,0.37086352705955505
72,284,30660841,test_family_ood,2,0.02,3,0.4315294325351715,0.46162644028663635
72,285,30660842,test_family_ood,2,0.05,3,0.5532753864924113,0.7022144993146261
72,286,30660843,test_family_ood,2,0.02,3,0.521165649096171,0.5460284352302551
72,287,30660844,test_family_ood,2,0.05,3,0.419092724720637,0.4361182550589244
72,288,30660845,test_family_ood,2,0.02,3,0.4673730532328288,0.45439162850379944
72,289,30660846,test_family_ood,2,0.05,3,0.5331681966781616,0.525884211063385
72,290,30660847,test_family_ood,2,0.02,3,0.4607468247413635,0.539099375406901
72,291,30660848,test_family_ood,2,0.05,3,0.5252372821172079,0.6213489572207133
72,292,30660849,test_family_ood,2,0.02,3,0.5538028677304586,0.46790894865989685
72,293,30660850,test_family_ood,2,0.05,3,0.45171786348025006,0.40898652871449787
72,294,30660851,test_family_ood,2,0.02,3,0.4116065601507823,0.4311677813529968
72,295,30660852,test_family_ood,2,0.05,3,0.467080295085907,0.5578099687894186
72,296,30760821,test_joint_ood,2,0.08,3,0.5312791069348654,0.49368900060653687
72,297,30760822,test_joint_ood,2,0.12,3,0.5250510573387146,0.6341994802157084
72,298,30760823,test_joint_ood,2,0.08,3,0.5370183984438578,0.5541844367980957
72,299,30760824,test_joint_ood,2,0.12,3,0.4702106714248657,0.3942030767599742
72,300,30760825,test_joint_ood,2,0.08,3,0.4026758869489034,0.38864368200302124
72,301,30760826,test_joint_ood,2,0.12,3,0.43568233648935956,0.4930274685223897
72,302,30760827,test_joint_ood,2,0.08,3,0.42452728748321533,0.49931801358858746
72,303,30760828,test_joint_ood,2,0.12,3,0.5752744873364767,0.5716317097345988
72,304,30760829,test_joint_ood,2,0.08,3,0.5193920135498047,0.5412767926851908
72,305,30760830,test_joint_ood,2,0.12,3,0.44347923000653583,0.47615403930346173
72,306,30760831,test_joint_ood,2,0.08,3,0.4682301878929138,0.4901939829190572
72,307,30760832,test_joint_ood,2,0.12,3,0.4375959833463033,0.53468257188797
72,308,30760833,test_joint_ood,2,0.08,3,0.5293663342793783,0.5940016508102417
72,309,30760834,test_joint_ood,2,0.12,3,0.5110025803248087,0.5723366340001425
72,310,30760835,test_joint_ood,2,0.08,3,0.5211739937464396,0.4958579440911611
72,311,30760836,test_joint_ood,2,0.12,3,0.5056247313817342,0.43500298261642456
72,312,30760837,test_joint_ood,2,0.08,3,0.5379535754521688,0.6620705723762512
72,313,30760838,test_joint_ood,2,0.12,3,0.465740164120992,0.43114662170410156
72,314,30760839,test_joint_ood,2,0.08,3,0.5231079459190369,0.5434169371922811
72,315,30760840,test_joint_ood,2,0.12,3,0.555096964041392,0.5954580108324686
72,316,30760841,test_joint_ood,2,0.08,3,0.476147065560023,0.5277422070503235
72,317,30760842,test_joint_ood,2,0.12,3,0.5114713907241821,0.4782869219779968
72,318,30760843,test_joint_ood,2,0.08,3,0.5348977843920389,0.4956749478975932
72,319,30760844,test_joint_ood,2,0.12,3,0.48419058322906494,0.5780783891677856
72,320,30760845,test_joint_ood,2,0.08,3,0.44648287693659466,0.4213195741176605
72,321,30760846,test_joint_ood,2,0.12,3,0.4705230991045634,0.5867915352185568
72,322,30760847,test_joint_ood,2,0.08,3,0.49003998438517254,0.6169675787289938
72,323,30760848,test_joint_ood,2,0.12,3,0.5211538076400757,0.6561714212099711
72,324,30760849,test_joint_ood,2,0.08,3,0.4507370591163635,0.41655633846918744
72,325,30760850,test_joint_ood,2,0.12,3,0.48990148305892944,0.6028452515602112
72,326,30760851,test_joint_ood,2,0.08,3,0.5625643332799276,0.589164117972056
72,327,30760852,test_joint_ood,2,0.12,3,0.5219453573226929,0.5333298246065775
84,200,30460821,test_iid,0,0.02,3,0.07859982053438823,0.15332570672035217
84,201,30460822,test_iid,0,0.05,3,0.10407957683006923,0.10951859503984451
84,202,30460823,test_iid,0,0.02,3,0.09994173049926758,0.14508419235547385
84,203,30460824,test_iid,0,0.05,3,0.07330320527156194,0.07336948315302531
84,204,30460825,test_iid,0,0.02,3,0.07022583733002345,0.0808526302377383
84,205,30460826,test_iid,0,0.05,3,0.08738005409638087,0.1141741747657458
84,206,30460827,test_iid,1,0.02,3,0.1033343772093455,0.11214074244101842
84,207,30460828,test_iid,1,0.05,3,0.1469357113043467,0.3051316936810811
84,208,30460829,test_iid,1,0.02,3,0.18646395206451416,0.2317740817864736
84,209,30460830,test_iid,1,0.05,3,0.12743314603964487,0.1745667705933253
84,210,30460831,test_iid,1,0.02,3,0.10516212383906047,0.14515179892381033
84,211,30460832,test_iid,1,0.05,3,0.14886146783828735,0.2098766416311264
84,212,30460833,test_iid,0,0.02,3,0.11795443793137868,0.14678030709425607
84,213,30460834,test_iid,0,0.05,3,0.10798291116952896,0.1389776865641276
84,214,30460835,test_iid,0,0.02,3,0.1169031634926796,0.13491329550743103
84,215,30460836,test_iid,0,0.05,3,0.09606824566920598,0.12499798585971196
84,216,30460837,test_iid,0,0.02,3,0.07626627882321675,0.09788279483715694
84,217,30460838,test_iid,0,0.05,3,0.0814110313852628,0.08858444044987361
84,218,30460839,test_iid,1,0.02,3,0.1139914666612943,0.1114836186170578
84,219,30460840,test_iid,1,0.05,3,0.21037844816843668,0.30672842264175415
84,220,30460841,test_iid,1,0.02,3,0.32174203793207806,0.5182993312676748
84,221,30460842,test_iid,1,0.05,3,0.14839143554369608,0.285647710164388
84,222,30460843,test_iid,1,0.02,3,0.1979075769583384,0.3341273069381714
84,223,30460844,test_iid,1,0.05,3,0.19225756327311197,0.30992767214775085
84,224,30460845,test_iid,0,0.02,3,0.07460825393597285,0.09355564912160237
84,225,30460846,test_iid,0,0.05,3,0.08827647070089976,0.06032460555434227
84,226,30460847,test_iid,0,0.02,3,0.054884122063716255,0.07513072341680527
84,227,30460848,test_iid,0,0.05,3,0.06908171375592549,0.07400788615147273
84,228,30460849,test_iid,0,0.02,3,0.07453794777393341,0.06223827973008156
84,229,30460850,test_iid,0,0.05,3,0.08264086643854777,0.09511784215768178
84,230,30460851,test_iid,1,0.02,3,0.13986500104268393,0.20871666073799133
84,231,30460852,test_iid,1,0.05,3,0.15869774917761484,0.15212846299012503
84,232,30560821,test_noise_ood,0,0.08,3,0.08431058873732884,0.08925682802995046
84,233,30560822,test_noise_ood,0,0.12,3,0.1007702648639679,0.10808055102825165
84,234,30560823,test_noise_ood,0,0.08,3,0.11636902888615926,0.15029220779736838
84,235,30560824,test_noise_ood,0,0.12,3,0.11869202554225922,0.10476892441511154
84,236,30560825,test_noise_ood,0,0.08,3,0.09459797789653142,0.11662502586841583
84,237,30560826,test_noise_ood,0,0.12,3,0.11628376692533493,0.0990586057305336
84,238,30560827,test_noise_ood,1,0.08,3,0.2561786472797394,0.23145015041033426
84,239,30560828,test_noise_ood,1,0.12,3,0.18831224739551544,0.2126995325088501
84,240,30560829,test_noise_ood,1,0.08,3,0.1413265268007914,0.2088968257109324
