family,phantom_seed,noise_fraction,rig_name,network_repeat_count,network_repeat_ids,admitted_network_repeat_count,all_network_repeats_admitted,maximum_normalized_total_l2_change,maximum_normalized_total_h1_change,maximum_normalized_total_huber_change,minimum_normalized_development_improvement,minimum_gate_holdout_improvement,maximum_residual_roughness_log1p,maximum_worst_renderer_relative_change,maximum_field_delta_candidate_minus_base,maximum_h1_delta_candidate_minus_base,median_field_delta_candidate_minus_base,median_h1_delta_candidate_minus_base,median_dense_automatic_delta_candidate_minus_base,median_test_automatic_delta_candidate_minus_base,train_view_count,neural_sample_count,beneficial_truth_label,truth_outcome_class
smooth_plume,3302,0.08,nominal_six_view,2,base101_residual307|base211_residual419,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,32,False,neutral
smooth_plume,3302,0.08,sparse_four_view,2,base101_residual307|base211_residual419,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,32,False,neutral
smooth_plume,3303,0.02,coarse_ray_six_view,2,base101_residual307|base211_residual419,1,False,0.0,0.027321934700012207,0.012273043394088745,0.0,0.0,2.832917134108843,0.0,0.0,0.0,-0.0033472909557889508,-0.0017139278849957612,-0.013763940935447888,-0.00830770056592428,6,20,False,neutral
smooth_plume,3303,0.02,nominal_six_view,2,base101_residual307|base211_residual419,2,True,0.01393437385559082,0.1431370973587036,0.054965972900390625,0.432442751936869,0.22182083307485712,3.3327968624326365,-0.08893099590651088,1.7590461873898122e-05,0.0014610357458102463,-0.005626302273700895,-0.0011079109156002104,-0.0471809699723031,-0.025836233985726015,6,32,False,harmful
smooth_plume,3303,0.02,sparse_four_view,2,base101_residual307|base211_residual419,2,True,-0.006604790687561035,0.060513973236083984,0.019542992115020752,0.3397296567900372,0.23704434575400724,3.5185819492281967,-0.024972491841535605,-0.0003570765399257547,0.00020622346650543688,-0.002852791911655425,-0.001226666807482242,-0.03904667915789734,-0.025332151783689215,4,32,False,neutral
smooth_plume,3303,0.08,coarse_ray_six_view,2,base101_residual307|base211_residual419,1,False,0.02040266990661621,0.02420675754547119,0.014323383569717407,0.0,0.0,3.556141692968829,0.0,0.0011122698265502023,0.0004997089218371359,0.0005561349132751012,0.00024985446091856794,-0.013755682678304862,-0.010032307880536384,6,20,False,harmful
smooth_plume,3303,0.08,nominal_six_view,2,base101_residual307|base211_residual419,2,True,0.0003764629364013672,0.07679533958435059,0.039703816175460815,0.15018451282108036,-0.01260955033220812,3.875649455450381,-0.032796416324000544,0.0006669723149465151,0.006805961846660255,-0.0036643473229344484,0.004734914991353291,-0.025178924368255827,0.0009855045276692884,6,32,False,harmful
smooth_plume,3303,0.08,sparse_four_view,2,base101_residual307|base211_residual419,1,False,0.0,0.11436080932617188,0.03819742798805237,0.0,0.0,3.768134326522749,0.0,0.002292807438741218,0.0018501878703896107,0.001146403719370609,0.0009250939351948054,-0.009270434410692606,-0.004925242928716461,4,32,False,harmful
smooth_plume,3304,0.02,coarse_ray_six_view,2,base101_residual307|base211_residual419,1,False,0.0,0.0,0.0,0.0,0.0,2.428463922462736,0.0,0.0,0.0,-0.005624715759768799,-0.00293580185082791,-0.0313472482157509,-0.026723022052354637,6,20,False,neutral
smooth_plume,3304,0.02,nominal_six_view,2,base101_residual307|base211_residual419,1,False,0.0,0.058293819427490234,0.02198764681816101,0.0,0.0,3.4243939046515406,0.0,0.0,0.0005616175017855579,-0.0005388559363224479,0.00028080875089277896,-0.030100270296735177,-0.026186422723509423,6,32,False,harmful
smooth_plume,3304,0.02,sparse_four_view,2,base101_residual307|base211_residual419,1,False,0.0,0.0,0.0,0.0,0.0,2.3743159075254345,0.0,0.0,0.0,-0.004774362374880284,-0.0015163549082638297,-0.02897383838473367,-0.021415878489294535,4,32,False,neutral
smooth_plume,3304,0.08,coarse_ray_six_view,2,base101_residual307|base211_residual419,2,True,0.030977368354797363,0.03790628910064697,0.02001357078552246,0.10324551620015754,0.04990591498179853,3.162454871226456,-0.03774530494623307,0.006315579460740475,0.0019119704271361726,0.0004357904184500716,0.0009029414246156109,-0.030308451148535386,-0.009694874776593275,6,20,False,harmful
smooth_plume,3304,0.08,nominal_six_view,2,base101_residual307|base211_residual419,2,True,-0.009523212909698486,0.08287703990936279,0.04018354415893555,0.25797658003116586,0.15844059348596562,3.67277092975977,-0.015666939970273908,0.0013138659786785245,0.0036522002007248616,0.0001484292946404911,0.003234170132806906,-0.05245448504240232,-0.038211184418977806,6,32,False,harmful
smooth_plume,3304,0.08,sparse_four_view,2,base101_residual307|base211_residual419,1,False,0.0,0.029995441436767578,0.01442950963973999,0.0,0.0,3.344760096018078,0.0,0.0,0.0,-0.002090866671848289,-0.0001208178368079793,-0.027490846915657653,-0.022669475887075935,4,32,False,neutral
smooth_plume,3305,0.02,coarse_ray_six_view,2,base101_residual307|base211_residual419,2,True,0.0013030767440795898,0.043463945388793945,0.014354348182678223,0.13747153256624312,0.27401651898635593,3.837647970803923,-0.007086918051487201,0.002223237475846032,0.0003754080552018646,0.0016190267093625782,0.00031129300225983536,-0.024434206286321,-0.018780099157819672,6,20,False,harmful
smooth_plume,3305,0.02,nominal_six_view,2,base101_residual307|base211_residual419,2,True,-0.012619733810424805,0.0776287317276001,0.02694830298423767,0.2719336765056335,0.08728275358336623,3.6955950311791463,-0.02754937149190917,0.0026807521517032834,0.00047875826165430513,-0.0038836609624823965,-0.0018100929295839369,-0.0405360849473632,-0.008854109962947825,6,32,False,harmful
smooth_plume,3305,0.02,sparse_four_view,2,base101_residual307|base211_residual419,1,False,0.0,0.0,0.0,0.0,0.0,1.7470437025814842,0.0,0.0,0.0,-0.005647290682796367,-0.0018446928378149097,-0.018980904246234352,-0.009437831595226334,4,32,False,neutral
smooth_plume,3305,0.08,coarse_ray_six_view,2,base101_residual307|base211_residual419,1,False,0.0,0.0,0.0,0.0,0.0,2.8434675532949716,0.0,0.0,0.0,-0.0008983164203891295,-0.0008950787343281613,-0.012732566645372027,-0.010351802745974123,6,20,False,neutral
