family,phantom_seed,noise_fraction,rig_name,base_model_seed,residual_seed,step,train_mean_whitened_mse,train_objective,normalized_total_l2,normalized_total_h1,normalized_total_huber,normalized_residual_l2,normalized_residual_h1,centered_regularization,development_normalized_mean,development_worst_ratio,all_renderers_consent,development_automatic_whitened_mse,development_central_0_whitened_mse,development_central_1_whitened_mse,development_central_2_whitened_mse
smooth_plume,3301,0.02,nominal_six_view,211,419,40.0,3.0703189373016357,3.0703189373016357,0.9450861215591431,0.9457593560218811,0.4549863934516907,0.0009334543137811124,0.002154064830392599,0.0,0.7679803607458233,0.9939534998075767,1.0,8.350852966308594,2.3325369358062744,6.41883659362793,7.758415222167969
smooth_plume,3301,0.02,nominal_six_view,211,419,60.0,2.6793196201324463,2.6793196201324463,0.9432645440101624,0.9772250652313232,0.46619951725006104,0.0009710269514471292,0.0018513441318646073,0.0,0.7354831754292286,1.002991196482657,0.0,7.7890801429748535,2.353745937347412,5.956570625305176,7.287558555603027
smooth_plume,3301,0.02,nominal_six_view,211,419,80.0,2.352781295776367,2.352781295776367,0.9443325400352478,1.022430419921875,0.48188820481300354,0.0009273339528590441,0.0030240239575505257,0.0,0.716033846779359,1.0123511564293555,0.0,7.52156925201416,2.37571120262146,5.606124401092529,7.000254154205322
smooth_plume,3301,0.02,nominal_six_view,211,419,100.0,2.172410488128662,2.172410488128662,0.9478412866592407,1.0668401718139648,0.4969276785850525,0.0008308117394335568,0.0053618005476891994,0.0,0.693819004553093,1.0160015093137336,0.0,7.179467678070068,2.384277582168579,5.300307750701904,6.6559553146362305
smooth_plume,3301,0.02,nominal_six_view,211,419,120.0,2.0349373817443848,2.0349373817443848,0.9521999955177307,1.0917941331863403,0.505465030670166,0.0007011864800006151,0.006772343069314957,0.0,0.680213829831195,1.0009277768588962,0.0,7.02029275894165,2.3489036560058594,5.164421081542969,6.529866695404053
smooth_plume,3301,0.02,nominal_six_view,211,419,140.0,1.9365029335021973,1.9365029335021973,0.9569287300109863,1.11460280418396,0.5131633281707764,0.00057959248078987,0.008454031310975552,0.0,0.6689224113448111,0.9866689478408971,1.0,6.89070987701416,2.3154420852661133,5.061223983764648,6.430011749267578
smooth_plume,3301,0.02,nominal_six_view,211,419,160.0,1.8654851913452148,1.8654851913452148,0.961837112903595,1.1324224472045898,0.5190560221672058,0.0004692879447247833,0.009829024784266949,0.0,0.6587931528864935,0.972518115625461,1.0,6.7806806564331055,2.282233953475952,4.9774065017700195,6.338517189025879
smooth_plume,3301,0.02,nominal_six_view,211,419,180.0,1.8104734420776367,1.8104734420776367,0.9660767912864685,1.1455888748168945,0.5233234167098999,0.0003883682657033205,0.011056236922740936,0.0,0.6501380692087886,0.9613773767932244,1.0,6.683621883392334,2.256089687347412,4.9021077156066895,6.257119655609131
smooth_plume,3301,0.02,nominal_six_view,211,419,200.0,1.7606475353240967,1.7606475353240967,0.9700379371643066,1.1561425924301147,0.5267819762229919,0.00032431966974399984,0.01224488578736782,0.0,0.641138566913926,0.9525629886525128,1.0,6.571455001831055,2.2354047298431396,4.819051742553711,6.156987190246582
smooth_plume,3301,0.02,nominal_six_view,211,419,220.0,1.710714340209961,1.710714340209961,0.9736642837524414,1.1641454696655273,0.5295002460479736,0.0002734466688707471,0.013367357663810253,0.0,0.6320219676953459,0.9450421238328116,1.0,6.4524383544921875,2.2177553176879883,4.733133316040039,6.0464935302734375
smooth_plume,3301,0.02,nominal_six_view,211,419,240.0,1.6666910648345947,1.6666910648345947,0.9772999882698059,1.1717935800552368,0.532241940498352,0.00023246303317137063,0.014582614414393902,0.0,0.6226817333185979,0.9389965380065436,1.0,6.336047172546387,2.2035679817199707,4.6303300857543945,5.929477691650391
smooth_plume,3301,0.08,nominal_six_view,101,307,20.0,0.9831118583679199,0.9831118583679199,0.9619395136833191,0.8891580700874329,0.44745972752571106,0.00045452278573065996,0.009032994508743286,0.0,0.9626451013914833,0.9967919220007991,1.0,1.5011049509048462,1.0751198530197144,1.3429219722747803,1.4332129955291748
smooth_plume,3301,0.08,nominal_six_view,101,307,40.0,0.9491228461265564,0.9491228461265564,0.963352620601654,0.8894166350364685,0.44800642132759094,0.0004587989242281765,0.007401193492114544,0.0,0.9525471213315205,0.9948976462194891,1.0,1.4490077495574951,1.0730767250061035,1.3448419570922852,1.422431468963623
smooth_plume,3301,0.08,nominal_six_view,101,307,60.0,0.9291924834251404,0.9291924834251404,0.9676483869552612,0.898991584777832,0.45164424180984497,0.000388731510611251,0.0066969809122383595,0.0,0.950617192168956,0.9964063027580784,1.0,1.434041976928711,1.0747039318084717,1.3458199501037598,1.4216623306274414
smooth_plume,3301,0.08,nominal_six_view,101,307,80.0,0.9121031165122986,0.9121031165122986,0.9746828675270081,0.9201507568359375,0.4592269957065582,0.00028551777359098196,0.005860635545104742,0.0,0.9443541575394412,0.9971211738563638,1.0,1.413847804069519,1.0754749774932861,1.3381245136260986,1.410226583480835
smooth_plume,3301,0.08,nominal_six_view,101,307,100.0,0.8966972231864929,0.8966972231864929,0.9806206822395325,0.9459001421928406,0.4683709740638733,0.0002073878567898646,0.004630180075764656,0.0,0.9368383165336999,0.9958923648163611,1.0,1.3970839977264404,1.0741496086120605,1.3281002044677734,1.393367886543274
smooth_plume,3301,0.08,nominal_six_view,101,307,120.0,0.8799048662185669,0.8799048662185669,0.9866229295730591,0.969356894493103,0.4769204258918762,0.00015258888015523553,0.003870199667289853,0.0,0.9376126958447821,0.9974027897435671,1.0,1.4100987911224365,1.0757787227630615,1.3199394941329956,1.3922693729400635
smooth_plume,3301,0.08,nominal_six_view,101,307,140.0,0.8669291138648987,0.8669291138648987,0.9937624931335449,0.9870766401290894,0.4837261736392975,0.0001322293101111427,0.00418950617313385,0.0,0.9476271695687252,1.00186774995206,0.0,1.4507197141647339,1.080594539642334,1.3179550170898438,1.4097399711608887
smooth_plume,3301,0.08,nominal_six_view,101,307,160.0,0.8549423813819885,0.8549423813819885,0.9966796636581421,0.9944472908973694,0.4869651198387146,0.00014504567661788315,0.005194494035094976,0.0,0.9417802064129737,1.0045890789845249,0.0,1.4289963245391846,1.0835297107696533,1.3119792938232422,1.3973546028137207
smooth_plume,3301,0.08,nominal_six_view,101,307,180.0,0.8464931845664978,0.8464931845664978,0.9987552762031555,1.000873327255249,0.4897785782814026,0.0001580573880346492,0.0064298128709197044,0.0,0.9406735428520651,1.007479068081304,0.0,1.421670913696289,1.0866467952728271,1.3105599880218506,1.3947945833206177
smooth_plume,3301,0.08,nominal_six_view,101,307,200.0,0.8390775918960571,0.8390775918960571,1.0007773637771606,1.0082006454467773,0.49286893010139465,0.00018451246432960033,0.007715015206485987,0.0,0.9351189642365155,1.009448500378822,0.0,1.4038159847259521,1.0887709856033325,1.3034231662750244,1.3829021453857422
smooth_plume,3301,0.08,nominal_six_view,101,307,220.0,0.8312679529190063,0.8312679529190063,1.002820372581482,1.014391541481018,0.49572664499282837,0.000225800511543639,0.009193294681608677,0.0,0.9283160334225868,1.0106361943834872,0.0,1.383625864982605,1.0900520086288452,1.2948193550109863,1.368441104888916
smooth_plume,3301,0.08,nominal_six_view,101,307,240.0,0.824050784111023,0.824050784111023,1.004712462425232,1.0190099477767944,0.4983724355697632,0.0002860066306311637,0.011034113354980946,0.0,0.9193760888562638,1.0116084765497855,0.0,1.3601396083831787,1.0911006927490234,1.2811472415924072,1.35001540184021
smooth_plume,3301,0.08,nominal_six_view,211,419,20.0,0.8738971948623657,0.8738971948623657,1.00816011428833,0.9687179923057556,0.4685342311859131,2.8296892196522094e-05,0.0022702794522047043,0.0,0.9095749018065197,0.9887266470288191,1.0,1.5629627704620361,1.1449722051620483,1.4618828296661377,1.5338683128356934
smooth_plume,3301,0.08,nominal_six_view,211,419,40.0,0.8438852429389954,0.8438852429389954,0.9994243383407593,0.9447066783905029,0.4611062705516815,1.684542621660512e-05,0.0033211386762559414,0.0,0.9010799699675431,0.9936687757708147,1.0,1.5495871305465698,1.1506953239440918,1.4301173686981201,1.514439344406128
smooth_plume,3301,0.08,nominal_six_view,211,419,60.0,0.8178471922874451,0.8178471922874451,1.0003794431686401,0.9756085276603699,0.47192931175231934,4.011985947727226e-05,0.003330925013870001,0.0,0.8924563027769538,0.9944122208285058,1.0,1.541029453277588,1.1515562534332275,1.3964990377426147,1.4992284774780273
smooth_plume,3301,0.08,nominal_six_view,211,419,80.0,0.8008772730827332,0.8008772730827332,1.0020955801010132,1.012649416923523,0.48441633582115173,6.687033601338044e-05,0.0038330629467964172,0.0,0.8874933476153033,0.9938334825130337,1.0,1.549179196357727,1.150886058807373,1.3695833683013916,1.4888938665390015
smooth_plume,3301,0.08,nominal_six_view,211,419,100.0,0.7855848670005798,0.7855848670005798,1.0041544437408447,1.0386971235275269,0.4936167895793915,9.82179117272608e-05,0.005259435158222914,0.0,0.8745320940253808,0.9946489867704457,1.0,1.5121291875839233,1.1518304347991943,1.3487212657928467,1.4543938636779785
smooth_plume,3301,0.08,nominal_six_view,211,419,120.0,0.7739359140396118,0.7739359140396118,1.0067949295043945,1.0590600967407227,0.5008867383003235,0.0001473431329941377,0.007264291867613792,0.0,0.8708722727912727,0.9983757856382927,1.0,1.501088261604309,1.1561461687088013,1.3405485153198242,1.441650629043579
smooth_plume,3301,0.08,nominal_six_view,211,419,140.0,0.7655156850814819,0.7655156850814819,1.0099060535430908,1.0734151601791382,0.5060529112815857,0.00019952745060436428,0.008715040981769562,0.0,0.8720277843842341,1.0015571993059669,0.0,1.5025819540023804,1.1598303318023682,1.3415871858596802,1.4415936470031738
smooth_plume,3301,0.08,nominal_six_view,211,419,160.0,0.7573002576828003,0.7573002576828003,1.014931321144104,1.0856070518493652,0.5105932950973511,0.0002666149230208248,0.009654433466494083,0.0,0.877692189113155,1.0044638615392771,0.0,1.5202794075012207,1.163196325302124,1.3474496603012085,1.4532722234725952
smooth_plume,3301,0.08,nominal_six_view,211,419,180.0,0.7512026429176331,0.7512026429176331,1.0211766958236694,1.098336100578308,0.5155912637710571,0.00036367811844684184,0.010770082473754883,0.0,0.8796378611642068,1.006429842391089,0.0,1.5253913402557373,1.1654729843139648,1.3503804206848145,1.4553896188735962
smooth_plume,3301,0.08,nominal_six_view,211,419,200.0,0.7455294132232666,0.7455294132232666,1.0260014533996582,1.1065164804458618,0.519365131855011,0.0004703025333583355,0.012275121174752712,0.0,0.8784991497646375,1.008620442062602,0.0,1.519615650177002,1.1680097579956055,1.3486406803131104,1.4508405923843384
smooth_plume,3301,0.08,nominal_six_view,211,419,220.0,0.7415180206298828,0.7415180206298828,1.0315380096435547,1.1142429113388062,0.5230696797370911,0.0006050940719433129,0.014295619912445545,0.0,0.8771344873136453,1.010305906744072,0.0,1.5148547887802124,1.1699615716934204,1.3468390703201294,1.4447016716003418
smooth_plume,3301,0.08,nominal_six_view,211,419,240.0,0.7359665632247925,0.7359665632247925,1.0370675325393677,1.1206369400024414,0.5262278318405151,0.0007545549306087196,0.016483204439282417,0.0,0.8821372860175954,1.0128099639343706,0.0,1.5342457294464111,1.1728613376617432,1.3500099182128906,1.453958511352539
smooth_plume,3301,0.02,sparse_four_view,101,307,20.0,2.977414131164551,2.977414131164551,0.9700586795806885,0.9782997369766235,0.4660738706588745,0.00027986912755295634,0.0019755426328629255,0.0,0.902046636172597,0.9859504256629157,1.0,12.383768081665039,4.591394424438477,9.239282608032227,11.400717735290527
smooth_plume,3301,0.02,sparse_four_view,101,307,40.0,2.292044162750244,2.292044162750244,0.9731063842773438,0.9957450032234192,0.4714359939098358,0.00021777210349682719,0.0012305056443437934,0.0,0.9057667515546314,0.985505927108176,1.0,12.319917678833008,4.589324474334717,9.343931198120117,11.527663230895996
smooth_plume,3301,0.02,sparse_four_view,101,307,60.0,1.9052547216415405,1.9052547216415405,0.9798038601875305,1.0103851556777954,0.47637495398521423,0.00012769014574587345,0.0011002100072801113,0.0,0.9119434797567119,0.9815330868811899,1.0,12.492545127868652,4.570823669433594,9.424503326416016,11.644432067871094
smooth_plume,3301,0.02,sparse_four_view,101,307,80.0,1.7475031614303589,1.7475031614303589,0.983157753944397,1.0227593183517456,0.4806407392024994,9.746356954565272e-05,0.0011563139269128442,0.0,0.9218856036175302,0.9788224751002477,1.0,12.863447189331055,4.558200836181641,9.441194534301758,11.843162536621094
smooth_plume,3301,0.02,sparse_four_view,101,307,100.0,1.6295912265777588,1.6295912265777588,0.98886638879776,1.0280293226242065,0.48321598768234253,4.909275958198123e-05,0.0010354591067880392,0.0,0.9231758963116281,0.9783121362850385,1.0,12.907920837402344,4.555824279785156,9.445199966430664,11.872057914733887
smooth_plume,3301,0.02,sparse_four_view,101,307,120.0,1.6038908958435059,1.6038908958435059,0.9881184697151184,1.0301704406738281,0.48400551080703735,5.2335133659653366e-05,0.0011237006401643157,0.0,0.9229648048976796,0.9775711005696155,1.0,12.962372779846191,4.55237340927124,9.391847610473633,11.88908863067627
smooth_plume,3301,0.02,sparse_four_view,101,307,140.0,1.5622031688690186,1.5622031688690186,0.9878554344177246,1.029423713684082,0.4839993119239807,5.509200491360389e-05,0.001180571038275957,0.0,0.9235976998834333,0.9762427246768169,1.0,13.031169891357422,4.546187400817871,9.363512992858887,11.91318130493164
smooth_plume,3301,0.02,sparse_four_view,101,307,160.0,1.5385643243789673,1.5385643243789673,0.9875168800354004,1.0280275344848633,0.48378923535346985,5.9257796237943694e-05,0.001202438143081963,0.0,0.9241235055371064,0.9748361186767112,1.0,13.092473983764648,4.539637088775635,9.3388671875,11.934804916381836
smooth_plume,3301,0.02,sparse_four_view,101,307,180.0,1.5224015712738037,1.5224015712738037,0.9870660901069641,1.0269039869308472,0.4836651682853699,6.34518510196358e-05,0.0011784371454268694,0.0,0.9235403723743788,0.9734387282651624,1.0,13.125646591186523,4.533129692077637,9.303266525268555,11.937629699707031
smooth_plume,3301,0.02,sparse_four_view,101,307,200.0,1.5058355331420898,1.5058355331420898,0.9867552518844604,1.025474190711975,0.48347580432891846,6.745802966179326e-05,0.0011698234593495727,0.0,0.9230706585404723,0.9717823798151578,1.0,13.160543441772461,4.525416374206543,9.271323204040527,11.943591117858887
smooth_plume,3301,0.02,sparse_four_view,101,307,220.0,1.4839837551116943,1.4839837551116943,0.9867938160896301,1.023993968963623,0.4833126664161682,6.908574869157746e-05,0.0011651890818029642,0.0,0.9225572209604118,0.9702042614724606,1.0,13.187701225280762,4.518067359924316,9.244424819946289,11.946850776672363
smooth_plume,3301,0.02,sparse_four_view,101,307,240.0,1.4653940200805664,1.4653940200805664,0.9871013164520264,1.0227335691452026,0.48324674367904663,6.893712270539254e-05,0.0011657295981422067,0.0,0.9219118344808934,0.968857761588833,1.0,13.202629089355469,4.511796951293945,9.221464157104492,11.946270942687988
smooth_plume,3301,0.02,sparse_four_view,211,419,20.0,2.8538804054260254,2.8538804054260254,0.9853755235671997,0.9623273015022278,0.46258410811424255,9.127469820668921e-05,0.0019791354425251484,0.0,0.828022481439539,1.030675704779646,0.0,6.939345359802246,2.545527219772339,5.480524063110352,6.511148929595947
smooth_plume,3301,0.02,sparse_four_view,211,419,40.0,2.195979595184326,2.195979595184326,0.9796474575996399,0.9596114158630371,0.4620794951915741,0.00013996324560139328,0.0016410652315244079,0.0,0.811300809028728,1.0416107930661291,0.0,6.653057098388672,2.5725343227386475,5.311502456665039,6.308680534362793
smooth_plume,3301,0.02,sparse_four_view,211,419,60.0,1.8998279571533203,1.8998279571533203,0.9831845164299011,0.9856066107749939,0.4711979031562805,0.00011078900570282713,0.001643351512029767,0.0,0.7971007737414457,1.0360148574946855,0.0,6.592764854431152,2.558713674545288,5.159085273742676,6.117664337158203
smooth_plume,3301,0.02,sparse_four_view,211,419,80.0,1.7750802040100098,1.7750802040100098,0.9845651984214783,1.0005627870559692,0.4761768579483032,0.00010543808457441628,0.0016343462048098445,0.0,0.789821071546956,1.0305068652248148,0.0,6.502539157867432,2.5451102256774902,5.100308418273926,6.069659233093262
smooth_plume,3301,0.02,sparse_four_view,211,419,100.0,1.6989820003509521,1.6989820003509521,0.9847213625907898,1.0095558166503906,0.4793902635574341,0.000111919674964156,0.0016117161139845848,0.0,0.7830133729756837,1.0230274370551369,0.0,6.456779479980469,2.5266377925872803,5.040033340454102,6.018233299255371
smooth_plume,3301,0.02,sparse_four_view,211,419,120.0,1.622847557067871,1.622847557067871,0.9838532209396362,1.0141023397445679,0.4812666177749634,0.00012509376392699778,0.0015858208062127233,0.0,0.773169403160095,1.01461219948321,0.0,6.381204605102539,2.5058541297912598,4.950895309448242,5.933659553527832
smooth_plume,3301,0.02,sparse_four_view,211,419,140.0,1.5646538734436035,1.5646538734436035,0.9828857779502869,1.0169957876205444,0.4826972484588623,0.0001413850550306961,0.00158312963321805,0.0,0.7635789184587468,1.0064625294443537,0.0,6.307495594024658,2.4857263565063477,4.864714622497559,5.849981307983398
smooth_plume,3301,0.02,sparse_four_view,211,419,160.0,1.517950177192688,1.517950177192688,0.981879711151123,1.0177072286605835,0.48345595598220825,0.00015837904356885701,0.001611044630408287,0.0,0.7530861376782322,0.9991155471690317,1.0,6.201669692993164,2.467581033706665,4.776351451873779,5.758819103240967
smooth_plume,3301,0.02,sparse_four_view,211,419,180.0,1.485185146331787,1.485185146331787,0.9815670251846313,1.0172960758209229,0.48394981026649475,0.00017133989604189992,0.001690049422904849,0.0,0.7431149957253522,0.9924412201355988,1.0,6.09202241897583,2.451097011566162,4.699766159057617,5.667354583740234
smooth_plume,3301,0.02,sparse_four_view,211,419,200.0,1.4530140161514282,1.4530140161514282,0.981975793838501,1.0159622430801392,0.48423242568969727,0.00017987049068324268,0.0017848997376859188,0.0,0.7335664987939234,0.9852953200745211,1.0,5.979781627655029,2.433448314666748,4.634572982788086,5.581693172454834
smooth_plume,3301,0.02,sparse_four_view,211,419,220.0,1.4333806037902832,1.4333806037902832,0.9827766418457031,1.0141830444335938,0.4843633770942688,0.00018488963542040437,0.0019163629040122032,0.0,0.7253153170424516,0.9793346756190566,1.0,5.877957344055176,2.418726921081543,4.584794998168945,5.5009989738464355
smooth_plume,3301,0.02,sparse_four_view,211,419,240.0,1.4153380393981934,1.4153380393981934,0.9837219715118408,1.01328706741333,0.48470354080200195,0.00018634060688782483,0.002079809783026576,0.0,0.718085882912294,0.975118803098423,1.0,5.772618770599365,2.4083147048950195,4.548834800720215,5.425174713134766
smooth_plume,3301,0.08,sparse_four_view,101,307,20.0,0.9441717863082886,0.9441717863082886,0.9639270305633545,0.9181681275367737,0.4516482353210449,0.0004438702599145472,0.005889349151402712,0.0,0.936134798742041,0.9980251826312374,1.0,2.4839651584625244,1.571443796157837,2.1803221702575684,2.378870964050293
smooth_plume,3301,0.08,sparse_four_view,101,307,40.0,0.8939568996429443,0.8939568996429443,0.9586183428764343,0.9098585247993469,0.4495319724082947,0.0005301900673657656,0.007769150193780661,0.0,0.938116528183745,0.9994349769198331,1.0,2.4976937770843506,1.573663592338562,2.1708264350891113,2.393907070159912
smooth_plume,3301,0.08,sparse_four_view,101,307,60.0,0.8688589930534363,0.8688589930534363,0.9564104676246643,0.9063093662261963,0.4488697946071625,0.0005817703786306083,0.008875477127730846,0.0,0.9401468162884807,1.0024968372183876,0.0,2.517320156097412,1.5784846544265747,2.155447006225586,2.4062442779541016
smooth_plume,3301,0.08,sparse_four_view,101,307,80.0,0.8533928394317627,0.8533928394317627,0.9574938416481018,0.9142923355102539,0.45177969336509705,0.0005925106233917177,0.009770529344677925,0.0,0.9416099538064134,1.0040417737015561,0.0,2.5242228507995605,1.580917239189148,2.1543078422546387,2.4123497009277344
smooth_plume,3301,0.08,sparse_four_view,101,307,100.0,0.842861533164978,0.842861533164978,0.9611786603927612,0.9232386946678162,0.4550634026527405,0.0005212549585849047,0.00936669297516346,0.0,0.9401989750391946,1.0041075656158889,0.0,2.5121898651123047,1.5810208320617676,2.156511068344116,2.406203269958496
smooth_plume,3301,0.08,sparse_four_view,101,307,120.0,0.8348585367202759,0.8348585367202759,0.9629539251327515,0.9263277053833008,0.4562976658344269,0.0005075128865428269,0.009493427351117134,0.0,0.9397251755794622,1.003927073183473,0.0,2.5083184242248535,1.5807366371154785,2.1573421955108643,2.4044079780578613
smooth_plume,3301,0.08,sparse_four_view,101,307,140.0,0.8328393697738647,0.8328393697738647,0.9650701284408569,0.9251657724380493,0.4562491774559021,0.00048125279136002064,0.009697566740214825,0.0,0.9391286563775212,1.0038203979161604,0.0,2.5052542686462402,1.5805686712265015,2.157670497894287,2.400932788848877
smooth_plume,3301,0.08,sparse_four_view,101,307,160.0,0.8218637108802795,0.8218637108802795,0.9668241143226624,0.9219655394554138,0.455429345369339,0.0004711924120783806,0.010356034152209759,0.0,0.9384951266191245,1.0037792874334415,0.0,2.501612663269043,1.5805039405822754,2.157804250717163,2.3976666927337646
smooth_plume,3301,0.08,sparse_four_view,101,307,180.0,0.8146049976348877,0.8146049976348877,0.9695197939872742,0.9183605909347534,0.45443373918533325,0.0004556639469228685,0.011586624197661877,0.0,0.9384922832693421,1.0039796158630439,0.0,2.500518321990967,1.5808193683624268,2.1590116024017334,2.3967628479003906
smooth_plume,3301,0.08,sparse_four_view,101,307,200.0,0.8078378438949585,0.8078378438949585,0.9742634892463684,0.9163931608200073,0.45405271649360657,0.0004089021240361035,0.012938853353261948,0.0,0.9398988259325658,1.004682658114475,0.0,2.5087180137634277,1.5819263458251953,2.1612548828125,2.3993749618530273
smooth_plume,3301,0.08,sparse_four_view,101,307,220.0,0.8001861572265625,0.8001861572265625,0.9771216511726379,0.9155703783035278,0.4536849558353424,0.0004033382283523679,0.014926674775779247,0.0,0.9388362438944893,1.004698860035841,0.0,2.5048513412475586,1.5819518566131592,2.1604647636413574,2.3927056789398193
smooth_plume,3301,0.08,sparse_four_view,101,307,240.0,0.7922384738922119,0.7922384738922119,0.9813381433486938,0.9173635244369507,0.4539884030818939,0.000388581509469077,0.017754068598151207,0.0,0.9396499283416107,1.004961119174217,0.0,2.5141992568969727,1.582364797592163,2.1605091094970703,2.391658067703247
smooth_plume,3301,0.08,sparse_four_view,211,419,20.0,0.9206679463386536,0.9206679463386536,0.9796585440635681,0.9612411260604858,0.4635851979255676,0.0001829278189688921,0.002470560371875763,0.0,0.8700819088431082,1.0048554519816935,0.0,1.92899751663208,1.366962194442749,1.816277265548706,1.8804986476898193
smooth_plume,3301,0.08,sparse_four_view,211,419,40.0,0.8676129579544067,0.8676129579544067,0.9726845622062683,0.9505678415298462,0.46082255244255066,0.00025838729925453663,0.0033558527939021587,0.0,0.8626127737311238,1.003741137669695,0.0,1.9117374420166016,1.3654463291168213,1.7875516414642334,1.8628604412078857
smooth_plume,3301,0.08,sparse_four_view,211,419,60.0,0.8365375399589539,0.8365375399589539,0.9693747758865356,0.9557785987854004,0.46246445178985596,0.0003199219354428351,0.004703001584857702,0.0,0.8557289346533494,1.0031482271133108,0.0,1.8935998678207397,1.3646397590637207,1.7631340026855469,1.8452303409576416
smooth_plume,3301,0.08,sparse_four_view,211,419,80.0,0.8114185333251953,0.8114185333251953,0.9696884751319885,0.9697911143302917,0.46716785430908203,0.00034228089498355985,0.006110119633376598,0.0,0.845551965907413,1.0036585017467463,0.0,1.8552781343460083,1.365333914756775,1.7359709739685059,1.8160805702209473
smooth_plume,3301,0.08,sparse_four_view,211,419,100.0,0.7964855432510376,0.7964855432510376,0.9700878858566284,0.9776603579521179,0.46980592608451843,0.00033325140248052776,0.006951136980205774,0.0,0.8372543064996476,1.002008762737806,0.0,1.8176641464233398,1.363089680671692,1.722486138343811,1.7928850650787354
