rig_id,selector_field_relative_l2,best_fixed_field_relative_l2,exact_oracle_field_relative_l2,selector_minus_best_fixed,selector_beats_best_fixed
fresh-00,0.35490680512715167,0.8524261548692309,0.35762523584209094,-0.49751934974207923,True
fresh-01,0.8074301052450346,0.3930285454359613,0.3437933325174017,0.4144015598090733,False
fresh-02,0.3290230343119927,0.2569242957264604,0.28078706054220914,0.07209873858553228,False
fresh-03,0.3315916938718517,0.4311392258792649,0.3480979332643807,-0.09954753200741318,True
fresh-04,0.6617918908491108,0.3308543720413532,0.2532997809191799,0.3309375188077576,False
fresh-05,0.4777682502723549,0.3242868568318673,0.3230504742750348,0.1534813934404876,False
fresh-06,0.2664260737833674,0.662111206747131,0.32114945643174325,-0.39568513296376356,True
fresh-07,0.26842868631285793,0.6663332161125552,0.30334097408723765,-0.3979045297996973,True
