partition,audit_row_count,max_normalized_spectral_norm_squared_over_schur_bound,minimum_spectral_certificate_margin_to_one,max_row_product,max_column_product,safety_threshold,total_safety_violations,certificate
singleton_factor,26,0.02786624822491164,0.9721337517750883,0.13939197578391704,0.17473586534924862,1.0,0,triangle_inequality_grouped_majorizer
paired_local,26,0.8425330187748414,0.15746698122515856,0.6936634969223207,0.7000000000000001,1.0,0,triangle_inequality_grouped_majorizer
paired_cross,26,0.751545152851769,0.24845484714823096,0.6953712431707717,0.699387820745002,1.0,0,triangle_inequality_grouped_majorizer
triad_bridge,26,0.24867242937878528,0.7513275706212147,0.39680395740054814,0.6427966479688277,1.0,0,triangle_inequality_grouped_majorizer
all_in_one_exact,26,0.9395296614430169,0.06047033855698314,0.7000000000000001,0.7000000000000001,1.0,0,triangle_inequality_grouped_majorizer
